pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.04542,0.0279941,-5.81791,0.0151619,-1.77875,0.0292249,All
-1.63611,0,-5.46331,0.00303238,-1.38668,0.1169,All
-1.2268,0.195959,-5.10872,0.00909715,-0.994605,0.146125,All
-0.817485,0.279941,-4.75412,0,-0.60253,0.496824,All
-0.408173,0.503894,-4.39953,0.00303238,-0.210456,0.642948,All
0.00113961,0.61587,-4.04493,0,0.181618,0.555274,All
0.410452,0.559882,-3.69033,0,0.573692,0.467599,All
0.819765,0.363923,-3.33574,0,0.965766,0.233799,All
1.22908,0.111976,-2.98114,0,1.35784,0.0584498,All
1.63839,0.0279941,-2.62655,0,1.74991,0.0584498,All
,,-2.27195,0,,,All
,,-1.91736,0.00909715,,,All
,,-1.56276,0.0515505,,,All
,,-1.20817,0.12736,,,All
,,-0.853572,0.257753,,,All
,,-0.498976,0.451825,,,All
,,-0.144381,0.627703,,,All
,,0.210214,0.567056,,,All
,,0.56481,0.369951,,,All
,,0.919405,0.209234,,,All
,,1.274,0.112198,,,All
,,1.6286,0.0424534,,,All
,,1.98319,0.0181943,,,All
,,2.33779,0.00303238,,,All
,,2.69238,0.00303238,,,All
,,3.04698,0.00303238,,,All
,,3.40157,0.00606477,,,All
,,3.75617,0.00606477,,,All
,,4.11076,0.00606477,,,All
,,4.46536,0.00606477,,,All
,,4.81995,0.00303238,,,All
