parameter,value,se_lin,rse_lin
Cl_pop,5.17583822492191,0.352145596282189,6.80364379602497
V1_pop,20.4994024886631,1.64585457359759,8.02879290997775
Q_pop,6.19330481391807,1.20117930978204,19.3948036770717
V2_pop,23.8919150831046,3.35456972124799,14.0406062451654
omega_Cl,0.253114148083969,0.0483438364603356,19.0996184236599
omega_V1,0.274893911610438,0.0606985902368226,22.0807328475287
omega_Q,0.645888930584727,0.150493236282492,23.3001727009395
omega_V2,0.307368196769164,0.150710225290136,49.0324720886204
corr_V2_V1,0.998651503090871,0.2807351423045,28.1114223966631
a1,0.303215164876416,0.0222279096225765,7.33073810197988
a2,0.0620280964393807,0.00626351469109245,10.0978670161412
