parameter,value
Cl_pop,5.56520301169896
beta_Cl_logtCLCRMLMIN,0.114050431915593
V1_pop,21.9701688877652
Q_pop,5.73352277808748
V2_pop,27.1736649669418
omega_Cl,0.098223815190318
omega_V1,0.32388860641298
omega_Q,0.744369702252733
omega_V2,0.373804931992283
corr_V2_V1,0.999
a1,0.242879063810537
a2,0.063646103090644
