simulations, -2LL
1000,596.233
2000,595.468
3000,594.888
4000,594.995
5000,595.203
6000,595.292
7000,595.402
8000,595.483
9000,595.385
10000,595.381
11000,595.399
12000,595.456
13000,595.529
14000,595.56
15000,595.512
16000,595.583
17000,595.655
18000,595.675
19000,595.727
20000,595.706
21000,595.634
22000,595.647
23000,595.615
24000,595.539
25000,595.579
26000,595.605
27000,595.63
28000,595.629
29000,595.587
30000,595.614
