f_pop,0.004408,0.00038586,0.015501,-0.033651,nan,1.6698e-5,-3.7255e-5,-0.00049954,0.0021623,nan,-0.0018641,8.1978e-5,1.314e-5
Cl_pop,0.00038586,0.58287,-1.1175,3.0849,nan,6.0004e-5,0.0026367,0.035598,-0.19146,nan,0.10544,-0.0044358,-0.0025101
V1_pop,0.015501,-1.1175,28.157,-60.657,nan,7.2739e-6,-0.052142,-0.62917,3.4621,nan,-2.1278,0.097946,0.044665
Q_pop,-0.033651,3.0849,-60.657,164.98,nan,-0.00049939,0.14374,1.7907,-9.6327,nan,5.6264,-0.24588,-0.12996
V2_pop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_f,1.6698e-5,6.0004e-5,7.2739e-6,-0.00049939,nan,0.0027937,8.2366e-5,0.00050759,-0.0011556,nan,-0.00036671,-1.4425e-5,-9.5919e-6
omega_Cl,-3.7255e-5,0.0026367,-0.052142,0.14374,nan,8.2366e-5,0.0029906,0.0018646,-0.0093329,nan,0.0057057,-0.00027654,-0.00011632
omega_V1,-0.00049954,0.035598,-0.62917,1.7907,nan,0.00050759,0.0018646,0.029914,-0.13148,nan,0.067207,-0.0029592,-0.0016134
omega_Q,0.0021623,-0.19146,3.4621,-9.6327,nan,-0.0011556,-0.0093329,-0.13148,0.69668,nan,-0.34976,0.015053,0.0082149
omega_V2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
a1,-0.0018641,0.10544,-2.1278,5.6264,nan,-0.00036671,0.0057057,0.067207,-0.34976,nan,0.26196,-0.012062,-0.0052939
b1,8.1978e-5,-0.0044358,0.097946,-0.24588,nan,-1.4425e-5,-0.00027654,-0.0029592,0.015053,nan,-0.012062,0.00066924,0.00020802
b2,1.314e-5,-0.0025101,0.044665,-0.12996,nan,-9.5919e-6,-0.00011632,-0.0016134,0.0082149,nan,-0.0052939,0.00020802,0.00035135
