Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-1.76878,0.144828,0.0120472,-0.736379,-0.0891054,-0.259401,-0.677023,-0.085293,-0.25824,-0.474816,0.295945,0.0590944,-0.736379,-0.354606,-0.203158,-0.677023,-0.232711,-0.204332,-0.474816,-0.343193,-0.328918,-1.76878,0.0486556,-0.0843147,-0.677023,-0.731905,-0.734135,-0.474816,-0.312682,-0.302244,-1.76878,0.0451275,-0.0782443,-0.736379,-0.672168,-0.677471
-1.73238,0.152949,0.0118037,-0.722948,-0.0873525,-0.254617,-0.664556,-0.0854365,-0.253431,-0.466393,0.315136,0.0583414,-0.722948,-0.221077,-0.199106,-0.664556,-0.128905,-0.200219,-0.466393,-0.326036,-0.323223,-1.73238,0.0731138,-0.0827551,-0.664556,-0.719355,-0.720615,-0.466393,-0.296643,-0.297012,-1.73238,0.0656034,-0.0767975,-0.722948,-0.662588,-0.665116
-1.69598,0.158081,0.0115602,-0.709517,-0.0865849,-0.249833,-0.652089,-0.0859187,-0.248622,-0.45797,0.309378,0.0575884,-0.709517,-0.133611,-0.195054,-0.652089,-0.0657409,-0.196106,-0.45797,-0.314633,-0.317529,-1.69598,0.0852228,-0.0811956,-0.652089,-0.706539,-0.707095,-0.45797,-0.286467,-0.291781,-1.69598,0.0754545,-0.0753508,-0.709517,-0.652218,-0.652761
-1.65957,0.161023,0.0113167,-0.696087,-0.0863533,-0.245049,-0.639623,-0.0866334,-0.243813,-0.449547,0.282662,0.0568354,-0.696087,-0.0736668,-0.191002,-0.639623,-0.0362861,-0.191993,-0.449547,-0.309252,-0.311834,-1.65957,0.088779,-0.079636,-0.639623,-0.693499,-0.693575,-0.449547,-0.282307,-0.28655,-1.65957,0.0779568,-0.0739041,-0.696087,-0.64137,-0.640407
-1.62317,0.163965,0.0110732,-0.682656,-0.0868078,-0.240265,-0.627156,-0.0875117,-0.239004,-0.441124,0.250879,0.0560823,-0.682656,-0.0520179,-0.18695,-0.627156,-0.0397488,-0.187879,-0.441124,-0.30623,-0.30614,-1.62317,0.0923353,-0.0780765,-0.627156,-0.680238,-0.680055,-0.441124,-0.280433,-0.281319,-1.62317,0.0804591,-0.0724574,-0.682656,-0.629854,-0.628052
-1.58677,0.166907,0.0108297,-0.669225,-0.0875111,-0.235481,-0.614689,-0.0884238,-0.234195,-0.432702,0.215225,0.0553293,-0.669225,-0.049157,-0.182899,-0.614689,-0.063812,-0.183766,-0.432702,-0.30654,-0.300445,-1.58677,0.0958916,-0.0765169,-0.614689,-0.666834,-0.666535,-0.432702,-0.281707,-0.276088,-1.58677,0.0829614,-0.0710106,-0.669225,-0.618002,-0.615697
-1.55036,0.169848,0.0105863,-0.655795,-0.0884541,-0.230697,-0.602222,-0.0892669,-0.229386,-0.424279,0.185904,0.0545763,-0.655795,-0.078918,-0.178847,-0.602222,-0.106981,-0.179653,-0.424279,-0.308957,-0.29475,-1.55036,0.0994479,-0.0749574,-0.602222,-0.653292,-0.653015,-0.424279,-0.284772,-0.270857,-1.55036,0.0854636,-0.0695639,-0.655795,-0.605551,-0.603343
-1.51396,0.168652,0.0103428,-0.642364,-0.0893703,-0.225913,-0.589755,-0.0898798,-0.224577,-0.415856,0.171051,0.0538233,-0.642364,-0.114528,-0.174795,-0.589755,-0.163703,-0.17554,-0.415856,-0.312156,-0.289056,-1.51396,0.0915091,-0.0733978,-0.589755,-0.639644,-0.639495,-0.415856,-0.288219,-0.265626,-1.51396,0.0781827,-0.0681172,-0.642364,-0.592987,-0.590988
-1.47756,0.166661,0.0100993,-0.628933,-0.0899659,-0.221129,-0.577289,-0.090452,-0.219768,-0.407433,0.178483,0.0530703,-0.628933,-0.16499,-0.170743,-0.577289,-0.220969,-0.171426,-0.407433,-0.315124,-0.283361,-1.47756,0.0813623,-0.0718383,-0.577289,-0.625989,-0.625975,-0.407433,-0.290939,-0.260395,-1.47756,0.0690227,-0.0666705,-0.628933,-0.580114,-0.578633
-1.44115,0.162759,0.0098558,-0.615502,-0.090258,-0.216345,-0.564822,-0.0905073,-0.21496,-0.399011,0.207844,0.0523172,-0.615502,-0.217054,-0.166691,-0.564822,-0.280297,-0.167313,-0.399011,-0.317007,-0.277666,-1.44115,0.0688551,-0.0702787,-0.564822,-0.612292,-0.612455,-0.399011,-0.292124,-0.255164,-1.44115,0.0579371,-0.0652237,-0.615502,-0.567186,-0.566279
-1.40475,0.158049,0.00961231,-0.602072,-0.0895283,-0.211561,-0.552355,-0.0898978,-0.210151,-0.390588,0.244404,0.0515642,-0.602072,-0.265157,-0.162639,-0.552355,-0.3273,-0.1632,-0.390588,-0.31734,-0.271972,-1.40475,0.055348,-0.0687192,-0.552355,-0.598646,-0.598935,-0.390588,-0.291618,-0.249933,-1.40475,0.0460359,-0.063777,-0.602072,-0.554246,-0.553924
-1.36835,0.152023,0.00936883,-0.588641,-0.0885711,-0.206777,-0.539888,-0.0890497,-0.205342,-0.382165,0.271644,0.0508112,-0.588641,-0.311663,-0.158588,-0.539888,-0.369593,-0.159087,-0.382165,-0.315449,-0.266277,-1.36835,0.0415899,-0.0671596,-0.539888,-0.58502,-0.585415,-0.382165,-0.289091,-0.244702,-1.36835,0.0340175,-0.0623303,-0.588641,-0.541317,-0.54157
-1.33194,0.144684,0.00912534,-0.57521,-0.0862739,-0.201993,-0.527421,-0.0877061,-0.200533,-0.373742,0.27839,0.0500582,-0.57521,-0.341864,-0.154536,-0.527421,-0.398231,-0.154974,-0.373742,-0.311271,-0.260583,-1.33194,0.0282768,-0.0656,-0.527421,-0.571464,-0.571896,-0.373742,-0.284711,-0.239471,-1.33194,0.0224937,-0.0608836,-0.57521,-0.528585,-0.529215
-1.29554,0.136013,0.00888185,-0.56178,-0.0827102,-0.197209,-0.514955,-0.0853371,-0.195724,-0.36532,0.261423,0.0493052,-0.56178,-0.352691,-0.150484,-0.514955,-0.395279,-0.15086,-0.36532,-0.304687,-0.254888,-1.29554,0.0166666,-0.0640405,-0.514955,-0.558073,-0.558376,-0.36532,-0.278429,-0.23424,-1.29554,0.0125724,-0.0594368,-0.56178,-0.516113,-0.51686
-1.25914,0.126471,0.00863837,-0.548349,-0.0783074,-0.192426,-0.502488,-0.0823507,-0.190915,-0.356897,0.223129,0.0485522,-0.548349,-0.340383,-0.146432,-0.502488,-0.366257,-0.146747,-0.356897,-0.295851,-0.249193,-1.25914,0.00685267,-0.0624809,-0.502488,-0.544824,-0.544856,-0.356897,-0.270357,-0.229009,-1.25914,0.00429899,-0.0579901,-0.548349,-0.50396,-0.504506
-1.22274,0.115743,0.00839488,-0.534918,-0.0752169,-0.187642,-0.490021,-0.080295,-0.186106,-0.348474,0.16846,0.0477991,-0.534918,-0.312688,-0.14238,-0.490021,-0.313293,-0.142634,-0.348474,-0.285161,-0.243499,-1.22274,0.000417096,-0.0609214,-0.490021,-0.53168,-0.531336,-0.348474,-0.260795,-0.223778,-1.22274,-0.000910068,-0.0565434,-0.534918,-0.491998,-0.492151
