rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
1,1,-2.32231,-0.848896,0.162418,-0.238445,0
2,1,-2.59128,-0.605019,0.738278,-0.0279666,0
3,1,-2.74553,-2.22356,1.12451,0.893419,0
4,1,-2.342,-1.10559,0.43351,-0.881153,0
5,1,-2.67666,-0.320566,1.18061,0.467867,0
6,1,-2.31219,-1.07999,1.81755,0.059381,0
7,1,-2.24139,-1.01826,1.16387,-0.817286,0
8,1,-2.57576,-0.509902,0.888843,-0.386301,0
9,1,-2.62961,-0.220505,0.409847,0.809581,0
10,1,-2.3967,-0.378851,-0.40204,-1.37293,0
1,2,0.933337,0.147001,-0.105665,-0.724981,0
2,2,0.813858,0.299785,-0.838622,0.201038,0
3,2,1.02487,1.56121,-0.816368,0.416989,0
4,2,1.09171,0.254262,0.571359,-0.823536,0
5,2,0.977466,0.378069,0.126697,-1.47824,0
6,2,0.779788,0.800886,-0.600827,0.636072,0
7,2,0.857199,0.618842,-0.228915,2.02481,0
8,2,1.17351,0.687022,0.264383,0.0108332,0
9,2,0.943965,0.363151,0.167641,-1.02804,0
10,2,0.83269,0.258488,-0.214614,-1.30386,0
1,3,0.768359,-0.0346645,0.646505,0.589637,0
2,3,0.56407,0.0282171,0.0747049,1.38909,0
3,3,0.6847,0.147895,0.44035,0.439463,0
4,3,0.595078,-0.072905,0.299034,1.66577,0
5,3,0.670242,0.829984,0.0878783,0.306639,0
6,3,0.607626,0.897841,0.182533,2.38945,0
7,3,0.686315,0.774186,-0.0195508,0.997109,0
8,3,0.674077,0.117048,0.223355,1.5715,0
9,3,0.915808,0.596187,0.553211,1.82237,0
10,3,0.511052,0.423851,-0.00730127,1.88227,0
1,4,-0.235106,-0.479259,-1.49309,0.683546,0
2,4,0.0871281,-1.12978,0.735677,-1.91678,0
3,4,-0.0156141,-0.560738,-0.76084,-0.258356,0
4,4,-0.263668,-0.503818,-0.961169,-0.382564,0
5,4,-0.00944854,-1.64286,0.793449,-1.88272,0
6,4,-0.156294,-0.530296,-1.31101,-1.51272,0
7,4,-0.0791586,-0.292084,-0.693696,-0.120833,0
8,4,-0.00909098,-0.939433,-0.464063,-1.02363,0
9,4,0.135988,-0.729597,0.904291,-2.72876,0
10,4,-0.0414014,-0.370257,-0.80074,-0.557877,0
1,5,-0.378988,-0.0314181,1.14816,-0.551261,0
2,5,-0.446169,0.103218,1.06708,-0.780264,0
3,5,-0.340119,0.366063,0.97804,0.786895,0
4,5,-0.478808,-0.16684,0.841499,0.0602756,0
5,5,-0.527262,-0.376718,1.28681,-0.443199,0
6,5,-0.749697,0.455853,0.506142,1.64823,0
7,5,-0.83247,-0.141624,0.00239626,1.55458,0
8,5,-0.482229,-0.0166348,0.973401,0.547669,0
9,5,-0.526608,0.23677,0.694958,1.10664,0
10,5,-0.342044,0.350025,1.21854,0.668155,0
1,6,0.463422,2.61152,1.32315,2.00164,0
2,6,0.409575,1.13573,1.65841,0.175138,0
3,6,0.303251,0.963149,1.87386,0.12113,0
4,6,0.318959,2.25148,-0.252455,-1.17472,0
5,6,0.476814,0.540371,2.57643,0.546776,0
6,6,0.654897,2.23764,1.16641,0.515386,0
7,6,0.445747,2.3283,0.986405,1.84899,0
8,6,0.498558,1.28525,1.19793,-0.27324,0
9,6,0.493986,2.26548,0.831127,0.910775,0
10,6,0.280522,0.458904,1.72294,0.28548,0
1,7,0.499091,-2.14982,-1.21408,0.309102,0
2,7,0.288691,-2.71845,-1.41117,0.78893,0
3,7,0.474082,-1.94881,-1.13418,1.41306,0
4,7,0.470184,-2.06177,-1.25988,0.613651,0
5,7,0.32573,-2.8053,-1.44596,-1.93236,0
6,7,0.32466,-2.05815,-1.46265,1.3624,0
7,7,0.60298,-1.57292,-1.60305,-1.32874,0
8,7,0.462668,-1.91801,-1.4416,0.853003,0
9,7,0.519816,-2.23031,-1.25201,-1.01067,0
10,7,0.661516,-3.09585,-0.251698,-1.76964,0
1,8,0.749143,-0.298191,-0.302033,1.53475,0
2,8,1.10495,0.207131,-0.0277638,-0.320012,0
3,8,0.935745,-0.171325,-0.134345,-0.712408,0
4,8,0.726458,0.0645543,-0.654739,1.33439,0
5,8,0.769665,-0.998539,0.0925275,-1.17879,0
6,8,1.10535,0.0417419,0.265112,-0.383347,0
7,8,0.862891,-0.106418,-0.333071,-1.62409,0
8,8,0.978896,0.635498,-0.509103,0.692807,0
9,8,1.00676,0.749764,-0.666371,0.235278,0
10,8,0.941702,-0.258591,-0.191392,0.295498,0
1,9,-0.0744889,-0.835619,1.60552,0.235088,0
2,9,-0.293357,-0.166091,0.130937,-0.24627,0
3,9,-0.113344,-0.025292,0.725959,0.562258,0
4,9,-0.273489,-0.653434,0.747196,-0.238623,0
5,9,-0.195417,-1.57838,1.64003,-0.640405,0
6,9,-0.220324,-0.432054,0.487355,-0.7347,0
7,9,-0.162228,-0.246369,0.87741,-0.990325,0
8,9,-0.234158,-0.163562,0.714916,0.961204,0
9,9,-0.387125,-0.375027,0.0270931,1.46157,0
10,9,-0.243056,-0.728512,1.25836,0.126239,0
1,10,-1.64587,-1.49595,-0.900998,-0.63005,0
2,10,-1.81816,-0.869738,-1.42049,0.563375,0
3,10,-1.57005,-0.333505,-1.27154,0.601041,0
4,10,-1.69327,-1.46651,-0.770387,-1.91498,0
5,10,-1.59542,-1.17622,-1.42777,-0.827472,0
6,10,-1.57385,-0.274131,-1.66465,-0.351374,0
7,10,-1.52305,-1.3697,-0.351182,-1.58435,0
8,10,-1.53213,-1.92898,0.373913,-1.04211,0
9,10,-1.39627,-0.528088,-0.693806,-0.815859,0
10,10,-1.73496,-1.16335,-1.19319,-2.10535,0
1,11,0.802605,0.383116,-0.104242,-0.293789,0
2,11,0.81263,1.05127,-0.43543,0.257669,0
3,11,0.841147,0.0677129,0.233453,-0.439005,0
4,11,0.733066,0.48283,-0.155757,-1.30026,0
5,11,0.818232,0.670231,0.0685544,-0.45786,0
6,11,0.981865,0.360053,1.20147,-0.789313,0
7,11,0.88321,0.404619,0.258119,0.168598,0
8,11,0.728388,0.467012,-0.498645,-0.208922,0
9,11,0.690534,0.24127,-0.642128,0.101182,0
10,11,0.901993,0.654771,0.0283579,-0.602211,0
1,12,-0.12762,1.38477,0.292479,-0.041925,0
2,12,-0.156896,0.89372,0.532698,0.920959,0
3,12,-0.368798,0.0189873,0.499001,-0.52577,0
4,12,-0.339306,0.233415,0.459639,1.97891,0
5,12,-0.508451,0.00870633,-0.225423,0.393107,0
6,12,-0.330554,1.37918,-0.0130804,1.44093,0
7,12,-0.120472,0.382299,1.11443,0.132321,0
8,12,-0.0830276,-1.3712,1.96857,-0.163686,0
9,12,-0.401811,-0.34277,0.443016,0.114001,0
10,12,-0.281015,-1.36303,1.61376,0.088515,0
1,13,-0.301175,-0.469197,-0.284845,0.758027,0
2,13,0.0445631,0.699392,-0.263065,-0.700981,0
3,13,0.169175,0.218755,0.800383,0.161606,0
4,13,0.107621,-0.452499,1.2303,-0.718107,0
5,13,0.0189629,-0.157543,-0.0362933,-0.0330907,0
6,13,0.151607,0.280997,0.349482,0.222746,0
7,13,0.104245,0.453843,-0.17517,0.619222,0
8,13,-0.161383,0.68009,-1.42628,0.242247,0
9,13,0.302929,0.376815,0.876295,-0.246347,0
10,13,0.0759189,0.185926,0.258655,-0.588118,0
1,14,0.869382,1.0884,-2.4966,-0.47796,0
2,14,0.586717,0.222249,-1.71982,-0.0568769,0
3,14,0.848825,1.02304,-1.71967,-0.0971185,0
4,14,0.74746,0.267522,-1.17142,-0.261444,0
5,14,0.578802,0.55877,-2.37251,-0.642376,0
6,14,0.621666,0.151784,-1.51138,-1.23428,0
7,14,0.664551,0.844101,-1.76533,0.679187,0
8,14,0.638392,0.577689,-1.30556,1.19137,0
9,14,0.894713,0.845198,-1.35885,-0.583898,0
10,14,0.415315,0.36073,-2.12188,0.2901,0
