standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.56412,0.242132,-3.34873,0.0151068,-2.21383,0.0624526,-2.37816,0.039293,All
-2.24454,0,-2.8365,0.0151068,-1.84212,0.0624526,-1.98429,0.0589396,All
-1.92496,0.0484264,-2.32427,0.135961,-1.47041,0.228993,-1.59042,0.0785861,All
-1.60538,0.193706,-1.81205,0.0604271,-1.0987,0.291446,-1.19656,0.117879,All
-1.28579,0,-1.29982,0.0906406,-0.726986,0.24981,-0.802691,0.294698,All
-0.966213,0,-0.787591,0.271922,-0.355276,0.291446,-0.408825,0.550103,All
-0.646631,0.0484264,-0.275364,0.347456,0.0164346,0.395533,-0.0149594,0.333991,All
-0.32705,0.411625,0.236863,0.438096,0.388145,0.478803,0.378907,0.432223,All
-0.00746871,0.653757,0.74909,0.362562,0.759855,0.291446,0.772773,0.45187,All
0.312113,0.387412,1.26132,0.287028,1.13157,0.312263,1.16664,0.255405,All
0.631694,0.799036,1.77354,0.0453203,1.50328,0.124905,1.5605,0.0589396,All
0.951275,0.605331,2.28577,0.0453203,1.87499,0.124905,1.95437,0.0785861,All
