iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,787.702,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,784.993,1,6.29647,1.35175,24.0416,6.63819,23.8613,1.46202,1.46202,0.974679,0.62,0.285
3,772.029,1,6.20443,1.21605,21.8857,8.1475,24.756,1.425,1.425,1.04117,0.62,0.27075
4,754.352,1,6.1983,1.4256,20.7887,8.18391,24.2919,1.38892,1.38892,1.01481,0.62,0.257212
5,740.145,1,6.2294,1.44847,16.5917,7.90122,25.9619,1.35375,1.35375,0.989114,0.62,0.244352
6,728.451,1,6.07691,0.74732,19.0514,9.19545,28.3959,1.31947,1.31947,0.964069,0.62,0.232134
7,721.457,1,5.90164,0.631621,16.1234,9.59757,27.686,1.28606,1.28606,0.954378,0.62,0.220528
8,708.126,1,6.17406,1.07467,15.8961,9.67186,31.5793,1.2535,1.2535,0.930213,0.62,0.209501
9,711.143,1,6.02747,1.07948,14.9328,10.9949,28.8161,1.22176,1.22176,0.906659,0.62,0.199026
10,697.564,1,6.27968,1.75972,13.9886,12.3942,25.7544,1.19082,1.19082,0.922532,0.62,0.189075
11,683.508,1,6.14976,1.61636,11.9326,14.5745,24.5271,1.16067,1.16067,0.899173,0.62,0.179621
12,673.07,1,5.9916,1.19542,12.2361,16.2419,24.757,1.13128,1.13128,0.876405,0.62,0.17064
13,661.331,1,5.93142,1.0467,11.833,16.7945,23.7512,1.10264,1.10264,0.857835,0.62,0.162108
14,652.767,1,5.97785,1.20779,10.8651,17.7892,24.9759,1.07472,1.07472,0.836115,0.62,0.154003
15,637.817,1,6.27773,1.55311,10.3899,17.0907,25.7564,1.04751,1.04751,0.814944,0.62,0.146302
16,632.683,1,6.09757,1.66723,10.3696,18.2222,24.6497,1.02098,1.02098,0.924565,0.62,0.138987
17,623.59,1,6.15471,1.56935,9.23709,19.0247,25.7089,0.995131,0.995131,0.901155,0.62,0.132038
18,611.887,1,5.95391,1.24686,8.79836,18.499,25.6285,0.969933,0.969933,0.878337,0.62,0.125436
