parameter,value,se_lin,rse_lin
Cl_pop,5.27093711145885,0.302184581339404,5.73303332878824
beta_Cl_logtCLCRMLMIN,0.619175335000459,0.247155976871237,39.9169609802131
V1_pop,19.5721532360566,1.49559057820411,7.64142074796794
Q_pop,7.10451454050065,1.62671779330804,22.896959166381
V2_pop,23.3288939994562,2.57449536570722,11.0356511790367
omega_Cl,0.211393703057918,0.0405731999207723,19.1931922918517
omega_V1,0.252052758871038,0.059303850657273,23.5283481612735
omega_Q,0.781216524195905,0.172659596532663,22.1013753786608
omega_V2,0.204206414816746,0.132094694129121,64.6868484751874
corr_V2_V1,0.998148832783011,0.59566201724888,59.6766732259829
a1,0.303781736409262,0.022288393161864,7.33697602275752
a2,0.0637761742486885,0.0063616180150276,9.97491318657832
