Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
5.25776,0.10736,20.5442,0.00767562,3.07484,0.0347807,27.3075,0.00347797,All
5.58894,0.116307,22.8603,0.0217476,5.71572,0.0493662,29.4374,0.0166942,All
5.92012,0,25.1765,0.0191891,8.3566,0.0437564,31.5672,0.0236502,All
6.2513,0.00447334,27.4926,0.0172702,10.9975,0.0454393,33.697,0.0180854,All
6.58248,0.0805201,29.8087,0.00959453,13.6384,0.0465613,35.8268,0.0104339,All
6.91366,0.1342,32.1249,0.0172702,16.2793,0.0460003,37.9566,0.0132163,All
7.24484,0.00447334,34.441,0.0230269,18.9201,0.0336588,40.0864,0.0215634,All
7.57602,0,36.7571,0.0383781,21.561,0.0235611,42.2162,0.0264325,All
7.9072,0,39.0733,0.0326214,24.2019,0.0185123,44.346,0.0389532,All
8.23838,0,41.3894,0.033261,26.8428,0.0112196,46.4758,0.0333885,All
8.56956,0.00894668,43.7055,0.047333,29.4837,0.00953665,48.6056,0.0354753,All
8.90074,0.0715735,46.0217,0.0434952,32.1246,0.00729273,50.7355,0.0521695,All
9.23192,0.125254,48.3378,0.0415763,34.7654,0.00673175,52.8653,0.0466047,All
9.5631,0.0939402,50.6539,0.0326214,37.4063,0.00392686,54.9951,0.0466047,All
9.89428,0.331027,52.9701,0.0147116,40.0472,0.00504882,57.1249,0.0368664,All
10.2255,0.259454,55.2862,0.0127927,42.6881,0.00168294,59.2547,0.0146075,All
10.5566,0.14762,57.6023,0.00895489,45.329,0.00112196,61.3845,0.0125207,All
10.8878,0.0805201,59.9185,0.00639635,47.9699,0.000560979,63.5143,0.00834712,All
11.219,0.0581534,62.2346,0.00447745,50.6107,0.000560979,65.6441,0.00765153,All
11.5502,0.169987,64.5507,0.00639635,53.2516,0,67.7739,0.00765153,All
11.8814,0.313134,66.8669,0.000639635,55.8925,0.000560979,69.9037,0.00278237,All
12.2125,0.169987,69.183,0.00191891,58.5334,0.00112196,72.0336,0.00139119,All
12.5437,0.2013,71.4991,0.00255854,61.1743,0,74.1634,0.00417356,All
12.8749,0.28182,73.8153,0.00127927,63.8152,0.000560979,76.2932,0.00139119,All
13.2061,0.165514,76.1314,0,66.456,0,78.423,0,All
13.5373,0.169987,78.4476,0.00127927,69.0969,0.000560979,80.5528,0.00208678,All
13.8684,0.0357867,80.7637,0.00127927,71.7378,0.000560979,82.6826,0.000695593,All
