simulations, -2LL
1000,574.874
2000,574.369
3000,574.635
4000,574.624
5000,574.64
6000,574.554
7000,574.641
8000,574.621
9000,574.423
10000,574.424
11000,574.313
12000,574.42
13000,574.507
14000,574.569
15000,574.596
16000,574.686
17000,574.741
18000,574.774
19000,574.802
20000,574.764
21000,574.732
22000,574.768
23000,574.755
24000,574.745
25000,574.764
26000,574.798
27000,574.828
28000,574.809
29000,574.8
30000,574.796
