iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1468.62,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1446.57,1,5.22426,24.7845,8.02431,30.5396,0.974679,0.974679,1.01341,0.974679,0.998761,0.974679,0.974679
3,1441.41,1,5.35693,25.9446,7.99281,32.3245,0.95,0.95,1.04016,0.95,0.998761,0.95,0.95
4,1425.92,1,4.77243,27.3831,9.16879,34.1503,0.925945,0.925945,1.15592,0.925945,0.998761,0.925945,0.925945
5,1413.37,1,4.94232,26.7992,7.12007,33.2738,0.9025,0.9025,1.12665,0.9025,0.998761,0.9025,0.9025
6,1396.11,1,5.08024,25.101,8.29882,31.1859,0.879648,0.879648,1.09813,0.879648,0.998761,0.879648,0.879648
7,1387.3,1,5.14245,26.2802,8.14868,32.6912,0.857375,0.857375,1.07032,0.857375,0.998761,0.857375,0.857375
8,1371.92,1,5.1038,26.8426,7.76337,33.1374,0.835666,0.835666,1.04322,0.835666,0.998761,0.835666,0.835666
9,1368.35,1,5.24519,27.859,7.56921,34.4001,0.814506,0.814506,1.04246,0.814506,0.998761,0.814506,0.814506
10,1352.64,1,4.91795,29.074,7.3787,35.9896,0.793882,0.793882,1.01606,0.793882,0.998761,0.793882,0.793882
11,1339.4,1,5.18025,27.3832,7.32801,33.7489,0.773781,0.773781,0.990334,0.773781,0.998761,0.773781,0.773781
12,1322.5,1,5.34889,26.2621,6.93787,32.2596,0.754188,0.754188,0.967807,0.754188,0.998761,0.754188,0.754188
13,1333.37,1,5.36103,30.8081,8.74415,38.1299,0.735092,0.735092,0.995874,0.735092,0.998761,0.735092,0.735092
14,1319.76,1,5.25887,32.4757,8.4226,40.272,0.716479,0.716479,1.09201,0.716479,0.998761,0.716479,0.716479
15,1293.27,1,5.40682,29.5435,9.67494,36.6372,0.698337,0.698337,1.06436,0.698337,0.998761,0.698337,0.698337
16,1294.87,1,5.34155,28.6496,9.43692,35.6071,0.680655,0.680655,1.04785,0.680655,0.998761,0.680655,0.680655
17,1277.6,1,5.14058,28.9006,8.51136,35.9926,0.66342,0.66342,1.03767,0.66342,0.998761,0.66342,0.66342
18,1265.76,1,5.13047,31.0062,10.1013,38.5848,0.646622,0.646622,1.01139,0.646622,0.998761,0.646622,0.646622
19,1259.69,1,5.4048,28.3169,9.83041,34.9942,0.630249,0.630249,1.07568,0.630249,0.998761,0.630249,0.630249
20,1248.13,1,5.20989,25.723,9.06987,31.8017,0.614291,0.614291,1.04844,0.614291,0.998761,0.614291,0.614291
21,1235.07,1,5.28418,27.2959,10.4834,33.9582,0.598737,0.598737,1.0219,0.598737,0.998761,0.598737,0.598737
22,1218.83,1,5.52458,26.8294,8.97824,33.5454,0.583577,0.583577,0.99602,0.583577,0.998761,0.583577,0.583577
23,1210.85,1,5.44748,27.677,9.3105,34.5614,0.5688,0.5688,0.970801,0.5688,0.998761,0.5688,0.5688
24,1195.74,1,5.49698,26.8273,8.3824,33.4114,0.554398,0.554398,0.946219,0.554398,0.998761,0.554398,0.554398
25,1188.47,1,5.54234,26.6419,7.33759,33.0408,0.54036,0.54036,0.943952,0.54036,0.998761,0.54036,0.54036
26,1172.25,1,5.44912,28.1537,8.52872,35.1175,0.526678,0.526678,0.920051,0.526678,0.998761,0.526678,0.526678
