iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2017.18,1,5.18207,2.88311,10.5064,11.3759,3,3,0,1.5,1.5,1.5,1.5
2,2002.03,1,3.97782,3.84612,13.1245,17.4352,2.92404,2.92404,0,1.46202,1.58206,1.5834,1.46202
3,1989.52,1,4.3276,4.3662,18.1786,27.5992,2.85,2.85,0,1.425,1.65955,1.54331,1.49572
4,1972.02,1,3.21441,7.93909,26.5619,47.1758,2.77784,2.77784,0,1.38892,1.61753,1.50423,1.45785
5,1959.68,1,3.45336,8.27616,41.0316,50.304,2.7075,2.7075,0,1.35375,1.57657,1.46614,1.42094
6,1957.48,1,3.41774,6.44876,43.1998,60.2784,2.63894,2.63894,0,1.31947,1.58347,1.6044,1.38496
7,1948.03,1,3.0105,7.06478,60.1465,89.5546,2.57212,2.57212,0,1.28606,1.54338,1.56378,1.34989
8,1925.14,1,2.8906,7.71523,74.1748,87.4599,2.507,2.507,0,1.2535,1.5043,1.52418,1.36672
9,1937.99,1,2.67972,5.88448,78.0654,89.0719,2.44352,2.44352,0,1.22176,1.76406,1.48559,1.47452
10,1919.41,1,2.26708,6.51549,63.8838,117.698,2.38165,2.38165,0,1.19082,1.82843,1.44797,1.43719
11,1914.32,1,2.63804,4.55214,88.0367,121.115,2.32134,2.32134,0,1.16067,1.78214,1.41131,1.57844
12,1894.98,1,2.59447,5.16979,81.6518,114.213,2.26257,2.26257,0,1.13128,1.73701,1.37557,1.53847
13,1889.08,1,2.70326,8.2094,56.3293,163.553,2.20528,2.20528,0,1.10264,1.82523,1.34074,1.59012
14,1880.73,1,2.63801,5.66321,73.882,168.022,2.14944,2.14944,0,1.07472,1.93998,1.30679,1.59429
15,1868.26,1,2.43033,6.32624,62.0727,178.374,2.09501,2.09501,0,1.04751,1.97523,1.27371,1.55393
16,1862.28,1,2.51324,11.0629,59.6047,138.523,2.04197,2.04197,0,1.02098,1.99016,1.24145,1.51458
