iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,685.28,1,5.10855,9.91367,44.1718,76.9381,0.3,1.5,1.5,1.5,1.5
2,651.46,1,8.36197,14.5768,36.0672,108.509,0.24,1.34164,1.50912,1.34164,1.39847
3,622.91,1,8.52214,12.4778,40.5653,102.634,0.192,1.2,1.54825,1.2,1.37734
4,591.498,1,8.32328,12.6563,41.838,115.942,0.155016,1.07331,1.38479,1.07331,1.33092
5,555.42,1,8.21709,12.186,40.0549,109.478,0.130379,0.96,1.30104,0.96,1.33156
6,529.692,1,8.52304,10.6163,40.7034,98.9915,0.120062,0.85865,1.23669,0.85865,1.31304
7,517.791,1,8.69334,11.6281,40.0442,97.3401,0.114523,0.768,1.29067,0.768,1.2794
8,513.348,1,8.64583,12.0601,39.366,97.8006,0.113507,0.68692,1.2045,0.68692,1.33717
9,493.794,1,8.60114,12.0733,38.6474,105.347,0.108633,0.6144,1.11315,0.6144,1.27078
10,479.318,1,8.62303,13.6945,40.0279,111.432,0.104831,0.549536,1.05605,0.549536,1.27846
11,477.701,1,8.62419,13.7734,40.0384,107.813,0.105943,0.49152,1.04258,0.49152,1.25092
12,473.914,1,8.72401,12.8322,40.4288,103.088,0.10652,0.439629,1.02707,0.439629,1.2092
13,460.613,1,8.72849,11.9359,40.6005,101.816,0.103277,0.396385,0.96393,0.393216,1.2059
14,451.474,1,8.90223,11.8149,40.9237,104.566,0.101543,0.364682,0.948851,0.351703,1.12362
15,444.084,1,8.98039,11.1344,41.8503,101.222,0.101858,0.347854,0.87936,0.314573,1.14664
16,439.435,1,8.96692,10.8389,43.306,100.032,0.100437,0.352709,0.849949,0.281362,1.19749
17,441.524,1,9.03756,10.7418,43.6991,97.4117,0.102264,0.356566,0.812731,0.251658,1.22621
18,430.441,1,9.2013,10.1608,44.3882,97.6413,0.101803,0.332722,0.771592,0.22509,1.17808
19,421.641,1,9.31231,10.084,44.7906,91.224,0.098147,0.316247,0.783597,0.201327,1.15204
20,427.732,1,9.35243,10.3011,44.9601,86.0821,0.101173,0.300864,0.786558,0.189697,1.20636
