iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1510.4,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1488.69,1,4.84576,28.2505,7.70548,34.924,0.974679,0.974679,1.0211,0.974679,0.998761,0.974679,0.974679
3,1479.65,1,4.76054,26.7033,7.05748,33.2796,0.95,0.95,0.99525,0.95,0.998761,0.95,0.95
4,1467.53,1,4.6665,26.3426,7.1223,32.6784,0.925945,0.925945,1.00547,0.925945,0.998761,0.925945,0.925945
5,1460.78,1,4.56834,27.7375,5.93272,34.2313,0.9025,0.9025,1.0174,0.9025,0.998761,0.9025,0.9025
6,1453.29,1,4.48117,29.3548,5.62345,35.9875,0.879648,0.879648,0.991637,0.879648,0.998761,0.879648,0.879648
7,1441.14,1,4.6089,30.5555,5.67145,37.4486,0.857375,0.857375,0.966528,0.857375,0.998761,0.857375,0.857375
8,1415.13,1,5.03151,36.2825,6.0215,44.2524,0.835666,0.835666,0.942055,0.835666,0.998761,0.835666,0.835666
9,1418.99,1,4.69687,40.6968,6.0281,49.6358,0.814506,0.814506,0.918202,0.814506,0.998761,0.814506,0.814506
10,1396.05,1,4.76465,35.9986,5.66876,44.0559,0.793882,0.793882,0.894952,0.793882,0.998761,0.793882,0.793882
11,1389.98,1,4.83304,35.0226,5.52451,42.5804,0.773781,0.773781,0.872292,0.773781,0.998761,0.773781,0.773781
12,1368.36,1,5.0179,34.514,5.08956,41.8917,0.754188,0.754188,0.853725,0.754188,0.998761,0.754188,0.754188
13,1360.96,1,4.88069,34.5296,5.9883,41.8853,0.735092,0.735092,0.881117,0.735092,0.998761,0.735092,0.735092
14,1355.3,1,5.0352,32.0125,4.94998,38.9105,0.716479,0.716479,0.929835,0.716479,0.998761,0.716479,0.716479
15,1331.5,1,4.97738,30.9107,6.41446,37.5086,0.698337,0.698337,0.906291,0.698337,0.998761,0.698337,0.698337
16,1335,1,4.85774,26.3838,7.7798,32.1443,0.680655,0.680655,0.930346,0.680655,0.998761,0.680655,0.680655
17,1313.21,1,4.96658,26.397,6.97727,32.0881,0.66342,0.66342,0.959469,0.66342,0.998761,0.66342,0.66342
18,1299.85,1,5.26287,27.6234,7.38858,33.4541,0.646622,0.646622,0.935175,0.646622,0.998761,0.646622,0.646622
19,1300.36,1,5.25068,28.306,7.39582,34.0789,0.630249,0.630249,0.949317,0.630249,0.998761,0.630249,0.630249
20,1286.34,1,5.27408,28.2535,8.22647,34.0377,0.614291,0.614291,0.925279,0.614291,0.998761,0.614291,0.614291
21,1276.06,1,5.22335,25.424,9.66802,30.865,0.598737,0.598737,0.901851,0.598737,0.998761,0.598737,0.598737
22,1257.64,1,5.27315,26.6811,10.0797,32.6513,0.583577,0.583577,0.879015,0.583577,0.998761,0.583577,0.583577
23,1242.42,1,5.25547,26.7857,9.86219,32.9543,0.5688,0.5688,0.856758,0.5688,0.998761,0.5688,0.5688
24,1227.65,1,5.2451,26.8679,9.26527,32.9659,0.554398,0.554398,0.835065,0.554398,0.998761,0.554398,0.554398
25,1222.99,1,5.24483,24.2608,9.04648,29.7945,0.54036,0.54036,0.81392,0.54036,0.998761,0.54036,0.54036
26,1206.98,1,5.32313,24.7489,9.73344,30.4107,0.526678,0.526678,0.876097,0.526678,0.998761,0.526678,0.526678
27,1199.44,1,5.21421,25.3303,11.9026,31.0566,0.513342,0.513342,0.853914,0.513342,0.998761,0.513342,0.513342
28,1183.53,1,5.31163,24.8742,11.3691,30.217,0.500344,0.500344,0.832293,0.500344,0.998761,0.500344,0.500344
29,1169.8,1,5.27956,23.2474,12.5689,28.1062,0.487675,0.487675,0.811218,0.487675,0.998761,0.487675,0.487675
30,1160.68,1,5.34345,22.2991,12.1218,26.9708,0.475327,0.475327,0.790678,0.475327,0.998761,0.475327,0.475327
31,1159.5,1,5.29938,24.0522,11.3364,28.9596,0.463291,0.463291,0.770658,0.463291,0.998761,0.463291,0.463291
32,1145.14,1,5.19165,23.8317,9.96543,28.757,0.45156,0.45156,0.751144,0.45156,0.998761,0.45156,0.45156
33,1129.46,1,5.22709,24.4502,8.74915,29.4073,0.440127,0.440127,0.732125,0.440127,0.998761,0.440127,0.440127
34,1111.23,1,5.11951,24.6474,8.98516,29.6249,0.428982,0.428982,0.713587,0.428982,0.998761,0.428982,0.428982
35,1103.82,1,5.22609,24.7163,8.90421,29.7048,0.41812,0.41812,0.695518,0.41812,0.998761,0.41812,0.41812
