parameter,value,se_lin,rse_lin
Cl_pop,5.26603657664318,0.295421863245207,5.60994704357946
beta_Cl_logtCLCRMLMIN,0.621288615830751,0.241753746091491,38.9116651957693
V1_pop,20.8101737076449,1.67563033767258,8.05197669761408
Q_pop,5.95518374636702,1.14370311646832,19.205169230354
V2_pop,21.9135874741614,2.66672542149749,12.1692781916328
omega_Cl,0.206699468920814,0.0397083893687545,19.2106876597572
omega_V1,0.271926607687562,0.0610733007899801,22.4594795299149
omega_Q,0.609352655566906,0.153877924182322,25.2526878772955
omega_V2,0.238255717795948,0.148937919706786,62.5117924071576
corr_V2_V1,0.999,0.425869494007806,42.6295789797604
a1,0.302110716228069,0.0221620182151888,7.33572727637316
a2,0.0642644002532461,0.00652529727813903,10.1538289510598
