iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,764.563,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,757.973,1,5.35345,0.986522,27.4832,5.17669,25.6288,1.46202,1.46202,1.00913,0.62,0.285
3,749.588,1,5.54465,0.760672,26.4363,6.48568,27.1505,1.425,1.425,1.08647,0.62,0.27075
4,738.645,1,5.58636,1.08338,23.9938,6.26406,34.7017,1.38892,1.38892,1.0902,0.62,0.257212
5,726.674,1,5.80081,0.465073,20.9199,6.2589,33.4004,1.35375,1.35375,1.06835,0.62,0.244352
6,714.754,1,5.54938,0.874029,24.3736,6.83439,38.306,1.31947,1.31947,1.0413,0.62,0.232134
7,701.468,1,5.85585,0.839087,24.7871,7.48753,42.6155,1.28606,1.28606,1.01493,0.62,0.220528
8,690.675,1,6.01479,0.345285,23.9816,7.29742,34.8914,1.2535,1.2535,0.989236,0.62,0.209501
9,685.859,1,5.86545,0.416251,21.8176,7.44048,29.1125,1.22176,1.22176,0.990191,0.62,0.199026
10,681.821,1,5.58061,0.428967,21.3011,7.26428,23.6539,1.19082,1.19082,1.0209,0.62,0.189075
11,661.667,1,5.47631,0.591381,18.6873,9.45788,24.8366,1.16067,1.16067,0.995052,0.62,0.179621
12,643.502,1,5.6707,0.552032,18.9421,9.23902,26.9322,1.13128,1.13128,0.969857,0.62,0.17064
13,642.631,1,5.56407,0.654634,17.4676,12.0893,28.91,1.10264,1.10264,0.9453,0.62,0.162108
14,634.11,1,5.36005,0.844966,17.9498,13.2027,25.1834,1.07472,1.07472,0.921364,0.62,0.154003
15,612.779,1,5.47293,0.633963,15.8585,13.2602,25.8129,1.04751,1.04751,0.898035,0.62,0.146302
16,609.967,1,5.42615,0.689056,15.8276,15.5275,25.7524,1.02098,1.02098,0.943892,0.62,0.138987
17,597.431,1,5.53861,0.571548,15.0435,14.8847,27.1809,0.995131,0.995131,0.975975,0.62,0.132038
18,587.335,1,5.60431,0.564065,15.5429,14.1937,27.6905,0.969933,0.969933,0.965233,0.62,0.125436
19,573.617,1,5.53839,0.517178,15.5006,12.7236,27.604,0.945374,0.945374,0.940793,0.62,0.119164
20,557.075,1,5.59892,0.358942,15.1526,11.585,28.1216,0.921437,0.921437,0.916972,0.62,0.113206
21,551.765,1,5.69051,0.124221,15.2433,10.8565,26.5178,0.898105,0.898105,0.893753,0.62,0.107546
22,546.48,1,5.60795,0.284183,15.8855,10.1073,27.8851,0.875365,0.875365,0.871123,0.62,0.102168
23,535.511,1,5.60257,0.240004,15.9907,10.3722,26.2948,0.8532,0.8532,0.894197,0.62,0.0970601
24,518.318,1,5.69195,0.120143,15.8697,9.89232,26.5824,0.831597,0.831597,0.871556,0.62,0.0922071
25,508.853,1,5.83589,0.00570302,15.6098,12.0701,26.7901,0.81054,0.81054,0.849487,0.62,0.0875967
26,498.733,1,5.67444,0.0381816,13.6629,11.7822,25.3459,0.790017,0.790017,0.827978,0.62,0.0832169
27,494.574,1,5.69067,0.159215,14.9296,12.9711,25.039,0.770013,0.770013,0.820985,0.62,0.079056
28,481.338,1,5.73688,0.044106,14.951,12.1728,25.5476,0.750516,0.750516,0.800197,0.62,0.0751032
29,462.719,1,5.80897,0.0824307,16.8785,11.9262,25.4278,0.731512,0.731512,0.779936,0.62,0.0713481
30,463.358,1,5.83282,0.0339027,16.7799,11.9584,25.4378,0.71299,0.71299,0.760188,0.62,0.0677807
31,448.708,1,5.63061,0.250243,15.7513,11.7114,25.7855,0.694937,0.694937,0.740939,0.62,0.0643916
32,440.947,1,5.53798,0.383012,16.1457,11.9916,24.6574,0.677341,0.677341,0.759518,0.62,0.061172
33,421.898,1,5.63573,0.286046,15.8963,12.3677,25.3991,0.66019,0.66019,0.740287,0.62,0.0581134
34,415.744,1,5.69908,0.149249,16.2063,12.1205,25.6769,0.643474,0.643474,0.734805,0.62,0.0552078
35,402.31,1,5.72889,0.115417,16.2228,12.2037,26.2987,0.627181,0.627181,0.759643,0.62,0.0524474
36,395.957,1,5.73791,0.110278,15.6183,13.3255,26.3296,0.6113,0.6113,0.754103,0.62,0.049825
37,388.027,1,5.62577,0.345506,15.6351,12.8519,26.5867,0.595821,0.595821,0.735009,0.62,0.0473338
38,380.748,1,5.69359,0.255567,16.0127,13.1796,26.2751,0.580735,0.580735,0.731387,0.62,0.0449671
39,371.367,1,5.58954,0.373715,16.1432,13.4216,25.454,0.56603,0.56603,0.712868,0.62,0.0427187
40,365.311,1,5.5923,0.347612,16.5124,12.0172,24.8376,0.551698,0.551698,0.694817,0.62,0.0405828
41,349.531,1,5.56818,0.350592,16.9252,11.2536,24.9346,0.537729,0.537729,0.677224,0.62,0.0385536
42,345.433,1,5.54188,0.416696,17.7056,10.9551,23.9216,0.524113,0.524113,0.660077,0.62,0.036626
43,337.341,1,5.64289,0.202596,18.2576,10.012,23.4544,0.510842,0.510842,0.671158,0.62,0.0347947
44,326.385,1,5.58139,0.306774,18.5063,9.40992,23.3811,0.497908,0.497908,0.654164,0.62,0.0330549
45,327.449,1,5.59553,0.305219,18.4491,10.1791,23.6277,0.4853,0.4853,0.657966,0.62,0.0314022
46,324.121,1,5.55579,0.325682,18.1278,9.66941,23.7938,0.473012,0.473012,0.671575,0.62,0.0303226
47,321.405,1,5.61785,0.189876,18.1594,8.99941,23.8775,0.461035,0.461035,0.65457,0.62,0.0301358
48,314.701,1,5.53678,0.314679,18.5169,8.46834,23.5417,0.449362,0.449362,0.659745,0.62,0.0292522
49,302.25,1,5.56567,0.256048,18.7575,8.23602,23.9923,0.437984,0.437984,0.64304,0.62,0.0279681
50,302.495,1,5.50898,0.319554,18.7976,8.79256,23.6081,0.426894,0.426894,0.649855,0.62,0.0278441
51,299.67,1,5.5269,0.312651,18.7512,8.66196,23.313,0.416084,0.416084,0.6334,0.62,0.0279725
52,297.614,1,5.55611,0.307484,18.8275,8.22529,23.3767,0.405549,0.405549,0.617362,0.62,0.0279986
53,296.523,1,5.58294,0.251172,19.297,8.07374,22.7649,0.39528,0.39528,0.60173,0.62,0.0279619
54,289.508,1,5.56897,0.278329,19.5561,8.10087,22.6048,0.385271,0.385271,0.586494,0.62,0.0273217
55,286.67,1,5.51041,0.324282,19.3982,7.46595,23.0287,0.375516,0.375516,0.571644,0.62,0.0272825
56,286.541,1,5.42683,0.471617,19.9138,7.53926,22.5429,0.366008,0.366008,0.55717,0.62,0.0275075
57,281.197,1,5.41445,0.465004,20.6535,6.80907,22.1202,0.35674,0.35674,0.543062,0.62,0.0272195
58,278.444,1,5.41562,0.465204,20.3632,6.80843,22.2239,0.347707,0.347707,0.529311,0.62,0.0268154
59,281.979,1,5.43486,0.414112,20.0977,6.74431,22.8056,0.338903,0.338903,0.557362,0.62,0.026996
60,274.193,1,5.45535,0.38516,20.0782,6.7159,23.1084,0.330322,0.330322,0.574826,0.62,0.0259086
61,275.808,1,5.47099,0.393883,20.2356,6.83797,23.5237,0.321958,0.321958,0.582903,0.62,0.0263703
62,273.827,1,5.49398,0.383384,20.261,7.14759,23.7718,0.313806,0.313806,0.580476,0.62,0.0262212
63,266.809,1,5.48989,0.394329,20.3227,6.94439,23.8832,0.30586,0.30586,0.568119,0.62,0.0257017
64,264.865,1,5.48489,0.426527,20.566,6.91489,23.9392,0.298116,0.298116,0.553734,0.62,0.0261483
65,270.024,1,5.50855,0.377317,20.8315,6.66464,23.7522,0.290567,0.290567,0.539713,0.62,0.0267911
66,269.199,1,5.47072,0.367853,21.0295,6.45625,22.5924,0.28321,0.28321,0.526047,0.62,0.0266434
67,267.944,1,5.41661,0.443949,21.2556,6.27883,22.8042,0.276039,0.276039,0.521103,0.62,0.0265446
68,267.846,1,5.41452,0.431604,21.1822,6.17408,22.7864,0.269049,0.269049,0.507909,0.62,0.0266581
69,272.825,1,5.40387,0.424619,20.9296,6.16136,22.9555,0.262237,0.262237,0.495048,0.62,0.0274128
70,265.543,1,5.38491,0.443403,20.8364,5.92631,23.7804,0.255597,0.255597,0.500052,0.62,0.0265185
71,264.734,1,5.40893,0.385512,21.1902,5.69366,23.669,0.249125,0.249125,0.501615,0.62,0.0262558
72,265.587,1,5.36274,0.468791,21.2883,5.58213,24.0758,0.242817,0.242817,0.500577,0.62,0.0266264
73,250.647,1,5.31958,0.510036,21.1713,5.42986,23.7748,0.236669,0.236669,0.496405,0.62,0.025295
74,255.902,1,5.37204,0.460443,21.5475,5.48727,24.4342,0.230676,0.230676,0.483835,0.62,0.025679
