poblacion,MAE,RMSE,MAPE
1,5.991848795718495,8.301251245578856,0.35748437991269866
2,6.648824802895088,9.544153326825517,0.31774740029290127
3,6.056534029149796,8.41467755577522,0.37649423598482457
4,6.122825887938275,8.636580652147465,0.37197924395007204
5,6.368823880095929,9.377746246151176,0.3619304652399706
6,6.24052995312463,8.955728035890386,0.40412554604431744
7,6.9906309676132405,9.598819989351766,0.3616027366372972
8,5.127830773412003,7.050352399695384,0.2839884865485056
9,6.1692067363992535,8.931391779361284,0.3441057014199277
10,6.579860971243745,9.828048708332595,0.4104844649943824
11,6.2398067193039255,8.523950387088234,0.34988481145406575
12,6.905940693083132,9.169479601330359,0.4004647769491203
13,7.949295844965077,11.456146624551739,0.49927717153827794
14,6.260228804109155,9.917192336433033,0.374439620592272
15,6.532598431699437,10.227440673828019,0.35249409116398056
16,6.944964435024555,9.31511493852346,0.4125688879225217
17,6.394951290834312,9.130777715006968,0.39418641827418616
18,5.525787602870567,7.447678789885018,0.34782393873615264
19,5.970756933068202,7.898873848348015,0.394778517923044
20,6.3095996577781,9.266760547446603,0.3836268663980481
21,7.540554216420184,10.08915312307507,0.4444984086715676
22,5.88658201036203,8.27612778899064,0.3642028019610372
23,6.097916054185989,8.633415410433434,0.3431694268231203
24,6.687350070412631,9.427042074403184,0.3789025126343511
25,7.443528784333312,10.823741521036798,0.4216429689382717
26,6.605967286688904,9.72976442031134,0.38161280035567263
27,5.524621668854088,7.762550153213346,0.33522323804701804
28,5.488792008003568,7.829410602809754,0.3138490157477771
29,4.8705463492996115,6.285921883186732,0.2976069381098871
30,5.739480609248842,8.207106591695371,0.31931090852073246
31,6.475258680454098,9.139705491057223,0.3919603438313436
32,7.838714614356497,13.039287287937295,0.4666591512620941
33,5.2624912586072305,7.068582293623161,0.27336125258614374
34,5.6606985696218635,8.370012444671406,0.29485197645580796
35,6.82044993261426,9.840860438211685,0.43562382821650936
36,6.91094958214223,9.323855919163615,0.4128907687438577
37,6.377629639447495,9.354999012390314,0.37284927046146604
38,5.502828130097689,7.414079938907897,0.3201085120939702
39,7.3396074933215045,12.06232069864025,0.42523568116145344
40,5.1554028895668536,7.514259846227548,0.29518035288288635
41,6.442310628644139,9.64238175589541,0.387188015541089
42,7.004280506813594,10.306698417519621,0.423317835409795
43,5.1805440411832775,6.968411039252795,0.3226776722465967
44,6.5168969785223085,9.028742401998382,0.4426091540993385
45,5.523817424496826,7.817178429337468,0.34208833613194284
46,7.120462370850031,10.417697151991423,0.44231672458665555
47,6.736362606724241,9.177594454487563,0.4617324487613182
48,6.422829336796475,10.459724055256366,0.3939171625768943
49,6.762818482797123,9.853767036950913,0.41279251355889
50,7.136724480822065,9.819868092290772,0.426370740287959
