simulations,OFV
500,944.595
1000,945.512
1500,944.42
2000,943.036
2500,943.243
3000,943.525
3500,943.369
4000,943.42
4500,943.595
5000,943.866
5500,943.756
6000,943.921
6500,943.563
7000,943.735
7500,943.539
8000,943.643
8500,943.787
9000,943.581
9500,943.431
10000,943.173
10500,943.07
11000,943.043
11500,942.898
12000,942.533
12500,942.619
13000,942.234
13500,941.982
14000,941.869
14500,941.836
15000,941.86
15500,941.725
16000,941.861
16500,941.776
17000,941.918
17500,941.86
18000,941.582
18500,941.739
19000,941.636
19500,941.579
20000,941.482
20500,941.465
21000,941.335
21500,941.406
22000,941.496
22500,941.516
23000,941.372
23500,941.285
24000,941.222
24500,941.278
25000,941.353
25500,941.332
26000,941.313
26500,941.32
27000,941.264
27500,941.315
28000,941.418
28500,941.382
29000,941.473
29500,941.538
30000,941.591
