iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1471.62,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1456.1,1,4.96621,28.0083,7.4771,34.5707,0.974679,0.974679,1.05913,0.974679,0.998761,0.974679,0.974679
3,1450.84,1,5.11035,28.7779,7.29645,35.858,0.95,0.95,1.05364,0.95,0.998761,0.95,0.95
4,1428.43,1,4.99888,28.7435,7.93569,35.9265,0.925945,0.925945,1.06883,0.925945,0.998761,0.925945,0.925945
5,1420.52,1,4.74597,31.2832,6.50927,38.8689,0.9025,0.9025,1.04177,0.9025,0.998761,0.9025,0.9025
6,1411.03,1,4.68301,32.5927,6.59535,40.4301,0.879648,0.879648,1.16071,0.879648,0.998761,0.879648,0.879648
7,1405.72,1,4.80322,33.4275,6.66503,41.5707,0.857375,0.857375,1.13132,0.857375,0.998761,0.857375,0.857375
8,1379.85,1,4.99092,32.1525,7.09954,39.6444,0.835666,0.835666,1.10268,0.835666,0.998761,0.835666,0.835666
9,1378.58,1,5.05229,36.0899,6.67514,44.6435,0.814506,0.814506,1.14746,0.814506,0.998761,0.814506,0.814506
10,1366.5,1,5.34692,31.604,5.90891,39.2063,0.793882,0.793882,1.20005,0.793882,0.998761,0.793882,0.793882
11,1358.41,1,5.2222,30.2064,5.50392,37.2661,0.773781,0.773781,1.28659,0.773781,0.998761,0.773781,0.773781
12,1341.07,1,5.22004,27.6512,6.49677,34.1328,0.754188,0.754188,1.25401,0.754188,0.998761,0.754188,0.754188
13,1344.64,1,5.12984,28.6653,8.04611,35.1685,0.735092,0.735092,1.33466,0.735092,0.998761,0.735092,0.735092
14,1332.23,1,4.96799,32.125,7.21199,39.5043,0.716479,0.716479,1.30087,0.716479,0.998761,0.716479,0.716479
15,1321.34,1,5.24619,29.9846,8.28636,36.8904,0.698337,0.698337,1.40824,0.698337,0.998761,0.698337,0.698337
16,1314.04,1,5.04166,26.0002,10.1938,31.9715,0.680655,0.680655,1.37258,0.680655,0.998761,0.680655,0.680655
17,1287.01,1,5.11347,25.2169,8.93559,30.9298,0.66342,0.66342,1.35932,0.66342,0.998761,0.66342,0.66342
18,1285.54,1,5.57883,26.6536,11.4531,32.7242,0.646622,0.646622,1.3249,0.646622,0.998761,0.646622,0.646622
19,1261.13,1,5.35555,26.348,10.1269,32.2394,0.630249,0.630249,1.29135,0.630249,0.998761,0.630249,0.630249
20,1246.67,1,5.36992,25.6628,9.31327,31.5681,0.614291,0.614291,1.25866,0.614291,0.998761,0.614291,0.614291
21,1243.81,1,5.1973,25.6478,10.3073,31.8485,0.598737,0.598737,1.23807,0.598737,0.998761,0.598737,0.598737
22,1227.07,1,5.30722,27.5907,8.45199,34.4162,0.583577,0.583577,1.20672,0.583577,0.998761,0.583577,0.583577
23,1219.77,1,5.27546,26.5137,7.242,33.3127,0.5688,0.5688,1.17617,0.5688,0.998761,0.5688,0.5688
24,1203.37,1,5.33351,26.1078,6.75785,32.647,0.554398,0.554398,1.14639,0.554398,0.998761,0.554398,0.554398
25,1204.87,1,5.33626,25.9801,6.68448,32.3992,0.54036,0.54036,1.11736,0.54036,0.998761,0.54036,0.54036
26,1186.31,1,5.24036,24.9878,6.42662,31.0971,0.526678,0.526678,1.08907,0.526678,0.998761,0.526678,0.526678
27,1180.4,1,5.26671,23.9992,8.20136,29.946,0.513342,0.513342,1.06149,0.513342,0.998761,0.513342,0.513342
28,1157.84,1,5.24978,25.1213,7.54295,31.1025,0.500344,0.500344,1.03461,0.500344,0.998761,0.500344,0.500344
29,1142.93,1,5.27276,26.1142,7.55214,32.165,0.487675,0.487675,1.00842,0.487675,0.998761,0.487675,0.487675
30,1137.14,1,5.50278,26.7148,7.33368,32.8291,0.475327,0.475327,0.982883,0.475327,0.998761,0.475327,0.475327
31,1122.57,1,5.46426,27.014,6.03434,32.9522,0.463291,0.463291,0.957996,0.463291,0.998761,0.463291,0.463291
32,1113.42,1,5.40686,26.735,6.21936,32.6654,0.45156,0.45156,0.933739,0.45156,0.998761,0.45156,0.45156
33,1102.16,1,5.33851,26.6017,5.23578,32.3181,0.440127,0.440127,0.913614,0.440127,0.998761,0.440127,0.440127
34,1098.99,1,5.20189,27.286,4.80958,33.1563,0.428982,0.428982,0.941265,0.428982,0.998761,0.428982,0.428982
35,1088.91,1,5.22762,27.1411,4.58983,33.0353,0.41812,0.41812,0.917432,0.41812,0.998761,0.41812,0.41812
36,1067,1,5.47168,27.8969,5.88956,34.0293,0.407533,0.407533,0.894202,0.407533,0.998761,0.407533,0.407533
37,1064.47,1,5.32158,27.9597,6.13271,34.0385,0.397214,0.397214,0.87156,0.397214,0.998761,0.397214,0.397214
38,1056.85,1,5.31678,26.3099,5.83731,32.115,0.387157,0.387157,0.849492,0.387157,0.998761,0.387157,0.387157
39,1038.78,1,5.3594,25.0949,6.91821,30.6067,0.377354,0.377354,0.847491,0.377354,0.998761,0.377354,0.377354
40,1027.62,1,5.472,25.8218,6.82296,31.4666,0.367799,0.367799,0.826032,0.367799,0.998761,0.367799,0.367799
41,1016.28,1,5.42113,25.4876,7.49205,30.9688,0.358486,0.358486,0.805117,0.358486,0.998761,0.358486,0.358486
42,1012.68,1,5.53061,25.8667,7.44986,31.4849,0.349409,0.349409,0.784731,0.349409,0.998761,0.349409,0.349409
43,1004.89,1,5.35038,25.1153,7.70574,30.6773,0.340562,0.340562,0.764861,0.340562,0.998761,0.340562,0.340562
44,993.026,1,5.44073,25.092,8.29045,30.8023,0.331938,0.331938,0.745494,0.331938,0.998761,0.331938,0.331938
45,983.846,1,5.44997,25.0289,7.4282,30.6775,0.323534,0.323534,0.726618,0.323534,0.998761,0.323534,0.323534
46,966.431,1,5.4395,26.1361,7.06344,32.1609,0.315341,0.315341,0.708219,0.315341,0.998761,0.315341,0.315341
47,958.266,1,5.42171,24.7581,7.578,30.4922,0.307357,0.307357,0.690287,0.307357,0.998761,0.307357,0.307357
48,950.064,1,5.43514,24.3996,7.07509,29.9151,0.299574,0.299574,0.672809,0.299574,0.998761,0.299574,0.299574
49,934.54,1,5.35723,25.3602,6.84763,31.0284,0.291989,0.291989,0.655773,0.291989,0.998761,0.291989,0.291989
50,932.075,1,5.36248,25.2796,6.48434,30.997,0.284596,0.284596,0.639168,0.284596,0.998761,0.284596,0.284596
51,914.11,1,5.34464,25.1568,6.25565,30.7753,0.27739,0.27739,0.622984,0.27739,0.998761,0.27739,0.27739
