Cl_pop,0.088479,0.0081211,-0.00088764,0.017338,-0.013079,-0.00010002,0.00089291,7.1008e-5,-0.0011834,0.0011665,-0.0001533,6.4596e-5
beta_Cl_logtCLCRMLMIN,0.0081211,0.059532,-0.0069082,0.00031105,0.010661,5.9212e-5,-0.0011157,-0.00011116,0.0014725,-0.0013132,0.00020211,-9.7626e-5
V1_pop,-0.00088764,-0.0069082,2.6535,-0.61029,3.1215,-0.0013473,0.011051,0.0018971,-0.030041,0.0089249,-0.0024387,0.0013129
Q_pop,0.017338,0.00031105,-0.61029,2.0721,-0.80965,-0.00044316,0.010582,1.6693e-5,0.015947,0.018315,-0.00068924,5.8854e-5
V2_pop,-0.013079,0.010661,3.1215,-0.80965,4.5525,0.0039131,-0.03342,-0.0024464,0.023922,-0.045645,0.0032973,-0.0018323
omega_Cl,-0.00010002,5.9212e-5,-0.0013473,-0.00044316,0.0039131,0.0017255,-0.00034559,-3.3892e-5,0.00052864,-0.000417,5.8559e-5,-3.1278e-5
omega_V1,0.00089291,-0.0011157,0.011051,0.010582,-0.03342,-0.00034559,0.0066764,0.00031836,-0.0065875,0.0081292,-0.0003543,0.00016198
corr_V2_V1,7.1008e-5,-0.00011116,0.0018971,1.6693e-5,-0.0024464,-3.3892e-5,0.00031836,3.1161e-5,-0.00040383,0.00036033,-3.5613e-5,1.9698e-5
omega_Q,-0.0011834,0.0014725,-0.030041,0.015947,0.023922,0.00052864,-0.0065875,-0.00040383,0.033327,-0.0082161,0.00051221,-0.00026155
omega_V2,0.0011665,-0.0013132,0.0089249,0.018315,-0.045645,-0.000417,0.0081292,0.00036033,-0.0082161,0.010458,-0.00044759,0.00019543
a1,-0.0001533,0.00020211,-0.0024387,-0.00068924,0.0032973,5.8559e-5,-0.0003543,-3.5613e-5,0.00051221,-0.00044759,0.00055791,-3.6877e-5
a2,6.4596e-5,-9.7626e-5,0.0013129,5.8854e-5,-0.0018323,-3.1278e-5,0.00016198,1.9698e-5,-0.00026155,0.00019543,-3.6877e-5,5.0543e-5
