simulations,OFV
500,966.522
1000,966.908
1500,967.332
2000,967.616
2500,968.05
3000,968.652
3500,969.265
4000,969.465
4500,969.104
5000,969.217
5500,969.14
6000,969.23
6500,969.171
7000,969.546
7500,969.505
8000,969.309
8500,969.462
9000,969.607
9500,969.518
10000,969.644
10500,969.763
11000,969.548
11500,969.578
12000,969.531
12500,969.592
13000,968.846
13500,968.827
14000,968.96
14500,968.849
15000,968.99
15500,969.086
16000,969.073
16500,969.008
17000,969.036
17500,969.146
18000,969.161
18500,969.152
19000,969.088
19500,969.156
20000,969.285
20500,968.384
21000,968.448
21500,968.458
22000,968.521
22500,968.598
23000,968.448
23500,968.217
24000,968.289
24500,968.334
25000,968.433
25500,968.399
26000,968.436
26500,968.525
27000,968.58
27500,968.563
28000,968.626
28500,968.683
29000,968.746
29500,968.807
30000,968.882
