poblacion,MAE,RMSE,MAPE
1,9.585736819406334,13.146210019834102,1.1324882368273097
2,7.405820679293399,10.481557151528158,0.6182990546753336
3,8.628042336305581,12.455498667548875,0.6811734103321311
4,10.039216454160975,14.002560634757,0.9796102411512922
5,10.359750460556121,13.781747336165555,1.4457043532789966
6,6.60253413395534,9.495829255576911,0.5372355080321793
7,9.32882755981964,13.307878549598952,0.9796556786307896
8,6.239622488212039,9.413383486109865,0.5562916200945123
9,7.110259522558098,10.091956651125741,0.5283873746888773
10,6.724646096224369,9.910779796226178,0.4759565835584202
11,9.657683583939885,13.206274727604157,0.8437828678948217
12,9.66176728311673,13.451054574589113,0.9566239346485946
13,7.340063621739059,10.396575301994941,0.5277813796365521
14,9.006595916869342,13.51902806145054,0.7936327415550318
15,10.947813469676353,14.445663675948593,1.3451636791742445
16,11.303534524425144,15.7810315920792,1.226509039808385
17,11.336952746861165,16.445718402095313,1.076495784723426
18,8.151165510681952,11.204591629706552,0.8100258057223769
19,8.552912681446537,12.88950203729261,0.7491638441559288
20,8.446541974983555,12.879683609882717,0.7127892839604865
21,10.758245945252575,15.48215851787536,0.899413670180544
22,7.3071791282109135,10.20216848802462,0.6890421616427406
23,9.699289427727924,13.594224103366171,1.0446229542391134
24,7.453064998115585,11.032234755135818,0.45435453375336354
25,8.959705454654081,13.374145193238794,0.902402734946803
26,11.240854310641586,14.808258830657046,1.288357328406207
27,8.587431998788682,12.430065908816665,0.7521873063390369
28,7.436364012020313,10.632243485369857,0.5147669692235388
29,6.875930073086291,9.509780824182986,0.6281257377245576
30,10.058773065135785,13.603285427191102,1.2467710728810393
31,11.737694185309904,16.257720118204034,1.2210571712953249
32,7.930462792530215,11.129342081090748,0.5113827302150153
33,8.863854005314321,12.135389924581826,0.9366790029468788
34,9.439838689451546,13.700949025247901,0.6906811794608507
35,13.041687173684252,16.790666252101257,1.782089322309132
36,8.446368036004882,12.250163615749333,0.7135963862891092
37,11.373107368908984,15.158038785958952,1.455574477877709
38,7.332893014963459,10.497877821609856,0.5980120094828771
39,9.896106649052614,13.153403699068418,1.077579359072663
40,8.492954490066731,11.72159946155975,0.7379134383253881
41,9.510842742558902,13.484878966977545,0.8181229977612426
42,8.458495596970653,11.933974960435437,0.7269494080447169
43,6.149581147248735,8.614032093990033,0.38718728131558583
44,7.128892067750467,9.617241503347305,0.4279043062183488
45,9.063432108469105,12.759806547643842,0.84399913773211
46,7.563695191870277,10.569398465414894,0.5751159140732344
47,9.901947082846965,13.6139769703835,0.9180703284010967
48,9.669490800198272,13.500965393985174,0.8590357499250147
49,8.58722752789323,12.638548193003716,0.7387043274606528
50,10.351546784437147,14.537390073307835,0.958351897150301
