Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_bias_abscissa,Cl_vs_bias_spline,Cl_vs_bias_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_bias_abscissa,Q_vs_bias_spline,Q_vs_bias_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_bias_abscissa,V1_vs_bias_spline,V1_vs_bias_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_bias_abscissa,V2_vs_bias_spline,V2_vs_bias_regression,bias_vs_Cl_abscissa,bias_vs_Cl_spline,bias_vs_Cl_regression,bias_vs_Q_abscissa,bias_vs_Q_spline,bias_vs_Q_regression,bias_vs_V1_abscissa,bias_vs_V1_spline,bias_vs_V1_regression,bias_vs_V2_abscissa,bias_vs_V2_spline,bias_vs_V2_regression
-1.26721,0.0514809,0.0278376,-0.370461,-0.00167575,-0.12007,-0.72178,-0.0569276,-0.127064,-1.07218,-0.0292071,-0.0667099,-0.426134,-0.427125,0.0648818,-0.370461,-0.277532,-0.347886,-0.72178,-0.0949458,-0.351875,-1.07218,0.064875,0.0271677,-0.426134,-0.157321,-0.150273,-1.26721,-0.0132865,-0.0976391,-0.72178,-0.382511,-0.386836,-1.07218,-0.0482393,-0.01911,-0.426134,-0.292675,-0.269911,-1.26721,-0.00723993,-0.172799,-0.370461,-0.664238,-0.641322,-1.07218,-0.162338,-0.0778296,-0.426134,0.278436,-0.805712,-1.26721,1.49285,1.03333,-0.370461,0.778751,0.446761,-0.72178,-0.0891143,0.0557229
-1.24296,0.0504354,0.0275141,-0.364589,-0.0127896,-0.118016,-0.710601,-0.0599931,-0.12491,-1.0171,-0.0331945,-0.0645101,-0.419816,-0.411847,0.0639072,-0.364589,-0.268271,-0.342472,-0.710601,-0.104788,-0.346424,-1.0171,0.0720951,0.026326,-0.419816,-0.156048,-0.148042,-1.24296,-0.0154354,-0.0956878,-0.710601,-0.377383,-0.380735,-1.0171,-0.042611,-0.0184522,-0.419816,-0.290792,-0.266087,-1.24296,-0.0126358,-0.169588,-0.364589,-0.650928,-0.631353,-1.0171,-0.146078,-0.0757774,-0.419816,0.250589,-0.781454,-1.24296,1.47048,1.03025,-0.364589,0.786541,0.453438,-0.710601,-0.0358622,0.0684709
-1.21871,0.0493898,0.0271907,-0.358718,-0.0239034,-0.115961,-0.699423,-0.0630586,-0.122756,-0.962029,-0.0368459,-0.0623103,-0.413499,-0.396569,0.0629325,-0.358718,-0.25901,-0.337059,-0.699423,-0.114631,-0.340974,-0.962029,0.0782743,0.0254843,-0.413499,-0.154776,-0.14581,-1.21871,-0.0175844,-0.0937366,-0.699423,-0.372255,-0.374635,-0.962029,-0.0372597,-0.0177945,-0.413499,-0.288909,-0.262264,-1.21871,-0.0180316,-0.166378,-0.358718,-0.637619,-0.621384,-0.962029,-0.1306,-0.0737252,-0.413499,0.222742,-0.757197,-1.21871,1.44811,1.02717,-0.358718,0.794331,0.460115,-0.699423,0.0173898,0.081219
-1.19446,0.0483442,0.0268673,-0.352846,-0.0350173,-0.113907,-0.688244,-0.0661241,-0.120602,-0.906953,-0.0400093,-0.0601105,-0.407182,-0.381291,0.0619579,-0.352846,-0.249749,-0.331646,-0.688244,-0.124473,-0.335523,-0.906953,0.0829413,0.0246426,-0.407182,-0.153504,-0.143579,-1.19446,-0.0197334,-0.0917853,-0.688244,-0.367126,-0.368535,-0.906953,-0.0323105,-0.0171368,-0.407182,-0.287027,-0.25844,-1.19446,-0.0234274,-0.163167,-0.352846,-0.624309,-0.611415,-0.906953,-0.11626,-0.071673,-0.407182,0.194894,-0.732939,-1.19446,1.42574,1.02409,-0.352846,0.802121,0.466792,-0.688244,0.0706419,0.0939671
-1.17021,0.0472987,0.0265438,-0.346974,-0.0461311,-0.111853,-0.677065,-0.0691895,-0.118448,-0.851877,-0.0431726,-0.0579107,-0.400864,-0.366013,0.0609832,-0.346974,-0.240488,-0.326233,-0.677065,-0.134316,-0.330072,-0.851877,0.0876084,0.0238009,-0.400864,-0.152231,-0.141348,-1.17021,-0.0218824,-0.089834,-0.677065,-0.361998,-0.362434,-0.851877,-0.0273613,-0.016479,-0.400864,-0.285144,-0.254617,-1.17021,-0.0288233,-0.159956,-0.346974,-0.610999,-0.601446,-0.851877,-0.10192,-0.0696209,-0.400864,0.167047,-0.708682,-1.17021,1.40337,1.02101,-0.346974,0.809911,0.473469,-0.677065,0.123894,0.106715
-1.14596,0.0462531,0.0262204,-0.341103,-0.0572449,-0.109799,-0.665886,-0.072255,-0.116294,-0.796801,-0.046336,-0.0557109,-0.394547,-0.350735,0.0600086,-0.341103,-0.231228,-0.32082,-0.665886,-0.144159,-0.324622,-0.796801,0.0922755,0.0229592,-0.394547,-0.150959,-0.139116,-1.14596,-0.0240314,-0.0878827,-0.665886,-0.35687,-0.356334,-0.796801,-0.0224122,-0.0158213,-0.394547,-0.283261,-0.250794,-1.14596,-0.0342191,-0.156745,-0.341103,-0.597689,-0.591478,-0.796801,-0.0875795,-0.0675687,-0.394547,0.1392,-0.684424,-1.14596,1.38099,1.01793,-0.341103,0.817701,0.480146,-0.665886,0.177146,0.119463
-1.12171,0.0452075,0.025897,-0.335231,-0.0683588,-0.107745,-0.654707,-0.0753205,-0.114141,-0.741725,-0.0488331,-0.0535111,-0.38823,-0.335457,0.059034,-0.335231,-0.221967,-0.315407,-0.654707,-0.154001,-0.319171,-0.741725,0.0949225,0.0221175,-0.38823,-0.149687,-0.136885,-1.12171,-0.0261803,-0.0859314,-0.654707,-0.351741,-0.350234,-0.741725,-0.0180115,-0.0151636,-0.38823,-0.281378,-0.24697,-1.12171,-0.039615,-0.153534,-0.335231,-0.584379,-0.581509,-0.741725,-0.0747907,-0.0655165,-0.38823,0.111353,-0.660166,-1.12171,1.35862,1.01485,-0.335231,0.825491,0.486822,-0.654707,0.230398,0.132211
-1.09745,0.044162,0.0255736,-0.32936,-0.0794726,-0.105691,-0.643529,-0.078386,-0.111987,-0.686649,-0.0511072,-0.0513113,-0.381912,-0.320179,0.0580593,-0.32936,-0.212706,-0.309993,-0.643529,-0.163844,-0.31372,-0.686649,0.0969006,0.0212758,-0.381912,-0.148414,-0.134654,-1.09745,-0.0283293,-0.0839801,-0.643529,-0.346613,-0.344133,-0.686649,-0.0137944,-0.0145058,-0.381912,-0.279495,-0.243147,-1.09745,-0.0450108,-0.150323,-0.32936,-0.57107,-0.57154,-0.686649,-0.062521,-0.0634643,-0.381912,0.0835055,-0.635909,-1.09745,1.33625,1.01177,-0.32936,0.833281,0.493499,-0.643529,0.28365,0.144959
-1.0732,0.0431164,0.0252501,-0.323488,-0.0878197,-0.103637,-0.63235,-0.0814514,-0.109833,-0.631573,-0.052586,-0.0491115,-0.375595,-0.304901,0.0570847,-0.323488,-0.205925,-0.30458,-0.63235,-0.173686,-0.30827,-0.631573,0.0965875,0.0204341,-0.375595,-0.147142,-0.132422,-1.0732,-0.0304783,-0.0820288,-0.63235,-0.341485,-0.338033,-0.631573,-0.0102307,-0.0138481,-0.375595,-0.277612,-0.239323,-1.0732,-0.0504066,-0.147113,-0.323488,-0.558575,-0.561571,-0.631573,-0.0521009,-0.0614121,-0.375595,0.0556583,-0.611651,-1.0732,1.31388,1.00869,-0.323488,0.83539,0.500176,-0.63235,0.336902,0.157707
-1.04895,0.0420709,0.0249267,-0.317616,-0.0913518,-0.101583,-0.621171,-0.0845169,-0.107679,-0.576497,-0.0534751,-0.0469117,-0.369278,-0.289623,0.05611,-0.317616,-0.203461,-0.299167,-0.621171,-0.183529,-0.302819,-0.576497,0.0945971,0.0195924,-0.369278,-0.14587,-0.130191,-1.04895,-0.0326273,-0.0800775,-0.621171,-0.336356,-0.331933,-0.576497,-0.00715113,-0.0131903,-0.369278,-0.275729,-0.2355,-1.04895,-0.0558025,-0.143902,-0.317616,-0.5475,-0.551602,-0.576497,-0.0430519,-0.05936,-0.369278,0.0278111,-0.587394,-1.04895,1.29151,1.00561,-0.317616,0.827609,0.506853,-0.621171,0.390154,0.170456
