parameter,value,se_lin,rse_lin
Cl_pop,5.16826906702284,0.348297620749697,6.73915417778998
V1_pop,20.4754573272489,1.62523731034295,7.93748967052411
Q_pop,6.03775885378872,1.14554432801003,18.9730056425025
V2_pop,24.0932190983011,3.51610728517371,14.5937629622172
omega_Cl,0.250583708859003,0.0479004334410117,19.1155417321898
omega_V1,0.27032706554437,0.0602381278240794,22.2834246000397
omega_Q,0.626217069593495,0.148190848401834,23.6644536850506
omega_V2,0.313177324803135,0.157972156763449,50.4417607062554
corr_V2_V1,0.982016465698158,0.295648360115461,30.1062528422343
a1,0.302591299848562,0.0222039507673862,7.33793429569808
a2,0.0639170671233781,0.00644390996322759,10.0816734140648
