rep,id,fi,Cl,V1,Q2,V2,Q3,V3
8,3,1.01707494382669,12.5091021225155,49.4885249703097,13.0162566829402,47.6667321522348,2.12504573981854,4.61842341335421
9,3,0.968277318467731,12.0994244566122,47.8314943874996,13.2538356644646,47.6667340209323,2.12504585228227,4.61842280937852
10,3,0.890472875461951,13.3723679282718,50.3956760075747,6.50358853612654,47.6667297966589,2.12504584286333,4.61842306784056
1,4,1.09185257988073,9.73659100128737,40.8963756129379,5.15542078733286,47.6667322503599,2.12504572878358,4.6184228234096
2,4,1.07918949072676,9.6044330976447,38.2362797204511,7.6410848747696,47.6667321006331,2.12504578410521,4.61842288675438
3,4,1.09813115433079,9.90567758636606,34.8895438074346,16.738542865608,47.666730960185,2.12504585855241,4.61842257923675
4,4,1.03043890521471,9.4682150418665,37.8332072795296,8.56253695181286,47.6667313523815,2.12504578622851,4.61842314385544
5,4,1.00934976292509,10.4443218367015,20.6643480961979,41.2119085158809,47.6667317863946,2.12504572962593,4.618422743088
6,4,1.012201345284,10.4518612716533,19.8760362455667,38.1502702897732,47.6667318701198,2.12504573056887,4.61842317924629
7,4,1.10459322148102,10.1949594006996,37.7559226154735,8.6385761067605,47.6667329428862,2.1250458337083,4.61842303881358
8,4,1.13916473333835,10.2241878398688,36.8596084449463,8.47684459539576,47.6667319837171,2.12504577685423,4.61842302911268
9,4,1.09722158383838,9.79677358675858,36.4712626657871,14.2936155023373,47.666732173725,2.12504573668785,4.61842261351259
10,4,1.10438280778969,10.2071166475529,38.0160254465611,8.18842809747741,47.6667344193937,2.1250458408484,4.6184222677175
1,5,0.884836712652853,9.65673988602192,38.903981280412,22.1268799661255,47.6667317188149,2.12504579406416,4.61842291463415
2,5,0.849489040091904,8.8902955016643,40.6916146636312,29.1769578658381,47.666733204396,2.12504578553193,4.6184230591252
3,5,0.905495865671652,9.3883945182544,33.2869124824769,31.2942672486102,47.6667329457096,2.12504572508268,4.61842276770901
4,5,0.819682332193791,9.02701053086092,44.5770808724001,21.6312175532353,47.6667330943214,2.1250458125002,4.61842270165027
5,5,0.839365101892944,8.93218776022324,42.8425142451487,18.1585826375972,47.6667344459743,2.12504573195137,4.61842324770056
6,5,0.822584484909502,9.18677255560765,34.276190622767,29.8590065094013,47.6667317047849,2.12504579279992,4.61842299245326
7,5,0.804974937639935,9.36096681286701,38.6139019188391,23.414886171526,47.666731462268,2.12504584675131,4.61842298245637
8,5,0.867351693122201,9.33749656853612,42.0633257320649,22.459031457225,47.6667327251632,2.12504589332511,4.61842290113851
9,5,0.786617585623049,8.93134132354653,40.726114476983,19.6434600339163,47.6667313062229,2.12504573692521,4.61842244294249
10,5,0.87449501864953,9.20620306745424,38.3186333585629,26.3479274850491,47.6667318966602,2.12504578213223,4.61842286899132
1,6,0.890499281233771,12.3198778177551,48.5802566973325,54.2732883671599,47.6667297950103,2.12504572083639,4.6184224980661
2,6,0.872740283199978,11.9432300233822,49.3804916599216,77.7448574989725,47.6667309269348,2.12504584926497,4.61842266446418
3,6,0.964709641644314,12.0055377123139,69.0193981703209,31.3206079540574,47.6667334320559,2.12504578109198,4.61842270272964
4,6,0.906388676706116,11.4918988443267,65.2060093997809,16.211517192607,47.6667335232385,2.12504579891616,4.61842306369869
5,6,0.989221091765602,11.7870333381941,59.9268755321017,32.9165638079504,47.6667310702526,2.12504570738679,4.61842209842263
6,6,0.88422357739269,11.6998428188017,54.7406821934998,41.582740567439,47.666731991759,2.12504575722432,4.6184226760461
7,6,0.886478853722869,12.0248555508007,70.1494482065448,14.6507615753248,47.666730771872,2.12504584029661,4.61842284691775
8,6,0.882779337229641,12.5305103637679,61.4787481368971,58.1094627318143,47.6667322874164,2.12504588873642,4.61842264716767
9,6,0.942866681915729,12.1644363801462,61.2338171310649,51.5413230961743,47.6667308530945,2.12504575266994,4.61842261049524
10,6,0.830108743302874,11.6274447649945,68.2767264355732,9.72789311664089,47.666732375416,2.12504584140435,4.61842293552441
1,7,0.821837628739497,11.3420265056926,20.3486186205928,4.62992120760031,47.6667312931114,2.12504581434818,4.61842326439879
2,7,0.88934815844907,11.7754160714109,23.4376273593387,2.80089605456611,47.6667312737118,2.12504577262698,4.61842272846551
3,7,0.856473333767795,10.8716833901845,21.8693194452255,6.03187865363909,47.6667316556131,2.12504577538151,4.61842287426936
4,7,0.932314232287383,11.8972537275661,22.7306061175841,2.26703724891785,47.6667338016935,2.12504578859996,4.6184228589181
5,7,0.85538295194919,11.6265237735666,22.8367877667703,4.2143550686068,47.6667310959429,2.12504575216608,4.61842271795901
6,7,0.880263737214876,11.1963244480657,21.5923066686745,5.11220276585739,47.6667304575253,2.12504582574052,4.6184233519319
7,7,0.852516446202292,11.8432463140065,21.9905622651284,5.07941256925501,47.6667314175578,2.12504577494597,4.61842287515203
8,7,0.971762662165662,11.4928750997688,22.7955160034969,2.99678874119142,47.6667305283426,2.12504573005149,4.61842250329401
9,7,0.865077883025598,11.6144506896263,22.9826877391982,3.92763131139202,47.6667311553355,2.12504582375639,4.61842263061578
10,7,0.881823961584413,11.2687445954593,23.2657644304526,4.71703902284823,47.6667317651367,2.1250456985625,4.6184231059635
1,8,0.795165734274884,12.3418551650201,42.6898265484209,9.30413958979369,47.6667318936395,2.12504580449786,4.61842264179347
2,8,0.788058532823705,13.147584561957,43.0260761146442,7.2042354268381,47.6667302688117,2.12504587274917,4.61842310362407
3,8,0.729413887402321,13.2866230432202,41.902348552747,7.11063242203766,47.6667320834137,2.12504580615978,4.61842293052853
4,8,0.693117376789906,13.1642563205559,41.3012221920362,7.74597711523341,47.6667301401797,2.12504577942393,4.61842251338365
5,8,0.786394060283205,13.3745459462961,39.8809111550044,9.62309089453211,47.6667303340778,2.12504583471402,4.618422644014
6,8,0.796059506676662,13.2717363906071,43.3535834482615,5.3339849169968,47.6667312462691,2.12504576736953,4.61842266403815
7,8,0.79422925643877,12.7943387414975,39.8475483071643,12.5456538343791,47.6667347446797,2.12504577250161,4.61842302169778
8,8,0.728409369622043,12.6597487354679,42.7081417478497,7.62914661816129,47.6667317638271,2.12504577408937,4.61842300048576
9,8,0.810655420307032,12.2529930379451,42.3163403922946,8.31396738479538,47.6667313686541,2.12504575244075,4.61842263904942
10,8,0.844773646874633,13.5347107672386,40.9046631277838,4.79923063103117,47.6667310915903,2.12504581970401,4.61842287450591
1,9,0.958116480980029,9.71369346357044,38.2104207749817,19.3917754245243,47.6667305422297,2.12504578848981,4.61842293998328
2,9,1.01909494124825,10.1793611119622,31.3157283316463,26.4944623392797,47.6667335595884,2.12504580566873,4.61842274327061
3,9,1.0267923837489,10.0952351157855,36.4027689779386,27.9573092076124,47.6667331639117,2.12504583014291,4.6184228798114
4,9,0.957464449274328,9.8619433837696,27.138050642238,35.2187938616328,47.6667317752519,2.12504575963288,4.61842297228531
5,9,0.992867413293579,10.1221493124511,36.632157548983,16.757918895134,47.666730616136,2.12504575668967,4.61842290172335
6,9,1.04218100377756,10.1804152715609,33.5987314936029,24.0721353290899,47.6667328134288,2.12504577692322,4.61842280505192
7,9,0.975753174533398,9.87885279829218,39.6382304288742,17.4791610901342,47.6667319460048,2.12504583843818,4.61842271596793
8,9,0.969176776203537,9.89548978605113,34.7948213107714,20.5964246715034,47.6667306416827,2.12504579391922,4.61842238404573
9,9,0.949930387163257,9.99375352972691,35.382626423183,20.1836601179318,47.6667311152313,2.12504584073825,4.61842306458824
10,9,1.00811213280101,9.92783297601176,34.760032096665,23.3755973250359,47.6667301457004,2.12504581791469,4.61842288321585
1,10,0.901187597516281,6.55036303109724,34.8741485394475,7.6181033085171,47.6667332486007,2.12504575556146,4.61842311720728
2,10,0.928731778849745,6.49840458096228,36.0435682010035,5.22078083624928,47.6667330003105,2.12504569936571,4.61842288226954
3,10,0.856236520784992,6.42533030113802,35.1306115948524,4.15442043137322,47.6667302043332,2.12504581488242,4.61842234417447
4,10,0.911986886948049,6.64006574675808,36.7425811301209,4.59844429130371,47.6667328759511,2.12504583875726,4.61842269710479
5,10,0.914893715612273,6.48975087039712,36.1829119055154,6.03889418304191,47.6667314019923,2.12504577864493,4.61842306060786
6,10,0.900448803264141,6.67073001047826,35.6652075483536,5.07591800985575,47.6667307452752,2.12504586845159,4.61842276583018
7,10,0.943521471154629,6.94815809475856,36.254414182329,4.63609145450556,47.6667341522387,2.12504568494312,4.61842292067354
8,10,0.913310241891921,6.68265081798151,34.914816550861,5.5885379882016,47.6667325530843,2.12504577238475,4.61842287578101
9,10,0.857558743932255,6.5220343730187,36.6665074446406,5.18868151100362,47.6667309938692,2.12504581271029,4.61842306124877
10,10,0.881870901633142,6.43827369925866,35.4100819029037,5.54134391309607,47.6667308826813,2.12504582011941,4.61842258101332
1,11,1.10000508893404,13.034528625692,37.0823690678072,38.3883899510962,47.6667310771989,2.1250457824355,4.61842308632244
2,11,1.04082385620743,12.7663222613999,32.2946176116734,42.611161334127,47.6667330545951,2.125045765873,4.61842275204136
3,11,1.11201639321188,12.399206374407,37.7700340366169,36.1316969125856,47.6667318031945,2.12504579286126,4.61842294501628
4,11,1.15531274912505,12.3595788340903,28.3436185958572,64.7227308794598,47.6667307104316,2.12504579289745,4.61842217670528
5,11,1.06162957668001,12.7986759756084,25.7966053335128,57.8409022198899,47.6667331860503,2.1250458470431,4.61842255241185
6,11,1.19778310645664,13.1244790635275,33.0159722514817,52.2250321777157,47.6667303362087,2.12504577801886,4.61842259849063
7,11,1.22639262103036,12.6797677268414,43.4129897728358,37.1281788546593,47.6667326192024,2.125045782304,4.61842324073889
8,11,1.14430131311631,12.7528063747884,28.3121367317788,59.6265130711016,47.6667307440732,2.12504585429118,4.61842287162114
9,11,1.11393835850086,13.4814414285643,43.1378055552579,29.8943526918396,47.6667315235778,2.12504582200521,4.61842282414249
10,11,1.13158065552134,12.9383108315088,40.8230303496533,30.4196832012237,47.666730553612,2.12504582955715,4.6184227990465
1,12,1.12555989222314,10.1264738839052,43.3884315269791,31.7310009417732,47.6667342056188,2.12504585288191,4.61842273216921
2,12,1.17298479797194,9.88047204185053,32.8363583846512,50.1947204446089,47.666730410537,2.12504581680202,4.61842267818477
3,12,1.13508691573178,10.2420414451088,33.8176862439765,45.8767537292083,47.6667314873248,2.1250457898767,4.61842264884398
4,12,1.09577270954904,9.85432618633,35.6433649279114,41.9093867617838,47.666730364095,2.12504580917289,4.61842267263181
5,12,1.07404490569126,10.0131811700642,37.5468871547787,35.6417187344574,47.6667310513273,2.1250457945433,4.61842316628477
6,12,1.17732499903967,10.0877018993907,48.9542090275556,23.7740484432013,47.666729451293,2.12504577740521,4.61842265247892
7,12,1.14797084010105,9.81280722501958,46.4781613352645,21.9703015840393,47.6667309300567,2.12504569679902,4.61842285252265
8,12,1.13636056322309,10.2413586493413,44.7147593795369,25.5455004897279,47.6667306729075,2.12504575227306,4.61842316751408
9,12,1.12135774774281,9.67812360492248,52.232218308891,13.322446751498,47.6667319656826,2.12504573887341,4.61842313314215
10,12,1.04707939040072,10.0541774553004,50.4107593257475,18.4396558391458,47.6667298009494,2.12504570470433,4.6184228221646
1,13,1.11747377211142,10.8133358005388,27.8746719348103,40.2657509106161,47.6667302025939,2.12504588860362,4.61842298593196
2,13,1.1337267222757,10.3333973822488,30.712467444717,41.173021056059,47.6667311307828,2.12504577624869,4.61842295619722
3,13,1.1811850806123,9.9328948042243,38.8607989038538,28.8215550745908,47.6667307148565,2.12504575257695,4.61842268097775
4,13,1.17011241482416,10.8474388097236,41.189878562916,23.9464784213216,47.6667311929104,2.12504582778406,4.6184229554907
5,13,1.18549120927214,10.7600196150198,32.7964635678641,30.909646149163,47.6667301344151,2.12504578641841,4.61842276071324
6,13,1.15239950055225,10.9127643486171,36.9530116398364,30.5164708736364,47.6667328816258,2.12504573891967,4.61842270732745
7,13,1.20913551748323,10.4473556405493,48.7776186559783,8.63442686398623,47.6667311115706,2.12504578156307,4.61842287272395
8,13,1.0985497107224,10.3396149673862,48.4064418546383,18.7761982566877,47.6667306692692,2.12504576915554,4.61842259493682
9,13,1.22921503616581,10.8122369224559,38.1350364098367,33.1907409854903,47.6667336815773,2.12504578658476,4.61842228640218
10,13,1.22985558623913,11.0001001691009,29.133123639308,57.5229964722735,47.6667329261118,2.12504572247752,4.61842284514025
1,14,0.933245288000657,11.8180989062734,43.750039567374,1.42346900558141,47.6667334770364,2.1250458915457,4.61842291709664
2,14,0.868525044951364,11.9485997152755,45.583464868786,3.49195351963212,47.666731266445,2.12504576559006,4.61842314713876
3,14,0.852805357652338,11.7734354672084,46.592549292602,1.6791504432053,47.6667307934043,2.1250457947286,4.61842268890825
4,14,0.868316906651811,12.4089072780209,46.3581776499573,3.56870079449595,47.6667308328998,2.12504582608403,4.61842278986371
5,14,0.912648515313596,11.2501206231018,47.3844314838697,0.769594908233859,47.6667315137652,2.12504578976415,4.61842291013657
6,14,0.809450226311165,11.1418503323775,42.5249719215584,1.45933560178455,47.666733363229,2.12504581204031,4.61842222948932
7,14,0.864076787129984,12.142155209259,42.6265665824636,3.31507324671107,47.6667319343808,2.12504580236512,4.61842291563947
8,14,0.853779885653099,11.9226466616175,44.3129406228247,1.57451864922725,47.6667312820085,2.12504582983624,4.61842281864701
9,14,0.761191521577,11.2508132143655,42.122122703967,0.971933555480645,47.666733057744,2.12504577368495,4.61842291114052
10,14,0.831036280132839,12.1610161105671,44.2117318776162,3.74288058906087,47.666732978578,2.12504579873132,4.61842257733932
