rep,id,fi,Cl,V1,Q2,V2,Q3,V3
1,1,0.502415152671394,5.17378185071921,23.1509872482586,19.0051581649827,47.6667317793372,2.12504576754623,4.61842278873411
2,1,0.532297344700586,4.99931870318788,27.6117688801935,13.5957447722863,47.6667295643607,2.12504577291955,4.61842255847333
3,1,0.411668750726716,5.04397573988058,23.5369045026836,19.6031372374698,47.666732621876,2.12504572495963,4.61842272995803
4,1,0.553316281842466,5.159512659301,18.4500474763448,28.608680889429,47.6667310049413,2.1250457122778,4.6184227206546
5,1,0.482775715516345,4.94123056451305,26.1133712328113,18.4624465948785,47.6667328533258,2.12504579965959,4.61842261366745
6,1,0.474756585190332,5.06706673812487,22.5791098788809,18.6986690561266,47.6667311483436,2.12504570590857,4.61842267899145
7,1,0.470224695640331,5.14802659174483,24.0327390113487,16.3707989149964,47.6667324102595,2.12504578800669,4.61842237954966
8,1,0.491697326261312,5.03086891173321,25.6571624871533,14.0765116721903,47.6667313549139,2.1250457897484,4.61842249326329
9,1,0.48156685132399,5.23074290868155,26.2761163478952,16.2857832719362,47.6667312588796,2.12504573918982,4.61842274398881
10,1,0.515969573844453,4.96096528519925,32.3123223277582,12.616894212515,47.6667329196476,2.12504585566843,4.61842267826334
1,2,0.875785401450534,12.9235864894177,41.0564098556462,19.4495878425982,47.6667324645781,2.12504583885586,4.61842273492248
2,2,1.03288702840185,13.1248181628941,43.9602936642587,7.65102186477493,47.6667315804165,2.1250457638883,4.61842287342142
3,2,0.933472973552568,12.7056185474355,55.3181531572629,5.40092891611736,47.6667316816887,2.12504576287378,4.61842271188022
4,2,0.967923310728385,13.1318189315585,45.7004642325824,11.4121115004304,47.6667307196057,2.12504578608307,4.61842282048802
5,2,0.900044264199488,13.0905242040213,47.9572062373838,5.7217278858544,47.6667314779538,2.12504574372496,4.61842287779935
6,2,0.97302371765621,12.948873447489,50.3824006171895,8.76933581070598,47.6667315916422,2.12504577028481,4.61842273959973
7,2,0.909702657257139,13.0045758811934,50.2598674174238,5.34089334617313,47.6667345857811,2.12504571643065,4.61842274937833
8,2,0.773641047779504,12.4146751421387,51.5249511726743,6.29194965909072,47.6667316245774,2.12504575554242,4.61842282739695
9,2,0.917312810818143,12.1576096195579,49.746946070396,9.98614746660202,47.6667308236909,2.12504586950156,4.61842298519923
10,2,0.914683767833813,12.6850022572311,49.6460503180278,7.31751557714948,47.6667320032767,2.12504578762361,4.61842271859055
1,3,0.854692296011204,11.8427148659599,31.3755802569108,42.2709697832642,47.6667324437586,2.1250457965702,4.61842281657186
2,3,0.945441826608479,12.5321386746124,41.1700267501018,18.591792921189,47.6667316305976,2.12504577187566,4.61842279381062
3,3,0.879899254317867,11.8041233142501,47.251313612417,13.1379125759519,47.6667338979401,2.12504582792773,4.61842293198715
4,3,0.919293872742579,12.7209796534986,45.0090093650889,11.3880432422887,47.6667310505094,2.12504575949176,4.6184226514098
5,3,0.941512159739088,12.036039533923,47.9805560460951,19.6465340488718,47.6667310821244,2.12504574117582,4.61842283883247
6,3,0.945898838604971,12.6444350937594,52.8876331743976,9.15863831806927,47.6667314604891,2.12504575648974,4.61842272987879
7,3,0.919585654377243,12.2985615440692,39.7292104772797,22.7256718463221,47.6667318644565,2.12504586598454,4.61842288214939
