parameter,value,se_lin,rse_lin
Cl_pop,5.2287398030663,0.300388728094858,5.74495460490691
beta_Cl_logtCLCRMLMIN,0.627592803653701,0.246694840278802,39.3081053260333
V1_pop,21.0126064133197,1.54256483767537,7.34113992016505
Q_pop,5.37427486561137,1.06961512731593,19.9025013432067
V2_pop,30.308952050279,5.40661457876998,17.8383421828674
omega_Cl,0.210916791141549,0.0405086265589875,19.2059751808957
omega_V1,0.25139907200257,0.0558902044087395,22.2316669522822
omega_Q,0.690046939849892,0.148413835691335,21.5077884011225
omega_V2,0.243731022138532,0.23077593109466,94.6846770139469
corr_V2_V1,0.998477996947766,0.610890097826383,61.1821291699772
a1,0.306119546290764,0.022447888201142,7.33304634517528
a2,0.0624252558241787,0.00616215538680382,9.87125371846226
