Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
3.47939,1.65861e-06,2.16989e-07,14.4085,0.000107479,0.000110901,1.81102,0.00597023,0.00235095,18.8763,1.85155e-05,1.80883e-05,All
3.83078,1.54565e-05,2.47e-06,15.4285,0.000238908,0.000280312,2.41963,0.0136297,0.00819615,19.9104,4.54106e-05,4.9356e-05,All
4.18216,9.44631e-05,1.82633e-05,16.4486,0.000478324,0.000634899,3.02823,0.0227917,0.0192446,20.9446,0.00010104,0.000121828,All
4.53355,0.000413949,9.60689e-05,17.4686,0.000876237,0.00130996,3.63684,0.0319802,0.03594,21.9787,0.000206388,0.000275372,All
4.88494,0.0013902,0.000384764,18.4886,0.00148744,0.00249503,4.24544,0.0402295,0.0579774,23.0128,0.000390897,0.000575881,All
5.23632,0.00376392,0.0012356,19.5087,0.00236419,0.00443485,4.85405,0.047056,0.0846169,24.047,0.000692326,0.00112407,All
5.58771,0.00854337,0.00331156,20.5287,0.00354869,0.00742296,5.46266,0.0523128,0.114935,25.0811,0.001155,0.00206333,All
5.93909,0.0167623,0.00764382,21.5487,0.00506642,0.011788,6.07126,0.0560536,0.147984,26.1152,0.00182638,0.00358486,All
6.29048,0.0291246,0.0155796,22.5688,0.00692134,0.0178737,6.67987,0.0584359,0.182888,27.1493,0.00275224,0.00592854,All
6.64187,0.0456875,0.028607,23.5888,0.00909384,0.0260162,7.28847,0.0596585,0.218878,28.1835,0.00397118,0.00937836,All
6.99325,0.0657218,0.0480969,24.6088,0.0115414,0.0365195,7.89708,0.0599267,0.255311,29.2176,0.00550909,0.0142521,All
7.34464,0.0878031,0.0750359,25.6288,0.014202,0.049634,8.50568,0.0594323,0.291667,30.2517,0.00737469,0.0208857,All
7.69602,0.110089,0.109827,26.6489,0.0169987,0.0655389,9.11429,0.0583454,0.327533,31.2858,0.00955655,0.0296141,All
8.04741,0.130675,0.152203,27.6689,0.0198462,0.0843298,9.7229,0.0568115,0.362595,32.32,0.0120222,0.0407492,All
8.3988,0.147929,0.201269,28.6889,0.0226567,0.106014,10.3315,0.0549521,0.396619,33.3541,0.0147195,0.0545591,All
8.75018,0.160706,0.255637,29.709,0.0253458,0.13051,10.9401,0.0528663,0.429438,34.3882,0.0175793,0.071249,All
9.10157,0.16844,0.313616,30.729,0.027837,0.157654,11.5487,0.0506342,0.460939,35.4223,0.0205207,0.0909458,All
9.45296,0.171116,0.373418,31.749,0.0300661,0.18721,12.1573,0.0483191,0.491053,36.4565,0.0234556,0.113689,All
9.80434,0.169156,0.433328,32.7691,0.0319823,0.218884,12.7659,0.0459707,0.519747,37.4906,0.0262954,0.139425,All
10.1557,0.163276,0.491836,33.7891,0.0335503,0.252337,13.3745,0.0436273,0.547011,38.5247,0.0289554,0.168012,All
10.5071,0.154346,0.547716,34.8091,0.0347496,0.287203,13.9831,0.0413178,0.572857,39.5588,0.03136,0.199224,All
10.8585,0.143265,0.600054,35.8292,0.0355738,0.323101,14.5917,0.0390638,0.597314,40.593,0.0334463,0.232763,All
11.2099,0.13088,0.648247,36.8492,0.0360287,0.35965,15.2003,0.0368809,0.620421,41.6271,0.0351662,0.268273,All
11.5613,0.117926,0.691967,37.8692,0.0361309,0.396482,15.809,0.0347798,0.642223,42.6612,0.0364874,0.305357,All
11.9127,0.105005,0.731126,38.8893,0.0359052,0.433248,16.4176,0.0327676,0.662773,43.6953,0.0373941,0.343595,All
