Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
1.68844,0,7.25393,0,1.13146,0.00142857,7.8677,0,All
2.48433,0.00142857,8.87554,0.00142857,1.1743,0.00285714,9.59839,0.00142857,All
2.50417,0.00285714,9.94548,0.00285714,1.21799,0.00428571,10.4879,0.00285714,All
2.52056,0.00428571,9.95029,0.00428571,1.27383,0.00571429,10.7853,0.00428571,All
2.5477,0.00571429,10.2246,0.00571429,1.29556,0.00714286,10.7993,0.00571429,All
2.55269,0.00714286,10.4625,0.00714286,1.35544,0.00857143,11.262,0.00714286,All
2.56505,0.00857143,10.6224,0.00857143,1.37626,0.01,11.4922,0.00857143,All
2.58552,0.01,10.6715,0.01,1.39383,0.0114286,11.61,0.01,All
2.58942,0.0114286,10.696,0.0114286,1.42058,0.0128571,11.672,0.0114286,All
2.59328,0.0128571,10.7436,0.0128571,1.42633,0.0142857,11.7027,0.0128571,All
2.5982,0.0142857,10.8891,0.0142857,1.50791,0.0157143,11.8714,0.0142857,All
2.60468,0.0157143,10.9256,0.0157143,1.51749,0.0171429,11.913,0.0157143,All
2.60742,0.0171429,11.0263,0.0171429,1.521,0.0185714,12.0162,0.0171429,All
2.60824,0.0185714,11.1006,0.0185714,1.52286,0.02,12.0643,0.0185714,All
2.62895,0.02,11.1062,0.02,1.56033,0.0214286,12.1655,0.02,All
2.63237,0.0214286,11.1308,0.0214286,1.57768,0.0228571,12.1959,0.0214286,All
2.63622,0.0228571,11.1812,0.0228571,1.58368,0.0242857,12.1993,0.0228571,All
2.63984,0.0242857,11.2238,0.0242857,1.64618,0.0257143,12.2004,0.0242857,All
2.64829,0.0257143,11.2517,0.0257143,1.65699,0.0271429,12.215,0.0257143,All
2.64996,0.0271429,11.3302,0.0271429,1.66936,0.0285714,12.2606,0.0271429,All
2.65045,0.0285714,11.516,0.0285714,1.67283,0.03,12.3072,0.0285714,All
2.65301,0.03,11.5206,0.03,1.70452,0.0314286,12.3616,0.03,All
