Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.56832,0.176375,9.50206,0.00354695,1.62623,0.0748563,10.2787,0.00435546,All
2.73632,0.238106,10.7551,0.018917,2.61579,0.0988103,11.6392,0.0174218,All
2.90431,0.0264562,12.0081,0.0307402,3.60534,0.0763534,12.9998,0.0261327,All
3.0723,0,13.2612,0.0260109,4.59489,0.128753,14.3604,0.0261327,All
3.24029,0.07055,14.5142,0.0425634,5.58444,0.107793,15.721,0.0381102,All
3.40829,0.273381,15.7672,0.0354695,6.57399,0.11977,17.0815,0.0283105,All
3.57628,0.0970062,17.0203,0.0425634,7.56354,0.095816,18.4421,0.0391991,All
3.74427,0,18.2733,0.0425634,8.55309,0.0913246,19.8027,0.0435546,All
3.91226,0,19.5263,0.0756682,9.54264,0.0793476,21.1633,0.0740428,All
4.08025,0,20.7794,0.0662097,10.5322,0.0449138,22.5238,0.04791,All
4.24825,0.0176375,22.0324,0.0721213,11.5217,0.0389253,23.8844,0.0773094,All
4.41624,0.1411,23.2854,0.104044,12.5113,0.0269483,25.245,0.0827537,All
4.58423,0.194012,24.5385,0.0910383,13.5008,0.0149713,26.6056,0.0914646,All
4.75222,0.326294,25.7915,0.0662097,14.4904,0.0104799,27.9661,0.0533543,All
4.92022,0.537944,27.0445,0.0236463,15.4799,0.00898275,29.3267,0.0272216,All
5.08821,0.458575,28.2976,0.0177347,16.4695,0.0059885,30.6873,0.0185107,All
5.2562,0.299837,29.5506,0.00591158,17.459,0.00449138,32.0479,0.00544432,All
5.42419,0.194012,30.8036,0.00827621,18.4486,0.00299425,33.4085,0.00871091,All
5.59218,0.114644,32.0567,0.00591158,19.4382,0.00149713,34.769,0.00979978,All
5.76018,0.335112,33.3097,0.00945852,20.4277,0.00748563,36.1296,0.00435546,All
5.92817,0.555581,34.5627,0.00945852,21.4173,0.00299425,37.4902,0.00762205,All
6.09616,0.467394,35.8158,0.00709389,22.4068,0,38.8508,0.00979978,All
6.26415,0.432119,37.0688,0.00591158,23.3964,0,40.2113,0.00435546,All
6.43215,0.502669,38.3218,0.00827621,24.3859,0,41.5719,0.00653318,All
6.60014,0.4233,39.5749,0.00354695,25.3755,0.00149713,42.9325,0.00435546,All
6.76813,0.185194,40.8279,0.00118232,26.365,0,44.2931,0.00217773,All
6.93612,0.105825,42.0809,0.00354695,27.3546,0.00299425,45.6536,0.00326659,All
