parameter,value,se_sa,rse_sa
f_pop,0.950853955000836,0.0643753984544015,6.7702719345943
Cl_pop,9.36576198275372,0.790645078426862,8.44186602096839
V1_pop,48.7585332093136,2.57230341219173,5.2755963784825
Q_pop,10.4998139059053,2.53642611174082,24.1568672975649
V2_pop,103.06701128481,nan,nan
omega_f,0.242269821228429,0.0506639790097649,20.9122121578632
omega_Cl,0.261855721728455,0.0578646599618275,22.0979169673571
omega_V1,0.124613578722495,0.0493708979633237,39.6191959732327
omega_Q,0.428500493994671,nan,nan
omega_V2,1.19740966663181,0.368076699136194,30.7394127000457
a1,0.000706110005541616,0.262025618367483,37108.3282082227
b1,0.106166432254798,0.011211875067637,10.5606591740114
a2,0.69565559752309,0.284016453967429,40.8271643294011
b2,0.150922174449477,0.0172621461302048,11.4377798976012
