simulations,OFV
500,963.816
1000,962.249
1500,964.081
2000,964.669
2500,966.145
3000,966.923
3500,966.884
4000,967.314
4500,967.628
5000,966.97
5500,966.927
6000,966.359
6500,966.361
7000,965.302
7500,965.446
8000,965.738
8500,965.978
9000,965.378
9500,965.08
10000,964.89
10500,964.908
11000,964.956
11500,965.063
12000,964.661
12500,963.917
13000,963.792
13500,963.772
14000,963.816
14500,963.784
15000,963.785
15500,963.452
16000,963.588
16500,963.68
17000,963.653
17500,963.664
18000,963.762
18500,963.901
19000,964.014
19500,963.984
20000,964.089
20500,964.115
21000,964.163
21500,964.313
22000,964.334
22500,964.291
23000,964.284
23500,964.268
24000,964.356
24500,964.318
25000,964.478
25500,964.488
26000,964.271
26500,964.324
27000,964.368
27500,964.37
28000,964.504
28500,964.558
29000,964.629
29500,964.718
30000,964.791
