rep,id,eta_Cl,eta_V1,eta_Q2,eta_V2,eta_Q3,eta_V3
1,1,0.162495429421676,0.148332988956197,2.53228581126601e-9,0.778178557828133,-9.37663336815713e-8,4.37920381556966
2,1,0.110215112467272,0.100049186538142,6.88551948432391e-9,-5.59764728042719,-1.65174995029637e-7,2.34993739699016
3,1,0.138824078887905,0.0940295165773534,-2.07758235970189e-8,2.89814587227729,1.1694268456411e-7,1.41036391863703
4,1,0.0103267585307003,-0.0157035114933685,3.68706858889575e-9,4.49051064461561,-8.88232561124091e-8,1.56958612138317
5,1,0.157144820130326,0.374798504901337,-4.96194085477009e-8,0.152259231911497,4.93846842010897e-8,0.817662739873349
6,1,0.094772518841816,0.0204232252461289,1.19901455909039e-8,-0.191925234832566,-4.06975644642585e-8,-5.45047903063327
7,1,0.1070721105041,0.0232656025768544,4.391336353329e-8,1.4961022882036,7.54221697939736e-8,2.52650894262887
8,1,0.19638715987879,-0.0372229396082726,7.89735169969894e-10,-1.82510699306533,-7.21247166743715e-8,3.71437699320936
9,1,0.203403672597882,0.271089535267701,-3.13786724390725e-8,3.13956576136159,-5.12925590480752e-8,-0.305127311036559
10,1,0.145910233947939,0.135938742689045,2.01548438266641e-8,-7.56654945789771,4.70480012012722e-8,-3.68737196564272
1,2,0.185507923079826,0.148820899533367,9.47383184405033e-9,4.36215178928042,-4.85760317504106e-8,-0.100350266439009
2,2,0.323211999935337,0.206451854876466,-2.52705184598422e-8,4.27214504568167,1.29623934605259e-7,-0.0402961431971922
3,2,0.0843523810253977,0.33676018523098,-5.42409806303654e-9,5.07080682971111,1.94468877793369e-8,-3.61530792513994
4,2,0.280398525415051,0.0974855618121765,3.89045496032897e-8,2.56367779982192,-4.31304510948865e-8,3.33586122624528
5,2,0.248484951797409,0.218216501711425,-1.14901209729535e-8,3.10639101591224,-5.08167576403627e-9,-1.3138523923832
6,2,0.13905059353332,0.163104210924936,-1.17014436117332e-8,4.27153733897706,5.11621779073626e-8,0.636490972553226
7,2,0.189438351463309,0.142633265797064,1.3522678719961e-8,4.25097998680398,-6.75086486747402e-8,1.77814731852773
8,2,0.202093574732769,0.0810017518516055,-1.51839433313083e-8,3.98488759560201,1.09620811523995e-7,-0.116880069360743
9,2,-0.0173524580230687,0.1081354493517,-3.22460994474772e-8,5.1990256101039,3.76643039797089e-8,1.55554748342822
10,2,0.233655011389803,0.141009169330629,-1.86760343543413e-8,-0.460521284487672,-1.88052453368312e-8,-0.452822296492507
1,3,0.191559751382559,-0.0685373871186234,-6.10388625491732e-9,4.29943150887882,-3.0428893980963e-8,4.07869502383368
2,3,-0.282583148506638,-0.0609599216654849,-1.67335182118889e-8,3.08794360207249,-2.29628827432314e-9,9.27443958376378
3,3,0.0853663225054322,0.328451122253759,-3.58427378088032e-8,5.14146789816325,-1.02739419175841e-7,3.03485654691836
4,3,0.259801082845352,-0.0649823664072989,2.14169612857448e-8,2.95740907736275,-7.13395067426821e-8,-1.82932261453657
5,3,0.23972919589526,0.045534947693859,-1.30496981684017e-8,2.56904840009384,1.70895223679455e-8,2.2659689015705
6,3,-0.0670146400800706,-0.00062564758985334,-1.39285835266756e-9,3.27565403103224,-9.22988564314604e-8,5.94292425654612
7,3,0.197906567290933,-0.203019832490235,1.02931934014419e-8,1.08577482689593,-1.03913161380638e-8,2.00625627650132
8,3,0.249990393654883,-0.00656456676645165,-8.38510505789003e-10,-6.82710638969936,4.26878751276156e-9,3.9946401529579
9,3,-0.0175422742745118,0.0570740385824572,-6.52562696218549e-9,5.15385157129067,7.81945425524429e-8,3.91063297157303
10,3,0.157925315183397,-0.0222397426342712,-1.04550121295608e-9,4.46348598736448,-1.07521578663286e-7,-0.619239915203223
1,4,-0.16893050752702,-0.104553064519519,1.19965808566792e-8,1.64087842030409,-1.35262056510333e-8,2.6117212481803
2,4,-0.0579041945152815,0.018220663764747,-1.98291586178779e-9,3.07437254801046,3.25530940732083e-8,3.3428051103784
3,4,-0.16632869618878,-0.457616163906152,-9.30934830009101e-9,2.7375210304962,3.8132678750955e-9,2.56786238942115
4,4,-0.16477058483752,-0.184225612990103,-3.96419394958715e-8,-4.93473206352411,-1.11923621208417e-8,3.02775595495916
5,4,-0.177138283561663,-0.168260814466132,-2.23750709206248e-8,-2.00545826390249,1.19701451651271e-7,3.05564873386428
6,4,-0.438762461268449,0.0592344060842506,2.04390100045282e-8,5.23470159524011,1.79344075530726e-8,0.216465632302764
7,4,-0.164749806391116,-0.177057240113458,2.48803354266754e-8,2.65029044746318,-1.51637485231778e-8,3.19215194399104
8,4,-0.042205803821866,-0.0605341517054121,1.36138912876626e-8,0.815087793610391,1.25140838377688e-7,1.96214583584701
9,4,-0.218889544977367,-0.146209450093344,8.51363948931642e-9,3.00923303667972,3.14865394727e-8,4.49181420115927
10,4,-0.0316585970083894,0.0457808151051187,-1.92038525413245e-8,2.79935141572162,-3.00586317909163e-8,3.46134707020217
1,5,-0.0121517603459704,-0.385553297538698,6.61220843328814e-9,3.9696876698368,-9.7719490478149e-8,0.191387480472148
2,5,0.105308166033794,-0.0559588094183457,3.92131680549573e-9,2.81586309208108,2.90355085194659e-8,1.60760324922352
