simulations,OFV
500,950.235
1000,950.388
1500,949.443
2000,947.219
2500,947.643
3000,947.543
3500,947.318
4000,947.428
4500,947.791
5000,948.071
5500,948.125
6000,948.446
6500,947.819
7000,948.005
7500,947.615
8000,947.807
8500,948.005
9000,947.638
9500,947.409
10000,947.192
10500,947.084
11000,947.034
11500,946.776
12000,946.45
12500,946.576
13000,946.302
13500,946.196
14000,946.174
14500,946.14
15000,946.143
15500,946.11
16000,946.219
16500,946.11
17000,946.213
17500,946.309
18000,946.113
18500,946.205
19000,946.062
19500,945.981
20000,945.772
20500,945.77
21000,945.651
21500,945.726
22000,945.804
22500,945.846
23000,945.6
23500,945.503
24000,945.474
24500,945.466
25000,945.479
25500,945.434
26000,945.356
26500,945.359
27000,945.302
27500,945.336
28000,945.416
28500,945.42
29000,945.512
29500,945.56
30000,945.624
