parameter,value,se_sa,rse_sa
Cl_pop,2.65142505335821,1.15583996614153,43.5931600132382
beta_Cl_tCLCRMLMIN_,2.67399720541795,1.12859950079426,42.2064577519953
V1_pop,20.2218657399778,1.8094204752537,8.94784140355827
Q_pop,6.36982686348368,1.6990171496368,26.6728937230109
V2_pop,23.0303271008831,2.09190217873096,9.08324996673947
omega_Cl,0.959327239711505,0.186283393778167,19.4181282535235
omega_V1,0.287195552648608,0.082619056240391,28.7675263347402
omega_Q,0.645128317317416,0.219172092777033,33.9734106988822
omega_V2,0.298290436019152,0.0819346837960067,27.4680894531751
corr_V2_V1,0.99899766680765,0.00323595553769291,0.323920229767261
a1,0.30438114808278,0.0228862616179923,7.51894845069976
a2,0.0622234657910693,0.00625989018061819,10.0603367251148
