Cl_abscissa,Cl_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
8.56229,0.145857,3.55801,0.146,56.1775,0.145857,All
8.5643,0.146,3.56027,0.146143,56.1775,0.146,All
8.57052,0.146143,3.56477,0.146286,56.1775,0.146143,All
8.57922,0.146286,3.57723,0.146429,56.1775,0.146286,All
8.58268,0.146429,3.58156,0.146571,56.1775,0.146429,All
8.59306,0.146571,3.58349,0.146714,56.1775,0.146571,All
8.60867,0.146714,3.59167,0.146857,56.1775,0.146714,All
8.61092,0.146857,3.5963,0.147,56.1775,0.146857,All
8.61092,0.147,3.59876,0.147143,56.1775,0.147,All
8.61227,0.147143,3.60007,0.147286,56.1775,0.147143,All
8.61298,0.147286,3.60451,0.147429,56.1775,0.147286,All
8.61508,0.147429,3.60513,0.147571,56.1775,0.147429,All
8.62247,0.147571,3.60558,0.147714,56.1775,0.147571,All
8.62247,0.147714,3.60886,0.147857,56.1775,0.147714,All
8.62842,0.147857,3.613,0.148,56.1775,0.147857,All
8.62918,0.148,3.61373,0.148143,56.1775,0.148,All
8.62918,0.148143,3.61373,0.148286,56.1775,0.148143,All
8.63042,0.148286,3.61451,0.148429,56.1775,0.148286,All
8.63708,0.148429,3.6208,0.148571,56.1775,0.148429,All
8.64762,0.148571,3.62188,0.148714,56.1775,0.148571,All
8.64852,0.148714,3.62188,0.148857,56.1775,0.148714,All
8.65066,0.148857,3.62338,0.149,56.1775,0.148857,All
8.65446,0.149,3.62338,0.149143,56.1775,0.149,All
8.66911,0.149143,3.62338,0.149286,56.1775,0.149143,All
8.68048,0.149286,3.62338,0.149429,56.1775,0.149286,All
8.68937,0.149429,3.6253,0.149571,56.1775,0.149429,All
8.69196,0.149571,3.62776,0.149714,56.1775,0.149571,All
8.69395,0.149714,3.63094,0.149857,56.1775,0.149714,All
8.69721,0.149857,3.63094,0.15,56.1775,0.149857,All
8.69886,0.15,3.64439,0.150143,56.1775,0.15,All
8.69886,0.150143,3.64714,0.150286,56.1775,0.150143,All
8.70471,0.150286,3.6543,0.150429,56.1775,0.150286,All
8.70829,0.150429,3.6543,0.150571,56.1775,0.150429,All
8.71659,0.150571,3.65749,0.150714,56.1775,0.150571,All
8.7196,0.150714,3.66228,0.150857,56.1775,0.150714,All
8.72022,0.150857,3.66776,0.151,56.1775,0.150857,All
8.72022,0.151,3.67302,0.151143,56.1775,0.151,All
8.72022,0.151143,3.67793,0.151286,56.1775,0.151143,All
8.72744,0.151286,3.67815,0.151429,56.1775,0.151286,All
8.73902,0.151429,3.68048,0.151571,56.1775,0.151429,All
8.74284,0.151571,3.68131,0.151714,56.1775,0.151571,All
8.74769,0.151714,3.69027,0.151857,56.1775,0.151714,All
8.75071,0.151857,3.69156,0.152,56.1775,0.151857,All
8.75379,0.152,3.70273,0.152143,56.1775,0.152,All
8.75732,0.152143,3.70273,0.152286,56.1775,0.152143,All
8.75732,0.152286,3.70293,0.152429,56.1775,0.152286,All
8.7685,0.152429,3.70386,0.152571,56.1775,0.152429,All
8.7685,0.152571,3.70386,0.152714,56.1775,0.152571,All
8.77955,0.152714,3.7106,0.152857,56.1775,0.152714,All
8.78674,0.152857,3.71067,0.153,56.1775,0.152857,All
8.7927,0.153,3.71604,0.153143,56.1775,0.153,All
8.79447,0.153143,3.72564,0.153286,56.1775,0.153143,All
8.79492,0.153286,3.73053,0.153429,56.1775,0.153286,All
8.79855,0.153429,3.73377,0.153571,56.1775,0.153429,All
8.79973,0.153571,3.73451,0.153714,56.1775,0.153571,All
8.80108,0.153714,3.73889,0.153857,56.1775,0.153714,All
8.80209,0.153857,3.74173,0.154,56.1775,0.153857,All
8.80225,0.154,3.74261,0.154143,56.1775,0.154,All
8.80469,0.154143,3.74618,0.154286,56.1775,0.154143,All
8.8084,0.154286,3.74912,0.154429,56.1775,0.154286,All
8.80986,0.154429,3.75203,0.154571,56.1775,0.154429,All
8.80993,0.154571,3.75441,0.154714,56.1775,0.154571,All
8.81231,0.154714,3.75441,0.154857,56.1775,0.154714,All
8.81387,0.154857,3.76146,0.155,56.1775,0.154857,All
8.81565,0.155,3.76146,0.155143,56.1775,0.155,All
8.81631,0.155143,3.7621,0.155286,56.1775,0.155143,All
8.81642,0.155286,3.76565,0.155429,56.1775,0.155286,All
8.81904,0.155429,3.76711,0.155571,56.1775,0.155429,All
8.81952,0.155571,3.77581,0.155714,56.1775,0.155571,All
8.82001,0.155714,3.77581,0.155857,56.1775,0.155714,All
8.82104,0.155857,3.77783,0.156,56.1775,0.155857,All
8.82516,0.156,3.78241,0.156143,56.1775,0.156,All
8.82876,0.156143,3.78339,0.156286,56.1775,0.156143,All
8.8288,0.156286,3.78339,0.156429,56.1775,0.156286,All
8.83701,0.156429,3.78698,0.156571,56.1775,0.156429,All
8.83701,0.156571,3.78698,0.156714,56.1775,0.156571,All
8.8382,0.156714,3.79048,0.156857,56.1775,0.156714,All
8.8382,0.156857,3.79108,0.157,56.1775,0.156857,All
8.839,0.157,3.79421,0.157143,56.1775,0.157,All
8.84002,0.157143,3.79421,0.157286,56.1775,0.157143,All
8.85712,0.157286,3.79431,0.157429,56.1775,0.157286,All
8.85805,0.157429,3.79579,0.157571,56.1775,0.157429,All
8.85862,0.157571,3.79606,0.157714,56.1775,0.157571,All
8.85862,0.157714,3.797,0.157857,56.1775,0.157714,All
8.86774,0.157857,3.79724,0.158,56.1775,0.157857,All
8.86975,0.158,3.79913,0.158143,56.1775,0.158,All
8.87269,0.158143,3.80053,0.158286,56.1775,0.158143,All
8.87479,0.158286,3.80053,0.158429,56.1775,0.158286,All
8.87616,0.158429,3.80135,0.158571,56.1775,0.158429,All
8.87616,0.158571,3.80748,0.158714,56.1775,0.158571,All
8.87759,0.158714,3.81003,0.158857,56.1775,0.158714,All
8.87759,0.158857,3.81423,0.159,56.1775,0.158857,All
8.8797,0.159,3.81423,0.159143,56.1775,0.159,All
8.88039,0.159143,3.81423,0.159286,56.1775,0.159143,All
8.88244,0.159286,3.81607,0.159429,56.1775,0.159286,All
8.88558,0.159429,3.82269,0.159571,56.1775,0.159429,All
8.88558,0.159571,3.83097,0.159714,56.1775,0.159571,All
8.88631,0.159714,3.83097,0.159857,56.1775,0.159714,All
8.8906,0.159857,3.83174,0.16,56.1775,0.159857,All
8.89205,0.16,3.83875,0.160143,56.1775,0.16,All
8.89508,0.160143,3.84297,0.160286,56.1775,0.160143,All
8.89554,0.160286,3.84368,0.160429,56.1775,0.160286,All
8.89851,0.160429,3.8666,0.160571,56.1775,0.160429,All
8.89944,0.160571,3.86746,0.160714,56.1775,0.160571,All
8.90024,0.160714,3.86954,0.160857,56.1775,0.160714,All
8.90146,0.160857,3.87046,0.161,56.1775,0.160857,All
8.9053,0.161,3.87136,0.161143,56.1775,0.161,All
8.90645,0.161143,3.87136,0.161286,56.1775,0.161143,All
8.90645,0.161286,3.87136,0.161429,56.1775,0.161286,All
8.90742,0.161429,3.87593,0.161571,56.1775,0.161429,All
8.90841,0.161571,3.87812,0.161714,56.1775,0.161571,All
8.91227,0.161714,3.87875,0.161857,56.1775,0.161714,All
8.91268,0.161857,3.8799,0.162,56.1775,0.161857,All
8.91281,0.162,3.88191,0.162143,56.1775,0.162,All
8.91281,0.162143,3.88555,0.162286,56.1775,0.162143,All
8.91281,0.162286,3.88555,0.162429,56.1775,0.162286,All
8.91374,0.162429,3.88555,0.162571,56.1775,0.162429,All
8.91689,0.162571,3.8869,0.162714,56.1775,0.162571,All
8.92006,0.162714,3.8869,0.162857,56.1775,0.162714,All
8.92162,0.162857,3.88759,0.163,56.1775,0.162857,All
8.92295,0.163,3.8879,0.163143,56.1775,0.163,All
8.92346,0.163143,3.88839,0.163286,56.1775,0.163143,All
8.92346,0.163286,3.88869,0.163429,56.1775,0.163286,All
8.92558,0.163429,3.88869,0.163571,56.1775,0.163429,All
8.93254,0.163571,3.8888,0.163714,56.1775,0.163571,All
8.93411,0.163714,3.89008,0.163857,56.1775,0.163714,All
8.93427,0.163857,3.89282,0.164,56.1775,0.163857,All
8.93572,0.164,3.89362,0.164143,56.1775,0.164,All
8.94487,0.164143,3.89362,0.164286,56.1775,0.164143,All
8.94487,0.164286,3.89463,0.164429,56.1775,0.164286,All
8.94727,0.164429,3.89463,0.164571,56.1775,0.164429,All
8.94855,0.164571,3.89599,0.164714,56.1775,0.164571,All
8.94943,0.164714,3.89799,0.164857,56.1775,0.164714,All
8.94963,0.164857,3.90911,0.165,56.1775,0.164857,All
8.95201,0.165,3.90911,0.165143,56.1775,0.165,All
8.95276,0.165143,3.91749,0.165286,56.1775,0.165143,All
8.95277,0.165286,3.91789,0.165429,56.1775,0.165286,All
8.95692,0.165429,3.92333,0.165571,56.1775,0.165429,All
8.95801,0.165571,3.9298,0.165714,56.1775,0.165571,All
8.95821,0.165714,3.93223,0.165857,56.1775,0.165714,All
8.9589,0.165857,3.93234,0.166,56.1775,0.165857,All
8.96366,0.166,3.93278,0.166143,56.1775,0.166,All
8.96604,0.166143,3.93439,0.166286,56.1775,0.166143,All
8.96826,0.166286,3.94688,0.166429,56.1775,0.166286,All
8.96838,0.166429,3.94893,0.166571,56.1775,0.166429,All
8.96838,0.166571,3.94893,0.166714,56.1775,0.166571,All
8.9697,0.166714,3.94893,0.166857,56.1775,0.166714,All
8.96997,0.166857,3.94893,0.167,56.1775,0.166857,All
8.97072,0.167,3.95913,0.167143,56.1775,0.167,All
8.97836,0.167143,3.96034,0.167286,56.1775,0.167143,All
8.97836,0.167286,3.96259,0.167429,56.1775,0.167286,All
8.98095,0.167429,3.96259,0.167571,56.1775,0.167429,All
8.98518,0.167571,3.96334,0.167714,56.1775,0.167571,All
8.98592,0.167714,3.96739,0.167857,56.1775,0.167714,All
8.98725,0.167857,3.97355,0.168,56.1775,0.167857,All
8.99453,0.168,3.98208,0.168143,56.1775,0.168,All
8.99662,0.168143,3.98258,0.168286,56.1775,0.168143,All
8.99986,0.168286,3.9837,0.168429,56.1775,0.168286,All
9.00128,0.168429,3.98617,0.168571,56.1775,0.168429,All
9.00128,0.168571,3.98953,0.168714,56.1775,0.168571,All
9.00306,0.168714,3.99264,0.168857,56.1775,0.168714,All
9.00694,0.168857,3.993,0.169,56.1775,0.168857,All
9.00986,0.169,3.99691,0.169143,56.1775,0.169,All
9.0116,0.169143,4.00362,0.169286,56.1775,0.169143,All
9.01463,0.169286,4.00362,0.169429,56.1775,0.169286,All
9.01679,0.169429,4.0042,0.169571,56.1775,0.169429,All
9.01902,0.169571,4.00892,0.169714,56.1775,0.169571,All
9.01966,0.169714,4.00895,0.169857,56.1775,0.169714,All
9.02109,0.169857,4.01091,0.17,56.1775,0.169857,All
9.02334,0.17,4.01571,0.170143,56.1775,0.17,All
9.02386,0.170143,4.01609,0.170286,56.1775,0.170143,All
9.0244,0.170286,4.01933,0.170429,56.1775,0.170286,All
9.02483,0.170429,4.01933,0.170571,56.1775,0.170429,All
9.02889,0.170571,4.02362,0.170714,56.1775,0.170571,All
9.03,0.170714,4.02735,0.170857,56.1775,0.170714,All
9.03058,0.170857,4.03372,0.171,56.1775,0.170857,All
9.03058,0.171,4.03372,0.171143,56.1775,0.171,All
9.03058,0.171143,4.03372,0.171286,56.1775,0.171143,All
9.03158,0.171286,4.03655,0.171429,56.1775,0.171286,All
9.03158,0.171429,4.03686,0.171571,56.1775,0.171429,All
9.03158,0.171571,4.03796,0.171714,56.1775,0.171571,All
9.03171,0.171714,4.04112,0.171857,56.1775,0.171714,All
9.03349,0.171857,4.04586,0.172,56.1775,0.171857,All
9.03402,0.172,4.0479,0.172143,56.1775,0.172,All
9.03573,0.172143,4.04944,0.172286,56.1775,0.172143,All
9.03642,0.172286,4.05078,0.172429,56.1775,0.172286,All
9.03642,0.172429,4.05318,0.172571,56.1775,0.172429,All
9.03642,0.172571,4.0537,0.172714,56.1775,0.172571,All
9.03668,0.172714,4.05395,0.172857,56.1775,0.172714,All
9.04524,0.172857,4.056,0.173,56.1775,0.172857,All
9.04603,0.173,4.056,0.173143,56.1775,0.173,All
9.04648,0.173143,4.06988,0.173286,56.1775,0.173143,All
9.04648,0.173286,4.07028,0.173429,56.1775,0.173286,All
9.05251,0.173429,4.073,0.173571,56.1775,0.173429,All
9.05251,0.173571,4.07926,0.173714,56.1775,0.173571,All
9.05979,0.173714,4.07929,0.173857,56.1775,0.173714,All
9.05979,0.173857,4.08128,0.174,56.1775,0.173857,All
9.0652,0.174,4.09001,0.174143,56.1775,0.174,All
9.06719,0.174143,4.09273,0.174286,56.1775,0.174143,All
9.06865,0.174286,4.09665,0.174429,56.1775,0.174286,All
9.06906,0.174429,4.09725,0.174571,56.1775,0.174429,All
9.06906,0.174571,4.0982,0.174714,56.1775,0.174571,All
9.06923,0.174714,4.09948,0.174857,56.1775,0.174714,All
9.07202,0.174857,4.10952,0.175,56.1775,0.174857,All
9.07267,0.175,4.11135,0.175143,56.1775,0.175,All
9.07314,0.175143,4.11135,0.175286,56.1775,0.175143,All
9.07859,0.175286,4.11476,0.175429,56.1775,0.175286,All
9.08359,0.175429,4.11486,0.175571,56.1775,0.175429,All
9.08373,0.175571,4.12175,0.175714,56.1775,0.175571,All
9.0842,0.175714,4.12185,0.175857,56.1775,0.175714,All
9.08524,0.175857,4.12761,0.176,56.1775,0.175857,All
9.08524,0.176,4.13151,0.176143,56.1775,0.176,All
9.08537,0.176143,4.13314,0.176286,56.1775,0.176143,All
9.08563,0.176286,4.13481,0.176429,56.1775,0.176286,All
9.09114,0.176429,4.14235,0.176571,56.1775,0.176429,All
9.09304,0.176571,4.14504,0.176714,56.1775,0.176571,All
9.09304,0.176714,4.14623,0.176857,56.1775,0.176714,All
9.096,0.176857,4.14738,0.177,56.1775,0.176857,All
9.09674,0.177,4.14956,0.177143,56.1775,0.177,All
9.09739,0.177143,4.15403,0.177286,56.1775,0.177143,All
9.09996,0.177286,4.15403,0.177429,56.1775,0.177286,All
9.1,0.177429,4.15403,0.177571,56.1775,0.177429,All
9.10064,0.177571,4.15442,0.177714,56.1775,0.177571,All
9.10128,0.177714,4.15442,0.177857,56.1775,0.177714,All
9.10216,0.177857,4.15984,0.178,56.1775,0.177857,All
9.10417,0.178,4.16495,0.178143,56.1775,0.178,All
9.10429,0.178143,4.16552,0.178286,56.1775,0.178143,All
9.10429,0.178286,4.17446,0.178429,56.1775,0.178286,All
9.10864,0.178429,4.1748,0.178571,56.1775,0.178429,All
9.1094,0.178571,4.1797,0.178714,56.1775,0.178571,All
9.11069,0.178714,4.18326,0.178857,56.1775,0.178714,All
9.11069,0.178857,4.19011,0.179,56.1775,0.178857,All
9.11069,0.179,4.19357,0.179143,56.1775,0.179,All
9.11109,0.179143,4.19792,0.179286,56.1775,0.179143,All
9.11167,0.179286,4.19792,0.179429,56.1775,0.179286,All
9.11229,0.179429,4.19908,0.179571,56.1775,0.179429,All
9.11232,0.179571,4.19971,0.179714,56.1775,0.179571,All
9.11232,0.179714,4.19971,0.179857,56.1775,0.179714,All
9.11232,0.179857,4.20292,0.18,56.1775,0.179857,All
9.11284,0.18,4.20706,0.180143,56.1775,0.18,All
9.11477,0.180143,4.20706,0.180286,56.1775,0.180143,All
9.11477,0.180286,4.21142,0.180429,56.1775,0.180286,All
9.11752,0.180429,4.21142,0.180571,56.1775,0.180429,All
9.11859,0.180571,4.21237,0.180714,56.1775,0.180571,All
9.11859,0.180714,4.21318,0.180857,56.1775,0.180714,All
9.11922,0.180857,4.21433,0.181,56.1775,0.180857,All
9.12151,0.181,4.21852,0.181143,56.1775,0.181,All
9.12199,0.181143,4.22044,0.181286,56.1775,0.181143,All
9.12199,0.181286,4.22701,0.181429,56.1775,0.181286,All
9.12375,0.181429,4.22765,0.181571,56.1775,0.181429,All
9.12407,0.181571,4.22765,0.181714,56.1775,0.181571,All
9.12781,0.181714,4.22768,0.181857,56.1775,0.181714,All
9.13034,0.181857,4.22871,0.182,56.1775,0.181857,All
9.13056,0.182,4.22951,0.182143,56.1775,0.182,All
9.13549,0.182143,4.22951,0.182286,56.1775,0.182143,All
9.13858,0.182286,4.23315,0.182429,56.1775,0.182286,All
9.13959,0.182429,4.23835,0.182571,56.1775,0.182429,All
9.14062,0.182571,4.24524,0.182714,56.1775,0.182571,All
9.14129,0.182714,4.25045,0.182857,56.1775,0.182714,All
9.14455,0.182857,4.25962,0.183,56.1775,0.182857,All
9.14455,0.183,4.25962,0.183143,56.1775,0.183,All
9.14544,0.183143,4.26416,0.183286,56.1775,0.183143,All
9.14765,0.183286,4.26516,0.183429,56.1775,0.183286,All
9.15167,0.183429,4.26555,0.183571,56.1775,0.183429,All
9.15417,0.183571,4.26555,0.183714,56.1775,0.183571,All
9.15417,0.183714,4.26609,0.183857,56.1775,0.183714,All
9.15417,0.183857,4.27197,0.184,56.1775,0.183857,All
9.15582,0.184,4.278,0.184143,56.1775,0.184,All
9.15789,0.184143,4.278,0.184286,56.1775,0.184143,All
9.15837,0.184286,4.28491,0.184429,56.1775,0.184286,All
9.16489,0.184429,4.2857,0.184571,56.1775,0.184429,All
9.16601,0.184571,4.28616,0.184714,56.1775,0.184571,All
9.16735,0.184714,4.29054,0.184857,56.1775,0.184714,All
9.16763,0.184857,4.29468,0.185,56.1775,0.184857,All
9.16797,0.185,4.29468,0.185143,56.1775,0.185,All
9.16797,0.185143,4.2947,0.185286,56.1775,0.185143,All
9.1687,0.185286,4.29642,0.185429,56.1775,0.185286,All
9.1687,0.185429,4.29778,0.185571,56.1775,0.185429,All
9.16904,0.185571,4.29885,0.185714,56.1775,0.185571,All
9.17566,0.185714,4.30497,0.185857,56.1775,0.185714,All
9.17587,0.185857,4.30668,0.186,56.1775,0.185857,All
9.17748,0.186,4.30796,0.186143,56.1775,0.186,All
9.17748,0.186143,4.30847,0.186286,56.1775,0.186143,All
9.18003,0.186286,4.312,0.186429,56.1775,0.186286,All
9.18048,0.186429,4.31855,0.186571,56.1775,0.186429,All
9.18048,0.186571,4.32165,0.186714,56.1775,0.186571,All
9.18066,0.186714,4.33224,0.186857,56.1775,0.186714,All
9.18205,0.186857,4.33762,0.187,56.1775,0.186857,All
9.18476,0.187,4.34638,0.187143,56.1775,0.187,All
9.18492,0.187143,4.35942,0.187286,56.1775,0.187143,All
9.1872,0.187286,4.36415,0.187429,56.1775,0.187286,All
9.19108,0.187429,4.36415,0.187571,56.1775,0.187429,All
9.19497,0.187571,4.36739,0.187714,56.1775,0.187571,All
9.19776,0.187714,4.36777,0.187857,56.1775,0.187714,All
9.20321,0.187857,4.37583,0.188,56.1775,0.187857,All
9.20521,0.188,4.37885,0.188143,56.1775,0.188,All
9.20564,0.188143,4.38488,0.188286,56.1775,0.188143,All
9.20564,0.188286,4.38488,0.188429,56.1775,0.188286,All
9.20594,0.188429,4.38488,0.188571,56.1775,0.188429,All
9.20868,0.188571,4.38675,0.188714,56.1775,0.188571,All
9.2091,0.188714,4.38874,0.188857,56.1775,0.188714,All
9.20956,0.188857,4.39059,0.189,56.1775,0.188857,All
9.20956,0.189,4.39128,0.189143,56.1775,0.189,All
9.20965,0.189143,4.39359,0.189286,56.1775,0.189143,All
9.20965,0.189286,4.39819,0.189429,56.1775,0.189286,All
9.2145,0.189429,4.39819,0.189571,56.1775,0.189429,All
9.21709,0.189571,4.39836,0.189714,56.1775,0.189571,All
9.22006,0.189714,4.40861,0.189857,56.1775,0.189714,All
9.22099,0.189857,4.40925,0.19,56.1775,0.189857,All
9.22186,0.19,4.4113,0.190143,56.1775,0.19,All
9.22215,0.190143,4.41292,0.190286,56.1775,0.190143,All
9.22257,0.190286,4.41333,0.190429,56.1775,0.190286,All
9.22579,0.190429,4.41583,0.190571,56.1775,0.190429,All
9.22677,0.190571,4.41909,0.190714,56.1775,0.190571,All
9.23092,0.190714,4.42403,0.190857,56.1775,0.190714,All
9.23135,0.190857,4.4342,0.191,56.1775,0.190857,All
9.23135,0.191,4.43455,0.191143,56.1775,0.191,All
9.23175,0.191143,4.43988,0.191286,56.1775,0.191143,All
9.23214,0.191286,4.44097,0.191429,56.1775,0.191286,All
9.23663,0.191429,4.44125,0.191571,56.1775,0.191429,All
9.23685,0.191571,4.44404,0.191714,56.1775,0.191571,All
9.23685,0.191714,4.44444,0.191857,56.1775,0.191714,All
9.23689,0.191857,4.4494,0.192,56.1775,0.191857,All
9.2393,0.192,4.45597,0.192143,56.1775,0.192,All
9.23979,0.192143,4.46051,0.192286,56.1775,0.192143,All
9.24124,0.192286,4.46403,0.192429,56.1775,0.192286,All
9.24266,0.192429,4.4657,0.192571,56.1775,0.192429,All
9.24876,0.192571,4.46663,0.192714,56.1775,0.192571,All
9.24876,0.192714,4.46663,0.192857,56.1775,0.192714,All
9.25271,0.192857,4.4693,0.193,56.1775,0.192857,All
9.25284,0.193,4.47,0.193143,56.1775,0.193,All
9.25389,0.193143,4.47902,0.193286,56.1775,0.193143,All
9.25428,0.193286,4.47904,0.193429,56.1775,0.193286,All
9.25428,0.193429,4.49405,0.193571,56.1775,0.193429,All
9.25493,0.193571,4.49691,0.193714,56.1775,0.193571,All
9.25556,0.193714,4.50235,0.193857,56.1775,0.193714,All
9.25731,0.193857,4.5061,0.194,56.1775,0.193857,All
9.25783,0.194,4.5066,0.194143,56.1775,0.194,All
9.25898,0.194143,4.50858,0.194286,56.1775,0.194143,All
9.26042,0.194286,4.50947,0.194429,56.1775,0.194286,All
9.26226,0.194429,4.51001,0.194571,56.1775,0.194429,All
9.26383,0.194571,4.51731,0.194714,56.1775,0.194571,All
9.26499,0.194714,4.52131,0.194857,56.1775,0.194714,All
9.27042,0.194857,4.52201,0.195,56.1775,0.194857,All
9.27318,0.195,4.52271,0.195143,56.1775,0.195,All
9.27373,0.195143,4.52271,0.195286,56.1775,0.195143,All
9.27907,0.195286,4.52296,0.195429,56.1775,0.195286,All
9.28115,0.195429,4.52499,0.195571,56.1775,0.195429,All
9.28243,0.195571,4.52845,0.195714,56.1775,0.195571,All
9.28244,0.195714,4.52864,0.195857,56.1775,0.195714,All
9.28348,0.195857,4.53189,0.196,56.1775,0.195857,All
9.28448,0.196,4.53208,0.196143,56.1775,0.196,All
9.28472,0.196143,4.53582,0.196286,56.1775,0.196143,All
9.28526,0.196286,4.54122,0.196429,56.1775,0.196286,All
9.28626,0.196429,4.5436,0.196571,56.1775,0.196429,All
9.28796,0.196571,4.54398,0.196714,56.1775,0.196571,All
9.29177,0.196714,4.54433,0.196857,56.1775,0.196714,All
9.29424,0.196857,4.54433,0.197,56.1775,0.196857,All
9.29525,0.197,4.54548,0.197143,56.1775,0.197,All
9.29686,0.197143,4.54641,0.197286,56.1775,0.197143,All
9.29711,0.197286,4.54657,0.197429,56.1775,0.197286,All
9.29748,0.197429,4.54813,0.197571,56.1775,0.197429,All
9.30002,0.197571,4.55389,0.197714,56.1775,0.197571,All
9.30081,0.197714,4.55556,0.197857,56.1775,0.197714,All
9.30175,0.197857,4.56018,0.198,56.1775,0.197857,All
9.30284,0.198,4.56018,0.198143,56.1775,0.198,All
9.30302,0.198143,4.5611,0.198286,56.1775,0.198143,All
9.30302,0.198286,4.56949,0.198429,56.1775,0.198286,All
9.30372,0.198429,4.56949,0.198571,56.1775,0.198429,All
9.30571,0.198571,4.56949,0.198714,56.1775,0.198571,All
9.30883,0.198714,4.56949,0.198857,56.1775,0.198714,All
9.30883,0.198857,4.56949,0.199,56.1775,0.198857,All
9.31066,0.199,4.56949,0.199143,56.1775,0.199,All
9.31252,0.199143,4.57272,0.199286,56.1775,0.199143,All
9.31284,0.199286,4.5742,0.199429,56.1775,0.199286,All
9.31545,0.199429,4.57618,0.199571,56.1775,0.199429,All
9.31601,0.199571,4.57783,0.199714,56.1775,0.199571,All
9.31601,0.199714,4.57783,0.199857,56.1775,0.199714,All
9.31622,0.199857,4.58543,0.2,56.1775,0.199857,All
9.31622,0.2,4.58679,0.200143,56.1775,0.2,All
9.31664,0.200143,4.59014,0.200286,56.1775,0.200143,All
9.31758,0.200286,4.59232,0.200429,56.1775,0.200286,All
9.31847,0.200429,4.59443,0.200571,56.1775,0.200429,All
9.31847,0.200571,4.59588,0.200714,56.1775,0.200571,All
9.31847,0.200714,4.5995,0.200857,56.1775,0.200714,All
9.31857,0.200857,4.60031,0.201,56.1775,0.200857,All
9.3199,0.201,4.60728,0.201143,56.1775,0.201,All
9.31996,0.201143,4.60728,0.201286,56.1775,0.201143,All
9.32111,0.201286,4.61523,0.201429,56.1775,0.201286,All
9.32192,0.201429,4.6197,0.201571,56.1775,0.201429,All
9.32249,0.201571,4.6197,0.201714,56.1775,0.201571,All
9.323,0.201714,4.61995,0.201857,56.1775,0.201714,All
9.32355,0.201857,4.62374,0.202,56.1775,0.201857,All
9.32382,0.202,4.62374,0.202143,56.1775,0.202,All
9.3241,0.202143,4.62893,0.202286,56.1775,0.202143,All
9.3246,0.202286,4.62893,0.202429,56.1775,0.202286,All
9.32517,0.202429,4.62893,0.202571,56.1775,0.202429,All
9.32542,0.202571,4.62893,0.202714,56.1775,0.202571,All
9.32542,0.202714,4.62921,0.202857,56.1775,0.202714,All
9.32637,0.202857,4.63091,0.203,56.1775,0.202857,All
9.32769,0.203,4.63323,0.203143,56.1775,0.203,All
9.32769,0.203143,4.63323,0.203286,56.1775,0.203143,All
9.32895,0.203286,4.63724,0.203429,56.1775,0.203286,All
9.3323,0.203429,4.65115,0.203571,56.1775,0.203429,All
9.33406,0.203571,4.65447,0.203714,56.1775,0.203571,All
9.33406,0.203714,4.65503,0.203857,56.1775,0.203714,All
9.33789,0.203857,4.65889,0.204,56.1775,0.203857,All
9.33789,0.204,4.66095,0.204143,56.1775,0.204,All
9.34036,0.204143,4.67346,0.204286,56.1775,0.204143,All
9.34064,0.204286,4.67356,0.204429,56.1775,0.204286,All
9.34134,0.204429,4.67356,0.204571,56.1775,0.204429,All
9.34144,0.204571,4.67814,0.204714,56.1775,0.204571,All
9.34212,0.204714,4.68047,0.204857,56.1775,0.204714,All
9.34231,0.204857,4.68047,0.205,56.1775,0.204857,All
9.34519,0.205,4.68116,0.205143,56.1775,0.205,All
9.34519,0.205143,4.68215,0.205286,56.1775,0.205143,All
9.34557,0.205286,4.69054,0.205429,56.1775,0.205286,All
9.34698,0.205429,4.70057,0.205571,56.1775,0.205429,All
9.34706,0.205571,4.70315,0.205714,56.1775,0.205571,All
9.34782,0.205714,4.70525,0.205857,56.1775,0.205714,All
9.34842,0.205857,4.70556,0.206,56.1775,0.205857,All
9.34842,0.206,4.71367,0.206143,56.1775,0.206,All
9.34866,0.206143,4.72266,0.206286,56.1775,0.206143,All
9.35159,0.206286,4.72602,0.206429,56.1775,0.206286,All
9.35339,0.206429,4.72976,0.206571,56.1775,0.206429,All
9.35471,0.206571,4.73358,0.206714,56.1775,0.206571,All
9.3563,0.206714,4.73483,0.206857,56.1775,0.206714,All
9.35927,0.206857,4.74189,0.207,56.1775,0.206857,All
9.36348,0.207,4.74209,0.207143,56.1775,0.207,All
9.36476,0.207143,4.74209,0.207286,56.1775,0.207143,All
9.36695,0.207286,4.74386,0.207429,56.1775,0.207286,All
9.36734,0.207429,4.74484,0.207571,56.1775,0.207429,All
9.36835,0.207571,4.75094,0.207714,56.1775,0.207571,All
9.36842,0.207714,4.75302,0.207857,56.1775,0.207714,All
9.36842,0.207857,4.75302,0.208,56.1775,0.207857,All
9.36846,0.208,4.7617,0.208143,56.1775,0.208,All
9.36892,0.208143,4.76222,0.208286,56.1775,0.208143,All
9.36984,0.208286,4.78258,0.208429,56.1775,0.208286,All
9.37033,0.208429,4.78596,0.208571,56.1775,0.208429,All
9.37072,0.208571,4.78596,0.208714,56.1775,0.208571,All
9.37136,0.208714,4.78747,0.208857,56.1775,0.208714,All
9.37277,0.208857,4.79742,0.209,56.1775,0.208857,All
