iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q2_pop,V2_pop,Q3_pop,V3_pop,omega_Cl,omega_V1,omega_Q2,omega_V2,omega_Q3,omega_V3,a
1750,-330.19,1,4.97058,29.4713,4.04013,1,2.7506,1,0.239001,0.230774,1.01543e-07,4.8123,2.79561e-08,2.2221,0.126886
1751,-327.069,1,4.90162,29.5136,4.04013,1,2.7506,1,0.223237,0.228878,1.01458e-07,5.17169,2.85935e-08,2.11757,0.129548
1752,-333.13,1,4.81762,28.9557,4.04013,1,2.7506,1,0.231691,0.204714,9.32907e-08,5.60195,2.85561e-08,2.17655,0.126819
1753,-335.289,1,4.82575,28.7597,4.04013,1,2.7506,1,0.221142,0.216251,8.34417e-08,5.71756,2.75638e-08,2.1509,0.128353
1754,-341.868,1,4.86818,28.4533,4.04013,1,2.7506,1,0.2215,0.211724,7.66036e-08,5.59065,2.46538e-08,2.02041,0.128897
1755,-345.801,1,4.89966,28.7187,4.04013,1,2.7506,1,0.21249,0.20112,7.92966e-08,5.06399,2.20511e-08,2.40229,0.129299
1756,-347.282,1,4.90671,29.1274,4.04013,1,2.7506,1,0.22398,0.202239,8.4977e-08,5.13157,2.02893e-08,2.27192,0.126862
1757,-344.147,1,4.92898,28.5441,4.04013,1,2.7506,1,0.230283,0.194014,8.15311e-08,5.21173,2.06737e-08,2.42677,0.128105
1758,-355.999,1,4.90634,28.8731,4.04013,1,2.7506,1,0.238573,0.183646,8.39554e-08,4.86449,1.84912e-08,2.46963,0.125471
1759,-349.942,1,4.93452,29.5266,4.04013,1,2.7506,1,0.230972,0.224315,7.60163e-08,4.97374,1.88556e-08,2.55171,0.124488
1760,-340.278,1,4.86937,29.4162,4.04013,1,2.7506,1,0.213907,0.209792,8.60592e-08,5.1708,2.1022e-08,2.71703,0.127322
1761,-343.515,1,4.84822,28.998,4.04013,1,2.7506,1,0.218751,0.209697,8.83964e-08,4.88093,2.07967e-08,2.5487,0.126731
1762,-347.693,1,4.8626,29,4.04013,1,2.7506,1,0.207745,0.198507,8.72289e-08,4.58889,1.99031e-08,2.65631,0.127376
1763,-343.897,1,4.90553,29.8298,4.04013,1,2.7506,1,0.206763,0.201836,8.58873e-08,4.60248,1.94942e-08,2.83552,0.12909
1764,-350.343,1,4.88629,30.2335,4.04013,1,2.7506,1,0.211276,0.209924,7.68199e-08,4.75913,1.74361e-08,2.53617,0.132176
1765,-345.26,1,4.90637,30.3644,4.04013,1,2.7506,1,0.212949,0.21303,6.87098e-08,4.8062,1.91647e-08,2.57918,0.133204
1766,-346.869,1,4.82535,29.7959,4.04013,1,2.7506,1,0.205682,0.209445,6.14559e-08,4.70836,1.96312e-08,2.68677,0.134276
1767,-346.494,1,4.73243,29.2651,4.04013,1,2.7506,1,0.191462,0.195636,5.49679e-08,5.00338,2.03043e-08,2.50955,0.138456
1768,-342.375,1,4.77922,29.1192,4.04013,1,2.7506,1,0.185742,0.215837,6.66685e-08,4.95736,1.88371e-08,2.58193,0.136874
1769,-353.007,1,4.73504,29.5174,4.04013,1,2.7506,1,0.195223,0.199927,6.52643e-08,5.1762,2.042e-08,2.30935,0.130472
1770,-356.954,1,4.73724,28.9364,4.04013,1,2.7506,1,0.206028,0.187719,6.98691e-08,5.74275,1.82642e-08,2.39219,0.126836
1771,-355.93,1,4.73457,28.5159,4.04013,1,2.7506,1,0.212306,0.180978,7.02663e-08,5.60106,1.69211e-08,2.44166,0.128122
1772,-358.925,1,4.76069,28.9785,4.04013,1,2.7506,1,0.215953,0.169113,6.36911e-08,5.14443,1.68042e-08,2.51401,0.130095
1773,-368.517,1,4.74815,28.619,4.04013,1,2.7506,1,0.21025,0.205792,6.50315e-08,4.60132,1.50302e-08,2.342,0.126571
1774,-377.195,1,4.77591,28.6419,4.04013,1,2.7506,1,0.212193,0.208602,6.40385e-08,4.64913,1.49012e-08,2.3767,0.122531
1775,-300.619,1,4.77463,28.3572,4.04013,1,2.7506,1,0.202027,0.208325,6.39396e-08,4.64628,1.45403e-07,2.57119,0.12743
1776,-307.506,1,4.72339,29.0828,4.04013,1,2.7506,1,0.198782,0.20042,6.41048e-08,4.7166,1.40144e-07,2.472,0.124992
1777,-304.592,1,4.72047,28.8588,4.04013,1,2.7506,1,0.205829,0.211896,6.5634e-08,4.54742,1.29488e-07,2.43706,0.127195
1778,-300.043,1,4.73532,29.5671,4.04013,1,2.7506,1,0.209798,0.207186,6.97946e-08,4.40159,1.34675e-07,2.22285,0.130762
1779,-296.463,1,4.68342,28.702,4.04013,1,2.7506,1,0.204681,0.2037,7.46552e-08,4.32828,1.5013e-07,2.44894,0.129124
1780,-294.672,1,4.73359,28.3876,4.04013,1,2.7506,1,0.19146,0.21301,7.53713e-08,4.41265,1.49631e-07,2.41193,0.130557
1781,-291.598,1,4.62162,28.9704,4.04013,1,2.7506,1,0.182484,0.213988,7.09986e-08,4.82182,1.35319e-07,2.58562,0.133548
1782,-301.623,1,4.58993,28.3913,4.04013,1,2.7506,1,0.191417,0.205765,7.26419e-08,4.53556,1.21033e-07,2.35604,0.131264
1783,-303.564,1,4.62233,28.0059,4.04013,1,2.7506,1,0.192216,0.211847,7.40887e-08,4.56198,1.14214e-07,2.29141,0.130352
1784,-306.941,1,4.63074,28.8302,4.04013,1,2.7506,1,0.194237,0.205917,6.6267e-08,4.71433,1.1155e-07,2.3325,0.131162
1785,-300.681,1,4.69159,28.7605,4.04013,1,2.7506,1,0.208364,0.225005,6.7703e-08,4.39325,1.12178e-07,2.16821,0.13349
1786,-307.225,1,4.70288,29.1446,4.04013,1,2.7506,1,0.187308,0.205051,7.02807e-08,4.58238,1.18747e-07,1.96368,0.132102
1787,-298.241,1,4.69793,28.7971,4.04013,1,2.7506,1,0.190499,0.206997,8.90213e-08,4.61066,1.17979e-07,1.95378,0.133332
1788,-305.065,1,4.67736,29.0824,4.04013,1,2.7506,1.78951,0.193998,0.199047,8.75259e-08,4.63361,1.17579e-07,2.00928,0.128833
1789,-302.337,1,4.66867,28.4957,4.04013,1,2.7506,2.09059,0.193401,0.205345,9.87916e-08,4.82942,1.14957e-07,2.10533,0.126649
1790,-305.57,1,4.68757,28.4953,4.04013,1,2.7506,2.62894,0.192654,0.202194,9.45843e-08,4.61064,1.25878e-07,1.88821,0.126868
1791,-307.518,1,4.71342,28.6719,4.04013,1,2.7506,2.52868,0.18278,0.20617,9.63532e-08,4.38821,1.19822e-07,1.96048,0.126983
1792,-315.817,1,4.60162,28.4347,4.04013,1,2.7506,3.74359,0.186825,0.197594,8.96371e-08,4.46935,1.13157e-07,1.98074,0.123784
1793,-303.073,1,4.67981,28.535,4.04013,1,2.7506,4.6638,0.194266,0.200564,1.06606e-07,4.70402,1.33528e-07,1.83449,0.12538
1794,-305.659,1,4.62939,28.0078,4.04013,1,2.7506,7.39388,0.184331,0.182991,1.13746e-07,4.94783,1.33758e-07,1.65779,0.12604
1795,-315.549,1,4.62287,28.6206,4.04013,1,2.7506,6.21706,0.179927,0.189062,1.10281e-07,4.90088,1.34119e-07,1.48908,0.122122
1796,-317.283,1,4.66781,28.9735,4.04013,1,2.7506,5.56487,0.174441,0.18433,9.86382e-08,5.02723,1.37373e-07,1.45221,0.123588
1797,-309.758,1,4.65344,28.5037,4.04013,1,2.7506,8.39724,0.17582,0.191206,1.10277e-07,5.25665,1.37464e-07,1.30695,0.126737
1798,-307.488,1,4.8008,28.5737,4.04013,1,2.7506,9.49444,0.183648,0.191701,1.02735e-07,5.30896,1.47736e-07,1.30035,0.127272
1799,-314.145,1,4.80016,28.0535,4.04013,1,2.7506,10.0195,0.175929,0.190299,9.46563e-08,5.38627,1.43947e-07,1.16307,0.128387
1800,-322.235,1,4.81867,27.8543,4.04013,1,2.7506,9.04064,0.179783,0.181773,8.46632e-08,5.22491,1.2875e-07,1.04028,0.130426
1801,-324.138,1,4.78112,27.6432,4.04013,1,2.7506,10.1574,0.179997,0.178235,9.24392e-08,5.12153,1.17922e-07,0.978354,0.130082
1802,-322.427,1,4.84167,28.7294,4.04013,1,2.7506,8.62705,0.198799,0.189846,8.26802e-08,5.07718,1.29208e-07,0.945995,0.130322
1803,-319.977,1,4.8611,29.2601,4.04013,1,2.7506,10.4261,0.207277,0.197828,8.58775e-08,5.07128,1.3314e-07,0.923631,0.128627
1804,-322.834,1,4.73686,28.8579,4.04013,1,2.7506,10.3421,0.215569,0.197836,8.07448e-08,5.24482,1.4094e-07,0.986232,0.124278
1805,-329.968,1,4.70052,28.8044,4.04013,1,2.7506,11.4522,0.215419,0.1948,7.22203e-08,5.34589,1.26061e-07,0.997323,0.124193
1806,-334.24,1,4.68256,28.8603,4.04013,1,2.7506,13.8383,0.217916,0.208249,6.50898e-08,5.39198,1.12752e-07,1.01914,0.124214
1807,-331.477,1,4.60981,28.591,4.04013,1,2.7506,12.1861,0.224301,0.208725,6.7284e-08,5.23359,1.16386e-07,1.07101,0.122328
1808,-345.909,1,4.65402,28.1991,4.04013,1,2.7506,9.8609,0.216285,0.194857,6.01806e-08,4.87118,1.04695e-07,1.16016,0.119849
1809,-342.228,1,4.69556,27.5046,4.04013,1,2.7506,9.60554,0.202549,0.205631,5.58286e-08,5.11622,9.3642e-08,1.0453,0.1266
1810,-343.163,1,4.70023,27.3251,4.04013,1,2.7506,9.74866,0.203397,0.195597,5.89117e-08,5.11099,8.3756e-08,1.00484,0.127846
1811,-344.249,1,4.65946,26.898,4.04013,1,2.7506,10.7342,0.199051,0.227642,5.58759e-08,5.15319,8.09903e-08,1.1135,0.124151
1812,-351.299,1,4.69281,27.7824,4.04013,1,2.7506,11.3443,0.200968,0.244666,5.56124e-08,5.35649,7.66122e-08,1.0158,0.120231
1813,-353.778,1,4.68198,27.1911,4.04013,1,2.7506,11.5317,0.203701,0.218836,5.0157e-08,5.33911,6.85241e-08,1.06308,0.126139
1814,-351.455,1,4.73266,28.2999,4.04013,1,2.7506,11.9506,0.208206,0.225352,4.65537e-08,5.21345,7.02606e-08,1.1252,0.124339
1815,-345.955,1,4.71059,28.072,4.04013,1,2.7506,12.3741,0.207802,0.212279,4.16389e-08,5.88949,7.48624e-08,1.18796,0.127604
1816,-321.342,1,4.6956,28.6375,4.04013,1,2.7506,1,0.205221,0.214512,4.10908e-08,6.1614,7.40399e-08,2.95178,0.1258
1817,-329.442,1,4.70937,28.7217,4.04013,1,2.7506,1,0.206887,0.216657,3.67527e-08,5.66649,6.62233e-08,2.7281,0.128778
1818,-330.977,1,4.77538,27.9366,4.04013,1,2.7506,1,0.194052,0.228792,3.29359e-08,5.52914,6.02216e-08,2.56979,0.131849
1819,-329.931,1,4.72482,28.1329,4.04013,1,2.7506,1,0.209073,0.233077,2.94764e-08,5.65107,5.83738e-08,2.57552,0.133054
1820,-328.933,1,4.79416,27.682,4.04013,1,2.7506,1,0.216785,0.232573,3.40407e-08,5.25253,5.34739e-08,2.75957,0.132076
1821,-332.108,1,4.73347,28.2958,4.04013,1,2.7506,1,0.217391,0.21787,3.89695e-08,5.13287,4.8053e-08,2.92598,0.129884
1822,-340.128,1,4.74291,28.3581,4.04013,1,2.7506,1,0.197984,0.244313,3.65691e-08,4.83311,5.07749e-08,2.61708,0.127717
1823,-345.018,1,4.70453,27.8461,4.04013,1,2.7506,1,0.192933,0.218521,3.5592e-08,4.92753,4.67725e-08,2.63148,0.129003
1824,-351.15,1,4.67271,27.7324,4.04013,1,2.7506,1,0.196785,0.216478,3.18344e-08,4.84112,4.35583e-08,3.01366,0.12628
1825,-347.286,1,4.7163,28.3897,4.04013,1,2.7506,1,0.201851,0.21418,3.30674e-08,4.61046,4.66812e-08,2.9613,0.126846
1826,-333.44,1,4.67348,28.5868,4.04013,1,2.7506,1,0.208047,0.21422,3.23362e-08,4.95625,5.49187e-08,3.09293,0.130755
1827,-343.097,1,4.64584,28.6704,4.04013,1,2.7506,1,0.212856,0.195386,2.97186e-08,4.75928,5.27981e-08,3.01855,0.129106
1828,-336.596,1,4.59587,28.9781,4.04013,1,2.7506,1,0.203256,0.221414,2.76241e-08,4.70781,5.78015e-08,2.97608,0.132171
1829,-338.976,1,4.61508,28.9666,4.04013,1,2.7506,1,0.195003,0.199165,2.65561e-08,4.89643,6.57063e-08,2.89093,0.131466
1830,-324.758,1,4.56072,28.6484,4.04013,1,2.7506,1,0.200506,0.207454,2.84396e-08,5.46131,7.34022e-08,2.89131,0.134385
1831,-328.973,1,4.54406,28.6421,4.04013,1,2.7506,1,0.199935,0.208265,2.54371e-08,5.23094,7.92195e-08,3.13105,0.132785
1832,-331.974,1,4.52457,28.4572,4.04013,1,2.7506,1,0.18882,0.19278,2.27516e-08,5.59716,9.29033e-08,2.99005,0.131262
1833,-330.351,1,4.53075,28.3353,4.04013,1,2.7506,1,0.187182,0.19578,2.18544e-08,5.38667,9.58859e-08,2.96079,0.132693
1834,-339.886,1,4.62304,28.0678,4.04013,1,2.7506,1,0.196644,0.175111,1.95472e-08,5.2233,9.21176e-08,2.9516,0.132934
1835,-344.219,1,4.73462,28.6715,4.04013,1,2.7506,1,0.192527,0.173246,1.93841e-08,4.93463,8.60812e-08,2.96413,0.131024
1836,-345.133,1,4.8202,28.5889,4.04013,1,2.7506,1,0.212467,0.180613,1.94053e-08,4.89582,7.69934e-08,2.95791,0.130167
1837,-342.534,1,4.93976,28.9179,4.04013,1,2.7506,1,0.226067,0.189745,1.90133e-08,4.80446,6.8865e-08,2.72848,0.134235
1838,-346.057,1,4.78186,28.3265,4.04013,1,2.7506,1,0.21036,0.169713,1.7006e-08,5.23346,7.55105e-08,2.96033,0.133901
1839,-356.659,1,4.6834,28.3834,4.04013,1,2.7506,1,0.210596,0.188866,1.58623e-08,4.74615,7.02498e-08,3.25227,0.125957
1840,-359.834,1,4.68456,27.8259,4.04013,1,2.7506,1,0.204952,0.179257,1.49012e-08,4.86944,7.65784e-08,3.01351,0.125837
1841,-289.987,1,4.75858,28.1397,4.04013,1,2.7506,1,0.20325,0.194258,1.86472e-07,4.73709,7.72988e-08,2.76508,0.125824
1842,-295.573,1,4.67861,29.0061,4.04013,1,2.7506,1,0.198345,0.195484,1.66786e-07,4.7346,7.63437e-08,3.00205,0.123925
1843,-289.88,1,4.61379,29.0182,4.04013,1,2.7506,1,0.206529,0.199534,1.72797e-07,4.84784,8.10333e-08,2.8802,0.124475
1844,-284.116,1,4.61034,28.7045,4.04013,1,2.7506,1,0.20684,0.186162,1.6945e-07,5.01568,8.56313e-08,3.07138,0.127039
1845,-285.02,1,4.57973,28.4601,4.04013,1,2.7506,1,0.203639,0.19561,1.60061e-07,4.95123,9.67682e-08,2.97931,0.125417
1846,-287.348,1,4.53693,28.696,4.04013,1,2.7506,1,0.197064,0.205355,1.44358e-07,5.20785,9.48869e-08,3.18975,0.123695
1847,-277.77,1,4.50147,28.4472,4.04013,1,2.7506,1,0.204821,0.198724,1.67522e-07,4.65804,1.07416e-07,3.30968,0.126846
1848,-270.332,1,4.46041,29.2167,4.04013,1,2.7506,1,0.204356,0.210459,1.97653e-07,4.72784,9.60756e-08,3.52211,0.129016
1849,-272.437,1,4.38778,28.2699,4.04013,1,2.7506,1,0.200386,0.211933,1.95301e-07,5.13388,1.03718e-07,3.94573,0.121809
1850,-271.611,1,4.42645,29.2974,4.04013,1,2.7506,1,0.206957,0.221461,1.95578e-07,4.84063,1.00939e-07,3.8952,0.122714
1851,-265.882,1,4.39979,28.6214,4.04013,1,2.7506,1,0.204986,0.222573,1.91047e-07,4.79623,1.10437e-07,3.89636,0.125456
1852,-278.144,1,4.33874,28.1287,4.04013,1,2.7506,1,0.204685,0.217412,1.72812e-07,5.00779,9.8778e-08,3.86017,0.121251
1853,-268.876,1,4.29239,29.029,4.04013,1,2.7506,1,0.210987,0.231512,1.69187e-07,4.62153,1.01601e-07,4.19084,0.125346
1854,-273.281,1,4.33812,28.5711,4.04013,1,2.7506,1,0.202465,0.218848,1.93638e-07,4.83646,9.90071e-08,3.96749,0.122462
1855,-269.162,1,4.31398,28.1384,4.04013,1,2.7506,1,0.199808,0.209612,1.97323e-07,5.16742,1.12756e-07,4.172,0.121361
1856,-272.182,1,4.30526,28.1635,4.04013,1,2.7506,1,0.202446,0.219245,1.76491e-07,4.6935,1.14862e-07,4.04038,0.123479
1857,-270.94,1,4.27556,28.041,4.04013,1,2.7506,1,0.191643,0.199984,1.72177e-07,4.69182,1.20405e-07,4.34846,0.124065
1858,-267.761,1,4.28135,28.4731,4.04013,1,2.7506,1,0.192162,0.201692,1.80965e-07,4.44227,1.16997e-07,4.47791,0.126008
1859,-269.7,1,4.36145,28.7141,4.04013,1,2.7506,1,0.209228,0.192003,1.79082e-07,4.62978,1.20936e-07,4.45814,0.123018
1860,-271.941,1,4.36541,28.5262,4.04013,1,2.7506,1,0.211569,0.18586,1.71128e-07,4.57055,1.46978e-07,4.2959,0.120211
1861,-266.129,1,4.40506,27.9068,4.04013,1,2.7506,1,0.221479,0.196197,1.86649e-07,4.65337,1.55421e-07,4.14653,0.119903
1862,-262.315,1,4.35002,27.8912,4.04013,1,2.7506,1,0.217916,0.181021,1.97377e-07,4.81723,1.69396e-07,4.1055,0.121068
1863,-253.435,1,4.23584,28.7699,4.04013,1,2.7506,6.69296,0.208743,0.202807,2.43419e-07,4.81686,1.78914e-07,3.83708,0.121951
1864,-254.277,1,4.25947,28.6812,4.04013,1,2.7506,6.97532,0.205592,0.213815,2.21531e-07,4.97521,1.77967e-07,4.0077,0.121171
1865,-260.762,1,4.26116,28.4956,4.04013,1,2.7506,8.01323,0.199067,0.191242,2.25526e-07,5.12964,1.62909e-07,3.71301,0.123277
1866,-261.697,1,4.20972,27.6825,4.04014,1,2.7506,6.84761,0.202141,0.176691,2.02846e-07,5.07276,1.54095e-07,3.68093,0.125494
1867,-252.462,1,4.27311,28.9427,4.04014,1,2.7506,6.6093,0.194075,0.196664,2.1053e-07,5.04086,1.61286e-07,3.63495,0.1292
1868,-247.342,1,4.29677,29.3255,4.04014,1,2.7506,3.47015,0.175641,0.198847,1.96633e-07,5.47912,1.9965e-07,3.58623,0.130271
1869,-260.793,1,4.33169,29.1359,4.04013,1,2.7506,4.73035,0.170052,0.215812,2.00748e-07,5.33807,1.84824e-07,3.24761,0.123821
1870,-248.975,1,4.27497,29.5229,4.04013,1,2.7506,5.48231,0.179983,0.233179,2.10822e-07,5.45378,1.98147e-07,3.30131,0.126219
1871,-249.157,1,4.31932,28.8406,4.04013,1,2.7506,6.6733,0.175131,0.245286,2.16005e-07,5.1536,2.03571e-07,3.08765,0.127003
1872,-259.144,1,4.35921,29.2036,4.04013,1,2.7506,7.63365,0.175136,0.234422,1.93201e-07,4.68979,1.98197e-07,2.90574,0.126926
1873,-264.981,1,4.28155,29.1438,4.04013,1,2.7506,13.8468,0.184613,0.210064,1.79929e-07,4.50134,2.14103e-07,2.73728,0.125625
1874,-269.249,1,4.24806,29.4892,4.04013,1,2.7506,15.5012,0.207069,0.196643,1.97874e-07,4.74196,2.13185e-07,2.4483,0.121949
1875,-270.692,1,4.23977,28.8705,4.04013,1,2.7506,17.3513,0.207704,0.205861,1.76984e-07,4.91168,1.90678e-07,2.28544,0.124901
1876,-268.718,1,4.24554,29.0564,4.04013,1,2.7506,19.6022,0.209099,0.220324,1.77249e-07,5.15833,1.92536e-07,2.33599,0.122688
1877,-258.122,1,4.30232,29.3742,4.04013,1,2.7506,22.7669,0.198443,0.245405,2.0644e-07,5.63461,1.9904e-07,2.47963,0.122496
1878,-257.495,1,4.29975,28.6607,4.04013,1,2.7506,24.4151,0.186207,0.246172,2.26971e-07,5.41049,1.85035e-07,2.21785,0.127
1879,-257.968,1,4.30827,28.4945,4.04013,1,2.7506,26.0868,0.190304,0.257854,2.59853e-07,5.47176,1.8872e-07,1.9837,0.125232
1880,-261.648,1,4.29802,28.1163,4.04013,1,2.7506,22.1579,0.180416,0.251286,2.3242e-07,5.39215,1.86164e-07,1.85786,0.12882
1881,-253.718,1,4.30371,27.9735,4.04013,1,2.7506,16.1116,0.188856,0.257152,2.44101e-07,5.07937,1.93401e-07,2.1048,0.127765
1882,-257.74,1,4.34019,29.7335,4.04013,1,2.7506,16.2864,0.194402,0.269789,2.77978e-07,5.51947,1.81505e-07,1.88259,0.123397
1883,-261.19,1,4.33742,29.5048,4.04013,1,2.7506,11.2952,0.201541,0.246219,2.63353e-07,5.40635,1.80945e-07,1.86965,0.123341
1884,-269.695,1,4.37741,28.6544,4.04013,1,2.7506,10.7364,0.191583,0.221856,2.38796e-07,4.97062,1.61842e-07,1.96257,0.12544
1885,-275.965,1,4.40926,28.4845,4.04013,1,2.7506,12.276,0.184799,0.210504,2.48386e-07,4.80514,1.52853e-07,1.79235,0.125209
1886,-279.884,1,4.47366,28.3442,4.04013,1,2.7506,12.6404,0.18632,0.210381,2.37206e-07,5.19365,1.43894e-07,1.69813,0.124031
1887,-291.286,1,4.43255,27.7472,4.04013,1,2.7506,14.9838,0.196192,0.227635,2.12163e-07,4.96034,1.38132e-07,1.53108,0.120008
1888,-293.385,1,4.468,27.4231,4.04014,1,2.7506,17.4708,0.211452,0.212879,2.45424e-07,4.6858,1.37201e-07,1.48362,0.117532
1889,-284.85,1,4.49054,27.2692,4.04014,1,2.7506,19.46,0.224558,0.23187,2.63995e-07,5.25945,1.3165e-07,1.44755,0.118163
1890,-282.66,1,4.5017,26.9142,4.04013,1,2.7506,18.1232,0.225164,0.217162,2.48408e-07,5.28178,1.29183e-07,1.4756,0.121614
1891,-278.38,1,4.45103,26.959,4.04013,1,2.7506,19.8903,0.215648,0.22075,2.51873e-07,5.638,1.45468e-07,1.43844,0.121744
1892,-277.24,1,4.43862,28.7019,4.04013,1,2.7506,18.6046,0.216341,0.232393,2.63486e-07,5.79666,1.42744e-07,1.40798,0.120923
1893,-285.883,1,4.40189,27.2466,4.04013,1,2.7506,16.2867,0.209737,0.225286,2.5069e-07,5.5763,1.52557e-07,1.29992,0.118398
1894,-284.38,1,4.44014,28.1964,4.04013,1,2.7506,18.8312,0.206646,0.222692,2.54275e-07,5.99824,1.62261e-07,1.19866,0.118612
1895,-294.076,1,4.43416,28.7212,4.04013,1,2.7506,17.0434,0.210168,0.2118,2.56339e-07,5.73176,1.50644e-07,1.07894,0.11696
1896,-303.281,1,4.46004,28.3211,4.04013,1,2.7506,14.2806,0.216764,0.217523,2.32202e-07,5.27556,1.3474e-07,1.07086,0.11764
1897,-298.463,1,4.57441,28.4555,4.04013,1,2.7506,17.9612,0.212025,0.226807,2.23652e-07,5.29243,1.31134e-07,1.09582,0.118772
1898,-300.867,1,4.60739,28.4157,4.04013,1,2.7506,16.1003,0.197471,0.226093,2.25196e-07,5.10528,1.1729e-07,1.0176,0.122494
1899,-295.96,1,4.61733,27.9313,4.04013,1,2.7506,18.0366,0.217582,0.208764,2.46485e-07,4.97069,1.19462e-07,1.07575,0.122709
1900,-299.78,1,4.70205,28.133,4.04013,1,2.7506,15.0507,0.210282,0.224504,2.37682e-07,4.86226,1.07313e-07,1.04462,0.123068
1901,-297.774,1,4.69331,28.1981,4.04013,1,2.7506,17.0473,0.221034,0.229399,2.87818e-07,4.78385,9.87881e-08,1.02018,0.121845
1902,-298.555,1,4.63297,27.0057,4.04013,1,2.7506,16.6451,0.230236,0.221557,2.78543e-07,5.00227,9.82911e-08,0.997043,0.121529
1903,-300.316,1,4.54008,27.0346,4.04013,1,2.7506,16.5773,0.23889,0.230985,2.62173e-07,5.06878,9.68053e-08,1.04245,0.119362
1904,-303.124,1,4.5503,27.3338,4.04013,1,2.7506,16.0579,0.23141,0.224237,2.55898e-07,4.96243,8.65853e-08,1.09818,0.121361
1905,-303.783,1,4.54627,27.8644,4.04013,1,2.7506,16.0676,0.242633,0.22498,2.28882e-07,5.35443,7.98013e-08,1.07492,0.122342
1906,-306.917,1,4.60442,27.3605,4.04013,1,2.7506,15.5261,0.237107,0.223953,2.04718e-07,5.03807,9.31529e-08,1.15962,0.119594
1907,-303.898,1,4.57773,27.3098,4.04013,1,2.7506,18.7748,0.238877,0.212796,1.84202e-07,5.15376,1.0125e-07,1.16879,0.121667
1908,-300.438,1,4.62944,27.3288,4.04013,1,2.7506,18.6995,0.224088,0.245489,1.76433e-07,4.97477,9.05612e-08,1.15588,0.126467
1909,-308.11,1,4.67688,27.2098,4.04013,1,2.7506,16.5724,0.223152,0.232847,1.58892e-07,4.73091,8.55329e-08,1.29822,0.123901
1910,-304.76,1,4.64104,26.7198,4.04013,1,2.7506,18.0519,0.229184,0.238991,1.61333e-07,4.66179,7.76254e-08,1.20196,0.128322
1911,-313.865,1,4.60065,27.7124,4.04013,1,2.7506,16.4838,0.214965,0.225583,1.69157e-07,4.68788,8.50158e-08,1.08263,0.123859
1912,-305.43,1,4.64968,27.5692,4.04013,1,2.7506,16.0164,0.216345,0.224385,1.81188e-07,5.482,9.49681e-08,1.09764,0.122969
1913,-299.445,1,4.64396,27.9066,4.04013,1,2.7506,16.2816,0.211653,0.228677,2.00581e-07,4.90972,9.19871e-08,1.1592,0.126657
1914,-297.008,1,4.70418,27.3884,4.04013,1,2.7506,13.3232,0.232654,0.249849,1.87119e-07,5.14856,9.77654e-08,1.14594,0.124395
1915,-305.594,1,4.59664,26.8363,4.04013,1,2.7506,13.9997,0.213279,0.224403,1.78626e-07,4.95992,9.66971e-08,1.14118,0.124153
1916,-311.268,1,4.57958,26.7702,4.04013,1,2.7506,16.2489,0.216832,0.214229,1.99737e-07,4.7643,9.37944e-08,1.10888,0.120847
1917,-302.706,1,4.4514,27.199,4.04013,1,2.7506,15.8997,0.244426,0.213107,2.4075e-07,5.05752,9.35779e-08,1.12404,0.119681
1918,-298.939,1,4.56645,27.3336,4.04013,1,2.7506,14.5821,0.243273,0.225441,2.69662e-07,5.12081,8.43552e-08,1.00537,0.123411
1919,-299.099,1,4.59482,28.9977,4.04013,1,2.7506,17.4975,0.241511,0.226396,2.71265e-07,5.11473,7.73071e-08,0.959252,0.12502
1920,-301.943,1,4.55217,29.38,4.04013,1,2.7506,16.2136,0.243894,0.214335,2.46703e-07,5.31359,7.85759e-08,1.054,0.123024
1921,-305.778,1,4.69504,28.96,4.04013,1,2.7506,13.0866,0.225546,0.208246,2.73123e-07,5.28505,7.02804e-08,1.14902,0.122474
1922,-307.003,1,4.73338,28.2814,4.04013,1,2.7506,12.1511,0.212909,0.188396,2.44581e-07,5.2901,6.73052e-08,1.02772,0.128103
1923,-314.419,1,4.8397,28.4311,4.04013,1,2.7506,11.1781,0.21814,0.196839,2.26483e-07,4.78651,6.2651e-08,1.14816,0.124505
1924,-317.551,1,4.77313,28.3206,4.04013,1,2.7506,11.3431,0.229078,0.199497,2.52434e-07,4.86528,5.60368e-08,1.16052,0.122593
1925,-324.206,1,4.75214,28.3241,4.04013,1,2.7506,10.7836,0.219809,0.186666,2.25784e-07,4.90556,5.01208e-08,1.17871,0.123071
1926,-319.408,1,4.77555,27.85,4.04013,1,2.7506,12.1818,0.232288,0.190412,2.46305e-07,4.96025,4.48294e-08,1.3433,0.12337
1927,-304.258,1,4.69216,27.8891,4.04013,1,2.7506,1,0.233226,0.194651,2.21914e-07,4.58813,4.17928e-08,2.83523,0.122182
1928,-294.76,1,4.58463,27.8083,4.04013,1,2.7506,1,0.238566,0.205536,1.98486e-07,4.8548,4.71333e-08,2.65806,0.127115
1929,-292.633,1,4.61494,28.4179,4.04013,1,2.7506,1,0.224519,0.185266,2.07608e-07,5.34108,4.55653e-08,2.77174,0.128647
1930,-303.111,1,4.62453,28.1131,4.04013,1,2.7506,1,0.221526,0.19184,1.8569e-07,5.03121,4.0839e-08,2.71042,0.127218
1931,-305.446,1,4.55201,28.5961,4.04013,1,2.7506,1,0.212229,0.20279,2.06733e-07,4.99609,3.82498e-08,2.66959,0.1248
