iteration,convergenceIndicator,phase,V_pop,Cl_pop,omega_V,omega_Cl,a
1264,503.107,2,24.7751,5.22023,0.263737,0.256334,3.22747
1265,497.578,2,24.8779,5.1912,0.255977,0.251162,3.22756
1266,493.539,2,25.0571,5.20185,0.257432,0.2489,3.1895
1267,496.704,2,24.7958,5.20939,0.250106,0.250956,3.19359
1268,499.201,2,24.8471,5.18603,0.241587,0.246244,3.23092
1269,500.383,2,24.8145,5.18618,0.238413,0.245573,3.25291
1270,502.082,2,24.6512,5.20194,0.239783,0.248565,3.26399
1271,498.656,2,24.6708,5.23151,0.234453,0.253093,3.25776
1272,507.046,2,24.6119,5.21184,0.235892,0.258501,3.29081
1273,506.636,2,24.4359,5.18323,0.237401,0.256807,3.31788
1274,497.014,2,24.5794,5.18657,0.237549,0.25405,3.28141
1275,499.568,2,24.6067,5.16862,0.238205,0.251674,3.27337
1276,497.477,2,24.571,5.15699,0.244148,0.249011,3.24735
1277,493.279,2,24.6048,5.16143,0.239528,0.248963,3.21923
1278,497.857,2,24.7607,5.15751,0.240634,0.250012,3.21763
1279,498.694,2,24.7736,5.14589,0.241546,0.252717,3.21734
1280,500.616,2,24.8194,5.16665,0.245361,0.257971,3.21588
1281,500.5,2,24.8374,5.19384,0.242881,0.260223,3.22591
1282,498.938,2,24.8931,5.22115,0.240517,0.261635,3.22506
1283,502.833,2,25.0123,5.23179,0.238667,0.258245,3.25557
1284,502.808,2,25.1266,5.25193,0.242072,0.255644,3.26704
1285,502.75,2,25.3601,5.23609,0.248226,0.252413,3.26976
1286,491.653,2,25.0843,5.21571,0.247469,0.249818,3.21905
1287,496.349,2,25.0703,5.20437,0.244543,0.252973,3.20725
1288,500.751,2,25.2191,5.19323,0.241567,0.250151,3.23536
1289,501.441,2,25.3262,5.19731,0.247623,0.253562,3.23254
1290,502.952,2,25.1137,5.19696,0.246174,0.258195,3.24522
1291,506.321,2,25.0511,5.19403,0.255849,0.260109,3.25489
1292,507.157,2,25.1833,5.228,0.267417,0.26341,3.25375
1293,504.927,2,25.0926,5.24467,0.267588,0.2643,3.25621
1294,499.619,2,24.7879,5.257,0.275635,0.26061,3.22333
1295,502.648,2,24.9192,5.2496,0.282251,0.257862,3.21614
1296,500.878,2,25.0337,5.20327,0.281224,0.255258,3.21222
1297,500.295,2,24.6804,5.22442,0.281733,0.25398,3.20359
1298,497.485,2,24.6806,5.20506,0.275494,0.253456,3.19343
1299,500.386,2,24.9284,5.1832,0.274931,0.253368,3.19501
1300,500.328,2,25.1011,5.19199,0.261353,0.256683,3.21359
1301,500.261,2,24.9968,5.16236,0.252609,0.254672,3.23311
1302,507.873,2,25.0103,5.14846,0.252973,0.257669,3.26676
1303,500.695,2,24.852,5.16126,0.253924,0.25723,3.25508
1304,493.275,2,24.6366,5.18102,0.251376,0.254336,3.21955
1305,492.572,2,24.5861,5.16636,0.254827,0.25277,3.18149
1306,501.889,2,24.6715,5.20087,0.254277,0.251885,3.20756
1307,502.781,2,24.6329,5.19692,0.254379,0.254657,3.22301
1308,506.404,2,24.852,5.19715,0.259395,0.256546,3.24342
1309,494.399,2,24.8852,5.19846,0.254419,0.255333,3.2168
1310,495.097,2,25.0234,5.19315,0.253512,0.254333,3.19742
1311,495.954,2,25.1701,5.18683,0.249171,0.253201,3.19594
1312,501.027,2,25.3266,5.18825,0.247271,0.253525,3.21602
1313,498.294,2,25.235,5.21731,0.244671,0.257948,3.21133
1314,500.009,2,25.1087,5.26334,0.24234,0.260777,3.21803
1315,504.607,2,24.975,5.22362,0.238335,0.255303,3.26453
1316,498.488,2,25.1145,5.20693,0.242437,0.249275,3.25725
1317,503.826,2,25.2148,5.20372,0.248529,0.248145,3.26647
1318,496.746,2,24.9202,5.21429,0.24798,0.251361,3.23997
1319,501.47,2,24.9416,5.23141,0.24799,0.253994,3.24271
1320,498.652,2,25.0627,5.23761,0.247451,0.256438,3.23106
1321,500.494,2,25.0185,5.27584,0.247165,0.258406,3.23103
1322,496.173,2,25.0973,5.24743,0.24843,0.256136,3.2144
1323,503.244,2,25.3219,5.22956,0.249202,0.26171,3.22334
1324,500.11,2,25.1541,5.22298,0.2492,0.260463,3.22528
1325,502.483,2,25.1911,5.22311,0.257213,0.260893,3.22089
1326,498.063,2,25.1803,5.23681,0.256434,0.262098,3.2073
1327,498.421,2,25.2255,5.23494,0.252022,0.260239,3.21128
1328,500.616,2,25.1829,5.22461,0.25644,0.259914,3.20845
1329,501.737,2,25.2909,5.20859,0.259139,0.260716,3.2106
1330,500.164,2,25.1983,5.19051,0.260516,0.257344,3.21319
1331,496.199,2,25.0664,5.1685,0.253119,0.257924,3.20706
1332,497.268,2,24.8578,5.17172,0.252492,0.257374,3.20035
1333,502.378,2,24.8407,5.17539,0.258758,0.259411,3.20197
1334,496.931,2,24.7918,5.17249,0.257584,0.261906,3.18733
1335,500.225,2,24.8806,5.17393,0.25656,0.262037,3.19455
1336,499.062,2,24.8604,5.17852,0.246373,0.265555,3.20684
1337,498.081,2,24.8133,5.16381,0.238619,0.263303,3.22094
1338,500.867,2,24.6967,5.20015,0.234671,0.266209,3.2321
1339,499.447,2,24.7321,5.21136,0.23762,0.270108,3.21935
1340,496.789,2,24.6735,5.20958,0.237812,0.266859,3.21291
1341,496.57,2,24.7186,5.22783,0.237953,0.266211,3.20416
1342,501.114,2,24.7041,5.22181,0.245123,0.266485,3.2026
1343,499.219,2,24.7746,5.23067,0.249189,0.261456,3.20506
1344,495.904,2,24.8551,5.22554,0.251936,0.259157,3.19075
1345,498.927,2,24.8761,5.20399,0.250145,0.259877,3.19564
1346,496.374,2,24.8678,5.21642,0.252549,0.258903,3.18436
1347,496.136,2,24.8128,5.21372,0.249426,0.257846,3.18467
1348,494.65,2,24.7952,5.22793,0.247992,0.258518,3.17446
1349,501.291,2,24.6392,5.26168,0.244364,0.262631,3.19297
1350,507.609,2,24.5744,5.28315,0.242303,0.266916,3.23013
1351,504.489,2,24.5902,5.26835,0.244065,0.263349,3.25053
1352,497.778,2,24.669,5.24649,0.240325,0.261138,3.24695
1353,499.463,2,24.7054,5.24786,0.240098,0.262394,3.24085
1354,498.068,2,24.7669,5.24591,0.237287,0.262537,3.23724
1355,493.592,2,24.7545,5.20729,0.232352,0.259949,3.227
1356,491.539,2,24.6994,5.18746,0.231145,0.260328,3.2018
1357,497.916,2,24.6543,5.18483,0.235562,0.260306,3.19827
1358,500.044,2,24.5966,5.21749,0.240366,0.263226,3.19616
1359,496.804,2,24.5837,5.20741,0.247374,0.264343,3.17766
1360,496.299,2,24.626,5.19901,0.244226,0.26393,3.17963
1361,501.129,2,24.646,5.2074,0.240975,0.265625,3.19833
1362,499.592,2,24.8806,5.21869,0.247768,0.267389,3.18821
1363,498.117,2,24.9377,5.2207,0.247769,0.265474,3.19004
1364,502.647,2,24.9213,5.19993,0.255857,0.260451,3.20084
1365,508.226,2,24.9187,5.20878,0.257097,0.259062,3.23546
1366,498.251,2,24.8803,5.21487,0.257448,0.258748,3.22291
1367,494.587,2,24.9821,5.21241,0.25339,0.25914,3.20619
1368,492.205,2,25.0873,5.20612,0.2571,0.256607,3.17726
1369,493.125,2,25.0214,5.19676,0.248579,0.257197,3.17493
1370,490.426,2,25.0299,5.19335,0.243565,0.257826,3.15999
1371,490.52,2,25.0182,5.18868,0.241154,0.258291,3.14616
1372,502.14,2,25.2403,5.19109,0.243239,0.260792,3.16698
1373,502.252,2,25.2924,5.1729,0.242071,0.261299,3.19146
1374,493.575,2,25.3308,5.17553,0.242143,0.257709,3.18373
1375,489.695,2,25.3948,5.1716,0.238571,0.255871,3.16903
1376,501.041,2,25.345,5.16812,0.238996,0.259058,3.18428
1377,502.979,2,25.2164,5.165,0.241944,0.259986,3.20099
1378,508.609,2,25.1518,5.16533,0.23652,0.258818,3.25403
1379,499.375,2,24.9823,5.16919,0.23953,0.258454,3.24568
1380,499.829,2,24.8187,5.18022,0.244563,0.258229,3.23566
1381,499.33,2,24.7952,5.18426,0.243106,0.256364,3.23949
1382,497.082,2,24.9354,5.19243,0.243553,0.254847,3.23147
1383,500.902,2,24.9577,5.19304,0.242158,0.255412,3.23897
1384,502.2,2,25.0644,5.17016,0.244781,0.254306,3.24518
1385,504.105,2,25.1419,5.17473,0.248915,0.256088,3.24805
1386,504.086,2,25.0843,5.17953,0.249114,0.260719,3.2502
1387,497.673,2,25.0351,5.16837,0.25264,0.25571,3.23899
1388,498.39,2,25.0345,5.16432,0.257333,0.251884,3.22911
1389,498.063,2,25.0421,5.16574,0.261606,0.250549,3.21612
1390,500.622,2,24.9696,5.16954,0.258866,0.249806,3.22506
1391,503.912,2,24.9966,5.18145,0.260504,0.253231,3.22904
1392,499.547,2,25.0742,5.18011,0.260259,0.253072,3.22538
1393,498.682,2,24.9737,5.17966,0.255418,0.255673,3.22316
1394,496.087,2,24.9217,5.20479,0.25471,0.258142,3.20621
1395,496.063,2,24.9659,5.19865,0.247732,0.257911,3.20883
1396,497.061,2,24.9394,5.18808,0.252313,0.256438,3.19756
1397,494.169,2,24.8601,5.19922,0.254381,0.256617,3.17958
1398,498.266,2,24.7914,5.2019,0.253472,0.255311,3.18588
1399,493.172,2,24.7211,5.19895,0.252264,0.25607,3.17203
1400,498.504,2,24.6347,5.20073,0.24989,0.258533,3.17746
1401,495.51,2,24.6726,5.19847,0.248835,0.260484,3.17068
1402,493.134,2,24.7295,5.20626,0.250653,0.261418,3.15396
1403,492.919,2,24.6963,5.19964,0.247063,0.259308,3.15428
1404,497.312,2,24.7278,5.19113,0.249518,0.259566,3.15495
1405,506.181,2,24.8712,5.21141,0.25279,0.263465,3.1747
1406,504.529,2,25.0019,5.21116,0.253582,0.261143,3.19857
1407,501.127,2,24.9733,5.22336,0.250788,0.258744,3.21452
1408,495.812,2,24.8689,5.22797,0.253398,0.257294,3.20081
1409,496.519,2,24.8511,5.21504,0.256431,0.254399,3.1935
1410,495.153,2,24.8431,5.19991,0.255313,0.253815,3.1866
1411,496.882,2,24.8622,5.18273,0.249229,0.255214,3.19269
1412,501.728,2,24.9025,5.19887,0.243085,0.257576,3.21298
1413,495.895,2,24.8906,5.19737,0.243864,0.255241,3.20806
1414,503.497,2,24.8655,5.19969,0.249873,0.257455,3.20976
1415,490.121,2,24.8984,5.20366,0.246169,0.256193,3.1924
1416,497.523,2,24.8318,5.20481,0.244904,0.256667,3.19436
1417,499.787,2,24.9546,5.19125,0.247299,0.256038,3.19811
1418,495.554,2,24.9866,5.17503,0.244782,0.25479,3.19841
1419,493.137,2,24.9715,5.17805,0.248391,0.254912,3.17886
1420,499.128,2,24.9483,5.17654,0.250497,0.258309,3.17608
1421,497.76,2,25.0055,5.17614,0.251239,0.25649,3.17988
1422,493.096,2,25.0136,5.18397,0.24554,0.256597,3.17852
1423,494.216,2,25.0181,5.17192,0.243073,0.253719,3.18186
1424,495.434,2,24.9524,5.16603,0.240951,0.25075,3.18951
1425,496.76,2,24.8636,5.16867,0.24052,0.253676,3.18715
1426,492.062,2,24.814,5.16604,0.239659,0.254132,3.1764
1427,496.239,2,24.9554,5.16769,0.242915,0.25387,3.17295
1428,495.24,2,25.0438,5.15909,0.24289,0.252794,3.174
1429,505.747,2,24.9539,5.15887,0.244988,0.252486,3.19949
1430,501.823,2,24.9978,5.15278,0.249425,0.254045,3.20118
1431,500.354,2,24.9343,5.16609,0.249946,0.255077,3.20478
1432,501.487,2,24.91,5.17401,0.2515,0.256369,3.20806
1433,502.341,2,24.8119,5.17589,0.246942,0.255882,3.22721
1434,507.576,2,24.9162,5.17765,0.241858,0.257585,3.2568
1435,499.176,2,24.9429,5.18296,0.246335,0.258644,3.24163
1436,498.794,2,24.9488,5.18725,0.245853,0.258342,3.2381
1437,503.13,2,24.9613,5.19051,0.251057,0.257038,3.23851
1438,499.881,2,25.0128,5.18053,0.256611,0.254256,3.23112
1439,497.926,2,24.9556,5.19032,0.255041,0.254243,3.22666
1440,495.015,2,24.9497,5.2005,0.25356,0.254076,3.21576
1441,496.916,2,24.8299,5.22315,0.252377,0.255798,3.20825
1442,499.117,2,24.8368,5.22167,0.25866,0.256762,3.19563
1443,496.363,2,24.7866,5.21474,0.260552,0.257422,3.18411
1444,491.413,2,24.7447,5.22922,0.259572,0.257292,3.16745
1445,499.141,2,24.7576,5.22531,0.258842,0.257588,3.17251
1446,504.871,2,24.8535,5.22773,0.261088,0.257493,3.18714
1447,496.993,2,24.8723,5.22594,0.258112,0.257113,3.18841
1448,493.356,2,24.8758,5.22219,0.257658,0.256417,3.1772
1449,494.954,2,24.9914,5.22107,0.255967,0.255864,3.17412
1450,497.139,2,24.9922,5.20892,0.256028,0.253689,3.17749
1451,491.514,2,24.9674,5.20056,0.254112,0.252647,3.16837
1452,499.832,2,24.9829,5.19104,0.255566,0.251647,3.17609
1453,497.797,2,24.9969,5.19901,0.25636,0.252432,3.17532
1454,496.091,2,24.9632,5.22241,0.252397,0.256839,3.1723
1455,502.615,2,24.9569,5.22942,0.249865,0.258758,3.18763
1456,498.2,2,24.8571,5.22735,0.251244,0.259791,3.18424
1457,499.264,2,24.8598,5.23456,0.252121,0.261184,3.1836
1458,493.058,2,24.8149,5.24827,0.251703,0.262363,3.17019
1459,491.831,2,24.8451,5.24253,0.252843,0.261016,3.15731
1460,490.545,2,24.847,5.2329,0.255519,0.260684,3.13893
1461,490.961,2,24.7742,5.22691,0.256754,0.259433,3.12786
1462,492.102,2,24.8276,5.22615,0.256281,0.257868,3.12471
1463,501.923,2,24.8878,5.21658,0.258749,0.257858,3.13756
1464,498.818,2,24.9887,5.21453,0.261741,0.257329,3.14071
1465,496.567,2,25.1712,5.20628,0.265403,0.256206,3.13753
1466,496.334,2,25.1006,5.20576,0.263645,0.256892,3.13976
1467,492.249,2,25.1012,5.20424,0.259352,0.256656,3.13877
1468,493.489,2,25.1345,5.20311,0.257372,0.256735,3.13725
1469,494.466,2,25.0669,5.20109,0.255408,0.256072,3.13997
1470,495.714,2,25.0181,5.20233,0.255932,0.256699,3.13902
1471,494.37,2,24.9489,5.19515,0.2555,0.255978,3.13901
1472,496.819,2,24.9219,5.19731,0.256761,0.255579,3.14118
1473,492.528,2,24.8447,5.19881,0.255542,0.254381,3.13916
1474,499.763,2,24.6839,5.20065,0.255693,0.255435,3.14757
1475,501.996,2,24.7063,5.19251,0.257571,0.256965,3.15555
1476,502.562,2,24.6872,5.20232,0.255728,0.258676,3.16926
1477,500.678,2,24.6116,5.21984,0.252505,0.260618,3.17918
1478,500.648,2,24.6355,5.21551,0.253102,0.260862,3.18397
1479,501.654,2,24.6388,5.21592,0.253433,0.262017,3.18898
1480,493.964,2,24.6641,5.20603,0.251039,0.2608,3.18544
1481,503.954,2,24.6611,5.20765,0.247375,0.263331,3.2009
1482,502.024,2,24.6707,5.21192,0.245684,0.26392,3.21011
1483,496.55,2,24.6678,5.21875,0.243657,0.264419,3.20734
1484,498.282,2,24.6064,5.22099,0.242475,0.263644,3.20972
1485,498.033,2,24.694,5.20999,0.23909,0.263214,3.21551
1486,501.545,2,24.7878,5.2065,0.238644,0.263304,3.2223
1487,497.806,2,24.7927,5.19227,0.23679,0.263129,3.22361
1488,496.014,2,24.8538,5.18357,0.234494,0.259424,3.22884
1489,497.144,2,24.7931,5.18536,0.230919,0.258785,3.23437
1490,496.831,2,24.7619,5.18226,0.230479,0.259475,3.23075
1491,492.699,2,24.7934,5.18344,0.227513,0.258891,3.2265
1492,499.615,2,24.7947,5.1903,0.224677,0.260237,3.23444
1493,504.487,2,24.8373,5.20588,0.225848,0.262649,3.24162
1494,504.4,2,24.8912,5.19843,0.223536,0.262611,3.2587
1495,504.303,2,24.9039,5.20295,0.22136,0.262437,3.27411
1496,499.241,2,24.8916,5.19246,0.220896,0.261911,3.27463
1497,498.356,2,24.9426,5.18901,0.222461,0.262829,3.26656
1498,497.297,2,24.9872,5.18985,0.225276,0.262233,3.2569
1499,500.369,2,24.9314,5.18619,0.223274,0.262762,3.2622
1500,501.648,2,25.0455,5.18907,0.223576,0.262743,3.26591
1501,500.613,2,25.1193,5.18302,0.223154,0.262158,3.26958
1502,494.905,2,25.1164,5.19163,0.223382,0.261687,3.26005
1503,496.121,2,24.996,5.19527,0.224004,0.260449,3.25471
1504,495.499,2,24.9923,5.19632,0.22431,0.259575,3.24893
1505,496.195,2,24.9788,5.20427,0.224792,0.258317,3.24567
1506,498.394,2,24.971,5.19867,0.222035,0.257228,3.25389
1507,503.864,2,24.9629,5.19077,0.223994,0.256198,3.26257
1508,491.034,2,25.0026,5.1886,0.225421,0.256408,3.24403
1509,501.595,2,24.985,5.17661,0.228254,0.256693,3.24452
1510,496.499,2,24.938,5.17642,0.227484,0.258181,3.23972
1511,494.133,2,24.9446,5.17298,0.228471,0.258372,3.22962
1512,495.728,2,24.9305,5.17742,0.230381,0.257648,3.22325
1513,501.565,2,24.9779,5.17866,0.229561,0.259041,3.22996
1514,495.85,2,25.018,5.17411,0.229191,0.259538,3.22585
1515,495.098,2,25.0192,5.16846,0.229728,0.258588,3.22158
1516,494.49,2,25.0422,5.17438,0.227732,0.25902,3.21947
1517,497.772,2,25.0452,5.17942,0.22991,0.259439,3.21546
1518,498.611,2,25.0716,5.18044,0.232757,0.259649,3.21193
1519,497.335,2,25.028,5.18997,0.23606,0.258445,3.20755
1520,494.185,2,24.9682,5.18283,0.237103,0.256632,3.20311
1521,499.448,2,24.9336,5.17437,0.237455,0.256041,3.20783
1522,498.929,2,24.932,5.17065,0.236556,0.257134,3.21055
1523,496.057,2,24.9244,5.17962,0.238044,0.257482,3.20453
1524,496.299,2,24.9119,5.18232,0.237703,0.257107,3.2041
1525,503.789,2,24.903,5.18445,0.239598,0.257897,3.21051
1526,497.027,2,24.877,5.18186,0.23946,0.26009,3.20533
1527,498.786,2,24.964,5.18136,0.236621,0.26158,3.21001
1528,502.103,2,24.9694,5.17702,0.23417,0.261155,3.22299
1529,495.803,2,24.9963,5.17653,0.231572,0.260813,3.2245
1530,499.408,2,25.1132,5.17737,0.232965,0.260763,3.22404
1531,499.776,2,25.1567,5.17795,0.233193,0.258997,3.22945
1532,500.347,2,25.1531,5.179,0.233366,0.260303,3.23007
1533,499.504,2,25.1923,5.17994,0.235096,0.2604,3.22799
1534,499.231,2,25.1495,5.18446,0.236456,0.260391,3.22623
1535,500.452,2,25.1064,5.18564,0.238462,0.260457,3.22504
1536,497.374,2,25.0951,5.19122,0.240476,0.260401,3.21867
1537,491.045,2,25.0442,5.19134,0.240271,0.259478,3.20805
1538,500.354,2,25.031,5.19423,0.240259,0.260077,3.21085
1539,490.92,2,25.0159,5.19742,0.239036,0.260457,3.20069
1540,496.559,2,24.997,5.19437,0.237953,0.260056,3.20198
1541,501.257,2,24.9424,5.18506,0.240705,0.259829,3.20324
1542,498.579,2,24.9791,5.18065,0.241505,0.259457,3.2036
1543,501.33,2,24.9343,5.17484,0.241137,0.258661,3.21129
1544,502.561,2,24.9733,5.17918,0.244588,0.258206,3.21247
1545,507.302,2,25.0122,5.1713,0.248918,0.257275,3.21984
1546,496.472,2,25.0099,5.16939,0.248122,0.256019,3.21894
1547,494.402,2,24.9413,5.17197,0.245816,0.25627,3.21541
1548,501.958,2,24.8246,5.18317,0.244853,0.25637,3.22213
1549,506.52,2,24.8027,5.19172,0.245041,0.256686,3.23288
1550,501.365,2,24.7807,5.18822,0.243773,0.257368,3.23664
1551,504.569,2,24.8103,5.1839,0.243436,0.25816,3.24311
1552,495.033,2,24.7809,5.18352,0.241866,0.258545,3.23736
1553,500.189,2,24.7781,5.18823,0.243165,0.258197,3.23603
1554,499.295,2,24.8174,5.18392,0.242098,0.257947,3.2377
1555,497.382,2,24.8947,5.18095,0.242249,0.25742,3.23469
1556,497.03,2,24.9151,5.17417,0.240157,0.257263,3.23523
1557,496.975,2,24.9345,5.17325,0.237375,0.256953,3.23777
1558,499.257,2,24.9263,5.18044,0.240457,0.257745,3.23047
1559,501.085,2,24.8835,5.18507,0.24203,0.2589,3.22815
1560,503.64,2,24.8609,5.18592,0.245035,0.258084,3.23023
1561,500.043,2,24.8141,5.18335,0.24613,0.258453,3.22794
1562,491.374,2,24.8028,5.18426,0.245644,0.258201,3.21716
1563,494.822,2,24.8115,5.18416,0.246526,0.258514,3.20887
1564,494.326,2,24.8272,5.18407,0.247212,0.257837,3.20259
1565,495.954,2,24.8138,5.1783,0.247578,0.257613,3.19897
1566,501.385,2,24.8296,5.18188,0.250448,0.257201,3.19906
1567,498.933,2,24.8409,5.18236,0.250907,0.256515,3.20024
1568,498.099,2,24.8507,5.18693,0.24978,0.256849,3.20129
1569,500.459,2,24.9152,5.17774,0.249156,0.256098,3.20671
1570,501.162,2,24.9563,5.1731,0.248327,0.2553,3.21336
1571,500.081,2,24.9612,5.17596,0.246128,0.255961,3.21816
1572,504.948,2,24.9932,5.17601,0.242785,0.256282,3.23252
1573,503.052,2,25.0491,5.17538,0.240759,0.255934,3.24221
1574,500.023,2,25.0646,5.17452,0.240938,0.255196,3.24367
1575,498.968,2,25.1219,5.1792,0.241184,0.254787,3.2429
1576,506.213,2,25.0909,5.17985,0.24411,0.254023,3.24761
1577,504.137,2,25.1139,5.18062,0.246936,0.254724,3.24626
1578,502.469,2,25.0897,5.18002,0.246371,0.254764,3.24991
1579,494.46,2,25.0866,5.18389,0.244591,0.255521,3.24361
1580,495.427,2,25.0651,5.18022,0.242917,0.255097,3.24131
1581,502.751,2,25.0157,5.18468,0.242422,0.255982,3.24455
1582,501.766,2,25.0143,5.18336,0.243723,0.255087,3.24597
1583,503.599,2,25.0316,5.18233,0.246695,0.254705,3.24551
1584,498.42,2,24.9324,5.18265,0.245125,0.255092,3.24517
1585,503.456,2,24.9129,5.18476,0.24453,0.256374,3.24809
1586,508.984,2,24.9529,5.18649,0.246035,0.258512,3.25226
1587,501.84,2,24.9773,5.1904,0.247117,0.259675,3.24891
1588,501.799,2,24.9587,5.19257,0.247552,0.259398,3.24931
1589,496.736,2,24.9137,5.20509,0.247521,0.260582,3.24143
1590,496.504,2,24.9427,5.20701,0.248968,0.261092,3.23218
1591,501.626,2,24.947,5.19984,0.249703,0.260576,3.23301
1592,497.017,2,24.9686,5.20076,0.249296,0.259512,3.23112
1593,498.921,2,24.9583,5.19762,0.248786,0.258537,3.23201
1594,493.953,2,24.9521,5.1981,0.249962,0.25865,3.22177
1595,500.409,2,24.9356,5.19689,0.251089,0.258503,3.22063
1596,503.313,2,24.9406,5.19927,0.253071,0.25842,3.22131
1597,496.347,2,24.9089,5.19882,0.252181,0.258813,3.21766
1598,492.026,2,24.9435,5.19855,0.251995,0.25791,3.21021
1599,495.103,2,24.9906,5.20631,0.251893,0.258173,3.20491
1600,497.676,2,24.9835,5.20367,0.25092,0.258546,3.20448
1601,499.658,2,24.9507,5.20808,0.251234,0.259146,3.20371
1602,500.657,2,24.9337,5.21158,0.250791,0.259042,3.20674
1603,500.43,2,24.9204,5.20878,0.24963,0.258277,3.2119
1604,493.076,2,24.9346,5.20954,0.248458,0.258074,3.20737
1605,494.096,2,24.966,5.20557,0.24759,0.25865,3.20258
1606,497.077,2,24.9816,5.20185,0.247693,0.258669,3.20079
1607,494.902,2,25.018,5.20089,0.246536,0.258924,3.1986
1608,495.289,2,25.0286,5.20281,0.247561,0.258969,3.1934
1609,498.169,2,24.9916,5.20258,0.247642,0.258456,3.19447
1610,499.603,2,24.9794,5.20474,0.24882,0.257637,3.19564
1611,496.709,2,24.936,5.20394,0.249379,0.258254,3.19201
1612,502.132,2,24.9575,5.19505,0.248835,0.257655,3.19879
1613,502.25,2,24.9742,5.19885,0.24984,0.257355,3.20193
1614,499.141,2,24.9884,5.19699,0.249481,0.257549,3.20297
1615,501.489,2,25.0248,5.20129,0.248944,0.257525,3.20727
1616,499.297,2,25.0564,5.20448,0.247704,0.257944,3.20947
1617,503.517,2,25.0612,5.208,0.24738,0.258734,3.21385
1618,499.519,2,25.0078,5.208,0.247164,0.258301,3.21552
1619,495.116,2,25.0019,5.20332,0.2459,0.25742,3.21521
1620,493.749,2,25.0099,5.20187,0.2474,0.257164,3.20737
1621,502.677,2,25.06,5.19411,0.246236,0.257058,3.21424
1622,493.213,2,25.0441,5.19212,0.245546,0.257019,3.20968
1623,496.326,2,25.03,5.1862,0.245846,0.256549,3.20773
1624,492.383,2,25.0537,5.1847,0.245896,0.256526,3.20146
1625,496.051,2,25.0856,5.18354,0.244913,0.256655,3.20113
1626,494.679,2,25.0799,5.18368,0.245111,0.255979,3.19873
1627,497.466,2,25.1245,5.18849,0.244101,0.256851,3.19892
1628,497.112,2,25.108,5.18627,0.244086,0.255978,3.20003
1629,501.869,2,25.0516,5.1858,0.242906,0.255231,3.20808
1630,506.618,2,25.0439,5.1879,0.241895,0.256241,3.21719
1631,499.931,2,25.0011,5.18773,0.241719,0.256649,3.21836
1632,497.61,2,25.0173,5.18925,0.241877,0.257146,3.21627
1633,494.141,2,25.0195,5.18931,0.240247,0.257222,3.21501
1634,501.288,2,25.003,5.19458,0.238818,0.257956,3.21962
1635,498.707,2,24.9677,5.19793,0.237539,0.25856,3.2214
1636,494.635,2,24.951,5.19603,0.237376,0.258854,3.21748
1637,494.987,2,24.9369,5.20174,0.238625,0.259155,3.21137
1638,506.718,2,24.9367,5.20486,0.238667,0.260367,3.2177
1639,504.229,2,24.943,5.20422,0.23748,0.260315,3.22578
1640,496.819,2,24.9329,5.20817,0.237067,0.260365,3.22456
1641,502.498,2,24.9234,5.20705,0.238929,0.259747,3.2257
1642,496.157,2,24.9495,5.20354,0.239845,0.258969,3.22266
1643,491.982,2,24.9689,5.2038,0.240057,0.258479,3.21665
1644,495.246,2,24.9573,5.20672,0.239822,0.258866,3.21343
1645,492.95,2,24.9374,5.208,0.240314,0.258675,3.20786
1646,497.613,2,24.9361,5.20839,0.240747,0.259083,3.20601
1647,491.766,2,24.9504,5.20778,0.240149,0.258132,3.20318
1648,499.751,2,24.9323,5.20413,0.241088,0.257467,3.20462
1649,497.269,2,24.934,5.20058,0.239141,0.257196,3.20856
1650,506.998,2,24.9829,5.19816,0.240316,0.256885,3.21546
1651,497.826,2,25.008,5.19658,0.240587,0.25682,3.21474
1652,505.598,2,25.0163,5.19219,0.242848,0.256432,3.2179
1653,504.774,2,25.0064,5.19051,0.244575,0.25562,3.22173
1654,503.137,2,24.9636,5.19245,0.245702,0.256149,3.22245
1655,505.608,2,24.9793,5.19157,0.244789,0.256508,3.2294
1656,504.773,2,24.9953,5.19672,0.244974,0.257268,3.23241
1657,496.558,2,24.9805,5.19896,0.244886,0.258106,3.2282
1658,498.845,2,24.956,5.19908,0.245181,0.258878,3.22558
1659,492.561,2,24.9624,5.19961,0.245173,0.258639,3.21988
1660,493.142,2,24.9425,5.19799,0.244413,0.257935,3.21733
1661,497.215,2,24.9514,5.20087,0.243282,0.258406,3.21723
1662,498.524,2,24.9209,5.20386,0.24258,0.25882,3.21761
1663,493.568,2,24.9033,5.20467,0.242068,0.258679,3.21439
1664,500.445,2,24.9069,5.20833,0.24243,0.258866,3.21501
1665,498.942,2,24.9097,5.21,0.242609,0.259312,3.21415
1666,493.081,2,24.8748,5.20724,0.242786,0.259232,3.20927
1667,495.819,2,24.9085,5.20194,0.242607,0.258541,3.20874
1668,496.207,2,24.8992,5.19892,0.24188,0.258639,3.2083
1669,499.612,2,24.8757,5.20125,0.241791,0.258765,3.20949
1670,502.805,2,24.8409,5.19771,0.242488,0.258981,3.21158
1671,498.39,2,24.8566,5.19343,0.242974,0.258597,3.21132
1672,495.901,2,24.883,5.19707,0.242783,0.258263,3.21023
1673,496.979,2,24.9273,5.19285,0.243281,0.257311,3.20994
1674,497.074,2,24.9235,5.1984,0.24403,0.257105,3.20794
