pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.61953,0.188453,-2.63132,0.00445457,-1.77105,0.171854,All
-1.07231,0.335028,-2.38993,0.0178183,-1.30432,0.196404,All
-0.525096,0.460664,-2.14854,0.0356366,-0.837597,0.343707,All
0.0221218,0.335028,-1.90716,0.0490003,-0.370873,0.46646,All
0.569339,0.230332,-1.66577,0.0890914,0.0958519,0.343707,All
1.11656,0.209393,-1.42439,0.0801823,0.562577,0.294606,All
1.66377,0.167514,-1.183,0.191547,1.0293,0.220955,All
2.21099,0.0628178,-0.941617,0.249456,1.49603,0.196404,All
2.75821,0,-0.700231,0.432093,1.96275,0.0982021,All
3.30543,0.0209393,-0.458846,0.458821,2.42948,0.0245505,All
,,-0.21746,0.561276,,,All
,,0.0239253,0.485548,,,All
,,0.265311,0.414275,,,All
,,0.506696,0.347456,,,All
,,0.748082,0.258365,,,All
,,0.989467,0.178183,,,All
,,1.23085,0.133637,,,All
,,1.47224,0.0846368,,,All
,,1.71362,0.062364,,,All
,,1.95501,0.0178183,,,All
,,2.1964,0,,,All
,,2.43778,0.0133637,,,All
,,2.67917,0.0222729,,,All
,,2.92055,0.0178183,,,All
,,3.16194,0.0222729,,,All
,,3.40332,0.00890914,,,All
,,3.64471,0.0133637,,,All
,,3.88609,0.00445457,,,All
,,4.12748,0.00890914,,,All
,,4.36886,0.00890914,,,All
,,4.61025,0.00445457,,,All
