Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_fi_abscissa,Cl_vs_fi_spline,Cl_vs_fi_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_fi_abscissa,Q_vs_fi_spline,Q_vs_fi_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_fi_abscissa,V1_vs_fi_spline,V1_vs_fi_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_fi_abscissa,V2_vs_fi_spline,V2_vs_fi_regression,fi_vs_Cl_abscissa,fi_vs_Cl_spline,fi_vs_Cl_regression,fi_vs_Q_abscissa,fi_vs_Q_spline,fi_vs_Q_regression,fi_vs_V1_abscissa,fi_vs_V1_spline,fi_vs_V1_regression,fi_vs_V2_abscissa,fi_vs_V2_spline,fi_vs_V2_regression
-2.97187,0.0247204,-0.0800103,-0.0750338,-0.072713,-0.0713279,-0.397881,0.11085,0.0572025,-0.643069,-0.598372,-0.304731,-0.663548,-0.356444,-0.303664,-0.0750338,-0.0472794,-0.0782376,-0.397881,-1.3335,-0.460584,-0.643069,-0.418321,-0.777309,-0.663548,-0.033234,-0.0220009,-2.97187,-0.00834924,-0.0115785,-0.397881,-0.0240721,-0.0109258,-0.643069,-0.0119086,-0.0124089,-0.663548,0.0465717,0.0247049,-2.97187,-0.0854583,-0.0848437,-0.0750338,0.0448293,-0.0188575,-0.643069,0.018104,-0.00473563,-0.663548,-0.463677,-0.305347,-2.97187,-0.188963,-0.20974,-0.0750338,-0.0124923,-0.0186084,-0.397881,-0.0448951,0.0127107
-2.9065,0.025351,-0.0783329,-0.0732883,-0.0794716,-0.0695627,-0.388872,0.110624,0.0557589,-0.629637,-0.582246,-0.298454,-0.65251,-0.36996,-0.299074,-0.0732883,-0.0397091,-0.0769539,-0.388872,-1.29823,-0.450504,-0.629637,-0.423118,-0.761676,-0.65251,-0.0347965,-0.0217826,-2.9065,-0.00770378,-0.0115204,-0.388872,-0.0241346,-0.01088,-0.629637,-0.0130329,-0.0123369,-0.65251,0.0488535,0.0240773,-2.9065,-0.0767238,-0.0832422,-0.0732883,0.0418605,-0.0186964,-0.629637,0.022273,-0.00490344,-0.65251,-0.44544,-0.300245,-2.9065,-0.184865,-0.205096,-0.0732883,-0.0177814,-0.0181353,-0.388872,-0.0477174,0.0123969
-2.84113,0.0259816,-0.0766556,-0.0715428,-0.0858419,-0.0677974,-0.379864,0.110399,0.0543153,-0.616206,-0.564823,-0.292177,-0.641471,-0.383477,-0.294485,-0.0715428,-0.0296433,-0.0756701,-0.379864,-1.26296,-0.440423,-0.616206,-0.428493,-0.746043,-0.641471,-0.0363589,-0.0215643,-2.84113,-0.00705831,-0.0114624,-0.379864,-0.0241971,-0.0108342,-0.616206,-0.0141308,-0.012265,-0.641471,0.0511354,0.0234498,-2.84113,-0.0679892,-0.0816408,-0.0715428,0.0378388,-0.0185353,-0.616206,0.0259797,-0.00507125,-0.641471,-0.427204,-0.295142,-2.84113,-0.180767,-0.200452,-0.0715428,-0.0228536,-0.0176623,-0.379864,-0.0505396,0.0120831
-2.77576,0.0266122,-0.0749782,-0.0697973,-0.0922122,-0.0660321,-0.370855,0.110173,0.0528717,-0.602774,-0.543613,-0.285899,-0.630433,-0.396993,-0.289895,-0.0697973,-0.0195775,-0.0743864,-0.370855,-1.22769,-0.430343,-0.602774,-0.43556,-0.730409,-0.630433,-0.0379214,-0.021346,-2.77576,-0.00641285,-0.0114044,-0.370855,-0.0242597,-0.0107883,-0.602774,-0.0151512,-0.012193,-0.630433,0.0534173,0.0228223,-2.77576,-0.0592547,-0.0800393,-0.0697973,0.0338171,-0.0183743,-0.602774,0.0283355,-0.00523907,-0.630433,-0.408967,-0.29004,-2.77576,-0.176668,-0.195808,-0.0697973,-0.0279257,-0.0171893,-0.370855,-0.0533619,0.0117693
-2.7104,0.0272428,-0.0733008,-0.0680519,-0.0985825,-0.0642668,-0.361846,0.109947,0.051428,-0.589343,-0.520956,-0.279622,-0.619395,-0.41051,-0.285306,-0.0680519,-0.00951168,-0.0731027,-0.361846,-1.19242,-0.420262,-0.589343,-0.443278,-0.714776,-0.619395,-0.0394838,-0.0211277,-2.7104,-0.00576738,-0.0113464,-0.361846,-0.0243222,-0.0107425,-0.589343,-0.0161336,-0.012121,-0.619395,0.0556992,0.0221947,-2.7104,-0.0505202,-0.0784378,-0.0680519,0.0297953,-0.0182132,-0.589343,0.0301373,-0.00540688,-0.619395,-0.39073,-0.284937,-2.7104,-0.17257,-0.191163,-0.0680519,-0.0329978,-0.0167162,-0.361846,-0.0561842,0.0114555
-2.64503,0.0256921,-0.0716235,-0.0663064,-0.103694,-0.0625015,-0.352837,0.109722,0.0499844,-0.575911,-0.49606,-0.273344,-0.608356,-0.420818,-0.280716,-0.0663064,0.00254899,-0.071819,-0.352837,-1.15715,-0.410182,-0.575911,-0.452008,-0.699143,-0.608356,-0.0405768,-0.0209094,-2.64503,-0.00537461,-0.0112884,-0.352837,-0.0243847,-0.0106967,-0.575911,-0.0170499,-0.012049,-0.608356,0.0572828,0.0215672,-2.64503,-0.0449528,-0.0768364,-0.0663064,0.0242054,-0.0180522,-0.575911,0.0310477,-0.00557469,-0.608356,-0.370925,-0.279835,-2.64503,-0.168664,-0.186519,-0.0663064,-0.0373936,-0.0162432,-0.352837,-0.0590064,0.0111417
-2.57966,0.0221579,-0.0699461,-0.0645609,-0.106902,-0.0607363,-0.343829,0.109496,0.0485408,-0.56248,-0.468814,-0.267067,-0.597318,-0.422144,-0.276126,-0.0645609,0.0135205,-0.0705353,-0.343829,-1.12188,-0.400101,-0.56248,-0.461815,-0.68351,-0.597318,-0.040356,-0.0206911,-2.57966,-0.00521164,-0.0112303,-0.343829,-0.0244473,-0.0106509,-0.56248,-0.0178723,-0.0119771,-0.597318,0.0569118,0.0209397,-2.57966,-0.0422655,-0.0752349,-0.0645609,0.0174853,-0.0178911,-0.56248,0.0309116,-0.0057425,-0.597318,-0.346726,-0.274732,-2.57966,-0.164931,-0.181875,-0.0645609,-0.0407839,-0.0157702,-0.343829,-0.0618287,0.0108279
-2.51429,0.0178233,-0.0682687,-0.0628154,-0.109902,-0.058971,-0.33482,0.10927,0.0470972,-0.549048,-0.441552,-0.260789,-0.586279,-0.42347,-0.271537,-0.0628154,0.0242165,-0.0692516,-0.33482,-1.08661,-0.390021,-0.549048,-0.471629,-0.667877,-0.586279,-0.0401351,-0.0204727,-2.51429,-0.00516863,-0.0111723,-0.33482,-0.0245098,-0.0106051,-0.549048,-0.0186941,-0.0119051,-0.586279,0.0565409,0.0203121,-2.51429,-0.0410551,-0.0736334,-0.0628154,0.0106893,-0.01773,-0.549048,0.0307683,-0.00591031,-0.586279,-0.322528,-0.269629,-2.51429,-0.161213,-0.177231,-0.0628154,-0.0440653,-0.0152971,-0.33482,-0.0646509,0.0105141
-2.44892,0.0131304,-0.0665914,-0.0610699,-0.110571,-0.0572057,-0.325811,0.109045,0.0456535,-0.535617,-0.415079,-0.254512,-0.575241,-0.424796,-0.266947,-0.0610699,0.0289266,-0.0679679,-0.325811,-1.05133,-0.379941,-0.535617,-0.481422,-0.652243,-0.575241,-0.0399142,-0.0202544,-2.44892,-0.00518523,-0.0111143,-0.325811,-0.0245723,-0.0105592,-0.535617,-0.0189817,-0.0118331,-0.575241,0.0561699,0.0196846,-2.44892,-0.0405738,-0.0720319,-0.0610699,0.00391813,-0.017569,-0.535617,0.0284047,-0.00607812,-0.575241,-0.29833,-0.264527,-2.44892,-0.157488,-0.172587,-0.0610699,-0.0461365,-0.0148241,-0.325811,-0.0674732,0.0102003
-2.38356,0.00838739,-0.064914,-0.0593244,-0.11,-0.0554404,-0.316802,0.108819,0.0442099,-0.522185,-0.38888,-0.248234,-0.564203,-0.426123,-0.262358,-0.0593244,0.0303672,-0.0666842,-0.316802,-1.01606,-0.36986,-0.522185,-0.491207,-0.63661,-0.564203,-0.0396933,-0.0200361,-2.38356,-0.00521181,-0.0110563,-0.316802,-0.0246349,-0.0105134,-0.522185,-0.0190832,-0.0117612,-0.564203,0.0557989,0.0190571,-2.38356,-0.0402136,-0.0704305,-0.0593244,-0.00281395,-0.0174079,-0.522185,0.0252673,-0.00624593,-0.564203,-0.274132,-0.259424,-2.38356,-0.153759,-0.167942,-0.0593244,-0.0475645,-0.0143511,-0.316802,-0.0702954,0.00988655
-2.31819,0.00358591,-0.0632366,-0.057579,-0.109429,-0.0536751,-0.307794,0.105437,0.0427663,-0.508754,-0.362682,-0.241957,-0.553164,-0.427449,-0.257768,-0.057579,0.0318078,-0.0654005,-0.307794,-0.957782,-0.35978,-0.508754,-0.500993,-0.620977,-0.553164,-0.0394724,-0.0198178,-2.31819,-0.00542286,-0.0109983,-0.307794,-0.0243703,-0.0104676,-0.508754,-0.0191847,-0.0116892,-0.553164,0.0554279,0.0184295,-2.31819,-0.0419908,-0.068829,-0.057579,-0.00954603,-0.0172468,-0.508754,0.0221298,-0.00641374,-0.553164,-0.249934,-0.254322,-2.31819,-0.14967,-0.163298,-0.057579,-0.0489925,-0.013878,-0.307794,-0.0687073,0.00957276
-2.25282,-0.00111516,-0.0615593,-0.0558335,-0.106215,-0.0519099,-0.298785,0.0963895,0.0413227,-0.495322,-0.336483,-0.23568,-0.542126,-0.428775,-0.253179,-0.0558335,0.0240531,-0.0641168,-0.298785,-0.858209,-0.349699,-0.495322,-0.510778,-0.605344,-0.542126,-0.0392516,-0.0195995,-2.25282,-0.00567078,-0.0109402,-0.298785,-0.0235186,-0.0104218,-0.495322,-0.0192862,-0.0116172,-0.542126,0.055057,0.017802,-2.25282,-0.0441824,-0.0672275,-0.0558335,-0.0155217,-0.0170858,-0.495322,0.0189924,-0.00658156,-0.542126,-0.225735,-0.249219,-2.25282,-0.145471,-0.158654,-0.0558335,-0.0490587,-0.013405,-0.298785,-0.0592042,0.00925896
-2.18745,-0.00581622,-0.0598819,-0.054088,-0.101234,-0.0501446,-0.289776,0.0873425,0.039879,-0.481891,-0.310285,-0.229402,-0.531087,-0.430101,-0.248589,-0.054088,0.00974117,-0.0628331,-0.289776,-0.758635,-0.339619,-0.481891,-0.520564,-0.589711,-0.531087,-0.0390307,-0.0193812,-2.18745,-0.0059187,-0.0108822,-0.289776,-0.022667,-0.0103759,-0.481891,-0.0193877,-0.0115453,-0.531087,0.054686,0.0171745,-2.18745,-0.046374,-0.0656261,-0.054088,-0.020867,-0.0169247,-0.481891,0.0158549,-0.00674937,-0.531087,-0.201537,-0.244117,-2.18745,-0.141272,-0.15401,-0.054088,-0.0482168,-0.0129319,-0.289776,-0.049701,0.00894517
-2.12209,-0.0105173,-0.0582045,-0.0523425,-0.0939335,-0.0483793,-0.280767,0.0778235,0.0384354,-0.468459,-0.284086,-0.223125,-0.520049,-0.431427,-0.243999,-0.0523425,-0.0140032,-0.0615494,-0.280767,-0.659491,-0.329538,-0.468459,-0.530349,-0.574077,-0.520049,-0.0388098,-0.0191629,-2.12209,-0.00616661,-0.0108242,-0.280767,-0.0216947,-0.0103301,-0.468459,-0.0194892,-0.0114733,-0.520049,0.054315,0.0165469,-2.12209,-0.0485656,-0.0640246,-0.0523425,-0.0251236,-0.0167637,-0.468459,0.0127175,-0.00691718,-0.520049,-0.177339,-0.239014,-2.12209,-0.137074,-0.149366,-0.0523425,-0.0461841,-0.0124589,-0.280767,-0.0394901,0.00863137
-2.05672,-0.0152183,-0.0565272,-0.050597,-0.0847964,-0.046614,-0.271759,0.0682752,0.0369918,-0.455027,-0.257888,-0.216847,-0.50901,-0.423637,-0.23941,-0.050597,-0.0452769,-0.0602657,-0.271759,-0.563684,-0.319458,-0.455027,-0.540134,-0.558444,-0.50901,-0.0374805,-0.0189446,-2.05672,-0.00641453,-0.0107662,-0.271759,-0.0206538,-0.0102843,-0.455027,-0.0195907,-0.0114013,-0.50901,0.052459,0.0159194,-2.05672,-0.0507572,-0.0624231,-0.050597,-0.0283783,-0.0166026,-0.455027,0.00958002,-0.00708499,-0.50901,-0.156082,-0.233911,-2.05672,-0.132875,-0.144721,-0.050597,-0.0431851,-0.0119859,-0.271759,-0.0291938,0.00831758
-1.99135,-0.0199194,-0.0548498,-0.0488516,-0.0744086,-0.0448487,-0.26275,0.0589577,0.0355482,-0.441596,-0.231689,-0.21057,-0.497972,-0.415503,-0.23482,-0.0488516,-0.0814418,-0.058982,-0.26275,-0.475511,-0.309377,-0.441596,-0.54992,-0.542811,-0.497972,-0.0361095,-0.0187263,-1.99135,-0.00666245,-0.0107082,-0.26275,-0.0195264,-0.0102385,-0.441596,-0.0196922,-0.0113294,-0.497972,0.0505469,0.0152919,-1.99135,-0.0529488,-0.0608216,-0.0488516,-0.0308373,-0.0164415,-0.441596,0.00644258,-0.0072528,-0.497972,-0.134937,-0.228809,-1.99135,-0.128676,-0.140077,-0.0488516,-0.0394919,-0.0115128,-0.26275,-0.0191454,0.00800378
-1.92598,-0.0246205,-0.0531724,-0.0471061,-0.0631058,-0.0430834,-0.253741,0.0496402,0.0341045,-0.428164,-0.205491,-0.204292,-0.486934,-0.407369,-0.230231,-0.0471061,-0.120853,-0.0576983,-0.253741,-0.387339,-0.299297,-0.428164,-0.559705,-0.527178,-0.486934,-0.0347384,-0.018508,-1.92598,-0.00691037,-0.0106501,-0.253741,-0.0183991,-0.0101927,-0.428164,-0.0197937,-0.0112574,-0.486934,0.0486349,0.0146644,-1.92598,-0.0551404,-0.0592202,-0.0471061,-0.0325564,-0.0162805,-0.428164,0.00330513,-0.00742061,-0.486934,-0.113791,-0.223706,-1.92598,-0.124478,-0.135433,-0.0471061,-0.0352399,-0.0110398,-0.253741,-0.00909689,0.00768999
-1.86061,-0.0293215,-0.0514951,-0.0453606,-0.0513317,-0.0413182,-0.244732,0.0403227,0.0326609,-0.414733,-0.179292,-0.198015,-0.475895,-0.399235,-0.225641,-0.0453606,-0.161432,-0.0564145,-0.244732,-0.299167,-0.289216,-0.414733,-0.56949,-0.511545,-0.475895,-0.0333674,-0.0182896,-1.86061,-0.00715828,-0.0105921,-0.244732,-0.0172718,-0.0101468,-0.414733,-0.0198952,-0.0111854,-0.475895,0.0467229,0.0140368,-1.86061,-0.057332,-0.0576187,-0.0453606,-0.0336555,-0.0161194,-0.414733,0.000167676,-0.00758842,-0.475895,-0.0926453,-0.218604,-1.86061,-0.120279,-0.130789,-0.0453606,-0.0306231,-0.0105668,-0.244732,0.000951588,0.00737619
-1.79525,-0.0340226,-0.0498177,-0.0436151,-0.0395453,-0.0395529,-0.235724,0.0319263,0.0312173,-0.401301,-0.153094,-0.191737,-0.464857,-0.391101,-0.221052,-0.0436151,-0.200989,-0.0551308,-0.235724,-0.227198,-0.279136,-0.401301,-0.579276,-0.495911,-0.464857,-0.0319963,-0.0180713,-1.79525,-0.0074062,-0.0105341,-0.235724,-0.0160642,-0.010101,-0.401301,-0.0199967,-0.0111134,-0.464857,0.0448109,0.0134093,-1.79525,-0.0595236,-0.0560172,-0.0436151,-0.0342392,-0.0159583,-0.401301,-0.00296977,-0.00775624,-0.464857,-0.0714996,-0.213501,-1.79525,-0.11608,-0.126145,-0.0436151,-0.0258358,-0.0100937,-0.235724,0.00983186,0.0070624
-1.72988,-0.0359801,-0.0481403,-0.0418696,-0.0282674,-0.0377876,-0.226715,0.0237397,0.0297737,-0.38787,-0.126895,-0.18546,-0.453818,-0.382967,-0.216462,-0.0418696,-0.237038,-0.0538471,-0.226715,-0.15864,-0.269055,-0.38787,-0.589061,-0.480278,-0.453818,-0.0306253,-0.017853,-1.72988,-0.0076752,-0.0104761,-0.226715,-0.0148435,-0.0100552,-0.38787,-0.0200982,-0.0110415,-0.453818,0.0428988,0.0127818,-1.72988,-0.0616464,-0.0544158,-0.0418696,-0.0344254,-0.0157973,-0.38787,-0.00610722,-0.00792405,-0.453818,-0.0503539,-0.208399,-1.72988,-0.110942,-0.1215,-0.0418696,-0.0210985,-0.00962069,-0.226715,0.0184426,0.0067486
-1.66451,-0.03781,-0.046463,-0.0401241,-0.0178314,-0.0360223,-0.217706,0.0165708,0.02833,-0.374438,-0.100697,-0.179183,-0.44278,-0.374833,-0.211873,-0.0401241,-0.2682,-0.0525634,-0.217706,-0.104811,-0.258975,-0.374438,-0.598847,-0.464645,-0.44278,-0.0292543,-0.0176347,-1.66451,-0.00794517,-0.0104181,-0.217706,-0.0135929,-0.0100094,-0.374438,-0.0201996,-0.0109695,-0.44278,0.0409868,0.0121542,-1.66451,-0.0637659,-0.0528143,-0.0401241,-0.0343909,-0.0156362,-0.374438,-0.00924467,-0.00809186,-0.44278,-0.0292082,-0.203296,-1.66451,-0.10576,-0.116856,-0.0401241,-0.0165846,-0.00914766,-0.217706,0.0257228,0.00643481
-1.59914,-0.0395852,-0.0447856,-0.0383787,-0.0085133,-0.034257,-0.208697,0.0101178,0.0268864,-0.361007,-0.0744984,-0.172905,-0.431742,-0.365474,-0.207283,-0.0383787,-0.293196,-0.0512797,-0.208697,-0.0606917,-0.248894,-0.361007,-0.608632,-0.449012,-0.431742,-0.0277801,-0.0174164,-1.59914,-0.00821354,-0.01036,-0.208697,-0.0123333,-0.00996355,-0.361007,-0.0203011,-0.0108975,-0.431742,0.0389767,0.0115267,-1.59914,-0.0658606,-0.0512128,-0.0383787,-0.0342163,-0.0154752,-0.361007,-0.0123821,-0.00825967,-0.431742,-0.0099637,-0.198193,-1.59914,-0.100564,-0.112212,-0.0383787,-0.0124169,-0.00867462,-0.208697,0.0320592,0.00612101
