Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q2_abscissa,Q2_pdf,Q2_cdf,V2_abscissa,V2_pdf,V2_cdf,Q3_abscissa,Q3_pdf,Q3_cdf,V3_abscissa,V3_pdf,V3_cdf,split
3.10637,0.0799794,0.0288125,12.3186,0.0186103,0.0251271,4.67316,0.116586,0.359038,15.0697,0.027016,0.076297,0.000219464,2.88794,0.998742,1.52841e+06,5.41597e-10,0.998304,All
3.2297,0.100597,0.0399268,12.7962,0.0237004,0.0352072,5.0224,0.112053,0.398985,15.7973,0.030932,0.0973893,0.000241411,2.51228,0.998801,1.68125e+06,4.71897e-10,0.998381,All
3.35302,0.122913,0.0536943,13.2737,0.0292986,0.0478445,5.37164,0.106914,0.437235,16.5249,0.0346165,0.121254,0.000263357,2.21175,0.998853,1.83409e+06,4.16053e-10,0.998449,All
3.47634,0.146297,0.0702868,13.7513,0.0352576,0.0632478,5.72089,0.101425,0.473623,17.2525,0.0379671,0.147683,0.000285303,1.96684,0.998899,1.98693e+06,3.70479e-10,0.998509,All
3.59967,0.170049,0.0897931,14.2288,0.0414052,0.0815491,6.07013,0.0957799,0.508061,17.9801,0.0409047,0.176404,0.00030725,1.76409,0.99894,2.13977e+06,3.32704e-10,0.998562,All
3.72299,0.193449,0.112214,14.7064,0.0475564,0.102795,6.41937,0.0901198,0.540522,18.7077,0.0433744,0.207094,0.000329196,1.59399,0.998977,2.29261e+06,3.00972e-10,0.998611,All
3.84631,0.215797,0.137463,15.1839,0.0535258,0.126941,6.76862,0.0845485,0.571019,19.4353,0.0453446,0.239402,0.000351143,1.44961,0.99901,2.44545e+06,2.74007e-10,0.998655,All
3.96964,0.23646,0.16537,15.6615,0.0591388,0.15386,7.11786,0.0791387,0.599597,20.1629,0.0468048,0.272957,0.000373089,1.3258,0.99904,2.59829e+06,2.50861e-10,0.998695,All
4.09296,0.2549,0.195694,16.139,0.0642406,0.183343,7.4671,0.0739396,0.626321,20.8905,0.0477627,0.307391,0.000395035,1.21867,0.999068,2.75113e+06,2.30813e-10,0.998731,All
4.21628,0.27069,0.228132,16.6166,0.0687038,0.215115,7.81634,0.0689827,0.651271,21.6182,0.0482404,0.342346,0.000416982,1.12524,0.999094,2.90397e+06,2.13312e-10,0.998765,All
4.33961,0.283531,0.262337,17.0941,0.0724317,0.248845,8.16559,0.0642861,0.674535,22.3458,0.0482713,0.377483,0.000438928,1.04316,0.999118,3.05681e+06,1.97924e-10,0.998797,All
4.46293,0.293246,0.297935,17.5717,0.0753603,0.284167,8.51483,0.0598582,0.696205,23.0734,0.0478967,0.412493,0.000460875,0.9706,0.99914,3.20965e+06,1.84309e-10,0.998826,All
4.58625,0.299778,0.334534,18.0492,0.0774578,0.320689,8.86407,0.0556997,0.716376,23.801,0.0471628,0.447096,0.000482821,0.906073,0.99916,3.36249e+06,1.72191e-10,0.998853,All
4.70958,0.303176,0.371745,18.5268,0.0787222,0.358014,9.21332,0.0518067,0.735142,24.5286,0.0461182,0.48105,0.000504767,0.848386,0.99918,3.51533e+06,1.6135e-10,0.998879,All
4.8329,0.303579,0.409188,19.0043,0.0791778,0.395748,9.56256,0.0481712,0.752592,25.2562,0.044812,0.514145,0.000526714,0.796566,0.999198,3.66817e+06,1.51604e-10,0.998903,All
4.95622,0.301197,0.446507,19.4819,0.0788704,0.433515,9.9118,0.044783,0.768817,25.9838,0.0432918,0.546209,0.00054866,0.749808,0.999215,3.82101e+06,1.42803e-10,0.998925,All
5.07955,0.296297,0.483374,19.9594,0.0778632,0.470966,10.261,0.0416303,0.7839,26.7114,0.041603,0.577103,0.000570607,0.707446,0.999231,3.97385e+06,1.34825e-10,0.998946,All
5.20287,0.289179,0.519497,20.437,0.0762312,0.507783,10.6103,0.0387005,0.797921,27.439,0.0397873,0.60672,0.000592553,0.668921,0.999246,4.1267e+06,1.27565e-10,0.998966,All
5.32619,0.280167,0.554621,20.9145,0.0740576,0.543688,10.9595,0.0359803,0.810956,28.1667,0.0378829,0.634981,0.0006145,0.633763,0.99926,4.27954e+06,1.20935e-10,0.998985,All
5.44952,0.269586,0.588534,21.3921,0.0714289,0.578443,11.3088,0.0334567,0.823076,28.8943,0.0359235,0.661835,0.000636446,0.601575,0.999274,4.43238e+06,1.14861e-10,0.999003,All
5.57284,0.257761,0.621062,21.8696,0.0684319,0.611851,11.658,0.0311169,0.834347,29.6219,0.0339387,0.687252,0.000658392,0.572016,0.999286,4.58522e+06,1.0928e-10,0.99902,All
5.69616,0.244998,0.652072,22.3472,0.0651508,0.643757,12.0073,0.0289482,0.844831,30.3495,0.0319539,0.711223,0.000680339,0.544795,0.999299,4.73806e+06,1.04138e-10,0.999037,All
5.81948,0.231585,0.681464,22.8247,0.0616648,0.674044,12.3565,0.0269387,0.854585,31.0771,0.0299906,0.733757,0.000702285,0.519661,0.99931,4.8909e+06,9.93874e-11,0.999052,All
5.94281,0.21778,0.709175,23.3023,0.0580469,0.702632,12.7057,0.0250771,0.863664,31.8047,0.0280664,0.754876,0.000724232,0.496396,0.999322,5.04374e+06,9.49878e-11,0.999067,All
6.06613,0.203814,0.735172,23.7798,0.0543624,0.729474,13.055,0.0233524,0.872117,32.5323,0.0261956,0.774613,0.000746178,0.474812,0.999332,5.19658e+06,9.09038e-11,0.999081,All
6.18945,0.189887,0.759447,24.2574,0.0506685,0.754552,13.4042,0.0217546,0.87999,33.2599,0.0243894,0.793012,0.000768124,0.454743,0.999342,5.34942e+06,8.71046e-11,0.999095,All
6.31278,0.176169,0.782015,24.7349,0.0470144,0.777874,13.7535,0.0202742,0.887326,33.9875,0.0226562,0.810123,0.000790071,0.436044,0.999352,5.50226e+06,8.35631e-11,0.999108,All
6.4361,0.162799,0.802912,25.2125,0.0434408,0.799469,14.1027,0.0189024,0.894164,34.7152,0.0210022,0.826001,0.000812017,0.418588,0.999362,5.6551e+06,8.02554e-11,0.99912,All
6.55942,0.149891,0.822188,25.69,0.0399811,0.819383,14.452,0.017631,0.900541,35.4428,0.0194314,0.840706,0.000833964,0.402262,0.999371,5.80794e+06,7.71604e-11,0.999132,All
6.68275,0.13753,0.839905,26.1676,0.0366612,0.837677,14.8012,0.0164522,0.90649,36.1704,0.0179461,0.854299,0.00085591,0.386967,0.999379,5.96078e+06,7.42594e-11,0.999144,All
6.80607,0.12578,0.856134,26.6451,0.0335005,0.854423,15.1505,0.0153591,0.912043,36.898,0.016547,0.866842,0.000877856,0.372613,0.999388,6.11362e+06,7.15358e-11,0.999155,All
6.92939,0.114685,0.870955,27.1227,0.0305129,0.869701,15.4997,0.014345,0.917227,37.6256,0.0152339,0.878399,0.000899803,0.359121,0.999396,6.26646e+06,6.89747e-11,0.999166,All
7.05272,0.104272,0.884449,27.6002,0.0277068,0.883595,15.8489,0.013404,0.922071,38.3532,0.0140053,0.889031,0.000921749,0.346421,0.999403,6.4193e+06,6.65629e-11,0.999176,All
7.17604,0.0945515,0.896702,28.0778,0.0250866,0.896193,16.1982,0.0125305,0.926598,39.0808,0.0128592,0.8988,0.000943696,0.334449,0.999411,6.57214e+06,6.42884e-11,0.999186,All
7.29936,0.0855223,0.907799,28.5553,0.0226529,0.907585,16.5474,0.0117193,0.930831,39.8084,0.0117928,0.907764,0.000965642,0.323148,0.999418,6.72498e+06,6.21405e-11,0.999196,All
7.42269,0.0771734,0.917824,29.0329,0.0204034,0.917858,16.8967,0.0109657,0.93479,40.536,0.0108029,0.91598,0.000987589,0.312466,0.999425,6.87783e+06,6.01096e-11,0.999205,All
7.54601,0.0694857,0.92686,29.5104,0.0183335,0.927101,17.2459,0.0102652,0.938496,41.2636,0.00988613,0.923502,0.00100953,0.302357,0.999432,7.03067e+06,5.81868e-11,0.999214,All
7.66933,0.0624341,0.934988,29.988,0.0164366,0.935396,17.5952,0.00961396,0.941966,41.9913,0.00903869,0.930383,0.00103148,0.292779,0.999438,7.18351e+06,5.63644e-11,0.999223,All
7.79266,0.0559888,0.942284,30.4655,0.0147049,0.942826,17.9444,0.00900815,0.945217,42.7189,0.00825679,0.936671,0.00105343,0.283694,0.999445,7.33635e+06,5.46351e-11,0.999232,All
7.91598,0.0501169,0.948821,30.9431,0.0131294,0.949466,18.2936,0.00844437,0.948263,43.4465,0.00753657,0.942413,0.00107537,0.275066,0.999451,7.48919e+06,5.29923e-11,0.99924,All
8.0393,0.0447837,0.954668,31.4206,0.0117009,0.955389,18.6429,0.00791949,0.951119,44.1741,0.00687418,0.947653,0.00109732,0.266865,0.999457,7.64203e+06,5.14302e-11,0.999248,All
8.16263,0.0399534,0.959888,31.8982,0.0104094,0.960663,18.9921,0.00743058,0.953799,44.9017,0.00626584,0.95243,0.00111927,0.259062,0.999462,7.79487e+06,4.99432e-11,0.999255,All
8.28595,0.03559,0.964541,32.3757,0.00924521,0.965351,19.3414,0.00697499,0.956313,45.6293,0.00570785,0.956783,0.00114121,0.251629,0.999468,7.94771e+06,4.85264e-11,0.999263,All
8.40927,0.031658,0.968684,32.8533,0.0081984,0.969512,19.6906,0.00655026,0.958674,46.3569,0.00519666,0.960747,0.00116316,0.244543,0.999473,8.10055e+06,4.71753e-11,0.99927,All
8.5326,0.0281226,0.972366,33.3308,0.00725946,0.973199,20.0399,0.00615411,0.960892,47.0845,0.00472884,0.964356,0.00118511,0.237781,0.999479,8.25339e+06,4.58857e-11,0.999277,All
8.65592,0.0249507,0.975635,33.8084,0.0064192,0.976461,20.3891,0.00578444,0.962976,47.8121,0.00430114,0.967639,0.00120705,0.231324,0.999484,8.40623e+06,4.46537e-11,0.999284,All
8.77924,0.0221104,0.978533,34.2859,0.00566884,0.979344,20.7383,0.00543935,0.964935,48.5398,0.00391048,0.970624,0.001229,0.225152,0.999489,8.55907e+06,4.34757e-11,0.999291,All
8.90257,0.0195717,0.981101,34.7635,0.00500008,0.981888,21.0876,0.00511704,0.966778,49.2674,0.00355395,0.973338,0.00125095,0.219247,0.999494,8.71191e+06,4.23485e-11,0.999298,All
9.02589,0.0173065,0.983372,35.241,0.00440516,0.984131,21.4368,0.00481587,0.968512,49.995,0.00322882,0.975803,0.00127289,0.213595,0.999499,8.86475e+06,4.12691e-11,0.999304,All
9.14921,0.0152886,0.985379,35.7186,0.00387685,0.986106,21.7861,0.00453434,0.970144,50.7226,0.00293253,0.978043,0.00129484,0.20818,0.999503,9.01759e+06,4.02347e-11,0.99931,All
9.27254,0.0134936,0.987152,36.1961,0.00340845,0.987844,22.1353,0.00427105,0.971681,51.4502,0.00266269,0.980077,0.00131678,0.202989,0.999508,9.17043e+06,3.92428e-11,0.999316,All
9.39586,0.0118992,0.988716,36.6737,0.00299379,0.98937,22.4846,0.0040247,0.973129,52.1778,0.00241709,0.981924,0.00133873,0.198009,0.999512,9.32327e+06,3.82908e-11,0.999322,All
9.51918,0.0104848,0.990094,37.1512,0.00262723,0.990711,22.8338,0.0037941,0.974494,52.9054,0.00219367,0.9836,0.00136068,0.193227,0.999516,9.47611e+06,3.73766e-11,0.999328,All
9.64251,0.0092316,0.991308,37.6288,0.00230363,0.991887,23.183,0.00357816,0.975781,53.633,0.00199052,0.985121,0.00138262,0.188634,0.999521,9.62896e+06,3.64982e-11,0.999334,All
9.76583,0.0081225,0.992377,38.1063,0.0020183,0.992917,23.5323,0.00337584,0.976995,54.3606,0.00180589,0.986501,0.00140457,0.184218,0.999525,9.7818e+06,3.56535e-11,0.999339,All
9.88915,0.00714199,0.993317,38.5839,0.00176701,0.99382,23.8815,0.00318622,0.978141,55.0883,0.00163816,0.987753,0.00142652,0.179971,0.999529,9.93464e+06,3.48408e-11,0.999345,All
10.0125,0.00627601,0.994143,39.0614,0.00154595,0.99461,24.2308,0.00300842,0.979222,55.8159,0.00148583,0.988889,0.00144846,0.175883,0.999533,1.00875e+07,3.40585e-11,0.99935,All
10.1358,0.00551191,0.994869,39.539,0.00135167,0.9953,24.58,0.00284163,0.980243,56.5435,0.00134754,0.989919,0.00147041,0.171947,0.999536,1.02403e+07,3.33049e-11,0.999355,All
10.2591,0.00483828,0.995507,40.0165,0.0011811,0.995904,24.9293,0.0026851,0.981208,57.2711,0.00122202,0.990853,0.00149236,0.168155,0.99954,1.03932e+07,3.25786e-11,0.99936,All
10.3824,0.00424489,0.996066,40.4941,0.00103148,0.996432,25.2785,0.00253814,0.98212,57.9987,0.00110813,0.9917,0.0015143,0.164499,0.999544,1.0546e+07,3.18783e-11,0.999365,All
10.5058,0.00372259,0.996557,40.9716,0.000900343,0.996892,25.6277,0.00240012,0.982982,58.7263,0.00100482,0.992468,0.00153625,0.160972,0.999547,1.06988e+07,3.12026e-11,0.99937,All
10.6291,0.00326318,0.996987,41.4492,0.000785496,0.997294,25.977,0.00227042,0.983797,59.4539,0.000911111,0.993164,0.0015582,0.157569,0.999551,1.08517e+07,3.05504e-11,0.999374,All
10.7524,0.00285935,0.997364,41.9267,0.00068499,0.997645,26.3262,0.00214851,0.984569,60.1815,0.000826136,0.993796,0.00158014,0.154283,0.999554,1.10045e+07,2.99205e-11,0.999379,All
10.8757,0.0025046,0.997694,42.4043,0.000597095,0.997951,26.6755,0.00203387,0.985299,60.9091,0.000749091,0.994369,0.00160209,0.151109,0.999558,1.11574e+07,2.93119e-11,0.999384,All
10.9991,0.00219314,0.997983,42.8818,0.000520277,0.998217,27.0247,0.00192603,0.98599,61.6368,0.000679245,0.994888,0.00162403,0.148041,0.999561,1.13102e+07,2.87236e-11,0.999388,All
11.1224,0.00191983,0.998236,43.3594,0.000453181,0.998449,27.374,0.00182453,0.986645,62.3644,0.000615931,0.995359,0.00164598,0.145075,0.999564,1.1463e+07,2.81547e-11,0.999392,All
11.2457,0.00168012,0.998458,43.8369,0.000394608,0.998651,27.7232,0.00172898,0.987265,63.092,0.000558543,0.995786,0.00166793,0.142206,0.999567,1.16159e+07,2.76042e-11,0.999397,All
11.369,0.00146997,0.998652,44.3145,0.000343502,0.998827,28.0725,0.00163898,0.987853,63.8196,0.00050653,0.996173,0.00168987,0.139429,0.99957,1.17687e+07,2.70713e-11,0.999401,All
11.4924,0.00128582,0.998822,44.792,0.000298932,0.99898,28.4217,0.00155419,0.988411,64.5472,0.000459392,0.996524,0.00171182,0.136741,0.999573,1.19216e+07,2.65554e-11,0.999405,All
11.6157,0.0011245,0.99897,45.2696,0.00026008,0.999114,28.7709,0.00147427,0.988939,65.2748,0.000416672,0.996842,0.00173377,0.134138,0.999576,1.20744e+07,2.60555e-11,0.999409,All
11.739,0.000983246,0.9991,45.7471,0.000226226,0.999229,29.1202,0.00139892,0.989441,66.0024,0.000377957,0.997131,0.00175571,0.131615,0.999579,1.22272e+07,2.55711e-11,0.999413,All
11.8623,0.000859594,0.999213,46.2247,0.000196738,0.99933,29.4694,0.00132784,0.989917,66.73,0.000342873,0.997393,0.00177766,0.12917,0.999582,1.23801e+07,2.51014e-11,0.999417,All
11.9856,0.000751385,0.999313,46.7022,0.000171062,0.999418,29.8187,0.00126078,0.990369,67.4576,0.000311077,0.997631,0.00179961,0.126799,0.999585,1.25329e+07,2.46459e-11,0.999421,All
12.109,0.000656716,0.999399,47.1798,0.000148713,0.999494,30.1679,0.00119748,0.990798,68.1853,0.000282261,0.997847,0.00182155,0.124499,0.999588,1.26858e+07,2.42039e-11,0.999424,All
12.2323,0.000573913,0.999475,47.6573,0.000129265,0.99956,30.5172,0.0011377,0.991206,68.9129,0.000256145,0.998042,0.0018435,0.122267,0.99959,1.28386e+07,2.3775e-11,0.999428,All
12.3556,0.000501506,0.999541,48.1349,0.000112346,0.999618,30.8664,0.00108125,0.991593,69.6405,0.000232475,0.99822,0.00186545,0.120101,0.999593,1.29914e+07,2.33585e-11,0.999432,All
12.4789,0.000438201,0.999599,48.6124,9.76306e-05,0.999668,31.2156,0.0010279,0.991961,70.3681,0.00021102,0.998381,0.00188739,0.117997,0.999596,1.31443e+07,2.2954e-11,0.999435,All
12.6023,0.000382864,0.99965,49.09,8.48349e-05,0.999712,31.5649,0.000977484,0.992311,71.0957,0.000191571,0.998528,0.00190934,0.115953,0.999598,1.32971e+07,2.25609e-11,0.999439,All
12.7256,0.000334501,0.999694,49.5675,7.37106e-05,0.999749,31.9141,0.00092981,0.992644,71.8233,0.000173941,0.99866,0.00193128,0.113968,0.999601,1.345e+07,2.21789e-11,0.999442,All
12.8489,0.000292239,0.999732,50.0451,6.40411e-05,0.999782,32.2634,0.000884719,0.992961,72.5509,0.000157956,0.998781,0.00195323,0.112037,0.999603,1.36028e+07,2.18075e-11,0.999445,All
12.9722,0.000255311,0.999766,50.5226,5.56374e-05,0.999811,32.6126,0.000842057,0.993263,73.2785,0.000143463,0.998891,0.00197518,0.11016,0.999606,1.37557e+07,2.14464e-11,0.999449,All
13.0956,0.000223049,0.999796,51.0002,4.83349e-05,0.999836,32.9619,0.00080168,0.99355,74.0061,0.000130321,0.99899,0.00199712,0.108335,0.999608,1.39085e+07,2.1095e-11,0.999452,All
13.2189,0.000194865,0.999821,51.4777,4.199e-05,0.999857,33.3111,0.000763453,0.993823,74.7338,0.000118402,0.999081,0.00201907,0.106559,0.99961,1.40613e+07,2.07531e-11,0.999455,All
13.3422,0.000170246,0.999844,51.9553,3.64777e-05,0.999876,33.6603,0.000727251,0.994083,75.4614,0.000107591,0.999163,0.00204102,0.10483,0.999613,1.42142e+07,2.04203e-11,0.999458,All
13.4655,0.000148741,0.999863,52.4328,3.16892e-05,0.999892,34.0096,0.000692955,0.994331,76.189,9.77843e-05,0.999237,0.00206296,0.103147,0.999615,1.4367e+07,2.00962e-11,0.999461,All
13.5888,0.000129958,0.999881,52.9104,2.75297e-05,0.999906,34.3588,0.000660455,0.994567,76.9166,8.88872e-05,0.999305,0.00208491,0.101509,0.999617,1.45199e+07,1.97806e-11,0.999464,All
13.7122,0.000113553,0.999896,53.3879,2.39169e-05,0.999918,34.7081,0.000629647,0.994793,77.6442,8.08142e-05,0.999367,0.00210686,0.0999126,0.999619,1.46727e+07,1.94731e-11,0.999467,All
13.8355,9.92248e-05,0.999909,53.8655,2.07789e-05,0.999929,35.0573,0.000600436,0.995007,78.3718,7.34879e-05,0.999423,0.0021288,0.0983575,0.999622,1.48255e+07,1.91734e-11,0.99947,All
13.9588,8.67104e-05,0.99992,54.343,1.80535e-05,0.999938,35.4066,0.000572729,0.995212,79.0994,6.68383e-05,0.999474,0.00215075,0.096842,0.999624,1.49784e+07,1.88814e-11,0.999473,All
14.0821,7.57803e-05,0.99993,54.8206,1.56865e-05,0.999946,35.7558,0.000546441,0.995408,79.827,6.08019e-05,0.99952,0.00217269,0.0953646,0.999626,1.51312e+07,1.85966e-11,0.999476,All
