simulations,OFV
500,946.368
1000,951.546
1500,952.118
2000,951.442
2500,952.549
3000,953.219
3500,952.961
4000,953.429
4500,953.649
5000,953.559
5500,953.412
6000,953.588
6500,953.449
7000,953.669
7500,953.562
8000,953.54
8500,953.758
9000,953.405
9500,953.297
10000,953.432
10500,953.247
11000,953.356
11500,953.475
12000,953.109
12500,953.094
13000,952.753
13500,952.328
14000,952.196
14500,952.251
15000,951.916
15500,952.037
16000,952.026
16500,952.001
17000,952.093
17500,952.156
18000,952.14
18500,952.201
19000,952.099
19500,952.066
20000,952.014
20500,951.815
21000,951.821
21500,951.785
22000,951.854
22500,951.899
23000,951.875
23500,951.898
24000,951.918
24500,951.995
25000,952.031
25500,951.995
26000,951.963
26500,951.863
27000,951.891
27500,951.876
28000,952.026
28500,952.018
29000,951.931
29500,952.019
30000,952.019
