time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.9284,1.56912,0.846748,1.1181,1.27411,1.3963,1.51348,1.62717,1.75213,1.90398,2.11675,2.50926,All
-59.8569,3.07993,1.66597,2.2029,2.50795,2.74459,2.97006,3.19085,3.42975,3.72031,4.12757,4.87202,All
-59.7853,4.53371,2.45826,3.25553,3.69933,4.04671,4.37074,4.69704,5.03659,5.45731,6.03459,7.10179,All
-59.7137,5.9397,3.22536,4.27711,4.85117,5.30555,5.72685,6.14026,6.58294,7.11781,7.8603,9.23284,All
-59.6421,7.29229,3.97531,5.26734,5.97273,6.51991,7.03526,7.5327,8.06748,8.71517,9.60652,11.2373,All
-59.5706,8.59239,4.69372,6.23349,7.06299,7.69925,8.28717,8.86753,9.49401,10.2436,11.2776,13.1626,All
-59.499,9.84474,5.38641,7.16157,8.10961,8.84189,9.49829,10.1698,10.8726,11.7178,12.8721,15.0117,All
-59.4274,11.0567,6.05119,8.06084,9.12716,9.9406,10.6757,11.4205,12.2006,13.1264,14.4152,16.7754,All
-59.3559,12.2242,6.71332,8.94793,10.1179,11.0112,11.8152,12.6164,13.4807,14.4829,15.8845,18.4739,All
-59.2843,13.3516,7.34699,9.80525,11.0841,12.0447,12.9173,13.7735,14.715,15.7923,17.2973,20.0909,All
-59.2127,14.4503,7.95967,10.6286,12.0185,13.0409,13.9803,14.9018,15.9002,17.0582,18.6525,21.6222,All
-59.1411,15.5187,8.55254,11.4197,12.9165,14.0101,15.0033,15.9986,17.0484,18.285,19.9697,23.1374,All
-59.0696,16.5456,9.10396,12.2061,13.7858,14.9441,16.0081,17.0488,18.1629,19.4639,21.2494,24.5527,All
-58.998,17.5428,9.66051,12.9704,14.6339,15.862,16.9793,18.0676,19.2343,20.6157,22.4873,25.9494,All
-58.9264,18.4963,10.1867,13.7266,15.4706,16.7554,17.915,19.0415,20.274,21.7274,23.6798,27.2952,All
-58.8549,19.4159,10.7096,14.467,16.2764,17.6116,18.8122,20.0047,21.2823,22.7993,24.8241,28.6152,All
-58.7833,20.3328,11.2093,15.1838,17.0605,18.4419,19.6913,20.9323,22.2599,23.8403,25.9275,29.8652,All
-58.7117,21.2148,11.6963,15.8611,17.8296,19.2375,20.5471,21.832,23.2074,24.8474,27.0215,31.051,All
-58.6401,22.0747,12.1933,16.5435,18.5567,20.0222,21.398,22.7193,24.1319,25.8297,28.0837,32.2335,All
-58.5686,22.905,12.6603,17.2105,19.2698,20.8065,22.2209,23.5782,25.028,26.7818,29.0889,33.3832,All
-58.497,23.7115,13.1077,17.8452,19.9775,21.5574,23.0021,24.4019,25.8909,27.7252,30.0599,34.5203,All
-58.4254,24.5055,13.5433,18.4709,20.6498,22.2956,23.7626,25.2135,26.7387,28.6221,31.0176,35.565,All
-58.3539,25.2785,13.9681,19.0692,21.3055,23.0089,24.5207,26.0002,27.5567,29.4963,31.9499,36.6132,All
-58.2823,26.0346,14.3808,19.6667,21.9628,23.6935,25.2321,26.7581,28.3824,30.3488,32.8752,37.6432,All
-58.2107,26.7615,14.8008,20.259,22.5962,24.3729,25.9509,27.5175,29.1519,31.1798,33.7469,38.6534,All
-58.1391,27.4766,15.1941,20.8312,23.2191,25.031,26.6463,28.2492,29.8967,31.9811,34.6089,39.6095,All
-58.0676,28.1743,15.5578,21.3848,23.8187,25.6718,27.3294,28.9586,30.6343,32.7696,35.4469,40.5612,All
-57.996,28.7678,15.8965,21.8598,24.3285,26.2295,27.8942,29.5497,31.269,33.4338,36.1522,41.3303,All
-57.9244,27.8351,16.0527,21.2761,23.5931,25.4102,27.0252,28.582,30.2479,32.3291,34.8715,39.8625,All
-57.8529,26.9533,16.1001,20.7019,22.9015,24.6491,26.193,27.695,29.2813,31.2903,33.7363,38.4744,All
-57.7813,26.1172,16.086,20.2023,22.2713,23.9213,25.4076,26.8375,28.3696,30.3068,32.6781,37.1368,All
-57.7097,25.3243,16.0742,19.6687,21.6378,23.234,24.6487,26.032,27.4934,29.3509,31.6596,35.9571,All
-57.6381,24.5886,16.0177,19.1992,21.0598,22.5925,23.9168,25.2629,26.6952,28.4109,30.6872,34.7989,All
-57.5666,23.9051,15.8709,18.7703,20.5173,21.9801,23.2495,24.5297,25.9343,27.5947,29.7601,33.771,All
-57.495,23.2498,15.7185,18.3395,19.9923,21.4099,22.6254,23.8461,25.2214,26.7976,28.8767,32.769,All
-57.4234,22.6253,15.4757,17.9297,19.5162,20.847,22.0283,23.1967,24.57,26.0332,28.111,31.8335,All
-57.3519,22.0291,15.2419,17.5408,19.072,20.3399,21.4651,22.6072,23.9016,25.3357,27.3376,30.9369,All
-57.2803,21.4567,15.0068,17.1456,18.6362,19.8387,20.925,22.0308,23.2895,24.6982,26.5846,30.1238,All
-57.2087,20.9574,14.756,16.7811,18.2227,19.3592,20.4118,21.4997,22.7189,24.107,25.9171,29.3331,All
-57.1371,20.4625,14.4915,16.4249,17.8138,18.8975,19.9334,20.9862,22.163,23.5435,25.315,28.6071,All
-57.0656,19.9967,14.2013,16.0751,17.4292,18.48,19.4874,20.5143,21.6663,22.9796,24.7077,27.9245,All
-56.994,19.5511,13.9231,15.7175,17.046,18.0712,19.0633,20.0615,21.1516,22.4507,24.1371,27.2906,All
-56.9224,19.1306,13.6389,15.3737,16.6659,17.6806,18.6551,19.6092,20.6871,21.9712,23.6004,26.725,All
-56.8509,18.7257,13.3247,15.0356,16.2993,17.3085,18.2662,19.1978,20.2333,21.4962,23.126,26.2569,All
-56.7793,18.3324,13.023,14.7031,15.9557,16.9309,17.8753,18.792,19.8157,21.054,22.6646,25.7825,All
-56.7077,17.9486,12.7117,14.3749,15.6051,16.5759,17.5029,18.4169,19.4365,20.6456,22.2282,25.3296,All
-56.6361,17.5746,12.4097,14.066,15.2738,16.2384,17.1388,18.0234,19.0575,20.2479,21.8291,24.8918,All
-56.5646,17.2159,12.1303,13.7604,14.9459,15.8949,16.7764,17.6634,18.6784,19.8626,21.4481,24.4676,All
-56.493,16.8739,11.8483,13.4497,14.6259,15.559,16.4468,17.308,18.3235,19.4914,21.0815,24.1158,All
-56.4214,16.5463,11.5656,13.1503,14.3155,15.2426,16.1218,16.9692,17.9654,19.1489,20.7378,23.7955,All
-56.3498,16.2159,11.3011,12.8626,14.0108,14.9366,15.7919,16.6379,17.6195,18.8087,20.4228,23.4719,All
-56.2783,15.8944,11.0475,12.589,13.7157,14.6268,15.4848,16.3272,17.2999,18.4753,20.1225,23.2525,All
-56.2067,15.5943,10.8175,12.3352,13.4248,14.3261,15.1836,16.0125,16.9923,18.1329,19.8155,23.0161,All
-56.1351,15.2986,10.5727,12.0672,13.1508,14.0427,14.8959,15.7172,16.6902,17.8335,19.512,22.7872,All
-56.0636,15.0068,10.3331,11.8141,12.8783,13.7724,14.5902,15.422,16.3899,17.5401,19.2184,22.6098,All
-55.992,14.7199,10.1211,11.5865,12.6147,13.5003,14.3073,15.1341,16.0985,17.2555,18.9297,22.4403,All
-55.9204,14.4478,9.89679,11.3509,12.3618,13.2311,14.0295,14.847,15.7951,16.9189,18.5626,21.9452,All
-55.8488,14.1823,9.68626,11.1247,12.1175,12.9736,13.7639,14.5632,15.4972,16.5952,18.2368,21.4991,All
-55.7773,13.9177,9.49242,10.9011,11.876,12.7257,13.5028,14.288,15.2131,16.3069,17.89,21.0239,All
-55.7057,13.663,9.29059,10.6878,11.6506,12.4809,13.2532,14.0345,14.9395,16.0239,17.5727,20.614,All
-55.6341,13.4145,9.10421,10.4814,11.4301,12.2478,13.0155,13.7827,14.6738,15.734,17.2597,20.2444,All
-55.5626,13.1743,8.92062,10.2773,11.2206,12.0295,12.7795,13.5515,14.4104,15.473,16.9536,19.8472,All
-55.491,12.9493,8.73052,10.0909,11.0258,11.8189,12.5533,13.3189,14.1624,15.2048,16.6691,19.5192,All
-55.4194,12.7221,8.53905,9.90372,10.8381,11.6113,12.3311,13.0868,13.9209,14.9571,16.3866,19.1613,All
-55.3478,12.506,8.37067,9.72766,10.6507,11.4125,12.1224,12.8672,13.6826,14.7054,16.1236,18.8033,All
-55.2763,12.2959,8.21516,9.55432,10.4657,11.2121,11.9156,12.6578,13.452,14.4657,15.8694,18.4882,All
-55.2047,12.087,8.05455,9.37729,10.2822,11.0143,11.7137,12.452,13.233,14.2318,15.6369,18.1698,All
-55.1331,11.8851,7.90413,9.21171,10.1029,10.8306,11.5208,12.2465,13.0205,13.9995,15.3838,17.9005,All
-55.0616,11.695,7.75135,9.05662,9.93718,10.6554,11.3309,12.0423,12.8227,13.781,15.1483,17.623,All
-54.99,11.5061,7.60568,8.90405,9.76288,10.4815,11.1536,11.853,12.6239,13.5734,14.9129,17.3608,All
-54.9184,11.3215,7.47423,8.75066,9.59954,10.3121,10.9811,11.6659,12.4344,13.3639,14.6829,17.0932,All
-54.8468,11.139,7.33176,8.60368,9.43722,10.1397,10.8095,11.4874,12.247,13.1674,14.4555,16.8333,All
-54.7753,10.9695,7.19245,8.46223,9.28627,9.9819,10.6448,11.3186,12.0617,12.9683,14.2521,16.5866,All
-54.7037,10.8047,7.06366,8.33281,9.13716,9.83069,10.4823,11.1508,11.8854,12.7771,14.0506,16.3833,All
-54.6321,10.6382,6.92868,8.19181,8.99121,9.67452,10.3224,10.9845,11.7165,12.5951,13.8446,16.1441,All
-54.5606,10.481,6.81214,8.05734,8.85316,9.52833,10.169,10.8184,11.5464,12.4163,13.6449,15.8795,All
-54.489,10.3263,6.69505,7.92447,8.71487,9.37929,10.0164,10.6645,11.3781,12.2554,13.4701,15.6482,All
-54.4174,10.1797,6.58083,7.80413,8.57906,9.24199,9.86641,10.5161,11.218,12.0879,13.2811,15.4413,All
-54.3458,10.0287,6.46981,7.67936,8.44454,9.10641,9.72303,10.3709,11.0589,11.9299,13.1136,15.2319,All
-54.2743,9.88914,6.36011,7.55302,8.32041,8.9747,9.58403,10.2293,10.9073,11.762,12.9423,15.0413,All
-54.2027,9.75021,6.25832,7.4396,8.18848,8.84759,9.44511,10.0804,10.7664,11.6133,12.7755,14.8354,All
-54.1311,9.61406,6.15659,7.3208,8.0656,8.72533,9.31016,9.94329,10.6245,11.462,12.6192,14.6339,All
-54.0596,9.48121,6.04982,7.20948,7.94884,8.60639,9.18003,9.80855,10.4842,11.3067,12.4561,14.4567,All
-53.988,9.35284,5.95346,7.10178,7.83651,8.48161,9.05543,9.67858,10.3475,11.1637,12.3068,14.2751,All
-53.9164,9.22532,5.85571,6.99381,7.7244,8.36314,8.93703,9.55489,10.2158,11.0269,12.1549,14.1045,All
-53.8448,9.10064,5.74941,6.88753,7.62067,8.24888,8.81805,9.42475,10.0856,10.8873,12.0038,13.9412,All
-53.7733,8.9883,5.65399,6.78677,7.51456,8.13992,8.70067,9.30405,9.95623,10.752,11.8524,13.7923,All
-53.7017,8.87135,5.55811,6.68868,7.40879,8.0314,8.58939,9.17871,9.83207,10.6175,11.7125,13.6359,All
-53.6301,8.75465,5.45911,6.59325,7.30983,7.92371,8.48294,9.06134,9.71615,10.4878,11.5813,13.4872,All
-53.5586,8.64124,5.37011,6.4968,7.2147,7.82686,8.37273,8.94642,9.59992,10.3573,11.4464,13.3424,All
-53.487,8.54014,5.28435,6.40693,7.12042,7.73099,8.26826,8.83926,9.48799,10.2371,11.3178,13.2017,All
-53.4154,8.43446,5.20379,6.31563,7.02542,7.6319,8.16429,8.73233,9.37555,10.1245,11.1979,13.0638,All
-53.3438,8.33625,5.1166,6.22677,6.93246,7.53541,8.06312,8.62353,9.26453,10.0203,11.0749,12.9244,All
-53.2723,8.23413,5.0395,6.1382,6.84096,7.44164,7.96571,8.52143,9.15491,9.90759,10.9503,12.7763,All
-53.2007,8.13921,4.9558,6.0519,6.75083,7.3545,7.8683,8.41519,9.05062,9.79741,10.8312,12.6507,All
-53.1291,8.04484,4.87962,5.97415,6.66057,7.26179,7.77093,8.31217,8.9455,9.68889,10.7162,12.5253,All
-53.0576,7.94764,4.80172,5.89187,6.57617,7.16706,7.68036,8.21371,8.84906,9.58659,10.614,12.4014,All
-52.986,7.85825,4.73135,5.8074,6.49185,7.072,7.59232,8.11987,8.75319,9.4809,10.497,12.2753,All
-52.9144,7.77094,4.65739,5.7323,6.412,6.99203,7.50138,8.02744,8.65672,9.37794,10.3935,12.1646,All
-52.8428,7.68517,4.59374,5.6563,6.32896,6.90609,7.41219,7.93951,8.56039,9.27818,10.286,12.0503,All
-52.7713,7.59436,4.5243,5.57863,6.25301,6.82686,7.32591,7.85215,8.46974,9.18158,10.1841,11.9306,All
-52.6997,7.50506,4.45402,5.50156,6.17415,6.75031,7.24949,7.77236,8.38041,9.08386,10.0815,11.8299,All
-52.6281,7.42227,4.39155,5.43361,6.09999,6.67167,7.16523,7.682,8.28521,8.99573,9.97736,11.7255,All
-52.5566,7.33839,4.32598,5.36342,6.02736,6.59309,7.08298,7.59791,8.20142,8.90038,9.87904,11.6147,All
-52.485,7.25286,4.26591,5.29555,5.95718,6.51857,7.00573,7.5213,8.11805,8.81645,9.78563,11.5098,All
-52.4134,7.17298,4.19937,5.22662,5.88896,6.44144,6.93107,7.43878,8.02999,8.72733,9.68478,11.4027,All
-52.3418,7.0951,4.14478,5.16218,5.82016,6.36554,6.86028,7.36189,7.94851,8.64235,9.59761,11.2971,All
-52.2703,7.02043,4.08938,5.09542,5.75396,6.29419,6.78694,7.28242,7.87574,8.55788,9.50789,11.2012,All
-52.1987,6.94649,4.02898,5.03248,5.68669,6.22227,6.71618,7.20961,7.79649,8.47766,9.42129,11.1026,All
-52.1271,6.8748,3.97364,4.97031,5.62176,6.15098,6.64585,7.1397,7.71802,8.39582,9.33085,11.0112,All
-52.0556,6.80087,3.92283,4.90754,5.55534,6.08676,6.5716,7.06343,7.64393,8.31192,9.24452,10.9201,All
-51.984,6.72862,3.86968,4.84915,5.49162,6.02026,6.50443,6.9917,7.57093,8.2364,9.1589,10.8259,All
-51.9124,6.6627,3.81334,4.79115,5.43354,5.95839,6.43381,6.91989,7.49533,8.15658,9.08252,10.7329,All
-51.8408,6.59994,3.76608,4.73408,5.36963,5.89576,6.36901,6.85233,7.42033,8.08105,9.0028,10.6452,All
-51.7693,6.53157,3.71898,4.68168,5.30976,5.83314,6.31121,6.78861,7.34688,8.01258,8.91665,10.555,All
-51.6977,6.46476,3.66758,4.62937,5.25255,5.77104,6.24955,6.71789,7.27036,7.94068,8.82947,10.4686,All
-51.6261,6.39972,3.62119,4.57704,5.19421,5.71509,6.1836,6.65026,7.2014,7.8677,8.75265,10.3878,All
-51.5546,6.33943,3.57308,4.52179,5.13835,5.65469,6.12499,6.58677,7.134,7.79975,8.67755,10.3042,All
-51.483,6.27614,3.52529,4.46763,5.07995,5.5946,6.06579,6.52548,7.06816,7.72537,8.59876,10.2133,All
-51.4114,6.21605,3.48114,4.41474,5.02806,5.53457,6.0081,6.46392,7.00283,7.65438,8.52918,10.1327,All
-51.3398,6.15807,3.43459,4.36498,4.97482,5.47774,5.94868,6.40192,6.94192,7.58755,8.45962,10.0554,All
-51.2683,6.10691,3.38965,4.31461,4.9178,5.42251,5.88788,6.3421,6.87494,7.51877,8.39144,9.97291,All
-51.1967,6.05268,3.3506,4.26037,4.8655,5.36513,5.8264,6.2879,6.81929,7.45656,8.31824,9.89532,All
-51.1251,5.99683,3.30364,4.20985,4.81106,5.31195,5.7685,6.2302,6.75841,7.39155,8.24229,9.81987,All
-51.0536,5.93997,3.26539,4.16081,4.7593,5.26044,5.71432,6.17304,6.69688,7.32504,8.16914,9.74469,All
-50.982,5.88753,3.22124,4.11468,4.7084,5.21001,5.66003,6.11642,6.63494,7.26759,8.10479,9.65669,All
-50.9104,5.83744,3.18162,4.07006,4.66035,5.15961,5.60667,6.0646,6.57675,7.2059,8.04029,9.58383,All
-50.8388,5.78568,3.14346,4.02655,4.61431,5.10786,5.55528,6.00897,6.52077,7.1432,7.97504,9.50451,All
-50.7673,5.73091,3.10249,3.98309,4.56732,5.05509,5.50132,5.95695,6.46746,7.08244,7.90997,9.42622,All
-50.6957,5.67842,3.06152,3.94028,4.52174,5.0063,5.45052,5.90516,6.41654,7.01926,7.84913,9.35966,All
-50.6241,5.62737,3.02327,3.89829,4.47884,4.95704,5.39996,5.85335,6.36173,6.96464,7.78214,9.28689,All
-50.5526,5.57892,2.98564,3.85795,4.43265,4.90826,5.34942,5.80083,6.30712,6.90732,7.71923,9.20497,All
-50.481,5.52644,2.94914,3.8141,4.38535,4.86128,5.30458,5.74719,6.25426,6.85485,7.66072,9.1438,All
-50.4094,5.47738,2.9138,3.77653,4.34149,4.81739,5.25938,5.69997,6.20118,6.79659,7.60257,9.07215,All
-50.3378,5.42704,2.87695,3.73711,4.29783,4.77177,5.21129,5.65292,6.15044,6.74193,7.54341,9.00802,All
-50.2663,5.37878,2.84671,3.70238,4.25876,4.72625,5.16416,5.60517,6.102,6.68579,7.48094,8.95318,All
-50.1947,5.32953,2.81178,3.66192,4.21535,4.67897,5.11439,5.55606,6.05333,6.6311,7.42016,8.89041,All
-50.1231,5.27942,2.77513,3.62706,4.1716,4.63325,5.07069,5.51209,6.00463,6.57463,7.36638,8.82701,All
-50.0516,5.23352,2.74236,3.58839,4.12954,4.58974,5.02635,5.46761,5.95674,6.52199,7.31642,8.76724,All
-49.98,5.18882,2.70927,3.54811,4.09036,4.5468,4.98356,5.42231,5.91059,6.47304,7.26611,8.70611,All
-49.9084,5.14491,2.67619,3.51263,4.05218,4.50601,4.94117,5.37973,5.86651,6.42593,7.21076,8.64402,All
-49.8368,5.10356,2.64236,3.47468,4.01467,4.46156,4.8954,5.33302,5.81743,6.37194,7.15238,8.58155,All
-49.7653,5.0633,2.61043,3.43969,3.97768,4.41946,4.85303,5.28973,5.76971,6.32205,7.09961,8.51786,All
-49.6937,5.01736,2.58093,3.40459,3.93701,4.37792,4.81064,5.24823,5.72394,6.27464,7.0503,8.45966,All
-49.6221,4.9745,2.5515,3.37259,3.89822,4.33758,4.76745,5.20289,5.67764,6.22557,7.00044,8.3988,All
-49.5506,4.9317,2.52289,3.3363,3.86284,4.29915,4.73094,5.15895,5.63324,6.18187,6.94535,8.34377,All
-49.479,4.88935,2.49493,3.30537,3.82673,4.25975,4.69222,5.11606,5.58937,6.13565,6.89255,8.28971,All
-49.4074,4.85246,2.46477,3.27388,3.79223,4.22031,4.65452,5.07617,5.54487,6.08936,6.8471,8.23308,All
-49.3358,4.81409,2.4358,3.24138,3.75963,4.18418,4.6157,5.03684,5.50186,6.04151,6.79651,8.1795,All
-49.2643,4.77461,2.40485,3.21086,3.72534,4.14841,4.57861,4.99746,5.46037,5.99628,6.74612,8.11857,All
-49.1927,4.73501,2.37618,3.17886,3.6912,4.113,4.54036,4.95652,5.41634,5.95652,6.70267,8.05823,All
-49.1211,4.69885,2.34697,3.14621,3.65318,4.07768,4.49898,4.91771,5.37676,5.91178,6.65093,7.99924,All
-49.0495,4.6618,2.3175,3.11855,3.61952,4.03896,4.46357,4.87628,5.33755,5.87422,6.60186,7.94266,All
-48.978,4.62319,2.28893,3.08443,3.58526,4.0054,4.42461,4.83687,5.29663,5.82716,6.55138,7.88455,All
-48.9064,4.58709,2.26387,3.05611,3.55152,3.96992,4.38892,4.7994,5.25799,5.78288,6.5082,7.82911,All
-48.8348,4.55249,2.23806,3.02271,3.51983,3.93449,4.35736,4.75901,5.2171,5.74148,6.46369,7.78406,All
-48.7633,4.51601,2.21436,2.9939,3.48714,3.9002,4.32341,4.72437,5.17865,5.70394,6.41605,7.72705,All
-48.6917,4.48383,2.18903,2.96556,3.45159,3.86803,4.2881,4.68845,5.14194,5.66359,6.37294,7.67631,All
-48.6201,4.4513,2.16311,2.9386,3.42283,3.83639,4.25378,4.65284,5.10059,5.62549,6.33178,7.62726,All
-48.5485,4.41618,2.13675,2.91241,3.39055,3.80421,4.22029,4.61821,5.0618,5.58824,6.28961,7.56832,All
-48.477,4.384,2.11216,2.88439,3.3592,3.77142,4.18368,4.58404,5.02309,5.54793,6.2461,7.51921,All
-48.4054,4.35018,2.08549,2.85757,3.33007,3.73901,4.1487,4.55156,4.98474,5.5039,6.20625,7.46768,All
-48.3338,4.31651,2.06207,2.8281,3.30103,3.70927,4.11625,4.51736,4.94821,5.46304,6.16597,7.41647,All
-48.2623,4.28155,2.04031,2.799,3.27091,3.67918,4.08191,4.48263,4.91397,5.42446,6.12981,7.36761,All
-48.1907,4.24746,2.01834,2.77002,3.23952,3.64818,4.04769,4.44702,4.87937,5.3892,6.08997,7.32449,All
-48.1191,4.21603,1.99564,2.74217,3.21082,3.61568,4.01747,4.4148,4.84624,5.3506,6.04836,7.27838,All
-48.0475,4.18436,1.97186,2.71591,3.17988,3.58617,3.98671,4.38109,4.81116,5.31199,6.00411,7.23669,All
-47.976,4.67207,2.53836,3.23318,3.69497,4.08942,4.48525,4.87076,5.31557,5.82167,6.51062,7.78273,All
-47.9044,6.23015,3.95578,4.68642,5.18108,5.6177,6.0271,6.43326,6.88679,7.44031,8.15394,9.52577,All
-47.8328,7.76444,5.03876,5.94465,6.54485,7.06265,7.5475,7.9685,8.48955,9.08709,9.84397,11.2755,All
-47.7613,9.22402,5.95352,7.08725,7.79549,8.39576,8.96593,9.48603,10.0492,10.7063,11.5611,13.0838,All
-47.6897,10.6252,6.81619,8.16432,8.9789,9.65939,10.3168,10.9101,11.5464,12.2611,13.2501,14.897,All
-47.6181,11.9458,7.61048,9.17386,10.1182,10.8833,11.5993,12.2759,12.9774,13.7839,14.8815,16.6741,All
-47.5465,13.2052,8.36248,10.1333,11.2023,12.0453,12.8355,13.5807,14.3401,15.2318,16.4354,18.3906,All
-47.475,14.4284,9.11172,11.0454,12.2432,13.1775,14.0123,14.8382,15.6598,16.6329,17.9258,20.0981,All
