Cl_pop,0.0476,-0.00203,-0.0452,-0.000325,0.00119,-7.22e-6,-5.83e-5,0.00051,4.2e-5,0.000339,0.000189,-2.34e-5,-3.02e-6
beta_Cl_logtWTKG,-0.00203,0.118,0.00279,0.0042,-0.0151,0.000131,0.000386,-0.00658,-0.000669,-0.00633,-0.00113,-0.000511,0.000259
beta_Cl_tCLCRMLMIN,-0.0452,0.00279,0.0453,9.54e-5,7.88e-5,9.38e-6,1.09e-5,-9.07e-5,-1.13e-6,6.3e-6,-0.000123,4.02e-5,-7.97e-6
V1_pop,-0.000325,0.0042,9.54e-5,0.00964,-0.0136,0.0062,0.000428,-0.00475,-0.000495,-0.00533,-0.000736,-0.000388,0.000209
Q_pop,0.00119,-0.0151,7.88e-5,-0.0136,0.0719,-0.0028,-0.00145,0.018,0.00178,0.0165,0.00319,0.00127,-0.000688
V2_pop,-7.22e-6,0.000131,9.38e-6,0.0062,-0.0028,0.00602,2.11e-5,8.99e-5,-3.41e-6,-0.000549,0.00024,-4.24e-5,2.46e-5
omega_Cl,-5.83e-5,0.000386,1.09e-5,0.000428,-0.00145,2.11e-5,0.00129,-0.000641,-6.63e-5,-0.000699,-0.000108,-2.06e-5,1.32e-5
omega_V1,0.00051,-0.00658,-9.07e-5,-0.00475,0.018,8.99e-5,-0.000641,0.0107,0.000812,0.00718,0.00413,0.000563,-0.000282
corr_V2_V1,4.2e-5,-0.000669,-1.13e-6,-0.000495,0.00178,-3.41e-6,-6.63e-5,0.000812,8.14e-5,0.000773,0.000162,5.59e-5,-2.82e-5
omega_Q,0.000339,-0.00633,6.3e-6,-0.00533,0.0165,-0.000549,-0.000699,0.00718,0.000773,0.0252,0.00103,0.000593,-0.000345
omega_V2,0.000189,-0.00113,-0.000123,-0.000736,0.00319,0.00024,-0.000108,0.00413,0.000162,0.00103,0.00297,0.000111,-5.84e-5
a1,-2.34e-5,-0.000511,4.02e-5,-0.000388,0.00127,-4.24e-5,-2.06e-5,0.000563,5.59e-5,0.000593,0.000111,0.000551,-3.52e-5
a2,-3.02e-6,0.000259,-7.97e-6,0.000209,-0.000688,2.46e-5,1.32e-5,-0.000282,-2.82e-5,-0.000345,-5.84e-5,-3.52e-5,5.21e-5
