simulations, -2LL
1000,598.951
2000,598.641
3000,598.528
4000,598.555
5000,598.475
6000,598.452
7000,598.502
8000,598.399
9000,597.732
10000,597.811
11000,597.767
12000,597.826
13000,597.92
14000,597.966
15000,597.969
16000,598.042
17000,598.119
18000,598.12
19000,598.182
20000,598.173
21000,598.161
22000,598.227
23000,598.231
24000,598.198
25000,598.209
26000,598.242
27000,598.289
28000,598.223
29000,598.251
30000,598.286
