iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,10.6109,0.0335282,41.9577,0.151372,14.9085,0.439945,50.9277,0.154796
2,10.6118,0.0305128,41.9605,0.131354,14.9911,0.382308,50.9568,0.13481
3,10.6115,0.029805,42.0182,0.122655,14.9664,0.355482,51.0238,0.126833
4,10.6064,0.0291974,41.8784,0.12322,14.9889,0.344355,50.837,0.126307
5,10.6072,0.0288155,41.7687,0.122483,14.945,0.336399,50.6821,0.12515
6,10.6013,0.0282581,41.6737,0.122132,14.9415,0.331047,50.5612,0.124716
7,10.5975,0.0272629,41.5793,0.12111,14.9312,0.32339,50.4621,0.123894
8,10.5925,0.026698,41.5247,0.119337,15.0835,0.322919,50.3942,0.122366
9,10.6013,0.0263642,41.5171,0.117366,15.1554,0.318146,50.3642,0.1206
10,10.6054,0.0261692,41.4926,0.115794,15.2704,0.318492,50.3355,0.119006
11,10.6083,0.0258044,41.4763,0.114487,15.3225,0.314778,50.3267,0.11799
12,10.6083,0.0257203,41.4534,0.11332,15.2896,0.313443,50.3091,0.116964
13,10.6116,0.0258176,41.4159,0.111895,15.3173,0.312052,50.2686,0.115742
14,10.609,0.0256704,41.3688,0.111,15.3417,0.310109,50.2154,0.115048
15,10.6095,0.0254708,41.3443,0.110477,15.3762,0.308522,50.1912,0.114226
16,10.6104,0.0253877,41.3208,0.109937,15.4135,0.308687,50.1592,0.113459
17,10.6123,0.0252521,41.3072,0.109924,15.4679,0.313398,50.1509,0.113511
18,10.6153,0.0250073,41.3039,0.109941,15.5175,0.314823,50.1446,0.113655
19,10.6146,0.0248304,41.3046,0.109951,15.5627,0.315033,50.1444,0.113709
20,10.6174,0.0247775,41.3175,0.110244,15.6418,0.316369,50.1634,0.113939
21,10.6187,0.0246439,41.3262,0.110155,15.6484,0.316245,50.1733,0.113832
22,10.6207,0.0247269,41.3362,0.110073,15.6775,0.316649,50.1814,0.113759
23,10.6233,0.0247891,41.3501,0.109796,15.6964,0.317572,50.2009,0.113387
24,10.6248,0.0247604,41.3667,0.109565,15.6688,0.317376,50.2195,0.113117
