iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1245.17,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1231.31,1,9.17881,11.7065,45.7111,93.4431,0.95,0.95,0.285,0.285,0.922077,0.974679,1.233,0.974679,1.08442,0.974679
3,1219.84,1,9.19541,9.83618,47.6916,92.1246,0.9025,0.9025,0.27075,0.27075,0.89441,0.95,1.20178,0.95,1.10854,0.95
4,1199.88,1,9.2526,10.7623,46.7915,74.0398,0.857375,0.857375,0.257212,0.257212,0.876336,0.925945,1.17135,0.925945,1.29003,0.925945
5,1185.59,1,9.1713,9.27405,49.1343,77.3888,0.814506,0.814506,0.244352,0.244352,0.868975,0.9025,1.28071,0.9025,1.25737,0.9025
6,1177,1,9.0823,9.4727,45.8339,85.032,0.773781,0.773781,0.232134,0.232134,0.891333,0.879648,1.24828,0.879648,1.22788,0.879648
7,1160.21,1,8.82736,9.38613,46.4552,81.2507,0.735092,0.735092,0.220528,0.220528,0.892608,0.857375,1.28034,0.857375,1.19679,0.857375
8,1151.67,1,8.75246,10.2296,48.1062,87.2478,0.698337,0.698337,0.209501,0.209501,0.889114,0.835666,1.38678,0.835666,1.16648,0.835666
9,1149.06,1,9.09334,9.49001,49.333,92.4229,0.66342,0.66342,0.199026,0.199026,0.903423,0.814506,1.398,0.814506,1.1509,0.814506
10,1108.75,1,8.93911,10.3745,46.7709,86.9595,0.630249,0.630249,0.189075,0.189075,0.895777,0.793882,1.38675,0.793882,1.12176,0.793882
11,1100,1,9.13234,10.6889,45.7034,78.7256,0.598737,0.598737,0.179621,0.179621,0.921318,0.773781,1.38079,0.773781,1.09336,0.773781
12,1097.24,1,9.04407,9.59099,43.9253,74.8614,0.5688,0.5688,0.17064,0.17064,0.925076,0.754188,1.39899,0.754188,1.10266,0.754188
13,1077.28,1,9.05386,9.05172,47.8865,71.9603,0.54036,0.54036,0.162108,0.162108,0.913319,0.735092,1.36356,0.735092,1.11501,0.735092
14,1072.17,1,8.88432,8.45315,44.8896,73.9428,0.513342,0.513342,0.154003,0.154003,0.906977,0.716479,1.33706,0.716479,1.16907,0.716479
15,1055.17,1,8.88865,7.87048,45.7573,78.043,0.487675,0.499616,0.146302,0.152733,0.885863,0.698337,1.3032,0.698337,1.13947,0.698337
16,1055.92,1,8.90208,7.679,47.9207,78.7912,0.463291,0.653193,0.138987,0.141709,0.894796,0.680655,1.31879,0.680655,1.11062,0.680655
17,1043.85,1,8.75846,6.79988,48.3281,77.1386,2.22045e-16,0.642881,0.157451,0.14015,0.880145,0.66342,1.32292,0.66342,1.20453,0.66342
18,1046.42,1,8.85027,6.80852,47.717,62.9559,2.22045e-16,0.586085,0.158558,0.140646,0.883327,0.646622,1.48395,0.646622,1.28678,0.646622
19,1045.43,1,8.95689,7.34253,46.8713,65.7478,2.22045e-16,0.525146,0.155606,0.152901,0.886708,0.630249,1.46595,0.630249,1.2898,0.630249
20,1046.59,1,9.03834,6.61168,48.2183,62.7545,2.22045e-16,0.53215,0.156973,0.15693,0.878843,0.614291,1.46586,0.614291,1.31259,0.614291
21,1039.82,1,9.03092,6.56297,48.136,70.966,2.22045e-16,0.500244,0.15618,0.158586,0.886511,0.598737,1.42874,0.598737,1.28744,0.598737
22,1030.73,1,8.9454,7.00057,47.0076,66.2542,2.22045e-16,0.550615,0.155138,0.147155,0.898087,0.583577,1.39256,0.583577,1.25485,0.583577
23,1028.07,1,8.96373,7.42515,46.6036,65.9852,2.22045e-16,0.556145,0.147666,0.152568,0.891139,0.5688,1.3573,0.5688,1.26897,0.5688
24,1023,1,9.0326,8.73226,47.964,60.0727,2.22045e-16,0.565879,0.149008,0.149221,0.885916,0.554398,1.32294,0.554398,1.2842,0.554398
25,1024.73,1,9.05582,8.55439,47.7552,57.5756,2.22045e-16,0.4981,0.153164,0.152741,0.87516,0.54036,1.33053,0.54036,1.25168,0.54036
26,1012.99,1,9.05665,8.93825,46.2153,59.9715,2.22045e-16,0.648755,0.145728,0.140406,0.893799,0.526678,1.31223,0.526678,1.23084,0.526678
27,1012.09,1,9.20814,9.07371,46.9965,60.0183,2.22045e-16,0.714906,0.148233,0.135304,0.881466,0.513342,1.39441,0.513342,1.25826,0.513342
28,1021.34,1,9.13822,9.33794,45.6759,55.0606,2.22045e-16,0.603312,0.147176,0.148101,0.8959,0.500344,1.36261,0.500344,1.29654,0.500344
29,1021.85,1,9.03975,9.65303,45.2675,58.3752,2.22045e-16,0.529476,0.14799,0.159571,0.891702,0.487675,1.32811,0.487675,1.26372,0.487675
30,1009.36,1,9.05552,10.0345,44.3885,61.5936,2.22045e-16,0.575587,0.147341,0.151183,0.899719,0.475327,1.29448,0.475327,1.23172,0.475327
31,1002.13,1,9.01411,9.10738,46.296,59.458,2.22045e-16,0.596348,0.14524,0.142875,0.897301,0.463291,1.2617,0.463291,1.20053,0.463291
32,999.233,1,9.06721,9.60913,44.8165,61.1484,2.22045e-16,0.602983,0.141845,0.146426,0.890153,0.45156,1.22976,0.45156,1.18066,0.45156
33,994.008,1,9.00344,9.91037,44.9395,64.2149,2.22045e-16,0.632977,0.140396,0.142915,0.890287,0.440127,1.22493,0.440127,1.15077,0.440127
34,1001.58,1,9.01337,9.65647,45.3492,65.3595,2.22045e-16,0.606764,0.139018,0.152544,0.893299,0.428982,1.28409,0.428982,1.12238,0.428982
35,991.814,1,9.01815,9.07599,46.7804,65.374,2.22045e-16,0.69498,0.138162,0.139387,0.896211,0.41812,1.29308,0.41812,1.10107,0.41812
36,995.223,1,9.0299,8.44455,46.882,67.7075,2.22045e-16,0.696851,0.142119,0.144262,0.87826,0.407533,1.33138,0.407533,1.07319,0.407533
37,987.703,1,8.97583,9.66117,46.3006,70.8513,2.22045e-16,0.62116,0.136792,0.14658,0.887068,0.397214,1.29766,0.397214,1.08766,0.397214
38,988.045,1,9.04567,9.08272,47.1107,64.3797,2.22045e-16,0.560302,0.140041,0.156028,0.877162,0.387157,1.26481,0.387157,1.11734,0.387157
39,984.279,1,9.02227,9.85984,45.9737,64.8622,2.22045e-16,0.554828,0.135117,0.15716,0.875089,0.377354,1.23278,0.377354,1.20012,0.377354
40,986.929,1,8.95131,10.7976,46.855,68.7405,2.22045e-16,0.559952,0.138649,0.152536,0.87896,0.367799,1.25606,0.367799,1.2174,0.367799
41,993.756,1,8.92038,10.9389,46.8174,74.5914,2.22045e-16,0.531954,0.145955,0.144909,0.896814,0.358486,1.22425,0.358486,1.2607,0.358486
