simulations,OFV
500,950.912
1000,951.756
1500,952.14
2000,951.902
2500,952.387
3000,951.092
3500,950.524
4000,947.177
4500,947.599
5000,948.111
5500,948.028
6000,948.434
6500,948.667
7000,949.054
7500,949.33
8000,949.591
8500,949.929
9000,949.816
9500,949.866
10000,949.845
10500,949.824
11000,950.117
11500,950.244
12000,950.275
12500,950.367
13000,950.256
13500,950.327
14000,950.462
14500,950.453
15000,950.489
15500,950.591
16000,950.713
16500,950.673
17000,950.679
17500,950.805
18000,950.751
18500,950.871
19000,950.741
19500,950.689
20000,950.293
20500,950.322
21000,950.102
21500,950.14
22000,950.197
22500,950.252
23000,950.091
23500,949.993
24000,950.025
24500,949.959
25000,949.982
25500,950.04
26000,950.04
26500,950.069
27000,950.11
27500,950.092
28000,950.104
28500,950.153
29000,950.169
29500,950.266
30000,950.222
