standEta_Cl_abscissa,standEta_Cl_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-1.29866,0.134143,-1.12445,0.134286,-1.07903,0.134143,All
-1.29752,0.134286,-1.12277,0.134429,-1.07773,0.134286,All
-1.29349,0.134429,-1.12277,0.134571,-1.07723,0.134429,All
-1.29349,0.134571,-1.12153,0.134714,-1.07471,0.134571,All
-1.29166,0.134714,-1.12084,0.134857,-1.07341,0.134714,All
-1.28833,0.134857,-1.11832,0.135,-1.07341,0.134857,All
-1.28647,0.135,-1.11785,0.135143,-1.07237,0.135,All
-1.28634,0.135143,-1.11738,0.135286,-1.07237,0.135143,All
-1.28336,0.135286,-1.11738,0.135429,-1.06979,0.135286,All
-1.28234,0.135429,-1.1137,0.135571,-1.06847,0.135429,All
-1.28212,0.135571,-1.11265,0.135714,-1.0674,0.135571,All
-1.28034,0.135714,-1.1106,0.135857,-1.06721,0.135714,All
-1.27926,0.135857,-1.10936,0.136,-1.06719,0.135857,All
-1.27893,0.136,-1.10902,0.136143,-1.06683,0.136,All
-1.2767,0.136143,-1.10855,0.136286,-1.0666,0.136143,All
-1.27477,0.136286,-1.10757,0.136429,-1.06623,0.136286,All
-1.27411,0.136429,-1.10534,0.136571,-1.06521,0.136429,All
-1.27379,0.136571,-1.10524,0.136714,-1.06423,0.136571,All
-1.27251,0.136714,-1.10473,0.136857,-1.06376,0.136714,All
-1.27212,0.136857,-1.10466,0.137,-1.06348,0.136857,All
-1.27161,0.137,-1.10431,0.137143,-1.06263,0.137,All
-1.25542,0.137143,-1.10392,0.137286,-1.06208,0.137143,All
-1.25398,0.137286,-1.10348,0.137429,-1.06171,0.137286,All
-1.25398,0.137429,-1.1027,0.137571,-1.06146,0.137429,All
-1.2532,0.137571,-1.10246,0.137714,-1.06085,0.137571,All
-1.24856,0.137714,-1.10178,0.137857,-1.06074,0.137714,All
-1.2485,0.137857,-1.09888,0.138,-1.05994,0.137857,All
-1.2485,0.138,-1.09734,0.138143,-1.05951,0.138,All
-1.24749,0.138143,-1.09726,0.138286,-1.05944,0.138143,All
-1.24706,0.138286,-1.09651,0.138429,-1.05912,0.138286,All
-1.24152,0.138429,-1.09651,0.138571,-1.05855,0.138429,All
-1.23973,0.138571,-1.09632,0.138714,-1.05847,0.138571,All
-1.2389,0.138714,-1.09432,0.138857,-1.05828,0.138714,All
-1.2389,0.138857,-1.09413,0.139,-1.05811,0.138857,All
-1.23779,0.139,-1.09413,0.139143,-1.05791,0.139,All
-1.23669,0.139143,-1.09374,0.139286,-1.05754,0.139143,All
-1.23073,0.139286,-1.09374,0.139429,-1.05653,0.139286,All
-1.22682,0.139429,-1.09337,0.139571,-1.05584,0.139429,All
-1.22083,0.139571,-1.09273,0.139714,-1.05571,0.139571,All
-1.22077,0.139714,-1.09266,0.139857,-1.05571,0.139714,All
-1.21319,0.139857,-1.09146,0.14,-1.05563,0.139857,All
-1.20118,0.14,-1.09031,0.140143,-1.05512,0.14,All
-1.20078,0.140143,-1.0895,0.140286,-1.05436,0.140143,All
-1.19607,0.140286,-1.08897,0.140429,-1.05436,0.140286,All
-1.19247,0.140429,-1.08897,0.140571,-1.05412,0.140429,All
-1.19195,0.140571,-1.08885,0.140714,-1.05412,0.140571,All
-1.18613,0.140714,-1.08857,0.140857,-1.05389,0.140714,All
-1.18052,0.140857,-1.08686,0.141,-1.05352,0.140857,All
-1.17449,0.141,-1.08686,0.141143,-1.05184,0.141,All
-1.17388,0.141143,-1.08686,0.141286,-1.05086,0.141143,All
-1.17388,0.141286,-1.08649,0.141429,-1.05073,0.141286,All
-1.17041,0.141429,-1.08649,0.141571,-1.05046,0.141429,All
-1.16666,0.141571,-1.08622,0.141714,-1.04783,0.141571,All
-1.16117,0.141714,-1.08584,0.141857,-1.04765,0.141714,All
-1.14544,0.141857,-1.08506,0.142,-1.045,0.141857,All
-1.14389,0.142,-1.08465,0.142143,-1.04494,0.142,All
-1.14342,0.142143,-1.08465,0.142286,-1.04404,0.142143,All
-1.14175,0.142286,-1.08465,0.142429,-1.0439,0.142286,All
-1.13745,0.142429,-1.08314,0.142571,-1.04336,0.142429,All
-1.13555,0.142571,-1.08128,0.142714,-1.0429,0.142571,All
-1.11615,0.142714,-1.08128,0.142857,-1.0429,0.142714,All
-1.05874,0.142857,-1.08026,0.143,-1.0427,0.142857,All
-0.925548,0.143,-1.07858,0.143143,-1.04114,0.143,All
-0.905483,0.143143,-1.07748,0.143286,-1.03968,0.143143,All
-0.816161,0.143286,-1.07716,0.143429,-1.03841,0.143286,All
-0.796215,0.143429,-1.07716,0.143571,-1.03804,0.143429,All
-0.793182,0.143571,-1.07716,0.143714,-1.03773,0.143571,All
-0.789279,0.143714,-1.07687,0.143857,-1.03654,0.143714,All
-0.743687,0.143857,-1.0764,0.144,-1.03563,0.143857,All
-0.714304,0.144,-1.07549,0.144143,-1.03535,0.144,All
-0.713118,0.144143,-1.07549,0.144286,-1.03487,0.144143,All
-0.705875,0.144286,-1.07541,0.144429,-1.03256,0.144286,All
-0.705641,0.144429,-1.07494,0.144571,-1.03181,0.144429,All
-0.705083,0.144571,-1.07448,0.144714,-1.03181,0.144571,All
-0.698472,0.144714,-1.0726,0.144857,-1.03177,0.144714,All
-0.697505,0.144857,-1.0723,0.145,-1.03177,0.144857,All
-0.689725,0.145,-1.07121,0.145143,-1.03055,0.145,All
-0.688186,0.145143,-1.07066,0.145286,-1.02863,0.145143,All
-0.687688,0.145286,-1.06691,0.145429,-1.02807,0.145286,All
-0.683183,0.145429,-1.06685,0.145571,-1.0269,0.145429,All
-0.681637,0.145571,-1.06488,0.145714,-1.0269,0.145571,All
-0.671392,0.145714,-1.06469,0.145857,-1.02673,0.145714,All
-0.666757,0.145857,-1.06344,0.146,-1.02657,0.145857,All
-0.665857,0.146,-1.06278,0.146143,-1.02614,0.146,All
-0.663081,0.146143,-1.06146,0.146286,-1.02534,0.146143,All
-0.659195,0.146286,-1.05783,0.146429,-1.02477,0.146286,All
-0.657656,0.146429,-1.05657,0.146571,-1.02412,0.146429,All
-0.65303,0.146571,-1.05601,0.146714,-1.02398,0.146571,All
-0.646084,0.146714,-1.05363,0.146857,-1.02285,0.146714,All
-0.645084,0.146857,-1.05229,0.147,-1.02285,0.146857,All
-0.645084,0.147,-1.05158,0.147143,-1.02245,0.147,All
-0.644486,0.147143,-1.0512,0.147286,-1.02178,0.147143,All
-0.644171,0.147286,-1.04992,0.147429,-1.02178,0.147286,All
-0.643238,0.147429,-1.04974,0.147571,-1.0215,0.147429,All
-0.639954,0.147571,-1.04961,0.147714,-1.02074,0.147571,All
-0.639954,0.147714,-1.04866,0.147857,-1.01889,0.147714,All
-0.637315,0.147857,-1.04747,0.148,-1.01749,0.147857,All
-0.636978,0.148,-1.04726,0.148143,-1.01724,0.148,All
-0.636978,0.148143,-1.04726,0.148286,-1.01431,0.148143,All
-0.63643,0.148286,-1.04704,0.148429,-1.01351,0.148286,All
-0.633477,0.148429,-1.04523,0.148571,-1.01324,0.148429,All
-0.628813,0.148571,-1.04491,0.148714,-1.01274,0.148571,All
-0.628413,0.148714,-1.04491,0.148857,-1.01263,0.148714,All
-0.627468,0.148857,-1.04448,0.149,-1.0125,0.148857,All
-0.625785,0.149,-1.04448,0.149143,-1.01143,0.149,All
-0.619313,0.149143,-1.04448,0.149286,-1.0112,0.149143,All
-0.614298,0.149286,-1.04448,0.149429,-1.01113,0.149286,All
-0.61038,0.149429,-1.04393,0.149571,-1.011,0.149429,All
-0.609241,0.149571,-1.04323,0.149714,-1.01053,0.149571,All
-0.608364,0.149714,-1.04232,0.149857,-1.0093,0.149714,All
-0.60693,0.149857,-1.04232,0.15,-1.00891,0.149857,All
-0.606206,0.15,-1.03847,0.150143,-1.00878,0.15,All
-0.606206,0.150143,-1.03768,0.150286,-1.00848,0.150143,All
-0.603631,0.150286,-1.03564,0.150429,-1.00833,0.150286,All
-0.602061,0.150429,-1.03564,0.150571,-1.00823,0.150429,All
-0.598412,0.150571,-1.03473,0.150714,-1.00787,0.150571,All
-0.597094,0.150714,-1.03337,0.150857,-1.00754,0.150714,All
-0.596819,0.150857,-1.03181,0.151,-1.00754,0.150857,All
-0.596819,0.151,-1.03032,0.151143,-1.00754,0.151,All
-0.596819,0.151143,-1.02893,0.151286,-1.0073,0.151143,All
-0.593655,0.151286,-1.02887,0.151429,-1.00692,0.151286,All
-0.588582,0.151429,-1.02821,0.151571,-1.00678,0.151429,All
-0.586908,0.151571,-1.02797,0.151714,-1.00642,0.151571,All
-0.584785,0.151714,-1.02544,0.151857,-1.00642,0.151714,All
-0.583466,0.151857,-1.02508,0.152,-1.00642,0.151857,All
-0.582118,0.152,-1.02193,0.152143,-1.00642,0.152,All
-0.580577,0.152143,-1.02193,0.152286,-1.00584,0.152143,All
-0.580577,0.152286,-1.02188,0.152429,-1.00567,0.152286,All
-0.575692,0.152429,-1.02162,0.152571,-1.00567,0.152429,All
-0.575692,0.152571,-1.02162,0.152714,-1.00567,0.152571,All
-0.570874,0.152714,-1.01972,0.152857,-1.00498,0.152714,All
-0.567743,0.152857,-1.0197,0.153,-1.00463,0.152857,All
-0.565146,0.153,-1.0182,0.153143,-1.0032,0.153,All
-0.564379,0.153143,-1.01551,0.153286,-1.00282,0.153143,All
-0.56418,0.153286,-1.01415,0.153429,-1.00215,0.153286,All
-0.562603,0.153429,-1.01324,0.153571,-1.00122,0.153429,All
-0.56209,0.153571,-1.01303,0.153714,-1.0012,0.153571,All
-0.561501,0.153714,-1.01182,0.153857,-1.0012,0.153714,All
-0.561062,0.153857,-1.01103,0.154,-1.00051,0.153857,All
-0.560994,0.154,-1.01078,0.154143,-0.998682,0.154,All
-0.559932,0.154143,-1.00979,0.154286,-0.998598,0.154143,All
-0.558321,0.154286,-1.00897,0.154429,-0.997359,0.154286,All
-0.557685,0.154429,-1.00816,0.154571,-0.997177,0.154429,All
-0.557656,0.154571,-1.0075,0.154714,-0.995296,0.154571,All
-0.556622,0.154714,-1.0075,0.154857,-0.995065,0.154714,All
-0.555944,0.154857,-1.00555,0.155,-0.994673,0.154857,All
-0.555173,0.155,-1.00555,0.155143,-0.994463,0.155,All
-0.554888,0.155143,-1.00537,0.155286,-0.993744,0.155143,All
-0.554841,0.155286,-1.00439,0.155429,-0.993133,0.155286,All
-0.553704,0.155429,-1.00399,0.155571,-0.9926,0.155429,All
-0.553494,0.155571,-1.00159,0.155714,-0.992186,0.155571,All
-0.553281,0.155714,-1.00159,0.155857,-0.991945,0.155714,All
-0.552833,0.155857,-1.00103,0.156,-0.991945,0.155857,All
-0.551048,0.156,-0.999768,0.156143,-0.991887,0.156,All
-0.549487,0.156143,-0.999498,0.156286,-0.991371,0.156143,All
-0.549468,0.156286,-0.999498,0.156429,-0.990773,0.156286,All
-0.545915,0.156429,-0.99851,0.156571,-0.990403,0.156429,All
-0.545915,0.156571,-0.99851,0.156714,-0.990317,0.156571,All
-0.545398,0.156714,-0.997549,0.156857,-0.990317,0.156714,All
-0.545398,0.156857,-0.997384,0.157,-0.990132,0.156857,All
-0.54505,0.157,-0.996524,0.157143,-0.990109,0.157,All
-0.54461,0.157143,-0.996524,0.157286,-0.989884,0.157143,All
-0.537217,0.157286,-0.996498,0.157429,-0.988179,0.157286,All
-0.536812,0.157429,-0.996091,0.157571,-0.988003,0.157429,All
-0.536567,0.157571,-0.996018,0.157714,-0.987642,0.157571,All
-0.536567,0.157714,-0.995759,0.157857,-0.985095,0.157714,All
-0.532632,0.157857,-0.995693,0.158,-0.984665,0.157857,All
-0.531764,0.158,-0.995176,0.158143,-0.984665,0.158,All
-0.530495,0.158143,-0.994792,0.158286,-0.984329,0.158143,All
-0.529587,0.158286,-0.994792,0.158429,-0.984269,0.158286,All
-0.528998,0.158429,-0.994567,0.158571,-0.982572,0.158429,All
-0.528998,0.158571,-0.99289,0.158714,-0.982349,0.158571,All
-0.528384,0.158714,-0.992192,0.158857,-0.982284,0.158714,All
-0.528384,0.158857,-0.991046,0.159,-0.981152,0.158857,All
-0.527471,0.159,-0.991046,0.159143,-0.97903,0.159,All
-0.527177,0.159143,-0.991046,0.159286,-0.97903,0.159143,All
-0.526291,0.159286,-0.990545,0.159429,-0.978789,0.159286,All
-0.524938,0.159429,-0.98874,0.159571,-0.97718,0.159429,All
-0.524938,0.159571,-0.986487,0.159714,-0.974925,0.159571,All
-0.524626,0.159714,-0.986487,0.159857,-0.974196,0.159714,All
-0.52278,0.159857,-0.986279,0.16,-0.974055,0.159857,All
-0.522157,0.16,-0.984375,0.160143,-0.973612,0.16,All
-0.520852,0.160143,-0.983231,0.160286,-0.973457,0.160143,All
-0.520655,0.160286,-0.983038,0.160429,-0.972691,0.160286,All
-0.519375,0.160429,-0.976849,0.160571,-0.971979,0.160429,All
-0.518976,0.160571,-0.976618,0.160714,-0.971968,0.160571,All
-0.518634,0.160714,-0.976058,0.160857,-0.971186,0.160714,All
-0.518108,0.160857,-0.975812,0.161,-0.97073,0.160857,All
-0.516457,0.161,-0.975569,0.161143,-0.969111,0.161,All
-0.515964,0.161143,-0.975569,0.161286,-0.969111,0.161143,All
-0.515964,0.161286,-0.975569,0.161429,-0.969111,0.161286,All
-0.515545,0.161429,-0.974341,0.161571,-0.967883,0.161429,All
-0.51512,0.161571,-0.973753,0.161714,-0.967608,0.161571,All
-0.513463,0.161714,-0.973584,0.161857,-0.967415,0.161714,All
-0.513288,0.161857,-0.973274,0.162,-0.966664,0.161857,All
-0.513232,0.162,-0.972735,0.162143,-0.966332,0.162,All
-0.513232,0.162143,-0.971759,0.162286,-0.965527,0.162143,All
-0.513232,0.162286,-0.971759,0.162429,-0.965177,0.162286,All
-0.512831,0.162429,-0.971759,0.162571,-0.964555,0.162429,All
-0.511482,0.162571,-0.971398,0.162714,-0.96412,0.162571,All
-0.510121,0.162714,-0.971398,0.162857,-0.962716,0.162714,All
-0.50945,0.162857,-0.971215,0.163,-0.960719,0.162857,All
-0.508879,0.163,-0.97113,0.163143,-0.960719,0.163,All
-0.508661,0.163143,-0.971,0.163286,-0.959789,0.163143,All
-0.508661,0.163286,-0.970919,0.163429,-0.959789,0.163286,All
-0.507754,0.163429,-0.970919,0.163571,-0.959052,0.163429,All
-0.504771,0.163571,-0.970888,0.163714,-0.95865,0.163571,All
-0.504099,0.163714,-0.970548,0.163857,-0.957862,0.163714,All
-0.504031,0.163857,-0.969815,0.164,-0.957141,0.163857,All
-0.503409,0.164,-0.969601,0.164143,-0.956975,0.164,All
-0.499493,0.164143,-0.969601,0.164286,-0.956975,0.164143,All
-0.499493,0.164286,-0.96933,0.164429,-0.956246,0.164286,All
-0.498467,0.164429,-0.96933,0.164571,-0.956246,0.164429,All
-0.497917,0.164571,-0.968965,0.164714,-0.953867,0.164571,All
-0.497544,0.164714,-0.968431,0.164857,-0.952327,0.164714,All
-0.497455,0.164857,-0.965466,0.165,-0.952293,0.164857,All
-0.496437,0.165,-0.965466,0.165143,-0.951444,0.165,All
-0.496117,0.165143,-0.963238,0.165286,-0.951437,0.165143,All
-0.496115,0.165286,-0.96313,0.165429,-0.949971,0.165286,All
-0.494339,0.165429,-0.961687,0.165571,-0.949761,0.165429,All
-0.493873,0.165571,-0.959972,0.165714,-0.948715,0.165571,All
-0.493789,0.165714,-0.959328,0.165857,-0.94865,0.165714,All
-0.493493,0.165857,-0.959299,0.166,-0.947828,0.165857,All
-0.491462,0.166,-0.959183,0.166143,-0.947828,0.166,All
-0.490448,0.166143,-0.958756,0.166286,-0.94686,0.166143,All
-0.489499,0.166286,-0.955456,0.166429,-0.946558,0.166286,All
-0.48945,0.166429,-0.954915,0.166571,-0.946415,0.166429,All
-0.48945,0.166571,-0.954915,0.166714,-0.943755,0.166571,All
-0.488884,0.166714,-0.954915,0.166857,-0.943492,0.166714,All
-0.488768,0.166857,-0.954915,0.167,-0.943279,0.166857,All
-0.488452,0.167,-0.952231,0.167143,-0.943201,0.167,All
-0.485191,0.167143,-0.951912,0.167286,-0.941996,0.167143,All
-0.485191,0.167286,-0.95132,0.167429,-0.941804,0.167286,All
-0.484089,0.167429,-0.95132,0.167571,-0.941148,0.167429,All
-0.482286,0.167571,-0.951124,0.167714,-0.941142,0.167571,All
-0.48197,0.167714,-0.95006,0.167857,-0.941028,0.167714,All
-0.481406,0.167857,-0.948445,0.168,-0.940796,0.167857,All
-0.478306,0.168,-0.946212,0.168143,-0.940232,0.168,All
-0.47742,0.168143,-0.946081,0.168286,-0.940232,0.168143,All
-0.476041,0.168286,-0.94579,0.168429,-0.939546,0.168286,All
-0.475436,0.168429,-0.945143,0.168571,-0.937871,0.168429,All
-0.475436,0.168571,-0.944267,0.168714,-0.937871,0.168571,All
-0.474679,0.168714,-0.943454,0.168857,-0.937755,0.168714,All
-0.473034,0.168857,-0.943362,0.169,-0.937161,0.168857,All
-0.47179,0.169,-0.942343,0.169143,-0.937161,0.169,All
-0.471054,0.169143,-0.940596,0.169286,-0.935573,0.169143,All
-0.469767,0.169286,-0.940596,0.169429,-0.935166,0.169286,All
-0.468849,0.169429,-0.940445,0.169571,-0.935011,0.169429,All
-0.467905,0.169571,-0.93922,0.169714,-0.934787,0.169571,All
-0.467633,0.169714,-0.939211,0.169857,-0.934412,0.169714,All
-0.467024,0.169857,-0.938702,0.17,-0.932734,0.169857,All
-0.466073,0.17,-0.937456,0.170143,-0.931446,0.17,All
-0.465851,0.170143,-0.937358,0.170286,-0.930527,0.170143,All
-0.465622,0.170286,-0.936519,0.170429,-0.929674,0.170286,All
-0.465439,0.170429,-0.936519,0.170571,-0.929023,0.170429,All
-0.463719,0.170571,-0.935409,0.170714,-0.929023,0.170571,All
-0.463245,0.170714,-0.934444,0.170857,-0.929023,0.170714,All
-0.463003,0.170857,-0.932798,0.171,-0.928649,0.170857,All
-0.463003,0.171,-0.932798,0.171143,-0.927949,0.171,All
-0.463003,0.171143,-0.932798,0.171286,-0.927519,0.171143,All
-0.462577,0.171286,-0.932068,0.171429,-0.927461,0.171286,All
-0.462577,0.171429,-0.931988,0.171571,-0.926692,0.171429,All
-0.462577,0.171571,-0.931705,0.171714,-0.925336,0.171571,All
-0.462521,0.171714,-0.930891,0.171857,-0.924895,0.171714,All
-0.461771,0.171857,-0.92967,0.172,-0.924464,0.171857,All
-0.461545,0.172,-0.929146,0.172143,-0.924006,0.172,All
-0.46082,0.172143,-0.928751,0.172286,-0.924006,0.172143,All
-0.460529,0.172286,-0.928405,0.172429,-0.922775,0.172286,All
-0.460529,0.172429,-0.927789,0.172571,-0.921114,0.172429,All
-0.460529,0.172571,-0.927654,0.172714,-0.921039,0.172571,All
-0.460419,0.172714,-0.927591,0.172857,-0.921039,0.172714,All
-0.456793,0.172857,-0.927064,0.173,-0.919123,0.172857,All
-0.456461,0.173,-0.927064,0.173143,-0.918956,0.173,All
-0.45627,0.173143,-0.923508,0.173286,-0.918437,0.173143,All
-0.45627,0.173286,-0.923406,0.173429,-0.917714,0.173286,All
-0.453719,0.173429,-0.922709,0.173571,-0.917714,0.173429,All
-0.453719,0.173571,-0.921112,0.173714,-0.91747,0.173571,All
-0.450647,0.173714,-0.921104,0.173857,-0.91747,0.173714,All
-0.450647,0.173857,-0.920597,0.174,-0.91747,0.173857,All
-0.448362,0.174,-0.918371,0.174143,-0.917403,0.174,All
-0.447521,0.174143,-0.917679,0.174286,-0.917227,0.174143,All
-0.446905,0.174286,-0.916683,0.174429,-0.916999,0.174286,All
-0.446732,0.174429,-0.91653,0.174571,-0.916588,0.174429,All
-0.446732,0.174571,-0.916288,0.174714,-0.915788,0.174571,All
-0.446658,0.174714,-0.915965,0.174857,-0.914992,0.174714,All
-0.445481,0.174857,-0.913417,0.175,-0.914007,0.174857,All
-0.445207,0.175,-0.912954,0.175143,-0.914007,0.175,All
-0.445009,0.175143,-0.912954,0.175286,-0.913654,0.175143,All
-0.442713,0.175286,-0.91209,0.175429,-0.91325,0.175286,All
-0.440608,0.175429,-0.912065,0.175571,-0.907814,0.175429,All
-0.440545,0.175571,-0.910323,0.175714,-0.907486,0.175571,All
-0.440348,0.175714,-0.910298,0.175857,-0.906661,0.175714,All
-0.439913,0.175857,-0.908846,0.176,-0.906661,0.175857,All
-0.439913,0.176,-0.907863,0.176143,-0.905287,0.176,All
-0.439857,0.176143,-0.90745,0.176286,-0.904163,0.176143,All
-0.439746,0.176286,-0.907029,0.176429,-0.903858,0.176286,All
-0.437425,0.176429,-0.905134,0.176571,-0.903828,0.176429,All
-0.436629,0.176571,-0.904458,0.176714,-0.903019,0.176571,All
-0.436629,0.176714,-0.90416,0.176857,-0.902677,0.176714,All
-0.435384,0.176857,-0.903871,0.177,-0.902677,0.176857,All
-0.435071,0.177,-0.903322,0.177143,-0.902358,0.177,All
-0.434797,0.177143,-0.902202,0.177286,-0.899639,0.177143,All
-0.433715,0.177286,-0.902202,0.177429,-0.899175,0.177286,All
-0.433701,0.177429,-0.902202,0.177571,-0.89892,0.177429,All
-0.433428,0.177571,-0.902105,0.177714,-0.896257,0.177571,All
-0.43316,0.177714,-0.902105,0.177857,-0.895886,0.177714,All
-0.432789,0.177857,-0.900749,0.178,-0.89468,0.177857,All
-0.431948,0.178,-0.899468,0.178143,-0.89453,0.178,All
-0.431898,0.178143,-0.899327,0.178286,-0.89453,0.178143,All
-0.431898,0.178286,-0.897094,0.178429,-0.891859,0.178286,All
-0.430069,0.178429,-0.897011,0.178571,-0.891847,0.178429,All
-0.42975,0.178571,-0.895789,0.178714,-0.891133,0.178571,All
-0.429208,0.178714,-0.894903,0.178857,-0.889411,0.178714,All
-0.429208,0.178857,-0.893201,0.179,-0.889313,0.178857,All
-0.429208,0.179,-0.89234,0.179143,-0.88879,0.179,All
-0.429041,0.179143,-0.89126,0.179286,-0.888654,0.179143,All
-0.428796,0.179286,-0.89126,0.179429,-0.888654,0.179286,All
-0.428534,0.179429,-0.890973,0.179571,-0.888584,0.179429,All
-0.428521,0.179571,-0.890816,0.179714,-0.887327,0.179571,All
-0.428521,0.179714,-0.890816,0.179857,-0.885886,0.179714,All
-0.428521,0.179857,-0.890022,0.18,-0.885401,0.179857,All
-0.428303,0.18,-0.888996,0.180143,-0.885005,0.18,All
-0.427492,0.180143,-0.888996,0.180286,-0.884675,0.180143,All
-0.427492,0.180286,-0.887918,0.180429,-0.884465,0.180286,All
-0.426341,0.180429,-0.887918,0.180571,-0.884465,0.180429,All
-0.425889,0.180571,-0.887685,0.180714,-0.88381,0.180571,All
-0.425889,0.180714,-0.887484,0.180857,-0.882623,0.180714,All
-0.425625,0.180857,-0.887199,0.181,-0.882623,0.180857,All
-0.424666,0.181,-0.886165,0.181143,-0.882466,0.181,All
-0.424462,0.181143,-0.885692,0.181286,-0.881337,0.181143,All
-0.424462,0.181286,-0.884071,0.181429,-0.881223,0.181286,All
-0.423727,0.181429,-0.883915,0.181571,-0.880955,0.181429,All
-0.423592,0.181571,-0.883915,0.181714,-0.880437,0.181571,All
-0.422023,0.181714,-0.883906,0.181857,-0.880277,0.181714,All
-0.420962,0.181857,-0.883653,0.182,-0.879219,0.181857,All
-0.420873,0.182,-0.883456,0.182143,-0.878955,0.182,All
-0.418807,0.182143,-0.883456,0.182286,-0.878773,0.182143,All
-0.417513,0.182286,-0.882559,0.182429,-0.878659,0.182286,All
-0.417087,0.182429,-0.881282,0.182571,-0.877936,0.182429,All
-0.416658,0.182571,-0.87959,0.182714,-0.876657,0.182571,All
-0.416375,0.182714,-0.878314,0.182857,-0.875035,0.182714,All
-0.415012,0.182857,-0.876072,0.183,-0.875035,0.182857,All
-0.415012,0.183,-0.876072,0.183143,-0.875015,0.183,All
-0.414639,0.183143,-0.874963,0.183286,-0.874881,0.183143,All
-0.413714,0.183286,-0.874719,0.183429,-0.874578,0.183286,All
-0.412036,0.183429,-0.874624,0.183571,-0.873376,0.183429,All
-0.410988,0.183571,-0.874624,0.183714,-0.87247,0.183571,All
-0.410988,0.183714,-0.874491,0.183857,-0.871219,0.183714,All
-0.410988,0.183857,-0.873056,0.184,-0.87045,0.183857,All
-0.410299,0.184,-0.871589,0.184143,-0.87045,0.184,All
-0.409434,0.184143,-0.871589,0.184286,-0.870043,0.184143,All
-0.409232,0.184286,-0.869907,0.184429,-0.869536,0.184286,All
-0.406512,0.184429,-0.869718,0.184571,-0.869156,0.184429,All
-0.406044,0.184571,-0.869606,0.184714,-0.86905,0.184571,All
-0.405485,0.184714,-0.868542,0.184857,-0.869027,0.184714,All
-0.405368,0.184857,-0.867538,0.185,-0.868945,0.184857,All
-0.405227,0.185,-0.867538,0.185143,-0.868739,0.185,All
-0.405227,0.185143,-0.867532,0.185286,-0.86767,0.185143,All
-0.40492,0.185286,-0.867115,0.185429,-0.866894,0.185286,All
-0.40492,0.185429,-0.866787,0.185571,-0.866759,0.185429,All
-0.404777,0.185571,-0.866527,0.185714,-0.865706,0.185571,All
-0.402015,0.185714,-0.865047,0.185857,-0.864844,0.185714,All
-0.40193,0.185857,-0.864634,0.186,-0.864703,0.185857,All
-0.401259,0.186,-0.864322,0.186143,-0.863438,0.186,All
-0.401259,0.186143,-0.8642,0.186286,-0.863001,0.186143,All
-0.400196,0.186286,-0.863348,0.186429,-0.863001,0.186286,All
-0.400007,0.186429,-0.861767,0.186571,-0.863001,0.186429,All
-0.400007,0.186571,-0.861021,0.186714,-0.862303,0.186571,All
-0.399931,0.186714,-0.858472,0.186857,-0.861227,0.186714,All
-0.399353,0.186857,-0.85718,0.187,-0.860786,0.186857,All
-0.398222,0.187,-0.855081,0.187143,-0.860562,0.187,All
-0.398157,0.187143,-0.851962,0.187286,-0.860562,0.187143,All
-0.397209,0.187286,-0.850833,0.187429,-0.860397,0.187286,All
-0.395593,0.187429,-0.850833,0.187571,-0.858459,0.187429,All
-0.393974,0.187571,-0.850059,0.187714,-0.858056,0.187571,All
-0.392812,0.187714,-0.849968,0.187857,-0.857843,0.187714,All
-0.390546,0.187857,-0.84805,0.188,-0.857809,0.187857,All
-0.389713,0.188,-0.847332,0.188143,-0.857384,0.188,All
-0.389533,0.188143,-0.845899,0.188286,-0.857187,0.188143,All
-0.389533,0.188286,-0.845899,0.188429,-0.857124,0.188286,All
-0.389412,0.188429,-0.845899,0.188571,-0.856259,0.188429,All
-0.38827,0.188571,-0.845454,0.188714,-0.855783,0.188571,All
-0.388098,0.188714,-0.844982,0.188857,-0.854597,0.188714,All
-0.387905,0.188857,-0.844544,0.189,-0.854597,0.188857,All
-0.387905,0.189,-0.844381,0.189143,-0.854519,0.189,All
-0.387868,0.189143,-0.843832,0.189286,-0.854393,0.189143,All
-0.387868,0.189286,-0.842744,0.189429,-0.852953,0.189286,All
-0.385854,0.189429,-0.842744,0.189571,-0.852953,0.189429,All
-0.384779,0.189571,-0.842702,0.189714,-0.852638,0.189571,All
-0.383544,0.189714,-0.840279,0.189857,-0.852058,0.189714,All
-0.383159,0.189857,-0.840129,0.19,-0.851376,0.189857,All
-0.382799,0.19,-0.839644,0.190143,-0.851125,0.19,All
-0.38268,0.190143,-0.839263,0.190286,-0.851125,0.190143,All
-0.382505,0.190286,-0.839166,0.190429,-0.849971,0.190286,All
-0.381167,0.190429,-0.838576,0.190571,-0.849206,0.190429,All
-0.380762,0.190571,-0.837808,0.190714,-0.848937,0.190571,All
-0.37904,0.190714,-0.836646,0.190857,-0.848766,0.190714,All
-0.378864,0.190857,-0.834254,0.191,-0.848024,0.190857,All
-0.378861,0.191,-0.834173,0.191143,-0.848024,0.191,All
-0.378696,0.191143,-0.832922,0.191286,-0.847598,0.191143,All
-0.378534,0.191286,-0.832666,0.191429,-0.846048,0.191286,All
-0.376676,0.191429,-0.832602,0.191571,-0.846048,0.191429,All
