standEta_Cl_abscissa,standEta_Cl_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
0.679392,0.746714,0.609852,0.746857,0.640316,0.746714,All
0.679463,0.746857,0.609984,0.747,0.640876,0.746857,All
0.679463,0.747,0.610234,0.747143,0.640991,0.747,All
0.679981,0.747143,0.61067,0.747286,0.641559,0.747143,All
0.680376,0.747286,0.610827,0.747429,0.644073,0.747286,All
0.680479,0.747429,0.610875,0.747571,0.644929,0.747429,All
0.680975,0.747571,0.610892,0.747714,0.645799,0.747571,All
0.681369,0.747714,0.611013,0.747857,0.646395,0.747714,All
0.681369,0.747857,0.611086,0.748,0.646636,0.747857,All
0.681369,0.748,0.611173,0.748143,0.64726,0.748,All
0.681389,0.748143,0.611303,0.748286,0.647379,0.748143,All
0.681389,0.748286,0.611574,0.748429,0.648916,0.748286,All
0.681774,0.748429,0.612194,0.748571,0.648983,0.748429,All
0.681967,0.748571,0.613337,0.748714,0.649432,0.748571,All
0.682379,0.748714,0.613718,0.748857,0.65043,0.748714,All
0.682472,0.748857,0.614717,0.749,0.650807,0.748857,All
0.682503,0.749,0.614892,0.749143,0.650935,0.749,All
0.683138,0.749143,0.615368,0.749286,0.650993,0.749143,All
0.684564,0.749286,0.615896,0.749429,0.651621,0.749286,All
0.684874,0.749429,0.615991,0.749571,0.652265,0.749429,All
0.685219,0.749571,0.615993,0.749714,0.652265,0.749571,All
0.685287,0.749714,0.616002,0.749857,0.652265,0.749714,All
0.685375,0.749857,0.616141,0.75,0.652858,0.749857,All
0.686162,0.75,0.6162,0.750143,0.653384,0.75,All
0.686385,0.750143,0.616507,0.750286,0.654153,0.750143,All
0.686725,0.750286,0.616507,0.750429,0.654647,0.750286,All
0.686743,0.750429,0.616903,0.750571,0.65473,0.750429,All
0.686936,0.750571,0.617071,0.750714,0.655041,0.750571,All
0.68706,0.750714,0.617071,0.750857,0.655479,0.750714,All
0.68706,0.750857,0.617626,0.751,0.655479,0.750857,All
0.688211,0.751,0.617634,0.751143,0.655956,0.751,All
0.68866,0.751143,0.617724,0.751286,0.655991,0.751143,All
0.689173,0.751286,0.617821,0.751429,0.656137,0.751286,All
0.689417,0.751429,0.618058,0.751571,0.658039,0.751429,All
0.689434,0.751571,0.618256,0.751714,0.658039,0.751571,All
0.690144,0.751714,0.618256,0.751857,0.658595,0.751714,All
0.690144,0.751857,0.619101,0.752,0.658595,0.751857,All
0.690204,0.752,0.619108,0.752143,0.659876,0.752,All
0.690465,0.752143,0.619199,0.752286,0.66098,0.752143,All
0.690662,0.752286,0.61934,0.752429,0.661485,0.752286,All
0.690795,0.752429,0.61952,0.752571,0.66294,0.752429,All
0.690913,0.752571,0.61952,0.752714,0.663611,0.752571,All
0.690913,0.752714,0.61952,0.752857,0.663666,0.752714,All
0.691133,0.752857,0.619613,0.753,0.664791,0.752857,All
0.691133,0.753,0.620227,0.753143,0.664791,0.753,All
0.691173,0.753143,0.620749,0.753286,0.664982,0.753143,All
0.691399,0.753286,0.620749,0.753429,0.665246,0.753286,All
0.692325,0.753429,0.620749,0.753571,0.665246,0.753429,All
0.692594,0.753571,0.621325,0.753714,0.665246,0.753571,All
0.692934,0.753714,0.62206,0.753857,0.665246,0.753714,All
0.692994,0.753857,0.622842,0.754,0.666791,0.753857,All
0.692994,0.754,0.623324,0.754143,0.666949,0.754,All
0.694461,0.754143,0.624012,0.754286,0.668052,0.754143,All
0.694777,0.754286,0.624785,0.754429,0.669088,0.754286,All
0.694895,0.754429,0.627711,0.754571,0.669819,0.754429,All
0.695931,0.754571,0.627829,0.754714,0.670858,0.754571,All
0.696308,0.754714,0.627829,0.754857,0.672476,0.754714,All
0.696413,0.754857,0.628099,0.755,0.672476,0.754857,All
0.696649,0.755,0.628559,0.755143,0.673294,0.755,All
0.696809,0.755143,0.628566,0.755286,0.67332,0.755143,All
0.696987,0.755286,0.628855,0.755429,0.67332,0.755286,All
0.697014,0.755429,0.62977,0.755571,0.67332,0.755429,All
0.697418,0.755571,0.62977,0.755714,0.674137,0.755571,All
0.697921,0.755714,0.630147,0.755857,0.675129,0.755714,All
0.697947,0.755857,0.630417,0.756,0.675567,0.755857,All
0.700234,0.756,0.630831,0.756143,0.675686,0.756,All
0.700554,0.756143,0.630831,0.756286,0.675808,0.756143,All
0.700777,0.756286,0.630869,0.756429,0.676118,0.756286,All
0.700832,0.756429,0.630894,0.756571,0.676118,0.756429,All
0.700832,0.756571,0.631467,0.756714,0.676339,0.756571,All
0.701084,0.756714,0.631588,0.756857,0.676339,0.756714,All
0.701109,0.756857,0.631718,0.757,0.676357,0.756857,All
0.701109,0.757,0.632284,0.757143,0.676357,0.757,All
0.701178,0.757143,0.632504,0.757286,0.676854,0.757143,All
0.701368,0.757286,0.632504,0.757429,0.678355,0.757286,All
0.701583,0.757429,0.632588,0.757571,0.678494,0.757429,All
0.701616,0.757571,0.632768,0.757714,0.679068,0.757571,All
0.701757,0.757714,0.632982,0.757857,0.679068,0.757714,All
0.701914,0.757857,0.633389,0.758,0.679449,0.757857,All
0.702836,0.758,0.633951,0.758143,0.679508,0.758,All
0.703653,0.758143,0.634379,0.758286,0.67964,0.758143,All
0.704117,0.758286,0.635285,0.758429,0.68012,0.758286,All
0.704117,0.758429,0.635932,0.758571,0.680298,0.758429,All
0.70458,0.758571,0.635932,0.758714,0.680921,0.758571,All
0.704914,0.758714,0.636273,0.758857,0.68147,0.758714,All
0.704914,0.758857,0.636696,0.759,0.684607,0.758857,All
0.704914,0.759,0.636696,0.759143,0.68538,0.759,All
0.704914,0.759143,0.636861,0.759286,0.685701,0.759143,All
0.704914,0.759286,0.636954,0.759429,0.686196,0.759286,All
0.705252,0.759429,0.637218,0.759571,0.686338,0.759429,All
0.705373,0.759571,0.638141,0.759714,0.686704,0.759571,All
0.705373,0.759714,0.638281,0.759857,0.687015,0.759714,All
0.705662,0.759857,0.638624,0.76,0.687015,0.759857,All
0.705873,0.76,0.638624,0.760143,0.687313,0.76,All
0.70618,0.760143,0.638823,0.760286,0.687313,0.760143,All
0.706397,0.760286,0.63925,0.760429,0.687313,0.760286,All
0.706531,0.760429,0.640613,0.760571,0.687834,0.760429,All
0.7066,0.760571,0.640613,0.760714,0.688473,0.760571,All
0.706675,0.760714,0.640884,0.760857,0.688473,0.760714,All
0.706916,0.760857,0.641573,0.761,0.688932,0.760857,All
0.708593,0.761,0.641851,0.761143,0.689079,0.761,All
0.708726,0.761143,0.642374,0.761286,0.689377,0.761143,All
0.708763,0.761286,0.642498,0.761429,0.69124,0.761286,All
0.708763,0.761429,0.643068,0.761571,0.691429,0.761429,All
0.708763,0.761571,0.64312,0.761714,0.691461,0.761571,All
0.70963,0.761714,0.643168,0.761857,0.692432,0.761714,All
0.710168,0.761857,0.643177,0.762,0.692905,0.761857,All
0.710193,0.762,0.643691,0.762143,0.692905,0.762,All
0.710309,0.762143,0.643691,0.762286,0.693725,0.762143,All
0.710309,0.762286,0.644185,0.762429,0.693748,0.762286,All
0.710429,0.762429,0.644416,0.762571,0.693934,0.762429,All
0.710504,0.762571,0.644426,0.762714,0.695286,0.762571,All
0.710671,0.762714,0.644617,0.762857,0.696208,0.762714,All
0.710671,0.762857,0.644761,0.763,0.698462,0.762857,All
0.710729,0.763,0.644911,0.763143,0.698462,0.763,All
0.71093,0.763143,0.645302,0.763286,0.698479,0.763143,All
0.71093,0.763286,0.646154,0.763429,0.698991,0.763286,All
0.711178,0.763429,0.646464,0.763571,0.698991,0.763429,All
0.711178,0.763571,0.647006,0.763714,0.699092,0.763571,All
0.711642,0.763714,0.648418,0.763857,0.700542,0.763714,All
0.711848,0.763857,0.648919,0.764,0.700542,0.763857,All
0.711931,0.764,0.64936,0.764143,0.700983,0.764,All
0.712061,0.764143,0.64936,0.764286,0.701357,0.764143,All
0.712107,0.764286,0.649473,0.764429,0.701831,0.764286,All
0.712107,0.764429,0.649473,0.764571,0.70186,0.764429,All
0.712107,0.764571,0.649993,0.764714,0.702648,0.764571,All
0.712163,0.764714,0.650018,0.764857,0.702648,0.764714,All
0.712523,0.764857,0.650349,0.765,0.703105,0.764857,All
0.713132,0.765,0.650441,0.765143,0.704144,0.765,All
0.713888,0.765143,0.650519,0.765286,0.704496,0.765143,All
0.714247,0.765286,0.650519,0.765429,0.704581,0.765286,All
0.714247,0.765429,0.651294,0.765571,0.704657,0.765429,All
0.714655,0.765571,0.651564,0.765714,0.704892,0.765571,All
0.714669,0.765714,0.651701,0.765857,0.706311,0.765714,All
0.714669,0.765857,0.651778,0.766,0.706741,0.765857,All
0.715025,0.766,0.651778,0.766143,0.707718,0.766,All
0.71533,0.766143,0.65187,0.766286,0.708392,0.766143,All
0.715765,0.766286,0.65187,0.766429,0.709981,0.766286,All
0.715765,0.766429,0.652108,0.766571,0.711284,0.766429,All
0.715964,0.766571,0.65243,0.766714,0.712731,0.766571,All
0.716023,0.766714,0.65243,0.766857,0.712731,0.766714,All
0.716023,0.766857,0.653051,0.767,0.712742,0.766857,All
0.716326,0.767,0.653581,0.767143,0.71341,0.767,All
0.716401,0.767143,0.653607,0.767286,0.71341,0.767143,All
0.717532,0.767286,0.653632,0.767429,0.715097,0.767286,All
0.717532,0.767429,0.655186,0.767571,0.715859,0.767429,All
0.717562,0.767571,0.655441,0.767714,0.717025,0.767571,All
0.717562,0.767714,0.65567,0.767857,0.717025,0.767714,All
0.717562,0.767857,0.656089,0.768,0.717025,0.767857,All
0.718634,0.768,0.656751,0.768143,0.717025,0.768,All
0.719015,0.768143,0.657175,0.768286,0.717218,0.768143,All
0.719104,0.768286,0.657381,0.768429,0.717468,0.768286,All
0.719593,0.768429,0.657842,0.768571,0.717887,0.768429,All
0.720135,0.768571,0.658434,0.768714,0.718295,0.768571,All
0.720474,0.768714,0.658564,0.768857,0.71832,0.768714,All
0.720474,0.768857,0.65861,0.769,0.718377,0.768857,All
0.720709,0.769,0.658799,0.769143,0.71861,0.769,All
0.720709,0.769143,0.658804,0.769286,0.71861,0.769143,All
0.721163,0.769286,0.66054,0.769429,0.718715,0.769286,All
0.721163,0.769429,0.66058,0.769571,0.719226,0.769429,All
0.721387,0.769571,0.66058,0.769714,0.719297,0.769571,All
0.721618,0.769714,0.660752,0.769857,0.719434,0.769714,All
0.721952,0.769857,0.6609,0.77,0.719434,0.769857,All
0.722381,0.77,0.660911,0.770143,0.719767,0.77,All
0.722968,0.770143,0.660911,0.770286,0.720603,0.770143,All
0.723101,0.770286,0.661056,0.770429,0.721034,0.770286,All
0.723249,0.770429,0.661108,0.770571,0.721184,0.770429,All
0.724386,0.770571,0.661629,0.770714,0.721194,0.770571,All
0.724644,0.770714,0.661849,0.770857,0.721194,0.770714,All
0.72501,0.770857,0.66236,0.771,0.721759,0.770857,All
0.725171,0.771,0.66242,0.771143,0.722809,0.771,All
0.725171,0.771143,0.6625,0.771286,0.722809,0.771143,All
0.725171,0.771286,0.6625,0.771429,0.722916,0.771286,All
0.725879,0.771429,0.6625,0.771571,0.723104,0.771429,All
0.725879,0.771571,0.662562,0.771714,0.723925,0.771571,All
0.726347,0.771714,0.66315,0.771857,0.723973,0.771714,All
0.726692,0.771857,0.663787,0.772,0.724197,0.771857,All
0.72708,0.772,0.665438,0.772143,0.725428,0.772,All
0.727253,0.772143,0.665438,0.772286,0.725428,0.772143,All
0.727533,0.772286,0.665493,0.772429,0.725457,0.772286,All
0.727533,0.772429,0.665493,0.772571,0.726474,0.772429,All
0.729252,0.772571,0.665706,0.772714,0.726652,0.772571,All
0.729252,0.772714,0.665834,0.772857,0.727288,0.772714,All
0.729252,0.772857,0.665922,0.773,0.727288,0.772857,All
0.729402,0.773,0.665922,0.773143,0.72766,0.773,All
0.729452,0.773143,0.667142,0.773286,0.72766,0.773143,All
0.730131,0.773286,0.667142,0.773429,0.727917,0.773286,All
0.731286,0.773429,0.667152,0.773571,0.728293,0.773429,All
0.731461,0.773571,0.667263,0.773714,0.728654,0.773571,All
0.731656,0.773714,0.667263,0.773857,0.729685,0.773714,All
0.731713,0.773857,0.667493,0.774,0.729768,0.773857,All
0.732047,0.774,0.667707,0.774143,0.729892,0.774,All
0.732144,0.774143,0.668121,0.774286,0.730084,0.774143,All
0.732144,0.774286,0.66951,0.774429,0.730095,0.774286,All
0.732144,0.774429,0.669907,0.774571,0.730326,0.774429,All
0.732144,0.774571,0.669907,0.774714,0.730548,0.774571,All
0.732544,0.774714,0.670411,0.774857,0.730697,0.774714,All
0.732847,0.774857,0.672194,0.775,0.731246,0.774857,All
0.73309,0.775,0.672194,0.775143,0.731246,0.775,All
0.733325,0.775143,0.672691,0.775286,0.731993,0.775143,All
0.733853,0.775286,0.672716,0.775429,0.732453,0.775286,All
0.733911,0.775429,0.673117,0.775571,0.732684,0.775429,All
0.73407,0.775571,0.673585,0.775714,0.732852,0.775571,All
0.734276,0.775714,0.673693,0.775857,0.733578,0.775714,All
0.734408,0.775857,0.673693,0.776,0.735364,0.775857,All
0.734652,0.776,0.67417,0.776143,0.736018,0.776,All
0.735437,0.776143,0.674957,0.776286,0.73604,0.776143,All
0.735725,0.776286,0.67514,0.776429,0.736148,0.776286,All
0.735771,0.776429,0.676771,0.776571,0.736302,0.776429,All
0.736197,0.776571,0.67736,0.776714,0.736614,0.776571,All
0.736197,0.776714,0.677681,0.776857,0.737048,0.776714,All
0.736197,0.776857,0.678535,0.777,0.73718,0.776857,All
0.736197,0.777,0.678535,0.777143,0.73762,0.777,All
0.736284,0.777143,0.678611,0.777286,0.737755,0.777143,All
0.736352,0.777286,0.678741,0.777429,0.738333,0.777286,All
0.736365,0.777429,0.678809,0.777571,0.739292,0.777429,All
0.736542,0.777571,0.679123,0.777714,0.739292,0.777571,All
0.736667,0.777714,0.67926,0.777857,0.739377,0.777714,All
0.736948,0.777857,0.67926,0.778,0.739377,0.777857,All
0.737638,0.778,0.67926,0.778143,0.739754,0.778,All
0.737638,0.778143,0.679519,0.778286,0.739911,0.778143,All
0.737709,0.778286,0.68001,0.778429,0.739911,0.778286,All
0.737943,0.778429,0.680941,0.778571,0.740127,0.778429,All
0.738262,0.778571,0.681737,0.778714,0.74034,0.778571,All
0.738437,0.778714,0.68178,0.778857,0.740751,0.778714,All
0.738437,0.778857,0.681977,0.779,0.741182,0.778857,All
0.738916,0.779,0.681977,0.779143,0.741242,0.779,All
0.739143,0.779143,0.682315,0.779286,0.741578,0.779143,All
0.739254,0.779286,0.683009,0.779429,0.741994,0.779286,All
0.739594,0.779429,0.68303,0.779571,0.741994,0.779429,All
0.74019,0.779571,0.68303,0.779714,0.74219,0.779571,All
0.740307,0.779714,0.683402,0.779857,0.742244,0.779714,All
0.740409,0.779857,0.683546,0.78,0.742244,0.779857,All
0.740409,0.78,0.683549,0.780143,0.742308,0.78,All
0.740421,0.780143,0.683549,0.780286,0.742448,0.780143,All
0.740637,0.780286,0.684168,0.780429,0.743039,0.780286,All
0.740978,0.780429,0.684435,0.780571,0.743353,0.780429,All
0.741066,0.780571,0.684574,0.780714,0.743373,0.780571,All
0.741118,0.780714,0.68481,0.780857,0.743504,0.780714,All
0.74156,0.780857,0.684981,0.781,0.743653,0.780857,All
0.741934,0.781,0.685019,0.781143,0.744138,0.781,All
0.74215,0.781143,0.685019,0.781286,0.744138,0.781143,All
0.742525,0.781286,0.685019,0.781429,0.745213,0.781286,All
0.742525,0.781429,0.685253,0.781571,0.746955,0.781429,All
0.743204,0.781571,0.685253,0.781714,0.750237,0.781571,All
0.743383,0.781714,0.68531,0.781857,0.750312,0.781714,All
0.74363,0.781857,0.685636,0.782,0.750312,0.781857,All
0.744588,0.782,0.686012,0.782143,0.750488,0.782,All
0.744588,0.782143,0.686233,0.782286,0.750505,0.782143,All
0.744588,0.782286,0.686536,0.782429,0.750505,0.782286,All
0.744649,0.782429,0.686643,0.782571,0.752189,0.782429,All
0.744664,0.782571,0.686823,0.782714,0.752189,0.782571,All
0.745263,0.782714,0.686823,0.782857,0.752985,0.782714,All
0.745514,0.782857,0.686846,0.783,0.75403,0.782857,All
0.745514,0.783,0.687409,0.783143,0.754644,0.783,All
0.746775,0.783143,0.687737,0.783286,0.75494,0.783143,All
0.746839,0.783286,0.688182,0.783429,0.755956,0.783286,All
0.746839,0.783429,0.689437,0.783571,0.756807,0.783429,All
0.747428,0.783571,0.689538,0.783714,0.758209,0.783571,All
0.747652,0.783714,0.689949,0.783857,0.758375,0.783714,All
0.748298,0.783857,0.690029,0.784,0.758669,0.783857,All
0.748684,0.784,0.691117,0.784143,0.759115,0.784,All
0.749443,0.784143,0.692076,0.784286,0.759908,0.784143,All
0.74948,0.784286,0.692477,0.784429,0.760452,0.784286,All
0.749512,0.784429,0.693275,0.784571,0.760452,0.784429,All
0.749512,0.784571,0.693303,0.784714,0.761222,0.784571,All
0.750346,0.784714,0.693303,0.784857,0.76191,0.784714,All
0.750346,0.784857,0.693303,0.785,0.764039,0.784857,All
0.750346,0.785,0.693821,0.785143,0.76434,0.785,All
0.750346,0.785143,0.694406,0.785286,0.764386,0.785143,All
0.750857,0.785286,0.694564,0.785429,0.764386,0.785286,All
0.75092,0.785429,0.694564,0.785571,0.765765,0.785429,All
0.75092,0.785571,0.694636,0.785714,0.766352,0.785571,All
0.751084,0.785714,0.694841,0.785857,0.766784,0.785714,All
0.751084,0.785857,0.695021,0.786,0.767623,0.785857,All
0.751476,0.786,0.695831,0.786143,0.767715,0.786,All
0.75229,0.786143,0.696254,0.786286,0.767738,0.786143,All
0.752489,0.786286,0.696392,0.786429,0.768207,0.786286,All
0.75252,0.786429,0.696448,0.786571,0.769185,0.786429,All
0.752783,0.786571,0.696709,0.786714,0.76951,0.786571,All
0.752923,0.786714,0.696954,0.786857,0.76951,0.786714,All
0.753048,0.786857,0.696954,0.787,0.769844,0.786857,All
0.753154,0.787,0.696954,0.787143,0.770034,0.787,All
0.75317,0.787143,0.696961,0.787286,0.770265,0.787143,All
0.753276,0.787286,0.697408,0.787429,0.770803,0.787286,All
0.753277,0.787429,0.697408,0.787571,0.770803,0.787429,All
0.753602,0.787571,0.697799,0.787714,0.771058,0.787571,All
0.754103,0.787714,0.698048,0.787857,0.771058,0.787714,All
0.755713,0.787857,0.698048,0.788,0.771981,0.787857,All
0.755982,0.788,0.698551,0.788143,0.771981,0.788,All
0.755984,0.788143,0.698551,0.788286,0.772679,0.788143,All
0.756272,0.788286,0.698551,0.788429,0.772942,0.788286,All
0.756355,0.788429,0.69876,0.788571,0.772942,0.788429,All
0.756558,0.788571,0.698916,0.788714,0.772942,0.788571,All
0.756782,0.788714,0.701842,0.788857,0.773723,0.788714,All
0.756827,0.788857,0.702319,0.789,0.775107,0.788857,All
0.757165,0.789,0.702434,0.789143,0.77535,0.789,All
0.757165,0.789143,0.70252,0.789286,0.775596,0.789143,All
0.75724,0.789286,0.70362,0.789429,0.775851,0.789286,All
0.758016,0.789429,0.704326,0.789571,0.775917,0.789429,All
0.759469,0.789571,0.704401,0.789714,0.776864,0.789571,All
0.759603,0.789714,0.704782,0.789857,0.776864,0.789714,All
0.759603,0.789857,0.705129,0.79,0.778135,0.789857,All
0.759929,0.79,0.705129,0.790143,0.778473,0.79,All
0.760343,0.790143,0.705615,0.790286,0.779159,0.790143,All
0.760465,0.790286,0.705718,0.790429,0.781457,0.790286,All
0.760679,0.790429,0.705718,0.790571,0.782303,0.790429,All
0.761251,0.790571,0.705759,0.790714,0.782929,0.790571,All
0.761328,0.790714,0.706166,0.790857,0.785306,0.790714,All
0.761328,0.790857,0.706779,0.791,0.78655,0.790857,All
0.761592,0.791,0.707025,0.791143,0.78655,0.791,All
0.761939,0.791143,0.70756,0.791286,0.788058,0.791143,All
0.761939,0.791286,0.708574,0.791429,0.788121,0.791286,All
0.761939,0.791429,0.708874,0.791571,0.788477,0.791429,All
0.762511,0.791571,0.709222,0.791714,0.788803,0.791571,All
0.762831,0.791714,0.709427,0.791857,0.790075,0.791714,All
0.76315,0.791857,0.709427,0.792,0.790561,0.791857,All
0.76315,0.792,0.709766,0.792143,0.790677,0.792,All
0.763202,0.792143,0.709916,0.792286,0.790915,0.792143,All
0.763267,0.792286,0.710009,0.792429,0.790915,0.792286,All
0.763296,0.792429,0.710026,0.792571,0.791735,0.792429,All
0.763772,0.792571,0.710323,0.792714,0.791735,0.792571,All
0.763772,0.792714,0.710526,0.792857,0.793127,0.792714,All
0.763872,0.792857,0.711742,0.793,0.793675,0.792857,All
0.763872,0.793,0.712122,0.793143,0.794556,0.793,All
0.764493,0.793143,0.71216,0.793286,0.794704,0.793143,All
0.764662,0.793286,0.71216,0.793429,0.795122,0.793286,All
0.765224,0.793429,0.712723,0.793571,0.795657,0.793429,All
0.765239,0.793571,0.712976,0.793714,0.79719,0.793571,All
0.765875,0.793714,0.714512,0.793857,0.797373,0.793714,All
0.766968,0.793857,0.714672,0.794,0.79766,0.793857,All
0.767465,0.794,0.715002,0.794143,0.798476,0.794,All
0.767756,0.794143,0.715002,0.794286,0.798502,0.794143,All
0.768002,0.794286,0.716148,0.794429,0.798918,0.794286,All
0.768092,0.794429,0.716331,0.794571,0.800612,0.794429,All
0.768092,0.794571,0.71731,0.794714,0.802057,0.794571,All
0.768215,0.794714,0.71739,0.794857,0.802461,0.794714,All
0.768493,0.794857,0.718219,0.795,0.803342,0.794857,All
0.768639,0.795,0.718575,0.795143,0.804238,0.795,All
0.768639,0.795143,0.71961,0.795286,0.804814,0.795143,All
0.768739,0.795286,0.720026,0.795429,0.805834,0.795286,All
0.769009,0.795429,0.720291,0.795571,0.806862,0.795429,All
0.769066,0.795571,0.720719,0.795714,0.807145,0.795571,All
0.769289,0.795714,0.721172,0.795857,0.807212,0.795714,All
0.769316,0.795857,0.721438,0.796,0.807212,0.795857,All
0.769727,0.796,0.721438,0.796143,0.807658,0.796,All
0.769961,0.796143,0.72221,0.796286,0.808012,0.796143,All
0.770095,0.796286,0.722318,0.796429,0.808012,0.796286,All
0.770242,0.796429,0.722406,0.796571,0.808093,0.796429,All
0.770626,0.796571,0.722768,0.796714,0.808783,0.796571,All
0.770626,0.796714,0.723291,0.796857,0.809375,0.796714,All
0.770626,0.796857,0.723919,0.797,0.809636,0.796857,All
0.770885,0.797,0.724074,0.797143,0.810087,0.797,All
0.77096,0.797143,0.724267,0.797286,0.810087,0.797143,All
0.771185,0.797286,0.724519,0.797429,0.810578,0.797286,All
0.771185,0.797429,0.724519,0.797571,0.810775,0.797429,All
0.771956,0.797571,0.724626,0.797714,0.810775,0.797571,All
0.772395,0.797714,0.725275,0.797857,0.815782,0.797714,All
0.772652,0.797857,0.725351,0.798,0.815782,0.797857,All
0.772652,0.798,0.725558,0.798143,0.815846,0.798,All
0.772822,0.798143,0.725558,0.798286,0.815846,0.798143,All
0.772834,0.798286,0.725931,0.798429,0.816659,0.798286,All
0.772848,0.798429,0.725977,0.798571,0.817183,0.798429,All
0.772919,0.798571,0.726437,0.798714,0.817598,0.798571,All
0.772919,0.798714,0.726638,0.798857,0.817666,0.798714,All
0.772919,0.798857,0.726791,0.799,0.819114,0.798857,All
0.772987,0.799,0.727092,0.799143,0.819114,0.799,All
0.772987,0.799143,0.727092,0.799286,0.819275,0.799143,All
0.773045,0.799286,0.727431,0.799429,0.820498,0.799286,All
0.773045,0.799429,0.727431,0.799571,0.820881,0.799429,All
0.773166,0.799571,0.727518,0.799714,0.821136,0.799571,All
0.773359,0.799714,0.728441,0.799857,0.821635,0.799714,All
0.774483,0.799857,0.728581,0.8,0.822098,0.799857,All
0.774483,0.8,0.729478,0.800143,0.822826,0.8,All
0.774483,0.800143,0.729478,0.800286,0.822885,0.800143,All
0.775502,0.800286,0.729645,0.800429,0.823402,0.800286,All
0.775502,0.800429,0.729743,0.800571,0.823725,0.800429,All
0.776113,0.800571,0.729743,0.800714,0.823834,0.800571,All
0.776259,0.800714,0.730238,0.800857,0.824078,0.800714,All
0.776293,0.800857,0.731124,0.801,0.824183,0.800857,All
0.776934,0.801,0.731185,0.801143,0.824561,0.801,All
0.777625,0.801143,0.731565,0.801286,0.824561,0.801143,All
0.777718,0.801286,0.73157,0.801429,0.825689,0.801286,All
0.777718,0.801429,0.732013,0.801571,0.825891,0.801429,All
0.777805,0.801571,0.732013,0.801714,0.826373,0.801571,All
0.777878,0.801714,0.732023,0.801857,0.826786,0.801714,All
0.778703,0.801857,0.732045,0.802,0.826786,0.801857,All
0.778942,0.802,0.732274,0.802143,0.82711,0.802,All
0.778942,0.802143,0.732519,0.802286,0.827301,0.802143,All
0.779021,0.802286,0.732698,0.802429,0.827829,0.802286,All
0.779179,0.802429,0.734063,0.802571,0.828213,0.802429,All
0.779205,0.802571,0.734071,0.802714,0.828234,0.802571,All
0.779833,0.802714,0.73486,0.802857,0.830371,0.802714,All
0.779833,0.802857,0.735955,0.803,0.830557,0.802857,All
0.780613,0.803,0.736448,0.803143,0.831009,0.803,All
0.780613,0.803143,0.736448,0.803286,0.831009,0.803143,All
0.780778,0.803286,0.736834,0.803429,0.831109,0.803286,All
0.780799,0.803429,0.737474,0.803571,0.831611,0.803429,All
0.78108,0.803571,0.737659,0.803714,0.831632,0.803571,All
0.78108,0.803714,0.738203,0.803857,0.831919,0.803714,All
0.781169,0.803857,0.738509,0.804,0.832424,0.803857,All
0.781324,0.804,0.739322,0.804143,0.833207,0.804,All
0.781407,0.804143,0.739384,0.804286,0.833207,0.804143,All
0.781407,0.804286,0.739636,0.804429,0.83424,0.804286,All
0.781504,0.804429,0.739833,0.804571,0.834616,0.804429,All
0.781911,0.804571,0.740395,0.804714,0.83501,0.804571,All
0.782736,0.804714,0.740433,0.804857,0.836777,0.804714,All
0.782736,0.804857,0.740433,0.805,0.837444,0.804857,All
0.783107,0.805,0.741067,0.805143,0.838033,0.805,All
0.783108,0.805143,0.741409,0.805286,0.838515,0.805143,All
0.783451,0.805286,0.741409,0.805429,0.839103,0.805286,All
0.783645,0.805429,0.741472,0.805571,0.839448,0.805429,All
0.783708,0.805571,0.742424,0.805714,0.841225,0.805571,All
0.783708,0.805714,0.742424,0.805857,0.84133,0.805714,All
0.78401,0.805857,0.742476,0.806,0.84224,0.805857,All
0.78401,0.806,0.742748,0.806143,0.842668,0.806,All
0.784151,0.806143,0.742748,0.806286,0.843311,0.806143,All
0.784201,0.806286,0.742748,0.806429,0.844229,0.806286,All
0.784822,0.806429,0.743599,0.806571,0.844837,0.806429,All
0.785267,0.806571,0.743903,0.806714,0.846467,0.806571,All
0.785425,0.806714,0.744463,0.806857,0.847014,0.806714,All
0.785647,0.806857,0.74461,0.807,0.848857,0.806857,All
0.785791,0.807,0.745259,0.807143,0.849064,0.807,All
0.786664,0.807143,0.745607,0.807286,0.849162,0.807143,All
0.78713,0.807286,0.745847,0.807429,0.84997,0.807286,All
0.787411,0.807429,0.745978,0.807571,0.850021,0.807429,All
0.788227,0.807571,0.746055,0.807714,0.8504,0.807571,All
0.788227,0.807714,0.747168,0.807857,0.850511,0.807714,All
0.788245,0.807857,0.748901,0.808,0.851674,0.807857,All
0.788245,0.808,0.748924,0.808143,0.85202,0.808,All
0.788805,0.808143,0.748924,0.808286,0.85202,0.808143,All
0.788978,0.808286,0.749023,0.808429,0.852115,0.808286,All
0.789814,0.808429,0.749287,0.808571,0.852337,0.808429,All
0.790098,0.808571,0.751442,0.808714,0.852337,0.808571,All
0.790375,0.808714,0.75152,0.808857,0.853643,0.808714,All
0.790766,0.808857,0.752721,0.809,0.854115,0.808857,All
0.790766,0.809,0.752721,0.809143,0.854986,0.809,All
0.790967,0.809143,0.753492,0.809286,0.854986,0.809143,All
0.79194,0.809286,0.754099,0.809429,0.855214,0.809286,All
0.792321,0.809429,0.754219,0.809571,0.855214,0.809429,All
0.792321,0.809571,0.754512,0.809714,0.855282,0.809571,All
