parameter,value
Cl_pop,10.5473868273337
beta_Cl_logtCLCRMLMIN,0.650474813848986
beta_Cl_logtWTKG,0.787689632330655
V1_pop,43.334229451211
Q_pop,19.254815628438
beta_Q_ANTU_2,-0.630839803404506
beta_Q_logtAGEA,1.5260745754795
beta_Q_logtCLCRMLMIN,1.43102997965428
beta_Q_logtPROGDL,-0.0607901322063604
beta_Q_logtSCRMGDL,0.5880224653962
V2_pop,54.0882620271036
omega_Cl,0.178458134320067
omega_V1,0.254298354347929
omega_Q,0.000332247612477155
omega_V2,0.194585596448121
corr_V2_V1,0.997756913814714
a1,0.305866284359664
a2,0.0601305600710747
