time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
1.284,0.0103093,0,0,0,All
1.32435,0.0206186,0,0,0,All
1.36469,0.0206186,0,0,0,All
1.40504,0.0206186,0,0,0,All
1.44539,0.0206186,0,0,0,All
1.48573,0.0206186,0,0,0,All
1.52608,0.0206186,0,0,0,All
1.56642,0.0206186,0,0,0,All
1.60677,0.0206186,0,0,0,All
1.64712,0.0206186,0,0,0,All
1.68746,0.0206186,0,0,0,All
1.72781,0.0206186,0,0,0,All
1.76816,0.0206186,0,0,0,All
1.8085,0.0206186,0,0,0,All
1.84885,0.0206186,0,0,0,All
1.8892,0.0206186,0,0,0,All
1.92954,0.0206186,0,0,0,All
1.96989,0.0206186,0,0,0,All
2.01023,0.0206186,0,0,0,All
2.05058,0.0206186,0,0,0.0105263,All
2.09093,0.0206186,0,0,0.0105263,All
2.13127,0.0206186,0,0,0.0106383,All
2.17162,0.0206186,0,0,0.0106383,All
2.21197,0.0206186,0,0,0.0106383,All
2.25231,0.0206186,0,0,0.0107539,All
2.29266,0.0206186,0,0,0.0108696,All
2.33301,0.0206186,0,0,0.0159611,All
2.37335,0.0206186,0,0,0.0210526,All
2.4137,0.0206186,0,0,0.0210526,All
2.45404,0.0206186,0,0,0.0212766,All
2.49439,0.0206186,0,0,0.021391,All
2.53474,0.0206186,0,0,0.0215054,All
2.57508,0.0206186,0,0,0.0215054,All
2.61543,0.0206186,0,0,0.0215054,All
2.65578,0.0206186,0,0,0.0215054,All
2.69612,0.0206186,0,0,0.0215054,All
2.73647,0.0206186,0,0,0.0215054,All
2.77681,0.0206186,0,0,0.0217391,All
2.81716,0.0309278,0,0,0.0217391,All
2.85751,0.0309278,0,0,0.021978,All
2.89785,0.0309278,0,0,0.0267785,All
2.9382,0.0309278,0,0,0.0315789,All
2.97855,0.0309278,0,0,0.0319149,All
3.01889,0.0309278,0,0,0.0319149,All
3.05924,0.0309278,0,0,0.0319149,All
3.09959,0.0309278,0,0,0.0319149,All
3.13993,0.0309278,0,0,0.0319149,All
3.18028,0.0309278,0,0,0.0319149,All
3.22062,0.0309278,0,0,0.0319149,All
3.26097,0.0309278,0,0,0.0324334,All
3.30132,0.0309278,0,0,0.0327879,All
3.34166,0.0309278,0,0,0.0421053,All
3.38201,0.0309278,0,0,0.0421053,All
3.42236,0.0309278,0,0,0.0421053,All
3.4627,0.0309278,0,0,0.0423292,All
3.50305,0.0412371,0,0,0.0425532,All
3.5434,0.0412371,0,0,0.0425532,All
3.58374,0.0412371,0,0,0.0425532,All
3.62409,0.0412371,0,0,0.0425532,All
3.66443,0.0412371,0,0,0.0425532,All
3.70478,0.0412371,0,0,0.0425532,All
3.74513,0.0412371,0,0,0.0425532,All
3.78547,0.0412371,0,0,0.0425532,All
3.82582,0.0412371,0,0,0.0425532,All
3.86617,0.0412371,0,0,0.0430108,All
3.90651,0.0412371,0,0,0.0432445,All
3.94686,0.0412371,0,0,0.0434783,All
