simulations,OFV
500,966.512
1000,965.592
1500,965.613
2000,964.388
2500,964.823
3000,965.515
3500,965.156
4000,965.153
4500,965.347
5000,965.319
5500,965.279
6000,965.525
6500,965.335
7000,965.308
7500,965.237
8000,965.486
8500,965.649
9000,965.517
9500,965.259
10000,964.913
10500,964.832
11000,964.822
11500,964.851
12000,964.666
12500,964.778
13000,964.507
13500,964.286
14000,964.117
14500,964.107
15000,964.192
15500,963.922
16000,964.11
16500,963.926
17000,964.021
17500,964.161
18000,963.992
18500,964.124
19000,964.02
19500,963.951
20000,963.765
20500,963.743
21000,963.769
21500,963.87
22000,963.957
22500,963.876
23000,963.433
23500,963.316
24000,963.273
24500,963.121
25000,963.17
25500,963.21
26000,963.183
26500,963.156
27000,963.025
27500,963.076
28000,963.17
28500,963.185
29000,963.317
29500,963.397
30000,963.474
