standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.44233,0.0982278,-2.71703,0.0148787,-2.99093,0.00750385,-2.73165,0.0149337,All
-2.27643,0.142877,-2.51789,0.0297574,-2.7935,0.00750385,-2.53325,0.0149337,All
-2.11052,0.107158,-2.31875,0.0892723,-2.59607,0.0150077,-2.33484,0.104536,All
-1.94462,0.0982278,-2.11961,0.0743936,-2.39864,0.0450231,-2.13643,0.0672016,All
-1.77872,0,-1.92047,0.104151,-2.20121,0.105054,-1.93802,0.119469,All
-1.61281,0.0089298,-1.72133,0.163666,-2.00378,0.0750385,-1.73961,0.156804,All
-1.44691,0.0535788,-1.52219,0.148787,-1.80635,0.112558,-1.54121,0.14187,All
-1.28101,0.223245,-1.32304,0.156227,-1.60892,0.0900462,-1.3428,0.149337,All
-1.1151,0.45542,-1.1239,0.11159,-1.4115,0.157581,-1.14439,0.134403,All
-0.949201,0.142877,-0.924762,0.141348,-1.21407,0.157581,-0.945981,0.126936,All
-0.783298,0.0089298,-0.725621,0.245499,-1.01664,0.135069,-0.747573,0.224005,All
-0.617395,0,-0.52648,0.260378,-0.819207,0.142573,-0.549165,0.28374,All
-0.451492,0.0625086,-0.327339,0.282696,-0.621778,0.255131,-0.350757,0.276273,All
-0.285588,0.348262,-0.128198,0.371968,-0.424348,0.337673,-0.152349,0.388276,All
-0.119685,0.830472,0.0709428,0.498437,-0.226919,0.315162,0.0460595,0.470411,All
0.0462176,1.07158,0.270084,0.513316,-0.0294892,0.397704,0.244468,0.418143,All
0.212121,0.607227,0.469225,0.379407,0.16794,0.465239,0.442876,0.492811,All
0.378024,0.312543,0.668366,0.498437,0.36537,0.52527,0.641284,0.462944,All
0.543927,0.178596,0.867507,0.401725,0.562799,0.472743,0.839692,0.410676,All
0.70983,0.276824,1.06665,0.267817,0.760229,0.517766,1.0381,0.253873,All
0.875733,0.241105,1.26579,0.185984,0.957658,0.29265,1.23651,0.238939,All
1.04164,0.0803682,1.46493,0.0371968,1.15509,0.187596,1.43492,0.0373342,All
1.20754,0.044649,1.66407,0.0595149,1.35252,0.210108,1.63332,0.0522679,All
1.37344,0.232175,1.86321,0.0148787,1.54995,0.052527,1.83173,0.0298674,All
1.53935,0.366122,2.06235,0.0595149,1.74738,0.112558,2.03014,0.044801,All
1.70525,0.214315,2.26149,0.0520755,1.94481,0.0225116,2.22855,0.0672016,All
1.87115,0.044649,2.46064,0.0446361,2.14223,0.0375193,2.42696,0.044801,All
