simulations,OFV
500,1116.89
1000,1118.25
1500,1117.24
2000,1115.67
2500,1116.58
3000,1116.81
3500,1116.29
4000,1116.38
4500,1116.54
5000,1116.41
5500,1116.27
6000,1116.52
6500,1116.41
7000,1116.48
7500,1116.35
8000,1116.52
8500,1116.71
9000,1116.51
9500,1116.34
10000,1116.32
10500,1116.18
11000,1116.22
11500,1116.17
12000,1116.01
12500,1116.07
13000,1115.87
13500,1115.82
14000,1115.72
14500,1115.71
15000,1115.75
15500,1115.67
16000,1115.77
16500,1115.64
17000,1115.71
17500,1115.84
18000,1115.71
18500,1115.83
19000,1115.78
19500,1115.71
20000,1115.58
20500,1115.27
21000,1115.18
21500,1115.23
22000,1115.34
22500,1115.36
23000,1115.18
23500,1115.1
24000,1115.1
24500,1115.06
25000,1115.13
25500,1115.08
26000,1115.04
26500,1115.06
27000,1115
27500,1115.03
28000,1115.12
28500,1115.09
29000,1115.18
29500,1115.21
30000,1115.26
