parameter,value,se_lin,rse_lin
Cl_pop,5.16548555346056,0.349971980321104,6.77520006007265
V1_pop,20.9042921978169,1.70262371373506,8.14485225150491
Q_pop,5.7617315167367,1.03881005525722,18.0294769417784
V2_pop,23.562874664263,3.47785340787963,14.7598858689104
omega_Cl,0.251932515265168,0.0481551180077468,19.1142925545208
omega_V1,0.278828860597075,0.0614207161942082,22.0281057214393
omega_Q,0.579622787991586,0.143902273098851,24.8268832903339
omega_V2,0.335959181100881,0.152744283879549,45.4651316207617
corr_V2_V1,0.99895288700082,0.228820582379231,22.9060434537833
a1,0.301333677351171,0.0221149123349575,7.33901120158734
a2,0.0645264017345313,0.00647313923591605,10.0317684884201
