simulations,OFV
500,943.619
1000,943.449
1500,943.181
2000,940.408
2500,940.499
3000,940.917
3500,940.608
4000,940.789
4500,941.216
5000,941.324
5500,941.503
6000,941.779
6500,940.909
7000,940.921
7500,940.859
8000,941.062
8500,941.316
9000,940.918
9500,940.661
10000,940.228
10500,940.196
11000,940.306
11500,940.056
12000,939.654
12500,939.459
13000,939.437
13500,939.335
14000,939.395
14500,939.37
15000,939.346
15500,939.413
16000,939.43
16500,939.289
17000,939.376
17500,939.43
18000,939.17
18500,939.317
19000,939.293
19500,939.198
20000,938.993
20500,938.929
21000,938.807
21500,938.873
22000,938.943
22500,938.987
23000,938.726
23500,938.668
24000,938.607
24500,938.649
25000,938.724
25500,938.696
26000,938.648
26500,938.667
27000,938.661
27500,938.705
28000,938.779
28500,938.78
29000,938.885
29500,938.938
30000,939.014
