pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-1.41123,0.0104167,-3.46945,0.00104167,-2.58802,0.0104167,All
-1.28632,0.0208333,-3.37761,0.00208333,-1.6902,0.0208333,All
-1.06928,0.03125,-3.3708,0.003125,-1.51815,0.03125,All
-1.06894,0.0416667,-3.36111,0.00416667,-1.33241,0.0416667,All
-1.03174,0.0520833,-3.33991,0.00520833,-1.32662,0.0520833,All
-0.99484,0.0625,-3.32404,0.00625,-1.23922,0.0625,All
-0.979953,0.0729167,-3.26844,0.00729167,-1.17887,0.0729167,All
-0.967096,0.0833333,-3.1837,0.00833333,-1.14562,0.0833333,All
-0.948856,0.09375,-3.1296,0.009375,-1.07555,0.09375,All
-0.870154,0.104167,-3.06147,0.0104167,-0.940141,0.104167,All
-0.861645,0.114583,-2.39898,0.0114583,-0.929141,0.114583,All
-0.854492,0.125,-2.20588,0.0125,-0.870763,0.125,All
-0.833733,0.135417,-2.11232,0.0135417,-0.843922,0.135417,All
-0.811977,0.145833,-2.09953,0.0145833,-0.836446,0.145833,All
-0.775347,0.15625,-1.84644,0.015625,-0.77244,0.15625,All
-0.745401,0.166667,-1.8256,0.0166667,-0.718881,0.166667,All
-0.732753,0.177083,-1.80126,0.0177083,-0.645899,0.177083,All
-0.680786,0.1875,-1.78758,0.01875,-0.597508,0.1875,All
-0.664249,0.197917,-1.75461,0.0197917,-0.593459,0.197917,All
-0.659858,0.208333,-1.74168,0.0208333,-0.586374,0.208333,All
-0.652707,0.21875,-1.68435,0.021875,-0.583694,0.21875,All
-0.632031,0.229167,-1.6562,0.0229167,-0.58274,0.229167,All
-0.611603,0.239583,-1.63582,0.0239583,-0.562534,0.239583,All
-0.60239,0.25,-1.63317,0.025,-0.555481,0.25,All
-0.569111,0.260417,-1.62628,0.0260417,-0.526666,0.260417,All
-0.559086,0.270833,-1.60294,0.0270833,-0.426176,0.270833,All
-0.499428,0.28125,-1.59778,0.028125,-0.425599,0.28125,All
-0.498896,0.291667,-1.59682,0.0291667,-0.414338,0.291667,All
-0.496882,0.302083,-1.58039,0.0302083,-0.366446,0.302083,All
-0.453329,0.3125,-1.57771,0.03125,-0.354948,0.3125,All
-0.439052,0.322917,-1.56784,0.0322917,-0.32481,0.322917,All
-0.434721,0.333333,-1.56271,0.0333333,-0.319999,0.333333,All
-0.433686,0.34375,-1.53524,0.034375,-0.298998,0.34375,All
-0.417158,0.354167,-1.53265,0.0354167,-0.284299,0.354167,All
-0.409782,0.364583,-1.51974,0.0364583,-0.281487,0.364583,All
-0.388768,0.375,-1.51738,0.0375,-0.231823,0.375,All
-0.36738,0.385417,-1.50851,0.0385417,-0.223667,0.385417,All
-0.365588,0.395833,-1.47952,0.0395833,-0.207644,0.395833,All
-0.364581,0.40625,-1.4776,0.040625,-0.186724,0.40625,All
-0.323587,0.416667,-1.47318,0.0416667,-0.154108,0.416667,All
-0.294296,0.427083,-1.46312,0.0427083,-0.152828,0.427083,All
-0.274127,0.4375,-1.45444,0.04375,-0.151808,0.4375,All
-0.27382,0.447917,-1.43926,0.0447917,-0.0876296,0.447917,All
-0.264332,0.458333,-1.43719,0.0458333,-0.0763964,0.458333,All
-0.249201,0.46875,-1.42698,0.046875,-0.0652204,0.46875,All
-0.236925,0.479167,-1.41867,0.0479167,-0.0647349,0.479167,All
-0.230116,0.489583,-1.40516,0.0489583,-0.0583237,0.489583,All
-0.227521,0.5,-1.39334,0.05,-0.0452285,0.5,All
-0.211322,0.510417,-1.3886,0.0510417,-0.0152218,0.510417,All
-0.201768,0.520833,-1.38578,0.0520833,-0.0149457,0.520833,All
-0.143957,0.53125,-1.38279,0.053125,0.0095184,0.53125,All
-0.142762,0.541667,-1.37463,0.0541667,0.0132109,0.541667,All
-0.139181,0.552083,-1.34576,0.0552083,0.0561062,0.552083,All
-0.136822,0.5625,-1.31868,0.05625,0.0677617,0.5625,All
-0.120428,0.572917,-1.31224,0.0572917,0.079776,0.572917,All
-0.0758489,0.583333,-1.31063,0.0583333,0.0835839,0.583333,All
-0.0565775,0.59375,-1.2971,0.059375,0.10065,0.59375,All
-0.0506215,0.604167,-1.29166,0.0604167,0.105707,0.604167,All
-0.0464007,0.614583,-1.28383,0.0614583,0.137086,0.614583,All
-0.0379366,0.625,-1.27883,0.0625,0.158182,0.625,All
-0.00698267,0.635417,-1.27476,0.0635417,0.186396,0.635417,All
0.00931563,0.645833,-1.27021,0.0645833,0.223512,0.645833,All
0.158746,0.65625,-1.27019,0.065625,0.314345,0.65625,All
0.165491,0.666667,-1.26551,0.0666667,0.325787,0.666667,All
0.235983,0.677083,-1.26191,0.0677083,0.38989,0.677083,All
0.259282,0.6875,-1.25024,0.06875,0.424938,0.6875,All
0.280067,0.697917,-1.24729,0.0697917,0.429188,0.697917,All
0.303855,0.708333,-1.23457,0.0708333,0.451117,0.708333,All
0.311038,0.71875,-1.23066,0.071875,0.460366,0.71875,All
0.312637,0.729167,-1.2253,0.0729167,0.483173,0.729167,All
0.334088,0.739583,-1.21932,0.0739583,0.499493,0.739583,All
0.341112,0.75,-1.21307,0.075,0.513185,0.75,All
0.342688,0.760417,-1.21271,0.0760417,0.515154,0.760417,All
0.432698,0.770833,-1.19736,0.0770833,0.538222,0.770833,All
0.490412,0.78125,-1.19092,0.078125,0.570975,0.78125,All
0.50688,0.791667,-1.17838,0.0791667,0.671635,0.791667,All
0.513123,0.802083,-1.17486,0.0802083,0.679854,0.802083,All
0.514892,0.8125,-1.16418,0.08125,0.700188,0.8125,All
0.550293,0.822917,-1.16192,0.0822917,0.711488,0.822917,All
0.577238,0.833333,-1.152,0.0833333,0.712606,0.833333,All
0.589548,0.84375,-1.15025,0.084375,0.783613,0.84375,All
