time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.7129,6.12543,5.52392,5.8305,5.96024,6.04508,6.10221,6.14895,6.18645,6.22432,6.26185,6.31227,All
-59.4257,11.498,9.61513,10.5112,10.9287,11.2139,11.4174,11.5832,11.7169,11.8566,11.9957,12.1845,All
-59.1386,16.2312,12.8891,14.3632,15.1223,15.6651,16.0633,16.3988,16.6722,16.9581,17.2495,17.6492,All
-58.8514,20.4146,15.6693,17.6204,18.7144,19.5314,20.1451,20.6825,21.1216,21.5855,22.0697,22.7389,All
-58.5643,24.1321,18.1256,20.4254,21.8485,22.9232,23.7474,24.5056,25.1216,25.7934,26.4929,27.479,All
-58.2771,27.4395,20.3304,22.9022,24.6059,25.9083,26.9528,27.9351,28.7415,29.6147,30.558,31.8929,All
-57.99,30.1642,22.2351,24.918,26.8275,28.3437,29.5772,30.7869,31.7866,32.8707,34.069,35.7806,All
-57.7028,26.7487,18.7798,21.225,23.0865,24.7307,26.0734,27.4522,28.6007,29.8606,31.2692,33.3161,All
-57.4157,23.8204,16.6501,18.572,20.2113,21.8133,23.1538,24.5535,25.7909,27.1768,28.7247,31.0309,All
-57.1285,21.3282,15.116,16.6616,17.9933,19.3707,20.6817,22.0624,23.2982,24.7752,26.4027,28.9273,All
-56.8414,19.2163,13.8168,15.236,16.2901,17.3712,18.596,19.896,21.1302,22.6211,24.2925,26.9983,All
-56.5542,17.4491,12.6477,14.0264,15.0049,15.8551,16.8345,18.0404,19.2623,20.6726,22.4079,25.1773,All
-56.2671,15.927,11.6031,12.9998,13.9012,14.6463,15.478,16.4733,17.6203,18.9573,20.684,23.515,All
-55.9799,14.7563,10.6563,12.0432,12.9251,13.6592,14.3672,15.2023,16.1817,17.4343,19.1315,21.9923,All
-55.6928,13.7742,9.78715,11.216,12.0313,12.7636,13.4316,14.1331,14.9779,16.0948,17.7102,20.5685,All
-55.4056,12.9269,9.02448,10.4222,11.246,11.9663,12.6121,13.2592,13.9986,14.9601,16.4193,19.2493,All
-55.1185,12.1684,8.30369,9.75293,10.5448,11.2522,11.8716,12.4929,13.1532,13.9991,15.3015,18.0366,All
-54.8313,11.501,7.7202,9.07373,9.90407,10.59,11.1966,11.7931,12.434,13.1862,14.3536,16.9424,All
-54.5442,10.8784,7.12487,8.47284,9.29897,9.9798,10.5789,11.1755,11.7899,12.4919,13.5534,15.9427,All
-54.257,10.3199,6.62282,7.92469,8.75102,9.43226,10.0125,10.6125,11.195,11.8601,12.8684,15.0274,All
-53.9699,9.79898,6.11083,7.43327,8.25531,8.91966,9.49785,10.0777,10.6709,11.3359,12.2766,14.2283,All
-53.6827,9.30882,5.6939,6.96461,7.79236,8.43608,9.03913,9.59656,10.1882,10.8663,11.7519,13.5171,All
-53.3956,8.85505,5.25881,6.53288,7.36424,8.00305,8.60552,9.14865,9.73849,10.4141,11.2592,12.8895,All
-53.1084,8.45488,4.93998,6.14342,6.9641,7.60305,8.19154,8.73465,9.33206,9.99095,10.8319,12.3715,All
-52.8213,8.07884,4.58868,5.78642,6.5983,7.25477,7.7908,8.36184,8.95495,9.61956,10.4425,11.9127,All
-52.5341,7.72964,4.29793,5.46373,6.25097,6.90572,7.42655,8.02415,8.60635,9.26161,10.0748,11.5289,All
-52.247,7.42471,4.03101,5.15689,5.92493,6.57376,7.1188,7.71473,8.28477,8.93734,9.76169,11.127,All
-51.9598,7.12105,3.77115,4.87401,5.63821,6.26683,6.80912,7.41951,7.97354,8.6409,9.43374,10.7954,All
-51.6727,6.84091,3.5377,4.61175,5.36568,5.98957,6.53695,7.13394,7.68477,8.34513,9.13849,10.5391,All
-51.3855,6.57212,3.33749,4.38078,5.1097,5.73892,6.29118,6.87002,7.41141,8.09015,8.86205,10.2285,All
-51.0984,6.31321,3.13028,4.14933,4.88814,5.50054,6.05675,6.62048,7.16245,7.82511,8.5904,9.94066,All
-50.8112,6.08746,2.94137,3.93742,4.65514,5.26816,5.82659,6.38342,6.92556,7.5862,8.34519,9.70373,All
-50.5241,5.87758,2.77693,3.74916,4.45317,5.05507,5.59518,6.16255,6.70071,7.36325,8.12048,9.45117,All
-50.2369,5.67636,2.62141,3.58086,4.2572,4.85715,5.39821,5.95005,6.50042,7.15271,7.90182,9.22435,All
-49.9498,5.48201,2.47344,3.41995,4.08703,4.66639,5.2135,5.74582,6.30277,6.94988,7.70183,8.99569,All
-49.6627,5.30685,2.33008,3.26206,3.92576,4.49148,5.03999,5.56266,6.1153,6.74805,7.50791,8.7943,All
-49.3755,5.12838,2.20076,3.11711,3.76504,4.3327,4.86768,5.38348,5.93663,6.56442,7.32763,8.59857,All
-49.0884,4.96688,2.08122,2.99408,3.62491,4.16651,4.70818,5.21616,5.7648,6.38647,7.13673,8.39815,All
-48.8012,4.80826,1.97367,2.86766,3.48538,4.02291,4.56056,5.05576,5.60566,6.21848,6.96759,8.21629,All
-48.5141,4.6566,1.87026,2.75502,3.35214,3.88302,4.42213,4.91182,5.4482,6.06412,6.80617,8.03498,All
-48.2269,4.51899,1.76444,2.63529,3.22448,3.75973,4.29058,4.76894,5.30158,5.90064,6.64391,7.87558,All
-47.9398,5.73765,3.03414,3.88739,4.4633,4.98667,5.50679,5.96829,6.50195,7.09491,7.84189,9.06656,All
-47.6526,11.4742,8.94101,9.7475,10.2729,10.7787,11.2641,11.6939,12.2001,12.7661,13.4678,14.6265,All
-47.3655,16.4449,13.8636,14.7473,15.2864,15.7592,16.2108,16.6817,17.1875,17.7228,18.4119,19.602,All
-47.0783,20.8809,17.7252,18.9103,19.5882,20.1325,20.63,21.1393,21.6389,22.2734,22.9833,24.2901,All
-46.7912,24.8698,20.5586,22.3208,23.3052,23.9393,24.5656,25.1704,25.7485,26.4471,27.306,28.7394,All
-46.504,28.4529,22.9236,25.1884,26.4286,27.3274,28.0719,28.8097,29.5127,30.3172,31.3323,32.9862,All
-46.2169,31.636,25.0259,27.6428,29.1611,30.2792,31.2185,32.0815,32.9564,33.8752,35.0777,37.1081,All
-45.9297,32.9514,25.4267,28.2447,29.9977,31.2644,32.417,33.456,34.5117,35.5807,36.9673,39.356,All
-45.6426,29.6127,22.0408,24.7216,26.4562,27.7838,29.0211,30.1886,31.3604,32.5561,34.1256,36.7841,All
-45.3554,26.7908,19.6155,22.0327,23.6646,24.9481,26.1898,27.39,28.601,29.8981,31.5695,34.4184,All
-45.0683,24.4291,17.6836,19.9511,21.4765,22.6535,23.8509,25.0028,26.1911,27.5331,29.2781,32.2709,All
-44.7811,22.4493,16.0337,18.2191,19.617,20.834,21.9168,22.9853,24.1484,25.4403,27.1971,30.2657,All
