iteration,convergenceIndicator,phase,Cl_pop,V_pop,a,omega_Cl,omega_V
942,245.699,1,10.9993,60.4893,3.05481,0.232453,4.58013e-05
943,244.692,1,10.8256,60.4891,3.07878,0.237457,4.09954e-05
944,246.111,1,10.8611,60.4898,3.13119,0.240452,3.79337e-05
945,246.347,1,10.9008,60.4899,3.0935,0.239984,4.1649e-05
946,244.607,1,10.8523,60.4899,3.13378,0.23752,3.7252e-05
947,242.833,1,11.0687,60.4898,3.08477,0.235431,3.81801e-05
948,246.921,1,11.0966,60.4897,3.10915,0.228405,4.31462e-05
949,244.471,1,10.921,60.4892,3.11983,0.237923,3.85911e-05
950,243.961,1,11.1011,60.489,3.10299,0.237262,3.78814e-05
951,244.133,1,11.0231,60.4892,3.07005,0.250665,3.88167e-05
952,238.268,1,11.0003,60.4897,3.0465,0.244233,3.47187e-05
953,240.496,1,10.9544,60.4894,3.04966,0.230883,3.87386e-05
954,241.242,1,10.9739,60.4897,3.09542,0.241743,3.46488e-05
955,244.049,1,10.9714,60.4895,3.12344,0.230062,3.74647e-05
956,238.293,1,11.0232,60.4902,3.07574,0.237776,3.35094e-05
957,237.835,1,10.8656,60.4904,3.09114,0.227536,3.25818e-05
958,233.221,1,10.8784,60.4906,3.06673,0.219533,3.02394e-05
959,236.887,1,10.8541,60.4904,3.11506,0.229878,2.95717e-05
960,233.972,1,10.8619,60.4904,3.07335,0.224121,2.99788e-05
961,240.054,1,10.996,60.4907,3.16043,0.234072,2.94493e-05
962,236.98,1,10.9794,60.4906,3.11459,0.234351,2.91336e-05
963,241.258,1,11.0074,60.4906,3.12675,0.256521,3.01915e-05
964,237.976,1,10.9412,60.4904,3.05629,0.251504,3.20204e-05
965,238.225,1,11.1113,60.4905,3.08246,0.242388,3.16191e-05
966,239.592,1,11.1365,60.4906,3.10633,0.234927,3.24904e-05
967,242.023,1,11.1194,60.491,3.12297,0.248141,3.23436e-05
968,245.557,1,10.9839,60.4914,3.13414,0.248731,3.57216e-05
969,243.655,1,10.9872,60.4916,3.079,0.246466,3.80417e-05
970,242.707,1,10.9978,60.4915,3.12587,0.25187,3.40256e-05
971,248.85,1,11.1881,60.4914,3.20369,0.243384,3.53252e-05
972,245.571,1,10.8055,60.4911,3.20395,0.230059,3.32223e-05
973,243.195,1,10.8096,60.4903,3.13054,0.23493,3.50354e-05
974,249.796,1,11.146,60.4903,3.14103,0.259131,3.92957e-05
975,245.785,1,11.1823,60.4903,3.08977,0.252201,3.91659e-05
976,245.227,1,10.8295,60.4907,3.05954,0.240908,4.29958e-05
977,244.313,1,11.0194,60.4907,3.05611,0.241751,4.17902e-05
978,242.26,1,11.0768,60.4909,3.08764,0.244459,3.73783e-05
979,245.274,1,10.928,60.4907,3.10631,0.230381,4.05877e-05
980,246.708,1,11.0179,60.4906,3.09341,0.242157,4.1819e-05
981,249.483,1,11.0734,60.4907,3.1392,0.246269,4.1052e-05
982,248.93,1,11.1179,60.4906,3.15499,0.25629,3.73675e-05
983,241.482,1,10.8897,60.491,3.05813,0.229431,3.9621e-05
984,249.493,1,10.9902,60.4906,3.13149,0.238469,4.3132e-05
985,246.526,1,10.9652,60.4908,3.10825,0.242386,4.0169e-05
986,245.347,1,11.1179,60.4908,3.0937,0.239561,4.02404e-05
987,242.954,1,10.9326,60.4909,3.06934,0.247112,3.78106e-05
988,249.38,1,10.8854,60.491,3.14713,0.239971,4.12566e-05
989,242.275,1,10.8778,60.491,3.06439,0.230169,4.00622e-05
990,239.079,1,10.9706,60.4908,3.0709,0.239537,3.58327e-05
991,233.255,1,11.0584,60.4906,3.05965,0.242264,3.20497e-05
992,237.245,1,10.9602,60.4901,3.05048,0.231215,3.43801e-05
993,236.187,1,10.8545,60.4898,3.09647,0.223214,3.09473e-05
994,235.348,1,11.0619,60.4898,3.12935,0.229958,2.76801e-05
995,232.508,1,11.0376,60.4897,3.09391,0.231683,2.62929e-05
996,235.941,1,10.9941,60.49,3.15942,0.243921,2.44532e-05
997,228.679,1,10.9889,60.4902,3.09049,0.241424,2.21744e-05
998,234.575,1,11.0497,60.4899,3.15096,0.236593,2.44556e-05
999,238.777,1,10.9288,60.4896,3.13948,0.230429,2.99157e-05
1000,243.026,1,10.909,60.4896,3.19931,0.231501,3.04477e-05
1001,242.367,1,10.7458,60.4901,3.14253,0.219911,3.53978e-05
1002,238.051,1,10.75,60.4902,3.16106,0.229365,3.16608e-05
1003,245.651,1,10.9926,60.4903,3.15702,0.24922,3.40318e-05
1004,246.719,1,10.9311,60.4902,3.17163,0.242573,3.51916e-05
1005,238.715,1,11.1508,60.4908,3.08567,0.234827,3.29762e-05
1006,236.52,1,11.0665,60.4903,3.05882,0.233843,3.25095e-05
1007,235.855,1,10.9514,60.4898,3.06982,0.22608,3.20384e-05
1008,239.403,1,10.9523,60.4898,3.08542,0.228749,3.4714e-05
1009,239.763,1,10.8526,60.4902,3.10995,0.232672,3.27441e-05
1010,232.086,1,11.0157,60.4901,3.01706,0.242124,2.9449e-05
1011,237.409,1,10.9677,60.4897,3.05786,0.253317,3.10451e-05
1012,236.271,1,10.941,60.4902,3.03287,0.233558,3.42015e-05
1013,241.188,1,10.9099,60.4902,3.09456,0.241956,3.42775e-05
1014,242.83,1,10.9042,60.4904,3.21341,0.219618,3.09251e-05
1015,239.944,1,10.8715,60.4907,3.13725,0.227972,3.16784e-05
1016,233.209,1,10.9945,60.4905,3.02,0.237761,3.10083e-05
1017,238.278,1,11.0017,60.4904,3.07533,0.262406,2.97308e-05
1018,240.115,1,10.8762,60.49,3.1147,0.241612,3.15983e-05
1019,240.946,1,10.999,60.49,3.15096,0.238601,3.0446e-05
1020,239.986,1,10.8956,60.4897,3.13786,0.241392,2.99229e-05
1021,241.822,1,11.0701,60.4897,3.17151,0.2352,3.04785e-05
1022,244.225,1,11.1476,60.4898,3.20437,0.241786,3.0101e-05
1023,243.096,1,10.7796,60.4898,3.15661,0.246172,3.14758e-05
1024,239.309,1,10.7518,60.4899,3.17009,0.220183,3.00371e-05
1025,241.088,1,10.8935,60.4897,3.11544,0.230825,3.4189e-05
1026,243.747,1,10.67,60.4898,3.15875,0.240377,3.28402e-05
1027,238.198,1,10.8827,60.4899,3.10947,0.229839,3.13785e-05
1028,238.411,1,10.7979,60.4904,3.13247,0.242478,2.84929e-05
1029,236.107,1,10.8024,60.4903,3.05124,0.240513,3.16789e-05
1030,231.941,1,10.9549,60.4901,3.07531,0.23535,2.83345e-05
1031,238.395,1,11.0444,60.4904,3.11436,0.245507,2.9266e-05
1032,239.216,1,10.9431,60.4903,3.12886,0.225023,3.18496e-05
1033,238.725,1,10.7847,60.4907,3.15171,0.223206,3.0015e-05
1034,234.804,1,11.1285,60.4909,3.07495,0.238949,2.88638e-05
1035,233.837,1,10.9815,60.4909,3.10595,0.225152,2.76256e-05
1036,235.087,1,11.0411,60.4911,3.12149,0.221795,2.8338e-05
1037,240.739,1,10.9639,60.4917,3.16978,0.223396,3.09871e-05
1038,242.433,1,11.0186,60.4919,3.16627,0.238582,3.10588e-05
1039,247.178,1,10.8347,60.4918,3.19272,0.236739,3.5026e-05
1040,247.634,1,11.0387,60.4923,3.19062,0.246352,3.43661e-05
1041,240.849,1,11.2371,60.4926,3.09191,0.252747,3.26108e-05
1042,237.83,1,11.0066,60.4924,3.12345,0.230376,2.99598e-05
1043,235.261,1,11.023,60.4925,3.08537,0.233579,2.9325e-05
1044,236.376,1,11.0368,60.4926,3.10656,0.246002,2.76469e-05
1045,240.017,1,11.0191,60.4929,3.15407,0.238339,2.92863e-05
1046,237.27,1,10.8997,60.4928,3.1011,0.236287,3.00775e-05
1047,235.482,1,10.9901,60.4925,3.10599,0.234173,2.81659e-05
1048,229.838,1,10.848,60.4927,3.08757,0.228889,2.51924e-05
1049,227.708,1,10.9125,60.4928,3.11625,0.228249,2.25327e-05
1050,227.64,1,11.0857,60.4926,3.03933,0.254396,2.27368e-05
1051,228.954,1,10.9096,60.4925,3.07047,0.246804,2.2904e-05
1052,231.859,1,11.0083,60.4926,3.06079,0.246855,2.59588e-05
1053,230.857,1,10.9119,60.4923,3.04581,0.233978,2.73284e-05
1054,237.068,1,11.0523,60.4925,3.10424,0.246179,2.8463e-05
1055,236.031,1,11.1383,60.4919,3.04574,0.254841,3.01884e-05
1056,237.833,1,11.1604,60.4918,3.10024,0.261735,2.77584e-05
1057,233.619,1,11.2094,60.4921,3.07947,0.251836,2.59884e-05
1058,234.423,1,10.9748,60.4922,3.10556,0.242479,2.6217e-05
1059,236.677,1,10.7945,60.4925,3.13886,0.234121,2.73525e-05
1060,237.581,1,10.8741,60.4928,3.13127,0.24784,2.71335e-05
1061,238.41,1,10.7686,60.4926,3.14038,0.222712,3.04885e-05
1062,235.579,1,10.9162,60.4925,3.11964,0.228917,2.80561e-05
1063,236.734,1,10.8183,60.4927,3.13793,0.217075,2.9621e-05
1064,237.486,1,11.0329,60.4929,3.07851,0.236341,3.18618e-05
1065,239.253,1,11.1257,60.493,3.11445,0.24755,2.99221e-05
1066,239.174,1,10.9769,60.4931,3.10579,0.236136,3.18828e-05
1067,248.447,1,11.1217,60.493,3.19882,0.234868,3.64608e-05
1068,248.88,1,11.1248,60.4926,3.15873,0.23399,4.05252e-05
1069,242.492,1,11.0359,60.4921,3.11877,0.234239,3.62469e-05
1070,240.579,1,11.0959,60.4923,3.09126,0.242259,3.37438e-05
1071,239.704,1,10.9808,60.4925,3.08086,0.241811,3.3533e-05
1072,238.254,1,11.2402,60.4922,3.1011,0.251161,2.99928e-05
1073,235.633,1,10.9431,60.492,3.11724,0.224646,2.9213e-05
1074,234.801,1,10.8844,60.4919,3.12412,0.229445,2.69583e-05
1075,228.76,1,10.9904,60.4922,3.10342,0.227168,2.41123e-05
1076,227.517,1,11.0648,60.4919,3.04102,0.238615,2.40422e-05
1077,227.377,1,11.0712,60.4921,3.06605,0.238677,2.26092e-05
1078,232.937,1,10.9847,60.4921,3.1542,0.254987,2.12519e-05
1079,231.399,1,11.0813,60.4921,3.10191,0.250075,2.30024e-05
1080,227.646,1,11.0625,60.4921,3.07051,0.246421,2.18903e-05
1081,228.191,1,11.1598,60.4919,3.11469,0.247162,2.01776e-05
1082,228.685,1,11.1373,60.4918,3.13585,0.240982,2.01075e-05
1083,227.187,1,11.072,60.4916,3.14969,0.234941,1.89686e-05
1084,225.474,1,11.1764,60.4913,3.12322,0.234092,1.89743e-05
1085,227.154,1,10.964,60.4913,3.1257,0.232683,2.016e-05
1086,219.817,1,10.8508,60.4912,3.04073,0.222431,1.9603e-05
1087,226.438,1,11.0849,60.4912,3.08917,0.241823,2.04959e-05
1088,230.427,1,11.3044,60.4915,3.14635,0.236104,2.13455e-05
1089,225.924,1,11.2015,60.4919,3.11233,0.233756,1.97778e-05
1090,233.763,1,11.1143,60.4919,3.21997,0.243677,1.98821e-05
1091,224.256,1,10.9241,60.4919,3.08296,0.247132,1.88093e-05
1092,225.652,1,10.9398,60.4921,3.11564,0.234682,1.93676e-05
1093,220.973,1,11.091,60.4919,3.13171,0.234641,1.73229e-05
1094,224.415,1,10.9418,60.4918,3.12532,0.236813,1.79774e-05
1095,221.16,1,10.8357,60.4919,3.05972,0.230905,1.89839e-05
1096,217.67,1,11.0691,60.4922,3.03259,0.244718,1.69798e-05
1097,212.346,1,10.889,60.4924,3.0303,0.238394,1.51872e-05
1098,219.952,1,11.0813,60.4922,3.06838,0.246283,1.67195e-05
1099,223.467,1,11.1328,60.4922,3.11204,0.248326,1.70645e-05
1100,221.738,1,10.9457,60.4921,3.06495,0.230173,1.9215e-05
1101,224.151,1,11.1168,60.492,3.09503,0.247903,1.81865e-05
1102,224.277,1,10.9722,60.4918,3.14671,0.221732,1.82809e-05
1103,225.374,1,10.7934,60.4917,3.15494,0.22052,1.87269e-05
1104,225.965,1,10.9484,60.4917,3.16917,0.233569,1.75088e-05
1105,219.351,1,10.9421,60.4916,3.12542,0.242837,1.56603e-05
1106,217.044,1,11.1576,60.4917,3.10957,0.226964,1.49244e-05
1107,225.114,1,10.8557,60.4918,3.18442,0.224428,1.71043e-05
1108,225.228,1,10.8949,60.4916,3.13664,0.238663,1.79141e-05
1109,221.513,1,11.0363,60.4916,3.11339,0.231551,1.70165e-05
1110,219.988,1,11.1188,60.4917,3.14438,0.217685,1.60153e-05
1111,222.037,1,10.9769,60.4917,3.09884,0.235713,1.75872e-05
1112,221.011,1,11.0136,60.4919,3.06324,0.248801,1.73868e-05
1113,223.434,1,11.2713,60.4918,3.12193,0.258407,1.60263e-05
1114,221.725,1,11.1844,60.4919,3.10671,0.25389,1.58687e-05
1115,222.38,1,10.909,60.4917,3.14515,0.227086,1.75566e-05
1116,222.843,1,11.0924,60.4919,3.10598,0.237653,1.76721e-05
1117,214.484,1,10.8546,60.492,3.10328,0.227034,1.58064e-05
1118,215.72,1,10.9707,60.4921,3.0746,0.238781,1.46215e-05
1119,216.801,1,10.9028,60.4919,3.09142,0.227153,1.53885e-05
1120,217.822,1,11.088,60.4917,3.08894,0.231307,1.57599e-05
1121,216.072,1,11.0492,60.4917,3.05763,0.23925,1.53492e-05
1122,219.562,1,11.0309,60.4916,3.14031,0.234938,1.47453e-05
1123,218.177,1,10.9251,60.4916,3.07202,0.262461,1.46061e-05
1124,215.008,1,10.935,60.4916,3.04469,0.244902,1.48619e-05
1125,214.013,1,10.7888,60.4917,3.06261,0.232091,1.45373e-05
1126,213.371,1,10.9523,60.4915,3.0717,0.236935,1.36377e-05
1127,219.216,1,10.9509,60.4913,3.12592,0.240654,1.46732e-05
1128,222.336,1,11.0407,60.4913,3.14517,0.241582,1.56665e-05
1129,220.908,1,10.9608,60.4915,3.13743,0.220787,1.65669e-05
1130,220.794,1,11.1222,60.4916,3.0944,0.220592,1.81545e-05
1131,220.821,1,10.9313,60.4913,3.15541,0.224883,1.62379e-05
1132,213.166,1,10.9868,60.4914,3.04179,0.232423,1.47587e-05
1133,215.26,1,10.9509,60.4914,3.07124,0.241956,1.43012e-05
1134,214.307,1,10.7457,60.4915,3.06838,0.245251,1.37245e-05
1135,216.879,1,11.0284,60.4915,3.15096,0.234697,1.31038e-05
1136,211.037,1,10.8897,60.4914,3.1488,0.224564,1.17204e-05
1137,215.588,1,11.065,60.4913,3.1537,0.234805,1.24336e-05
1138,212.065,1,11.1876,60.4913,3.11083,0.238978,1.18319e-05
1139,208.967,1,10.9294,60.4913,3.08971,0.231598,1.14526e-05
1140,208.502,1,11.0722,60.4913,3.08119,0.228685,1.16257e-05
1141,209.098,1,11.1007,60.4913,3.09345,0.243249,1.08651e-05
1142,205.016,1,11.0331,60.4914,3.06244,0.243317,1.00601e-05
1143,204.869,1,11.0613,60.4915,3.093,0.244066,9.31999e-06
1144,206.097,1,11.2011,60.4914,3.08266,0.25024,9.71826e-06
1145,207.563,1,11.1535,60.4912,3.11758,0.250603,9.46554e-06
1146,204.592,1,11.0566,60.4913,3.07824,0.258628,8.99919e-06
1147,206.17,1,11.0816,60.4912,3.06299,0.237546,1.07247e-05
1148,208.202,1,11.1023,60.4913,3.07306,0.242947,1.10249e-05
1149,213.743,1,11.0594,60.4912,3.12449,0.236193,1.23344e-05
1150,210.587,1,11.0177,60.4913,3.10166,0.260417,1.10323e-05
1151,209,1,10.9834,60.4913,3.06044,0.248075,1.14267e-05
1152,209.802,1,11.0671,60.4912,3.09444,0.241006,1.12207e-05
1153,207.604,1,10.949,60.4914,3.08387,0.236613,1.08169e-05
1154,211.15,1,10.9271,60.4916,3.10575,0.239222,1.1569e-05
1155,210.561,1,11.0487,60.4915,3.13115,0.224054,1.1438e-05
1156,213.96,1,10.8499,60.4916,3.18519,0.222005,1.159e-05
1157,213.621,1,11.0093,60.4915,3.14784,0.226278,1.21811e-05
1158,212.773,1,10.9614,60.4916,3.15542,0.236578,1.11181e-05
1159,204.491,1,10.9465,60.4917,3.10615,0.233379,9.94431e-06
1160,205.128,1,11.0388,60.4918,3.0699,0.239524,1.00905e-05
1161,202.633,1,10.8976,60.4918,3.08137,0.231482,9.30955e-06
1162,209.417,1,10.9458,60.4919,3.11304,0.241881,1.05833e-05
1163,207.163,1,10.8842,60.4921,3.06934,0.235121,1.10682e-05
1164,210.127,1,11.0367,60.4921,3.07011,0.240618,1.20022e-05
1165,214.753,1,10.9784,60.4921,3.10236,0.237517,1.33516e-05
1166,214.62,1,11.1331,60.4921,3.05073,0.249538,1.41908e-05
1167,214.968,1,10.9323,60.492,3.10003,0.24748,1.29797e-05
1168,211.254,1,10.802,60.4921,3.0923,0.233684,1.22458e-05
1169,209.845,1,11.1538,60.492,3.07028,0.251833,1.13484e-05
1170,206.953,1,11.0076,60.4919,3.0627,0.253543,1.03399e-05
1171,203.609,1,10.9685,60.4919,3.0036,0.240792,1.10428e-05
1172,208.448,1,10.9576,60.4919,3.10052,0.232656,1.09266e-05
1173,208.582,1,11.0762,60.492,3.13511,0.224073,1.05644e-05
1174,207.331,1,10.8261,60.4919,3.08907,0.229809,1.09025e-05
1175,210.114,1,10.6769,60.4921,3.14431,0.236061,1.03813e-05
1176,208.35,1,10.8728,60.4921,3.09881,0.235086,1.08165e-05
1177,208.404,1,11.0102,60.4922,3.03909,0.24227,1.20171e-05
1178,209.177,1,10.9528,60.4923,3.10252,0.246115,1.07484e-05
1179,206.594,1,10.7271,60.4925,3.12552,0.220132,1.02562e-05
1180,207.995,1,10.7947,60.4925,3.15297,0.22305,9.99575e-06
1181,211.243,1,10.8617,60.4924,3.17823,0.216811,1.09332e-05
1182,203.356,1,11.1539,60.4923,3.08805,0.242526,9.77896e-06
1183,201.975,1,10.977,60.4924,3.07727,0.235475,9.02149e-06
1184,201.301,1,10.616,60.4924,3.19347,0.227373,8.06906e-06
1185,197.305,1,10.7848,60.4924,3.13924,0.220295,7.21719e-06
1186,194.693,1,10.9453,60.4923,3.06403,0.24023,7.02225e-06
1187,193.012,1,10.9368,60.4924,3.049,0.235511,6.97699e-06
1188,197.621,1,11.0733,60.4924,3.13359,0.249476,6.43635e-06
1189,201.691,1,11.0203,60.4925,3.2139,0.239003,6.53175e-06
1190,200.868,1,10.8476,60.4925,3.15904,0.242089,7.04633e-06
1191,199.159,1,10.8576,60.4924,3.1397,0.231166,7.24103e-06
1192,195.983,1,10.8605,60.4925,3.09519,0.231095,7.13164e-06
1193,197.364,1,10.8316,60.4926,3.09357,0.229441,7.57337e-06
1194,197.687,1,11.0493,60.4926,3.09678,0.236317,7.38568e-06
1195,200.043,1,11.2164,60.4925,3.09699,0.241002,7.87425e-06
1196,200.317,1,11.2186,60.4924,3.0683,0.251526,8.12096e-06
1197,198.928,1,10.9256,60.4924,3.03915,0.241392,8.59717e-06
1198,199.095,1,10.8754,60.4925,3.08096,0.237691,7.99751e-06
1199,197.16,1,10.8522,60.4926,3.10861,0.2207,7.56049e-06
1200,201.403,1,10.8656,60.4925,3.09404,0.237774,8.43324e-06
1201,201.43,1,11.0269,60.4926,3.09006,0.238689,8.48349e-06
1202,205.907,1,10.9601,60.4926,3.1155,0.248601,9.03489e-06
1203,201.857,1,11.1069,60.4926,3.13305,0.235566,8.08105e-06
1204,195.792,1,11.0291,60.4925,3.06163,0.238787,7.38724e-06
1205,203.284,1,10.9201,60.4925,3.13923,0.231865,8.37371e-06
1206,206.997,1,10.973,60.4927,3.15977,0.240056,8.83105e-06
1207,198.902,1,11.0258,60.4926,3.08007,0.253051,7.89873e-06
1208,197.28,1,11.1424,60.4926,3.07298,0.246828,7.34779e-06
1209,199.049,1,11.0462,60.4926,3.12235,0.24527,7.06129e-06
1210,199.986,1,10.908,60.4926,3.17597,0.239569,6.6513e-06
1211,198.499,1,10.8599,60.4927,3.11007,0.249266,6.99949e-06
1212,195.805,1,10.9922,60.4927,3.08964,0.229548,7.22261e-06
1213,201.8,1,10.9468,60.4927,3.11917,0.230828,8.33554e-06
1214,206.541,1,11.1754,60.4927,3.14039,0.261736,8.31208e-06
1215,202.987,1,10.8859,60.4927,3.18552,0.234104,7.44525e-06
1216,198.452,1,10.9514,60.4928,3.10871,0.242531,7.20319e-06
1217,198.077,1,11.143,60.4927,3.1322,0.247823,6.6058e-06
1218,190.159,1,11.125,60.4928,3.12672,0.227883,5.90841e-06
1219,189.417,1,11.1352,60.4927,3.09058,0.232407,5.6666e-06
1220,194.532,1,10.981,60.4926,3.10151,0.235732,6.54606e-06
1221,194.218,1,10.9638,60.4926,3.03384,0.241564,7.34857e-06
1222,194.032,1,10.9267,60.4927,3.07934,0.220423,7.22359e-06
1223,196.864,1,11.0634,60.4926,3.07534,0.245306,7.24597e-06
1224,195.17,1,11.0496,60.4926,3.13927,0.22802,6.48099e-06
1225,198.907,1,11.0409,60.4926,3.13175,0.23553,7.16666e-06
1226,200.343,1,11.2163,60.4925,3.16267,0.251929,6.59322e-06
1227,191.826,1,11.139,60.4924,3.08967,0.257996,5.89716e-06
1228,192.464,1,10.9043,60.4924,3.14056,0.230759,6.00032e-06
1229,192.476,1,11.0262,60.4924,3.08328,0.226867,6.58111e-06
1230,193.246,1,11.2064,60.4924,3.11439,0.232757,6.15482e-06
1231,197.314,1,10.9969,60.4924,3.14069,0.236974,6.59892e-06
1232,193.169,1,10.8495,60.4925,3.11614,0.219158,6.49366e-06
1233,196.773,1,10.8309,60.4924,3.13128,0.237534,6.5917e-06
1234,195.101,1,11.1079,60.4924,3.13046,0.226018,6.53765e-06
1235,193.7,1,10.9635,60.4924,3.1403,0.23661,5.84745e-06
1236,189.373,1,10.9983,60.4924,3.09841,0.233983,5.52298e-06
1237,193.841,1,11.0144,60.4924,3.10253,0.230204,6.52507e-06
1238,194.512,1,10.9949,60.4923,3.09655,0.225269,6.9209e-06
1239,185.717,1,10.9606,60.4924,3.03999,0.224752,6.19024e-06
1240,186.997,1,11.1115,60.4924,3.04177,0.236148,5.70518e-06
1241,192.364,1,11.0824,60.4925,3.18015,0.256973,5.10287e-06
1242,191.634,1,11.0068,60.4925,3.19492,0.242816,4.67529e-06
1243,189.251,1,11.0377,60.4925,3.16821,0.232273,4.75472e-06
1244,182.428,1,11.0015,60.4925,3.06816,0.226693,4.758e-06
1245,185.86,1,11.1054,60.4925,3.07028,0.225251,5.38718e-06
1246,187.118,1,10.9472,60.4925,3.06232,0.240385,5.37496e-06
1247,182.642,1,10.8314,60.4925,3.07447,0.242147,4.80751e-06
1248,184.709,1,10.8438,60.4925,3.13131,0.241505,4.29996e-06
1249,189.919,1,10.6759,60.4925,3.20511,0.233282,4.47849e-06
1250,184.368,1,10.9441,60.4925,3.1179,0.231636,4.46945e-06
1251,183.23,1,10.7888,60.4925,3.15022,0.236193,3.9976e-06
1252,175.904,1,10.8946,60.4924,3.11626,0.244082,3.57556e-06
1253,176.04,1,10.8954,60.4924,3.07477,0.238231,3.5511e-06
1254,183.107,1,10.8903,60.4925,3.17083,0.233873,3.77036e-06
1255,175.534,1,10.8648,60.4924,3.07776,0.224428,3.67746e-06
1256,175.965,1,10.7811,60.4925,3.08495,0.231058,3.56983e-06
1257,175.208,1,10.9501,60.4924,3.11611,0.245544,3.19296e-06
1258,177.814,1,10.9022,60.4924,3.14083,0.245536,3.17292e-06
1259,171.97,1,11.0402,60.4924,3.12318,0.2391,2.83795e-06
1260,171.922,1,11.0001,60.4924,3.10917,0.249321,2.71402e-06
1261,165.307,1,10.8176,60.4924,3.03457,0.245193,2.57382e-06
1262,164.8,1,10.9427,60.4925,3.0885,0.219307,2.51068e-06
1263,164.788,1,10.9576,60.4925,3.07471,0.215047,2.63252e-06
1264,167.96,1,10.8292,60.4925,3.06535,0.223267,2.89973e-06
1265,165.239,1,11.0178,60.4925,3.01945,0.234272,2.78097e-06
1266,170.197,1,10.8364,60.4925,3.10645,0.249186,2.56856e-06
1267,170.286,1,11.0205,60.4925,3.14971,0.245364,2.38017e-06
1268,174.93,1,11.0076,60.4926,3.1763,0.240622,2.7044e-06
1269,176.35,1,10.9212,60.4925,3.19746,0.239619,2.72986e-06
1270,172.085,1,10.9612,60.4926,3.11281,0.231276,2.91934e-06
1271,174.076,1,10.9288,60.4925,3.10329,0.24597,3.00974e-06
1272,170.004,1,10.7466,60.4925,3.17336,0.22112,2.69199e-06
1273,170.383,1,10.8796,60.4925,3.11132,0.234151,2.72233e-06
1274,170.313,1,11.1327,60.4925,3.09203,0.242401,2.73741e-06
1275,171.445,1,11.1287,60.4925,3.09113,0.24911,2.77915e-06
1276,167.475,1,11.0685,60.4925,3.04743,0.234708,2.8222e-06
1277,172.773,1,10.9055,60.4925,3.15805,0.247704,2.53034e-06
1278,166.913,1,10.8188,60.4925,3.09417,0.232522,2.51546e-06
1279,167.307,1,10.953,60.4925,3.12221,0.237331,2.34946e-06
1280,168.926,1,10.9183,60.4924,3.10535,0.236619,2.59123e-06
1281,169.314,1,10.9587,60.4924,3.10056,0.236953,2.65161e-06
1282,175.923,1,11.1581,60.4924,3.14382,0.245261,2.94982e-06
1283,170.254,1,10.983,60.4924,3.07367,0.235459,2.92932e-06
1284,173.487,1,11.138,60.4924,3.14745,0.230498,2.85448e-06
1285,175.867,1,11.2779,60.4924,3.14442,0.238951,3.01759e-06
1286,174.01,1,11.0389,60.4923,3.15431,0.228338,2.89241e-06
1287,168.069,1,10.8766,60.4924,3.12418,0.213925,2.66689e-06
1288,175.71,1,11.0254,60.4924,3.12321,0.242781,3.09373e-06
1289,183.76,1,11.0379,60.4924,3.16304,0.25741,3.56617e-06
1290,177.468,1,11.0209,60.4923,3.13601,0.23628,3.2913e-06
1291,180.724,1,10.9369,60.4923,3.16907,0.229832,3.53709e-06
1292,172.212,1,10.9025,60.4923,3.06741,0.229958,3.26193e-06
1293,173.431,1,10.9539,60.4923,3.1055,0.238925,3.01323e-06
1294,178.284,1,11.115,60.4923,3.13083,0.258382,3.13406e-06
1295,176.787,1,10.817,60.4923,3.14181,0.259558,2.88726e-06
1296,170.684,1,10.887,60.4923,3.1414,0.247432,2.58244e-06
1297,169.599,1,10.9161,60.4923,3.16191,0.243037,2.3098e-06
1298,171.031,1,10.9078,60.4923,3.17617,0.252293,2.24466e-06
1299,166.303,1,11.0181,60.4923,3.17526,0.246721,2.00769e-06
1300,159.217,1,11.1294,60.4923,3.1222,0.226882,1.84097e-06
1301,160.228,1,10.8032,60.4923,3.13374,0.233372,1.80921e-06
1302,162.333,1,10.8749,60.4923,3.12899,0.239123,1.92353e-06
1303,164.018,1,10.7997,60.4923,3.11947,0.232734,2.14324e-06
1304,160.663,1,10.804,60.4923,3.12259,0.223091,1.96979e-06
1305,162.27,1,10.8083,60.4923,3.1611,0.208812,2.04917e-06
1306,159.84,1,11.089,60.4923,3.07862,0.217943,2.15792e-06
1307,165.86,1,10.9417,60.4923,3.1416,0.226891,2.23673e-06
1308,164.413,1,11.0181,60.4923,3.07684,0.234443,2.37133e-06
1309,163.484,1,11.143,60.4923,3.14876,0.236938,2.12099e-06
1310,164.89,1,10.974,60.4923,3.14163,0.240036,2.04216e-06
1311,157.82,1,11.0577,60.4923,3.09543,0.242052,1.82656e-06
1312,162.956,1,10.9843,60.4923,3.14411,0.236158,1.92675e-06
1313,164.113,1,11.1576,60.4923,3.12652,0.239602,2.05671e-06
1314,165.472,1,11.1474,60.4923,3.10614,0.246972,2.19066e-06
1315,163.062,1,10.9968,60.4923,3.06884,0.237923,2.26666e-06
1316,166.595,1,11.1876,60.4923,3.12539,0.239437,2.25452e-06
1317,171.818,1,11.099,60.4923,3.17428,0.232232,2.51829e-06
1318,165.612,1,11.182,60.4923,3.08019,0.231257,2.49055e-06
1319,167.251,1,11.0593,60.4923,3.16921,0.225851,2.22762e-06
1320,166.004,1,10.8857,60.4923,3.10432,0.231495,2.3916e-06
1321,170.64,1,10.7471,60.4923,3.19987,0.2382,2.22794e-06
