parameter,value
Cl_pop,5.6888908412961
beta_Cl_CLCRMLMIN,0.00411492568457072
V1_pop,43.1616027130725
Q_pop,78.7176084136339
beta_Q_AGEA,0.0287179239549279
beta_Q_ALBGDL,-0.492295677292535
beta_Q_ANTU_2,-1.26853693721712
beta_Q_SCRMGDL,-1.38460680760477
V2_pop,53.3473892152771
omega_Cl,0.214633617547979
omega_V1,0.264476849273091
omega_Q,0.0116581157491918
omega_V2,0.210796722388802
corr_V2_V1,0.9988309545036
a1,0.307889637665969
a2,0.0591936515819155
