simulations,OFV
500,981.773
1000,981.918
1500,981.211
2000,982.192
2500,983.41
3000,983.149
3500,982.778
4000,982.719
4500,983.573
5000,983.494
5500,983.466
6000,983.351
6500,983.189
7000,983.512
7500,983.281
8000,983.386
8500,983.669
9000,983.704
9500,983.336
10000,983.03
10500,983.24
11000,982.953
11500,982.926
12000,982.771
12500,982.934
13000,983.018
13500,983.02
14000,983.146
14500,982.855
15000,982.89
15500,982.93
16000,982.618
16500,982.556
17000,982.667
17500,982.774
18000,982.814
18500,982.735
19000,982.817
19500,982.885
20000,982.925
20500,982.907
21000,982.879
21500,982.863
22000,982.916
22500,983
23000,982.95
23500,982.736
24000,982.824
24500,982.9
25000,982.976
25500,982.911
26000,982.829
26500,982.872
27000,982.946
27500,983.004
28000,983.084
28500,983.053
29000,982.852
29500,982.821
30000,982.9
